#timeI (float64)[1],integ_ch0 (float64)[1],integ_ch1 (float64)[1],integ_ch2 (float64)[1],integ_ch3 (float64)[1],integ_ch4 (float64)[1],integ_ch5 (float64)[1],integ_ch6 (float64)[1],integ_ch7 (float64)[1],integ_ch8 (float64)[1],integ_ch9 (float64)[1],integ_ch10 (float64)[1],integ_ch11 (float64)[1],integ_ch12 (float64)[1],integ_ch13 (float64)[1],integ_ch14 (float64)[1],integ_ch15 (float64)[1]
-0.0010000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.5265729427337646,32.0475807189941406,-1.9343990087509155,4.7870430946350098
-0.0008999805862939,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.5265729427337646,32.0475807189941406,-1.9343990087509155,4.7908568382263184
-0.0007999611725878,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.5265729427337646,32.0475807189941406,-1.9343990087509155,4.7908568382263184
-0.0006999417588818,0.0000000000000000,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,3.5303881168365479,32.0475807189941406,-1.9305850267410278,4.7870430946350098
-0.0005999223451757,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.5265729427337646,32.0475807189941406,-1.9305850267410278,4.7908568382263184
-0.0004999029314696,-0.0000000000000020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.5303881168365479,32.0475807189941406,-1.9305850267410278,4.7908568382263184
-0.0003998835177635,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.5227589607238770,32.0437698364257812,-1.9382139444351196,4.7832279205322266
-0.0002998641040575,0.0000000000000000,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,-0.0000000000000020,3.5227589607238770,32.0475807189941406,-1.9382139444351196,4.7832279205322266
-0.0001998446903514,0.0000000000000000,0.0000000000000000,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,3.5189440250396729,32.0475807189941406,-1.9382139444351196,4.7794132232666016
-0.0000998252766453,0.0000001670402980,-0.0000000396745889,0.0000001338178066,-0.0000001554284950,0.0000000734103978,0.0000000846802166,-0.0000000862461604,-0.0000000610535125,0.0000000242299194,-0.0000000184555500,0.0000001981055959,-0.0000000869107311,3.5265729427337646,32.0475807189941406,-1.9343990087509155,4.7870430946350098
0.0000001941370608,0.0000002428502910,-0.0000000626314431,0.0000001989720033,-0.0000002340147063,0.0000001081972982,0.0000001226394062,-0.0000001243978005,-0.0000000894751224,0.0000000356241614,-0.0000000287765403,0.0000003006144880,-0.0000001261521021,3.5265729427337646,32.0475807189941406,-1.9305850267410278,4.7870430946350098
0.0001002135507668,0.0000002890677990,-0.0000000834771114,0.0000001843294939,-0.0000002235428980,0.0000001145830026,0.0000001402833050,-0.0000001357881985,-0.0000001030185999,-0.0000000384469807,-0.0000000510196188,0.0000002718163046,-0.0000001001325032,3.4693529605865479,32.0208816528320312,-1.9916199445724487,4.7031188011169434
