#timeI (float64)[1],integ_ch0 (float64)[1],integ_ch1 (float64)[1],integ_ch2 (float64)[1],integ_ch3 (float64)[1],integ_ch4 (float64)[1],integ_ch5 (float64)[1],integ_ch6 (float64)[1],integ_ch7 (float64)[1],integ_ch8 (float64)[1],integ_ch9 (float64)[1],integ_ch10 (float64)[1],integ_ch11 (float64)[1],integ_ch12 (float64)[1],integ_ch13 (float64)[1],integ_ch14 (float64)[1],integ_ch15 (float64)[1],rogowski_ch (float64)[1]
-0.0010000000000000,0.0000000000034051,-0.0000000000098438,-0.0000000000024990,-0.0000000000134974,-0.0000000000481133,-0.0000000000344414,-0.0000000000164755,-0.0000000000385239,-0.0000000000496555,-0.0000000000072716,-0.0000000000608444,-0.0000000000307956,3.5799789428710938,32.6541213989257812,-1.9305850267410278,4.7527098655700684,0.0000000000000000
-0.0008999909974793,0.0000000000034051,-0.0000000000098438,-0.0000000000024990,-0.0000000000134974,-0.0000000000481133,-0.0000000000344414,-0.0000000000164755,-0.0000000000385239,-0.0000000000496555,-0.0000000000072716,-0.0000000000608444,-0.0000000000307956,3.5761640071868896,32.6502990722656250,-1.9343990087509155,4.7527098655700684,0.0000000000000000
-0.0007999819949586,0.0000000000048916,-0.0000000000096446,-0.0000000000019094,-0.0000000000134888,-0.0000000000483071,-0.0000000000345104,-0.0000000000145644,-0.0000000000388272,-0.0000000000500351,-0.0000000000077118,-0.0000000000604287,-0.0000000000303016,3.5799789428710938,32.6541213989257812,-1.9343990087509155,4.7527098655700684,0.0000000000000000
-0.0006999729924379,0.0000000000040012,-0.0000000000095820,-0.0000000000027902,-0.0000000000139818,-0.0000000000483343,-0.0000000000355700,-0.0000000000152944,-0.0000000000389385,-0.0000000000505501,-0.0000000000076202,-0.0000000000606643,-0.0000000000301522,3.5799789428710938,32.6502990722656250,-1.9343990087509155,4.7527098655700684,0.0000000000000000
-0.0005999639899172,0.0000000000037500,-0.0000000000098952,-0.0000000000029572,-0.0000000000123688,-0.0000000000474048,-0.0000000000351277,-0.0000000000149789,-0.0000000000387321,-0.0000000000485215,-0.0000000000072051,-0.0000000000606611,-0.0000000000302306,3.5799789428710938,32.6579284667968750,-1.9343990087509155,4.7527098655700684,0.0000000000000000
-0.0004999549873965,0.0000000000039510,-0.0000000000111611,-0.0000000000041379,-0.0000000000123264,-0.0000000000476416,-0.0000000000350805,-0.0000000000156868,-0.0000000000399352,-0.0000000000493134,-0.0000000000075644,-0.0000000000613010,-0.0000000000308385,3.5761640071868896,32.6502990722656250,-1.9305850267410278,4.7565250396728516,0.0000000000000000
-0.0003999459848758,0.0000000000044362,-0.0000000000101736,-0.0000000000017025,-0.0000000000137724,-0.0000000000484815,-0.0000000000355736,-0.0000000000153844,-0.0000000000393728,-0.0000000000500896,-0.0000000000073010,-0.0000000000609887,-0.0000000000304336,3.5799789428710938,32.6541213989257812,-1.9305850267410278,4.7565250396728516,0.0000000000000000
-0.0002999369823551,0.0000000000035312,-0.0000000000096776,-0.0000000000022347,-0.0000000000121516,-0.0000000000484591,-0.0000000000343632,-0.0000000000164300,-0.0000000000382768,-0.0000000000501215,-0.0000000000077732,-0.0000000000622527,-0.0000000000316816,3.5799789428710938,32.6541213989257812,-1.9343990087509155,4.7565250396728516,0.0000000000000000
-0.0001999279798344,0.0000000000000000,0.0000000000000000,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,3.5799789428710938,32.6502990722656250,-1.9343990087509155,4.7565250396728516,-0.4010010063648224
-0.0000999189773136,-0.0000000000206955,0.0000000022385620,-0.0000000002853443,-0.0000000181681692,-0.0000000218704592,-0.0000000013696010,-0.0000000032264811,0.0000000012353290,0.0000000010582960,-0.0000000029204501,-0.0000000000527909,-0.0000000227210109,3.5761640071868896,32.6502990722656250,-1.9305850267410278,4.7565250396728516,-2.9217529296875000
0.0000000900252071,0.0000000002339689,0.0000000051465201,-0.0000000045571120,-0.0000000394787492,-0.0000000467621284,-0.0000000077385831,-0.0000000037216901,0.0000000038913082,0.0000000008896524,-0.0000000073817308,-0.0000000003371337,-0.0000000458833185,3.5761640071868896,32.6541213989257812,-1.9305850267410278,4.7488961219787598,-8.4217529296875000
0.0001000990277278,0.0000001960802933,0.0000000539252696,-0.0000000051661408,-0.0000000358486005,-0.0000000760997878,0.0000000116796199,-0.0000000570760612,-0.0000000479281788,-0.0000001311535982,-0.0000000614337026,-0.0000001236527964,-0.0000000871217622,3.4998710155487061,32.6159706115722656,-2.0183229446411133,4.6306400299072266,1.8906250000000000
0.0002001080302485,0.0000003756975957,0.0000001170188000,0.0000000126663000,-0.0000000430442206,-0.0000001050426022,0.0000000305394714,-0.0000001159361034,-0.0000000888904594,-0.0000002066974929,-0.0000000966771765,-0.0000002089081050,-0.0000001180718030,3.5532760620117188,32.6388587951660156,-1.9572880268096924,4.7107491493225098,-49.9002685546875000
0.0003001170327692,0.0000004796253279,0.0000001661750986,0.0000000342551800,-0.0000000065309749,-0.0000000938428002,0.0000000252012793,-0.0000001307941062,-0.0000001058566994,-0.0000002422501097,-0.0000001040048971,-0.0000002466352953,-0.0000001155001002,3.5723500251770020,32.6464881896972656,-1.9382139444351196,4.7450809478759766,-48.7543907165527344
0.0004001260352899,0.0000005201857789,0.0000001755538932,0.0000000328880496,0.0000000061292971,-0.0000001027872969,-0.0000000086471079,-0.0000001061651034,-0.0000001019522031,-0.0000002547224938,-0.0000001067446007,-0.0000002535574879,-0.0000000735139309,3.5723500251770020,32.6502990722656250,-1.9382139444351196,4.7488961219787598,-21.7131309509277344
0.0005001350378106,0.0000005859674843,0.0000002086704995,0.0000000501668183,0.0000000344412001,-0.0000000923341332,-0.0000000178250197,-0.0000001119073971,-0.0000001180401981,-0.0000002721025965,-0.0000001103881004,-0.0000002784721005,-0.0000000622892173,3.5761640071868896,32.6464881896972656,-1.9382139444351196,4.7450809478759766,-10.9425001144409180
0.0006001440403313,0.0000006172518283,0.0000002231384002,0.0000000590383316,0.0000000573661012,-0.0000000817436927,-0.0000000268139502,-0.0000001085253984,-0.0000001203177931,-0.0000002841545097,-0.0000001076875975,-0.0000002876583096,-0.0000000323740288,3.5761640071868896,32.6502990722656250,-1.9343990087509155,4.7527098655700684,3.9531250000000000
0.0007001530428520,0.0000007001918902,0.0000002640217076,0.0000000893496335,0.0000000990159776,-0.0000000568024596,-0.0000000047414419,-0.0000001474393940,-0.0000001520759980,-0.0000003122767964,-0.0000001101173979,-0.0000003236530972,-0.0000000352796690,3.5723500251770020,32.6464881896972656,-1.9343990087509155,4.7488961219787598,33.9733886718750000
0.0008001620453727,0.0000007509751754,0.0000002986143954,0.0000001170715009,0.0000000923556129,-0.0000000588118603,0.0000000261100492,-0.0000002032665947,-0.0000001807346024,-0.0000003332091012,-0.0000001147852018,-0.0000003439023999,-0.0000000681419934,3.5685350894927979,32.6426696777343750,-1.9420289993286133,4.7412657737731934,14.9528799057006836
0.0009001710478934,0.0000008115164860,0.0000003330956133,0.0000001439244954,0.0000000874304575,-0.0000000630442472,0.0000000551576385,-0.0000002581977014,-0.0000002154287984,-0.0000003643773141,-0.0000001252634974,-0.0000003738425107,-0.0000000951462269,3.5723500251770020,32.6388587951660156,-1.9420289993286133,4.7450809478759766,21.1402606964111328
0.0010001800504141,0.0000008678155154,0.0000003721852124,0.0000001723192042,0.0000000808132370,-0.0000000663668374,0.0000000867220891,-0.0000003148433905,-0.0000002481685044,-0.0000003905176129,-0.0000001343300937,-0.0000004004722882,-0.0000001316082034,3.5761640071868896,32.6464881896972656,-1.9382139444351196,4.7488961219787598,19.0778808593750000
0.0011001890529348,0.0000009187106116,0.0000004028989053,0.0000001961312961,0.0000000728233829,-0.0000000761781891,0.0000001063121005,-0.0000003525080103,-0.0000002719968961,-0.0000004255209944,-0.0000001424841969,-0.0000004262188043,-0.0000001546753055,3.5799789428710938,32.6464881896972656,-1.9382139444351196,4.7488961219787598,19.0778808593750000
0.0012001980554555,0.0000009664734080,0.0000004366505095,0.0000002167150939,0.0000000631932480,-0.0000000849681498,0.0000001217788963,-0.0000003988660922,-0.0000003007502016,-0.0000004476287074,-0.0000001523943070,-0.0000004505160121,-0.0000001764359041,3.5799789428710938,32.6502990722656250,-1.9305850267410278,4.7527098655700684,21.3695106506347656
0.0013002070579762,0.0000009548875823,0.0000004377305061,0.0000002224689979,0.0000000870591492,-0.0000000728070120,0.0000001069487965,-0.0000003932181869,-0.0000003060239919,-0.0000004622461063,-0.0000001472233038,-0.0000004367014128,-0.0000001223961021,3.5761640071868896,32.6502990722656250,-1.9343990087509155,4.7488961219787598,21.1402606964111328
0.0014002160604969,0.0000009921093351,0.0000004619475931,0.0000002383082034,0.0000001194716930,-0.0000000593755907,0.0000001020744023,-0.0000004051381950,-0.0000003275793858,-0.0000004859497267,-0.0000001488955945,-0.0000004502784918,-0.0000000922559522,3.5761640071868896,32.6502990722656250,-1.9343990087509155,4.7527098655700684,27.7860107421875000
0.0015002250630176,0.0000009865987067,0.0000004685371948,0.0000002435085094,0.0000001410066943,-0.0000000539263603,0.0000000830523916,-0.0000004013685100,-0.0000003379934128,-0.0000004866245717,-0.0000001454116045,-0.0000004364295876,-0.0000000456664289,3.5723500251770020,32.6464881896972656,-1.9382139444351196,4.7412657737731934,20.9111309051513672
0.0016002340655384,0.0000010258770544,0.0000004904542834,0.0000002564941894,0.0000001666768981,-0.0000000523995602,0.0000000623724574,-0.0000003957376862,-0.0000003529017931,-0.0000005084405075,-0.0000001457410974,-0.0000004454186069,-0.0000000135706797,3.5723500251770020,32.6464881896972656,-1.9382139444351196,4.7412657737731934,32.5985107421875000
0.0017002430680591,0.0000010547779539,0.0000005148515925,0.0000002679551017,0.0000001882636980,-0.0000000520400398,0.0000000435136300,-0.0000003930881007,-0.0000003641337116,-0.0000005141260999,-0.0000001441509028,-0.0000004458316027,0.0000000071377229,3.5761640071868896,32.6464881896972656,-1.9382139444351196,4.7527098655700684,29.8485107421875000
0.0018002520705798,0.0000010653840263,0.0000005221963875,0.0000002647736892,0.0000001478828011,-0.0000000984235484,0.0000000120017098,-0.0000003767131886,-0.0000003582059946,-0.0000005177009825,-0.0000001472435969,-0.0000004402070886,0.0000000097094333,3.5761640071868896,32.6464881896972656,-1.9343990087509155,4.7488961219787598,33.9733886718750000
0.0019002610731005,0.0000010886569726,0.0000005456324743,0.0000002678615090,0.0000001058876009,-0.0000001487209005,-0.0000000218123208,-0.0000003679288909,-0.0000003603198877,-0.0000005224600272,-0.0000001551738933,-0.0000004401140927,-0.0000000010790900,3.5799789428710938,32.6502990722656250,-1.9305850267410278,4.7527098655700684,38.0983886718750000
0.0020002700756212,0.0000011109669913,0.0000005690171747,0.0000002700292896,0.0000000619153866,-0.0000001966407979,-0.0000000559184095,-0.0000003548022107,-0.0000003524031911,-0.0000005247221111,-0.0000001576466957,-0.0000004366935968,-0.0000000173622698,3.5761640071868896,32.6464881896972656,-1.9343990087509155,4.7450809478759766,36.4942588806152344
