#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.741859;-1.930585;4.745081;0;0.454795;0.001739;0;0.521816
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.745670;-1.930585;4.745081;0;0.454794;0.001739;0.001243;0.148782
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.587609;32.741859;-1.930585;4.748896;0;0.454795;0.001739;0.001841;-0.030385
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.745670;-1.930585;4.748896;0;0.454795;0.001739;0.002409;-0.200814
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.741859;-1.930585;4.745081;0;0.454795;0.001739;0.002939;-0.359861
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.745670;-1.930585;4.748896;0;0.454795;0.001739;0.003423;-0.505004
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.741859;-1.926770;4.745081;0;0.454795;0.001739;0.003853;-0.633938
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.741859;-1.930585;4.748896;0;0.454795;0.001739;0.004222;-0.744675
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.583794;32.741859;-1.930585;4.752710;-5.929565;0.454796;0.001739;0.004524;-0.835423
-0.000100;0;0;0.000001;0.000011;0.000009;0.000003;-0.000002;-0.000002;-0.000001;0.000002;-0.000001;0.000011;3.583794;32.741859;-1.926770;4.745081;-6.158691;0.454796;0.001739;0.004755;-0.904876
