#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.511315;31.990360;-1.949658;4.775599;0;0;NaN;NaN;0.462950;0.001614
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.518944;31.997990;-1.938214;4.790857;0;0;NaN;NaN;0.462955;0.001615
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;31.997990;-1.934399;4.794672;0;0;0.460452;0.006622;0.462957;0.001615
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;31.997990;-1.938214;4.794672;0;0;0.460452;0.006622;0.462957;0.001614
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;31.997990;-1.934399;4.798486;0;0;NaN;NaN;0.462959;0.001615
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;31.994181;-1.934399;4.794672;0;0;NaN;NaN;0.462959;0.001615
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.518944;31.997990;-1.934399;4.794672;0;0;0.460452;0.006622;0.462957;0.001615
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;31.997990;-1.934399;4.794672;0;0;0.460452;0.006622;0.462957;0.001615
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;31.994181;-1.934399;4.798486;0.007346;0;NaN;NaN;0.462962;0.001615
-0.000100;0.000028;-0.000009;0.000020;-0.000035;0.000006;0.000007;-0.000007;-0.000007;0.000010;-0.000004;0.000039;-0.000017;3.522759;31.997990;-1.938214;4.794672;1.525301;1.206017;0.595911;0.090213;0.462957;0.001614
0;0.000055;-0.000018;0.000041;-0.000068;0.000013;0.000017;-0.000018;-0.000015;0.000019;-0.000009;0.000077;-0.000033;3.522759;31.997990;-1.934399;4.794672;3.042019;2.390428;0.596035;0.078107;0.462957;0.001615
0.000100;0.000071;-0.000018;0.000072;-0.000105;0.000028;0.000032;-0.000036;-0.000025;0.000054;-0.000002;0.000127;-0.000063;3.473168;31.975100;-1.987805;4.718378;6.209794;5.228729;0.546499;0.066288;0.462923;0.001614
0.000200;0.000065;-0.000034;0.000093;-0.000143;0.000039;0.000045;-0.000044;-0.000031;0.000085;0.000003;0.000181;-0.000080;3.511315;31.994181;-1.953473;4.771784;7.983036;6.970152;0.528096;0.090988;0.462945;0.001614
0.000300;0.000023;-0.000050;0.000085;-0.000147;0.000041;0.000047;-0.000040;-0.000028;0.000096;0.000007;0.000196;-0.000064;3.518944;31.997990;-1.938214;4.790857;7.081388;6.472673;0.511898;0.135048;0.462955;0.001615
0.000400;-0.000043;-0.000060;0.000058;-0.000117;0.000036;0.000042;-0.000028;-0.000018;0.000096;0.000017;0.000176;-0.000027;3.522759;31.994181;-1.934399;4.794672;5.032224;5.134370;0.472423;0.200073;0.462959;0.001615
0.000500;-0.000111;-0.000072;0.000030;-0.000088;0.000030;0.000038;-0.000014;-0.000009;0.000096;0.000026;0.000158;0.000012;3.522759;31.994181;-1.934399;4.794672;2.860344;3.830841;0.406316;0.311017;0.462959;0.001615
