#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.081909;-1.930585;4.779413;0;NaN;NaN;0.439164;-0.004255;0.439187;-0.004252
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.534203;32.085732;-1.934399;4.779413;0;NaN;NaN;0.439165;-0.004257;0.439166;-0.004257
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.085732;-1.930585;4.779413;0;NaN;NaN;0.439165;-0.004255;0.439165;-0.004255
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;32.085732;-1.942029;4.767969;0;NaN;NaN;0.439171;-0.004256;0.439171;-0.004256
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.085732;-1.934399;4.779413;0;NaN;NaN;0.439165;-0.004255;0.439165;-0.004255
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;32.081909;-1.938214;4.771784;0;NaN;NaN;0.439167;-0.004255;0.439167;-0.004255
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.085732;-1.930585;4.779413;0;NaN;NaN;0.439165;-0.004254;0.439165;-0.004254
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.081909;-1.930585;4.779413;0;NaN;NaN;0.439164;-0.004255;0.439164;-0.004255
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.085732;-1.930585;4.779413;0;NaN;NaN;0.439165;-0.004255;0.439165;-0.004255
-0.000100;-0.000053;0.000016;-0.000044;0.000065;-0.000022;-0.000023;0.000026;0.000024;-0.000012;0.000012;-0.000081;0.000026;3.530388;32.085732;-1.934399;4.783228;-2.545473;0.567910;0.098453;0.439164;-0.004256;0.439173;-0.004254
0;-0.000059;0.000019;-0.000050;0.000075;-0.000027;-0.000028;0.000031;0.000028;-0.000012;0.000016;-0.000093;0.000029;3.530388;32.085732;-1.930585;4.783228;-2.732915;0.574045;0.099056;0.439164;-0.004255;0.439174;-0.004252
0.000100;-0.000064;0.000008;-0.000026;0.000035;-0.000022;-0.000030;0.000030;0.000025;0.000036;0.000022;-0.000027;0.000015;3.476983;32.062840;-1.983990;4.703119;0.034421;-12.078764;4.105429;0.439193;-0.004255;0.439193;-0.004255
0.000200;-0.000081;-0.000018;-0.000013;-0.000005;-0.000021;-0.000035;0.000041;0.000028;0.000070;0.000026;0.000036;0.000012;3.511315;32.078098;-1.945844;4.760340;1.586716;0.050185;0.359227;0.439171;-0.004254;0.439178;-0.004252
0.000300;-0.000096;-0.000048;-0.000003;-0.000045;-0.000022;-0.000043;0.000055;0.000032;0.000096;0.000026;0.000098;0.000019;3.526573;32.081909;-1.938214;4.775599;2.646550;0.138542;0.385483;0.439165;-0.004256;0.439176;-0.004254
0.000400;-0.000111;-0.000080;0.000005;-0.000084;-0.000025;-0.000053;0.000069;0.000035;0.000121;0.000026;0.000162;0.000029;3.530388;32.085732;-1.930585;4.783228;3.692891;0.178771;0.403721;0.439164;-0.004255;0.439178;-0.004251
0.000500;-0.000145;-0.000106;-0.000002;-0.000100;-0.000030;-0.000062;0.000086;0.000042;0.000138;0.000028;0.000197;0.000049;3.530388;32.085732;-1.930585;4.779413;3.691912;0.107656;0.492636;0.439165;-0.004255;0.439180;-0.004251
0.000600;-0.000211;-0.000120;-0.000033;-0.000071;-0.000042;-0.000075;0.000107;0.000057;0.000142;0.000041;0.000180;0.000087;3.530388;32.085732;-1.930585;4.783228;2.445757;-0.219018;0.780310;0.439164;-0.004255;0.439173;-0.004252
0.000700;-0.000276;-0.000134;-0.000063;-0.000041;-0.000052;-0.000084;0.000126;0.000071;0.000146;0.000052;0.000162;0.000125;3.530388;32.085732;-1.930585;4.783228;1.252547;-1.149851;1.575865;0.439164;-0.004255;0.439168;-0.004253
0.000800;-0.000341;-0.000149;-0.000094;-0.000011;-0.000062;-0.000093;0.000145;0.000085;0.000149;0.000065;0.000144;0.000164;3.518944;32.078098;-1.942029;4.764154;0.028220;-83.670080;72.461495;0.439169;-0.004255;0.439169;-0.004255
0.000900;-0.000410;-0.000166;-0.000128;0.000017;-0.000078;-0.000112;0.000173;0.000104;0.000154;0.000078;0.000130;0.000204;3.526573;32.085732;-1.934399;4.775599;-1.261989;2.660775;-1.736306;0.439167;-0.004255;0.439172;-0.004253
0.001000;-0.000443;-0.000181;-0.000144;0.000023;-0.000088;-0.000128;0.000197;0.000118;0.000161;0.000086;0.000137;0.000227;3.518944;32.078098;-1.945844;4.764154;-1.360376;2.687963;-1.760718;0.439169;-0.004256;0.439175;-0.004254
0.001100;-0.000446;-0.000212;-0.000139;-0.000018;-0.000098;-0.000149;0.000226;0.000130;0.000186;0.000086;0.000199;0.000231;3.526573;32.081909;-1.934399;4.775599;-0.147847;22.393418;-19.736010;0.439165;-0.004255;0.439166;-0.004255
0.001200;-0.000459;-0.000246;-0.000134;-0.000059;-0.000103;-0.000168;0.000261;0.000150;0.000214;0.000095;0.000268;0.000234;3.530388;32.085732;-1.930585;4.779413;1.997968;-1.329186;1.739592;0.439165;-0.004255;0.439173;-0.004253
0.001300;-0.000476;-0.000279;-0.000130;-0.000100;-0.000105;-0.000185;0.000291;0.000172;0.000250;0.000105;0.000337;0.000227;3.530388;32.085732;-1.930585;4.783228;4.195858;-0.484354;0.957370;0.439164;-0.004255;0.439178;-0.004250
0.001400;-0.000497;-0.000315;-0.000126;-0.000140;-0.000105;-0.000201;0.000321;0.000195;0.000289;0.000117;0.000407;0.000220;3.534203;32.085732;-1.930585;4.787043;6.401379;-0.226203;0.713277;0.439162;-0.004256;0.439182;-0.004246
0.001501;-0.000532;-0.000342;-0.000136;-0.000157;-0.000105;-0.000213;0.000350;0.000221;0.000320;0.000128;0.000441;0.000216;3.530388;32.085732;-1.930585;4.779413;7.416406;-0.197407;0.660792;0.439165;-0.004255;0.439186;-0.004240
0.001601;-0.000600;-0.000358;-0.000172;-0.000128;-0.000111;-0.000228;0.000383;0.000254;0.000338;0.000147;0.000422;0.000231;3.530388;32.085732;-1.930585;4.783228;6.952055;-0.327209;0.717054;0.439164;-0.004255;0.439179;-0.004238
0.001701;-0.000663;-0.000370;-0.000206;-0.000098;-0.000114;-0.000236;0.000410;0.000285;0.000354;0.000165;0.000398;0.000240;3.530388;32.085732;-1.930585;4.783228;6.435876;-0.477509;0.776982;0.439164;-0.004255;0.439174;-0.004237
0.001801;-0.000736;-0.000389;-0.000243;-0.000069;-0.000118;-0.000247;0.000437;0.000314;0.000372;0.000178;0.000380;0.000263;3.530388;32.085732;-1.926770;4.783228;5.514536;-0.738420;0.920941;0.439164;-0.004254;0.439170;-0.004236
0.001901;-0.000779;-0.000398;-0.000276;-0.000038;-0.000122;-0.000252;0.000456;0.000334;0.000378;0.000184;0.000345;0.000272;3.534203;32.085732;-1.926770;4.787043;4.036518;-1.275726;1.234994;0.439162;-0.004255;0.439165;-0.004241
0.002001;-0.000799;-0.000410;-0.000290;-0.000028;-0.000118;-0.000245;0.000464;0.000347;0.000386;0.000191;0.000337;0.000268;3.530388;32.085732;-1.926770;4.783228;3.985581;-1.369305;1.243040;0.439164;-0.004254;0.439165;-0.004239
0.002101;-0.000787;-0.000434;-0.000279;-0.000062;-0.000104;-0.000230;0.000461;0.000348;0.000412;0.000191;0.000382;0.000251;3.526573;32.081909;-1.934399;4.775599;5.791517;-0.824662;0.894120;0.439165;-0.004255;0.439164;-0.004232
0.002201;-0.000782;-0.000462;-0.000268;-0.000097;-0.000091;-0.000216;0.000458;0.000348;0.000433;0.000188;0.000430;0.000237;3.534203;32.089539;-1.926770;4.787043;6.980682;-0.629291;0.774422;0.439164;-0.004255;0.439155;-0.004223
0.002301;-0.000773;-0.000486;-0.000254;-0.000129;-0.000068;-0.000191;0.000451;0.000351;0.000450;0.000192;0.000476;0.000219;3.534203;32.085732;-1.926770;4.787043;9.315197;-0.372992;0.595291;0.439162;-0.004255;0.439140;-0.004206
0.002401;-0.000766;-0.000512;-0.000241;-0.000162;-0.000051;-0.000173;0.000446;0.000348;0.000475;0.000189;0.000522;0.000203;3.534203;32.085732;-1.926770;4.783228;10.794420;-0.273219;0.530673;0.439164;-0.004255;0.439124;-0.004189
0.002501;-0.000770;-0.000530;-0.000242;-0.000170;-0.000036;-0.000156;0.000441;0.000353;0.000482;0.000188;0.000534;0.000191;3.522759;32.085732;-1.934399;4.771784;11.110953;-0.268467;0.514784;0.439169;-0.004254;0.439112;-0.004176
0.002601;-0.000820;-0.000541;-0.000274;-0.000137;-0.000035;-0.000158;0.000456;0.000372;0.000484;0.000190;0.000504;0.000211;3.534203;32.089539;-1.926770;4.783228;9.743490;-0.408700;0.575511;0.439165;-0.004255;0.439102;-0.004179
0.002701;-0.000858;-0.000550;-0.000306;-0.000104;-0.000040;-0.000167;0.000478;0.000396;0.000485;0.000197;0.000466;0.000220;3.530388;32.085732;-1.930585;4.779413;8.413915;-0.590870;0.654044;0.439165;-0.004255;0.439100;-0.004184
0.002801;-0.000914;-0.000569;-0.000343;-0.000073;-0.000047;-0.000181;0.000508;0.000426;0.000493;0.000203;0.000439;0.000237;3.530388;32.085732;-1.926770;4.783228;6.935765;-0.889183;0.793860;0.439164;-0.004254;0.439102;-0.004192
0.002901;-0.000951;-0.000579;-0.000377;-0.000041;-0.000057;-0.000197;0.000537;0.000453;0.000497;0.000206;0.000401;0.000246;3.534203;32.085732;-1.922956;4.790857;5.398371;-1.347511;1.007805;0.439160;-0.004254;0.439106;-0.004203
0.003001;-0.000976;-0.000599;-0.000396;-0.000033;-0.000060;-0.000204;0.000560;0.000475;0.000512;0.000211;0.000396;0.000251;3.530388;32.085732;-1.930585;4.783228;5.383724;-1.421157;1.029186;0.439164;-0.004255;0.439105;-0.004202
0.003101;-0.000958;-0.000625;-0.000386;-0.000068;-0.000053;-0.000204;0.000570;0.000488;0.000539;0.000211;0.000439;0.000223;3.526573;32.085732;-1.934399;4.779413;6.797949;-1.062603;0.853748;0.439165;-0.004255;0.439083;-0.004185
0.003201;-0.000945;-0.000655;-0.000379;-0.000103;-0.000046;-0.000202;0.000578;0.000498;0.000563;0.000206;0.000483;0.000205;3.530388;32.085732;-1.930585;4.787043;7.877509;-0.879765;0.771571;0.439162;-0.004255;0.439054;-0.004168
0.003301;-0.000927;-0.000679;-0.000367;-0.000136;-0.000033;-0.000193;0.000580;0.000509;0.000585;0.000207;0.000524;0.000182;3.538018;32.085732;-1.922956;4.787043;9.809161;-0.633237;0.640862;0.439162;-0.004255;0.439008;-0.004137
0.003401;-0.000910;-0.000708;-0.000358;-0.000170;-0.000023;-0.000186;0.000581;0.000516;0.000609;0.000202;0.000563;0.000165;3.534203;32.085732;-1.922956;4.790857;10.986977;-0.531579;0.593084;0.439160;-0.004254;0.438964;-0.004109
0.003501;-0.000912;-0.000729;-0.000361;-0.000179;-0.000012;-0.000176;0.000586;0.000529;0.000620;0.000202;0.000574;0.000155;3.530388;32.085732;-1.930585;4.779413;11.506350;-0.507671;0.569895;0.439165;-0.004255;0.438933;-0.004090
0.003601;-0.000957;-0.000741;-0.000391;-0.000143;-0.000005;-0.000171;0.000592;0.000548;0.000625;0.000206;0.000538;0.000160;3.538018;32.085732;-1.922956;4.790857;10.145271;-0.676140;0.627171;0.439160;-0.004255;0.438933;-0.004099
0.003701;-0.000990;-0.000749;-0.000418;-0.000106;0.000002;-0.000163;0.000596;0.000565;0.000623;0.000211;0.000493;0.000165;3.530388;32.085732;-1.926770;4.787043;8.911571;-0.868881;0.686192;0.439162;-0.004254;0.438945;-0.004109
0.003801;-0.001026;-0.000758;-0.000444;-0.000068;0.000014;-0.000148;0.000594;0.000582;0.000619;0.000219;0.000451;0.000173;3.534203;32.085732;-1.930585;4.787043;8.139299;-1.033112;0.717857;0.439162;-0.004256;0.438948;-0.004118
0.003901;-0.001057;-0.000765;-0.000469;-0.000029;0.000023;-0.000137;0.000591;0.000594;0.000616;0.000221;0.000404;0.000179;3.530388;32.089539;-1.926770;4.787043;6.601382;-1.420593;0.842389;0.439164;-0.004254;0.438979;-0.004138
0.004001;-0.001068;-0.000778;-0.000479;-0.000014;0.000039;-0.000115;0.000581;0.000600;0.000618;0.000223;0.000387;0.000173;3.534203;32.085732;-1.934399;4.783228;6.570320;-1.458350;0.817586;0.439164;-0.004257;0.438969;-0.004139
0.004101;-0.001057;-0.000806;-0.000463;-0.000043;0.000063;-0.000090;0.000567;0.000600;0.000641;0.000225;0.000428;0.000156;3.534203;32.089539;-1.926770;4.787043;8.575069;-1.025870;0.641712;0.439164;-0.004255;0.438892;-0.004095
0.004201;-0.001037;-0.000832;-0.000447;-0.000072;0.000086;-0.000067;0.000552;0.000598;0.000653;0.000217;0.000465;0.000135;3.526573;32.085732;-1.934399;4.775599;9.761304;-0.852947;0.569159;0.439167;-0.004255;0.438834;-0.004064
0.004301;-0.001028;-0.000863;-0.000435;-0.000102;0.000105;-0.000052;0.000550;0.000605;0.000672;0.000217;0.000509;0.000114;3.534203;32.093361;-1.926770;4.787043;11.412942;-0.680426;0.500823;0.439165;-0.004255;0.438744;-0.004021
0.004401;-0.001011;-0.000892;-0.000425;-0.000134;0.000114;-0.000050;0.000557;0.000615;0.000694;0.000211;0.000548;0.000095;3.522759;32.085732;-1.930585;4.779413;12.485115;-0.596864;0.475779;0.439165;-0.004252;0.438666;-0.003982
0.004501;-0.001019;-0.000918;-0.000432;-0.000144;0.000117;-0.000055;0.000577;0.000637;0.000709;0.000209;0.000563;0.000084;3.473168;32.089539;-1.926770;4.787043;12.709287;-0.604374;0.477680;0.439164;-0.004236;0.438615;-0.003946
0.004601;-0.001057;-0.000931;-0.000465;-0.000109;0.000112;-0.000066;0.000602;0.000664;0.000714;0.000209;0.000522;0.000089;3.484612;32.085732;-1.930585;4.783228;11.058137;-0.801951;0.537210;0.439164;-0.004241;0.438654;-0.003977
0.004701;-0.001104;-0.000947;-0.000499;-0.000076;0.000106;-0.000079;0.000626;0.000694;0.000722;0.000216;0.000486;0.000101;3.476983;32.089539;-1.922956;4.790857;9.613346;-1.040283;0.613025;0.439162;-0.004236;0.438693;-0.003998
0.004801;-0.001143;-0.000959;-0.000530;-0.000040;0.000109;-0.000080;0.000648;0.000726;0.000724;0.000225;0.000447;0.000100;3.522759;32.089539;-1.888623;4.771784;8.886160;-1.215926;0.642677;0.439171;-0.004240;0.438715;-0.004013
0.004901;-0.001177;-0.000982;-0.000573;-0.000003;0.000102;-0.000092;0.000675;0.000753;0.000702;0.000215;0.000395;0.000128;3.568535;32.127689;-1.839032;4.790857;5.574828;-2.274315;0.992970;0.439181;-0.004239;0.438885;-0.004094
0.005001;-0.001156;-0.001003;-0.000601;0.000012;0.000090;-0.000105;0.000685;0.000762;0.000677;0.000191;0.000360;0.000149;3.583794;32.104801;-1.884809;4.855707;2.349983;-6.022067;2.322253;0.439136;-0.004257;0.439010;-0.004195
0.005101;-0.001086;-0.001032;-0.000600;-0.000020;0.000079;-0.000114;0.000678;0.000751;0.000664;0.000155;0.000379;0.000170;3.576164;32.100990;-1.949658;4.882410;0.934354;-15.467079;6.071917;0.439121;-0.004274;0.439070;-0.004249
0.005201;-0.001028;-0.001052;-0.000586;-0.000049;0.000082;-0.000109;0.000663;0.000745;0.000662;0.000142;0.000412;0.000175;3.633385;32.150581;-2.121319;5.012109;2.136356;-6.383643;2.751640;0.439080;-0.004343;0.438962;-0.004286
0.005301;-0.000986;-0.001074;-0.000570;-0.000078;0.000094;-0.000095;0.000650;0.000746;0.000671;0.000134;0.000453;0.000174;4.178885;32.257389;-3.078805;5.343987;4.590437;-2.700670;1.322208;0.438965;-0.004793;0.438706;-0.004666
0.005401;-0.000928;-0.001086;-0.000545;-0.000103;0.000112;-0.000075;0.000650;0.000753;0.000688;0.000126;0.000494;0.000178;4.915120;32.661751;-6.733275;6.976673;10.279848;-0.937166;0.605401;0.438339;-0.006109;0.437731;-0.005809
0.005501;-0.000878;-0.001068;-0.000512;-0.000095;0.000150;-0.000025;0.000677;0.000801;0.000737;0.000137;0.000537;0.000212;6.975050;35.740200;-12.546860;11.241490;26.238478;-0.088964;0.240128;0.437735;-0.008468;0.436083;-0.007641
0.005601;-0.000810;-0.000984;-0.000461;-0.000021;0.000220;0.000068;0.000767;0.000921;0.000830;0.000171;0.000576;0.000318;-4.545304;42.885109;-20.458521;21.594549;62.160873;0.226185;0.099890;0.436100;-0.007387;0.432624;-0.005506
0.005701;-0.000710;-0.000859;-0.000381;0.000069;0.000319;0.000190;0.000884;0.001064;0.000953;0.000226;0.000636;0.000459;6.135819;40.603920;-27.313511;23.417971;111.047587;0.329153;0.054958;0.434009;-0.012642;0.429795;-0.009867
0.005801;-0.000616;-0.000744;-0.000304;0.000160;0.000425;0.000320;0.001037;0.001234;0.001082;0.000270;0.000691;0.000593;12.395720;35.164181;-28.152740;22.254490;161.550166;0.368014;0.036534;0.431830;-0.014769;0.427870;-0.011706
0.005901;-0.000480;-0.000584;-0.000199;0.000263;0.000550;0.000470;0.001182;0.001432;0.001228;0.000331;0.000785;0.000755;16.790239;30.926060;-23.266130;12.939030;223.324343;0.393529;0.026016;0.434417;-0.014622;0.430776;-0.011411
0.006001;-0.000361;-0.000467;-0.000113;0.000324;0.000639;0.000561;0.001295;0.001562;0.001326;0.000363;0.000874;0.000883;20.849070;29.621441;-18.585510;4.550532;268.281037;0.405569;0.021817;0.438026;-0.014435;0.434778;-0.011244
0.006101;-0.000197;-0.000360;-0.000021;0.000330;0.000699;0.000604;0.001358;0.001627;0.001404;0.000389;0.001016;0.000997;25.350401;27.126640;-15.655830;-0.149162;305.676098;0.415249;0.020982;0.439150;-0.014906;0.436381;-0.011638
0.006201;-0.000057;-0.000272;0.000074;0.000337;0.000775;0.000674;0.001462;0.001724;0.001508;0.000416;0.001155;0.001101;27.288260;27.309740;-15.243840;-1.293568;346.565092;0.421583;0.019778;0.439826;-0.015364;0.437451;-0.011922
0.006302;0.000082;-0.000186;0.000172;0.000348;0.000862;0.000759;0.001570;0.001823;0.001615;0.000445;0.001293;0.001197;27.021231;28.267229;-15.781710;-1.301198;388.756585;0.426426;0.018503;0.440318;-0.015445;0.438292;-0.011822
0.006402;0.000177;-0.000133;0.000249;0.000351;0.000928;0.000825;0.001663;0.001897;0.001712;0.000464;0.001393;0.001261;27.078449;28.473221;-15.720680;-1.495747;420.253668;0.428994;0.017701;0.440522;-0.015444;0.438794;-0.011706
0.006502;0.000331;-0.000003;0.000366;0.000399;0.001043;0.000949;0.001813;0.002050;0.001869;0.000519;0.001552;0.001407;25.670830;27.836170;-15.400240;0.354376;479.017653;0.433113;0.016286;0.439255;-0.014926;0.437912;-0.010923
0.006602;0.000426;0.000113;0.000435;0.000485;0.001126;0.001035;0.001926;0.002170;0.001929;0.000560;0.001616;0.001547;25.411430;27.782761;-15.148470;0.171271;520.842109;0.435795;0.014743;0.439321;-0.014773;0.438276;-0.010670
0.006702;0.000558;0.000265;0.000539;0.000587;0.001257;0.001187;0.002103;0.002355;0.002086;0.000621;0.001717;0.001708;24.774380;26.848160;-15.320140;1.483524;583.815612;0.438174;0.012984;0.438176;-0.014633;0.437534;-0.010338
0.006802;0.000686;0.000429;0.000651;0.000695;0.001393;0.001336;0.002265;0.002521;0.002219;0.000675;0.001815;0.001881;24.453951;26.081409;-17.486879;5.622459;645.428152;0.440480;0.011372;0.435676;-0.015186;0.435654;-0.010672
0.006902;0.000871;0.000635;0.000802;0.000821;0.001563;0.001525;0.002463;0.002737;0.002413;0.000762;0.001979;0.002107;23.896999;28.057421;-20.592030;6.576130;727.667239;0.443037;0.010149;0.436197;-0.015950;0.436520;-0.011055
0.007002;0.001062;0.000842;0.000975;0.000927;0.001746;0.001728;0.002673;0.002949;0.002613;0.000834;0.002156;0.002319;21.119909;26.737539;-16.487431;5.942893;811.293855;0.445061;0.009023;0.435847;-0.013888;0.436656;-0.009025
0.007102;0.001330;0.001066;0.001195;0.001002;0.001959;0.001957;0.002885;0.003169;0.002838;0.000917;0.002431;0.002553;22.313910;26.634541;-15.125590;5.477501;907.707916;0.447356;0.008422;0.436032;-0.013838;0.437331;-0.008585
0.007202;0.001591;0.001301;0.001442;0.001098;0.002226;0.002260;0.003175;0.003459;0.003112;0.001010;0.002711;0.002785;17.644730;24.040550;-12.031880;8.159225;1019.550299;0.448653;0.007451;0.433344;-0.011511;0.435641;-0.006284
0.007302;0.001888;0.001531;0.001688;0.001201;0.002521;0.002612;0.003506;0.003812;0.003441;0.001120;0.003013;0.003018;13.849120;20.962099;-8.930535;11.348300;1143.540497;0.449369;0.006676;0.430150;-0.009444;0.433620;-0.004238
0.007402;0.002201;0.001790;0.001972;0.001321;0.002848;0.003002;0.003866;0.004205;0.003827;0.001252;0.003370;0.003295;8.333079;21.496161;-6.786681;13.610410;1283.684099;0.450046;0.006102;0.429270;-0.007149;0.433552;-0.002037
0.007502;0.002533;0.002125;0.002256;0.001468;0.003166;0.003365;0.004213;0.004568;0.004156;0.001380;0.003685;0.003611;13.711790;21.679260;-7.988307;11.844210;1422.960916;0.451142;0.005455;0.430263;-0.009121;0.435045;-0.003142
0.007602;0.002809;0.002422;0.002517;0.001674;0.003525;0.003797;0.004671;0.005037;0.004545;0.001521;0.003957;0.003931;4.869343;23.456909;-6.882048;14.274170;1574.133402;0.451171;0.004612;0.429931;-0.006140;0.435405;-0.000736
0.007702;0.003006;0.002648;0.002754;0.001880;0.003900;0.004262;0.005201;0.005556;0.004952;0.001648;0.004170;0.004184;-7.104959;24.776791;-0.198717;16.261620;1720.403677;0.450360;0.003643;0.429591;-0.000549;0.435476;0.003182
0.007802;0.003294;0.002959;0.003044;0.002106;0.004306;0.004742;0.005743;0.006094;0.005399;0.001811;0.004508;0.004548;3.862266;20.649300;-3.666267;15.193510;1891.484256;0.450317;0.003111;0.428032;-0.004874;0.435042;0.000531
0.007902;0.003581;0.003276;0.003305;0.002307;0.004645;0.005142;0.006210;0.006543;0.005765;0.001942;0.004756;0.004879;1.115692;28.042160;-3.197061;12.752110;2039.510465;0.450536;0.002632;0.433043;-0.003911;0.438774;0.001294
0.008002;0.003785;0.003490;0.003571;0.002510;0.005086;0.005695;0.006830;0.007128;0.006218;0.002064;0.004980;0.005099;1.954923;29.522261;-0.511521;9.391370;2199.422072;0.449582;0.001772;0.435509;-0.003357;0.440321;0.001659
0.008102;0.004029;0.003678;0.003838;0.002642;0.005465;0.006154;0.007322;0.007576;0.006575;0.002165;0.005263;0.005339;4.243735;30.571301;-0.503892;4.664972;2339.299245;0.449310;0.001338;0.438452;-0.004041;0.442128;0.001404
0.008202;0.004401;0.004012;0.004146;0.002772;0.005803;0.006535;0.007724;0.008001;0.006982;0.002304;0.005619;0.005663;-8.512578;30.803989;0.785472;14.918850;2491.864017;0.449877;0.001362;0.433346;0.000168;0.439897;0.003989
0.008302;0.004609;0.004174;0.004367;0.002891;0.006167;0.007014;0.008253;0.008478;0.007340;0.002391;0.005856;0.005834;11.758670;30.277571;-2.865183;-1.533894;2624.774337;0.449264;0.000909;0.441461;-0.007000;0.444066;0.000374
0.008402;0.004767;0.004227;0.004516;0.002963;0.006413;0.007306;0.008530;0.008752;0.007598;0.002451;0.006008;0.005988;10.228980;32.734230;-2.041211;7.194110;2708.395367;0.449011;0.000751;0.438265;-0.006295;0.442444;0.000870
0.008502;0.005054;0.004510;0.004728;0.003055;0.006619;0.007527;0.008737;0.008985;0.007826;0.002538;0.006311;0.006288;16.115040;25.436729;-1.964917;0.957097;2811.875455;0.449816;0.000936;0.437725;-0.008036;0.442752;0.000407
0.008602;0.005282;0.004735;0.004893;0.003206;0.006856;0.007814;0.009048;0.009317;0.008140;0.002656;0.006500;0.006537;3.103143;28.854691;3.810519;-2.758408;2921.244788;0.449945;0.000910;0.441360;-0.002406;0.444701;0.003210
0.008702;0.005504;0.004968;0.005054;0.003350;0.007061;0.008035;0.009246;0.009486;0.008262;0.002730;0.006675;0.006751;6.433365;29.445959;0.274304;1.990877;3004.581297;0.450475;0.000715;0.439241;-0.004464;0.444212;0.002309
0.008802;0.005609;0.005136;0.005187;0.003496;0.007310;0.008338;0.009535;0.009770;0.008454;0.002781;0.006750;0.006936;9.092201;34.885712;-5.165439;-2.113726;3089.470747;0.450333;0.000320;0.444105;-0.006891;0.446352;0.001207
0.008902;0.005748;0.005272;0.005296;0.003639;0.007567;0.008688;0.009936;0.010190;0.008764;0.002862;0.006923;0.007101;1.706968;29.129351;-4.928929;8.884016;3194.070585;0.449858;0.000166;0.435568;-0.004607;0.442762;0.002272
0.009002;0.005923;0.005408;0.005398;0.003714;0.007666;0.008769;0.009947;0.010192;0.008811;0.002906;0.007029;0.007258;-0.928981;27.901020;4.611603;2.658447;3234.410827;0.450475;0.000165;0.438114;-0.000958;0.444222;0.003743
0.009102;0.006196;0.005603;0.005601;0.003767;0.007842;0.008959;0.010102;0.010391;0.009018;0.002996;0.007273;0.007491;-3.191090;35.824120;-0.587815;3.718930;3320.764334;0.450984;0.000342;0.441611;-0.001838;0.446012;0.003657
0.009202;0.006227;0.005594;0.005664;0.003781;0.008002;0.009163;0.010290;0.010510;0.009128;0.003020;0.007302;0.007541;7.116194;32.158211;-4.017219;2.994140;3359.057517;0.450639;0.000120;0.440112;-0.005955;0.445308;0.002070
0.009302;0.006492;0.005762;0.005841;0.003828;0.008148;0.009314;0.010445;0.010700;0.009303;0.003060;0.007580;0.007685;7.486218;30.880289;-4.085883;6.953784;3434.506883;0.451055;0.000275;0.437443;-0.006086;0.444707;0.002334
0.009402;0.006514;0.005726;0.005930;0.003847;0.008294;0.009517;0.010692;0.010926;0.009421;0.003063;0.007611;0.007662;1.020324;35.118401;1.414896;-0.477225;3475.214673;0.450497;0.000005;0.443389;-0.002500;0.446473;0.003561
0.009502;0.006609;0.005754;0.005974;0.003879;0.008384;0.009637;0.010872;0.011089;0.009588;0.003083;0.007744;0.007696;0.886810;39.623550;-0.118609;-0.263603;3518.310220;0.450303;0.000076;0.445576;-0.002919;0.447113;0.003573
0.009602;0.006566;0.005823;0.005933;0.003929;0.008451;0.009688;0.010923;0.011066;0.009557;0.003129;0.007630;0.007854;6.563064;31.959841;5.679715;-3.704450;3527.716810;0.450362;-0.000073;0.443424;-0.002883;0.446493;0.003399
0.009702;0.006638;0.005912;0.005964;0.003992;0.008497;0.009735;0.011011;0.011168;0.009666;0.003168;0.007686;0.007970;15.809860;19.539221;4.119508;-1.682666;3561.057843;0.450463;0.000019;0.436065;-0.006121;0.444168;0.002421
0.009802;0.006700;0.006011;0.006001;0.004051;0.008511;0.009744;0.011049;0.011250;0.009764;0.003191;0.007701;0.008112;5.517840;33.943481;3.738040;-6.721868;3587.485549;0.450663;0.000128;0.445972;-0.003152;0.447596;0.003515
0.009902;0.006693;0.005985;0.005995;0.004117;0.008609;0.009881;0.011210;0.011354;0.009815;0.003192;0.007663;0.008074;9.519446;29.697729;3.352756;-4.837412;3607.085757;0.450259;-0.000166;0.442849;-0.004466;0.446363;0.002911
