#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1]
0.242251;-0.000136;-0.000032;0.000409;0.000223;0.000174;0.000193;-0.000123;-0.000298;0.000140;0.000053;-0.000146;0.000624;3.530388;32.089539;-1.930585;4.783228;42.125567;0.524464;-0.037266;0.439165;-0.004255;0.439678;-0.004443
0.242351;-0.000107;-0.000039;0.000433;0.000191;0.000188;0.000208;-0.000143;-0.000312;0.000144;0.000047;-0.000108;0.000610;3.534203;32.089539;-1.930585;4.783228;43.368789;0.526797;-0.034215;0.439165;-0.004256;0.439698;-0.004446
0.242451;-0.000078;-0.000045;0.000457;0.000160;0.000203;0.000224;-0.000164;-0.000327;0.000147;0.000041;-0.000071;0.000597;3.530388;32.085732;-1.934399;4.779413;44.599133;0.529151;-0.031598;0.439165;-0.004256;0.439719;-0.004445
0.242551;-0.000073;-0.000047;0.000464;0.000151;0.000209;0.000228;-0.000172;-0.000331;0.000146;0.000038;-0.000060;0.000595;3.526573;32.085732;-1.934399;4.775599;44.633639;0.530370;-0.031139;0.439167;-0.004255;0.439728;-0.004438
0.242651;-0.000103;-0.000038;0.000443;0.000185;0.000202;0.000220;-0.000165;-0.000322;0.000135;0.000044;-0.000099;0.000613;3.522759;32.081909;-1.942029;4.767969;43.412693;0.530077;-0.035576;0.439169;-0.004256;0.439720;-0.004432
0.242751;-0.000135;-0.000031;0.000419;0.000216;0.000189;0.000201;-0.000147;-0.000307;0.000129;0.000050;-0.000136;0.000632;3.526573;32.085732;-1.934399;4.779413;42.096175;0.528525;-0.038333;0.439165;-0.004255;0.439704;-0.004426
0.242851;-0.000165;-0.000025;0.000396;0.000247;0.000175;0.000182;-0.000127;-0.000291;0.000126;0.000057;-0.000173;0.000650;3.526573;32.085732;-1.930585;4.783228;40.888305;0.526430;-0.040811;0.439164;-0.004254;0.439690;-0.004423
0.242951;-0.000194;-0.000017;0.000372;0.000277;0.000161;0.000164;-0.000109;-0.000276;0.000122;0.000063;-0.000212;0.000667;3.530388;32.089539;-1.930585;4.783228;39.675134;0.524505;-0.043887;0.439165;-0.004255;0.439679;-0.004424
0.243051;-0.000202;-0.000015;0.000364;0.000285;0.000153;0.000151;-0.000097;-0.000266;0.000125;0.000066;-0.000222;0.000673;3.530388;32.089539;-1.930585;4.783228;39.576090;0.522853;-0.042957;0.439165;-0.004255;0.439680;-0.004427
0.243151;-0.000176;-0.000025;0.000381;0.000249;0.000155;0.000145;-0.000094;-0.000267;0.000138;0.000059;-0.000180;0.000660;3.530388;32.089539;-1.930585;4.783228;40.793873;0.522278;-0.035482;0.439165;-0.004255;0.439697;-0.004432
0.243251;-0.000149;-0.000035;0.000399;0.000213;0.000158;0.000144;-0.000094;-0.000269;0.000151;0.000052;-0.000139;0.000648;3.534203;32.089539;-1.930585;4.783228;42.011990;0.522023;-0.029141;0.439165;-0.004256;0.439713;-0.004434
0.243351;-0.000121;-0.000044;0.000418;0.000178;0.000163;0.000144;-0.000097;-0.000274;0.000163;0.000045;-0.000099;0.000634;3.530388;32.089539;-1.930585;4.783228;43.287218;0.522182;-0.023568;0.439165;-0.004255;0.439729;-0.004428
0.243451;-0.000092;-0.000053;0.000438;0.000143;0.000169;0.000148;-0.000104;-0.000279;0.000174;0.000039;-0.000059;0.000620;3.534203;32.089539;-1.930585;4.787043;44.541584;0.522572;-0.018739;0.439164;-0.004256;0.439743;-0.004420
0.243551;-0.000083;-0.000055;0.000444;0.000132;0.000174;0.000153;-0.000110;-0.000281;0.000175;0.000036;-0.000050;0.000614;3.534203;32.085732;-1.930585;4.783228;44.781606;0.523009;-0.018271;0.439164;-0.004256;0.439745;-0.004407
0.243651;-0.000106;-0.000044;0.000426;0.000166;0.000173;0.000158;-0.000111;-0.000275;0.000165;0.000041;-0.000094;0.000625;3.534203;32.085732;-1.934399;4.783228;43.788016;0.522738;-0.024284;0.439164;-0.004257;0.439732;-0.004397
0.243751;-0.000129;-0.000033;0.000410;0.000201;0.000173;0.000165;-0.000116;-0.000272;0.000152;0.000047;-0.000139;0.000636;3.534203;32.085732;-1.930585;4.783228;42.762126;0.522904;-0.031010;0.439164;-0.004256;0.439720;-0.004391
0.243851;-0.000152;-0.000021;0.000393;0.000237;0.000176;0.000174;-0.000122;-0.000269;0.000139;0.000053;-0.000183;0.000648;3.530388;32.085732;-1.930585;4.779413;41.798432;0.523209;-0.038401;0.439165;-0.004255;0.439710;-0.004391
0.243951;-0.000175;-0.000009;0.000378;0.000273;0.000179;0.000186;-0.000131;-0.000268;0.000125;0.000059;-0.000228;0.000659;3.530388;32.085732;-1.934399;4.779413;40.871897;0.523790;-0.046540;0.439165;-0.004256;0.439701;-0.004398
0.244051;-0.000178;-0.000004;0.000378;0.000286;0.000188;0.000202;-0.000146;-0.000274;0.000117;0.000062;-0.000242;0.000662;3.530388;32.089539;-1.930585;4.787043;40.899873;0.525030;-0.050838;0.439164;-0.004255;0.439702;-0.004407
0.244151;-0.000150;-0.000011;0.000403;0.000256;0.000206;0.000224;-0.000170;-0.000290;0.000120;0.000055;-0.000205;0.000646;3.534203;32.089539;-1.930585;4.783228;42.257558;0.527164;-0.048258;0.439165;-0.004256;0.439725;-0.004422
0.244251;-0.000125;-0.000021;0.000426;0.000224;0.000219;0.000236;-0.000184;-0.000302;0.000124;0.000049;-0.000163;0.000634;3.526573;32.085732;-1.934399;4.775599;43.446922;0.528428;-0.044204;0.439167;-0.004255;0.439747;-0.004431
0.244351;-0.000102;-0.000033;0.000445;0.000190;0.000226;0.000240;-0.000189;-0.000311;0.000133;0.000042;-0.000120;0.000623;3.518944;32.081909;-1.945844;4.767969;44.618288;0.528674;-0.038941;0.439169;-0.004256;0.439768;-0.004438
0.244451;-0.000082;-0.000047;0.000461;0.000154;0.000226;0.000231;-0.000181;-0.000312;0.000145;0.000036;-0.000073;0.000615;3.526573;32.085732;-1.934399;4.779413;45.716880;0.527618;-0.031788;0.439165;-0.004255;0.439780;-0.004436
0.244551;-0.000081;-0.000055;0.000462;0.000140;0.000220;0.000218;-0.000166;-0.000306;0.000152;0.000034;-0.000057;0.000615;3.530388;32.089539;-1.930585;4.783228;45.821928;0.526022;-0.027918;0.439165;-0.004255;0.439782;-0.004428
0.244651;-0.000111;-0.000049;0.000439;0.000171;0.000205;0.000201;-0.000147;-0.000292;0.000148;0.000040;-0.000094;0.000631;3.534203;32.089539;-1.930585;4.783228;44.589975;0.523996;-0.030348;0.439165;-0.004256;0.439765;-0.004419
0.244751;-0.000138;-0.000042;0.000416;0.000203;0.000193;0.000188;-0.000129;-0.000279;0.000145;0.000046;-0.000132;0.000646;3.530388;32.089539;-1.930585;4.787043;43.446341;0.521930;-0.033311;0.439164;-0.004255;0.439746;-0.004413
0.244851;-0.000165;-0.000034;0.000393;0.000235;0.000181;0.000177;-0.000115;-0.000267;0.000139;0.000052;-0.000171;0.000659;3.530388;32.089539;-1.930585;4.783228;42.254204;0.520237;-0.036960;0.439165;-0.004255;0.439731;-0.004410
0.244951;-0.000190;-0.000025;0.000372;0.000267;0.000170;0.000169;-0.000103;-0.000257;0.000133;0.000059;-0.000211;0.000671;3.534203;32.085732;-1.934399;4.783228;41.123431;0.518753;-0.041269;0.439164;-0.004257;0.439713;-0.004413
0.245051;-0.000196;-0.000022;0.000366;0.000277;0.000166;0.000167;-0.000098;-0.000253;0.000133;0.000062;-0.000222;0.000673;3.534203;32.089539;-1.930585;4.783228;41.029832;0.517778;-0.042107;0.439165;-0.004256;0.439712;-0.004417
0.245151;-0.000167;-0.000031;0.000385;0.000243;0.000170;0.000171;-0.000103;-0.000259;0.000143;0.000056;-0.000181;0.000658;3.534203;32.085732;-1.930585;4.783228;42.201499;0.518420;-0.036377;0.439164;-0.004256;0.439724;-0.004423
0.245251;-0.000139;-0.000041;0.000406;0.000209;0.000175;0.000178;-0.000111;-0.000267;0.000151;0.000050;-0.000141;0.000642;3.534203;32.089539;-1.930585;4.783228;43.355846;0.519334;-0.031617;0.439165;-0.004256;0.439740;-0.004424
0.245351;-0.000110;-0.000050;0.000427;0.000176;0.000183;0.000187;-0.000122;-0.000277;0.000159;0.000043;-0.000100;0.000626;3.534203;32.089539;-1.926770;4.783228;44.529390;0.520624;-0.027637;0.439165;-0.004255;0.439754;-0.004421
0.245451;-0.000081;-0.000058;0.000449;0.000144;0.000193;0.000199;-0.000136;-0.000289;0.000165;0.000037;-0.000060;0.000610;3.530388;32.089539;-1.930585;4.783228;45.674708;0.522135;-0.024189;0.439165;-0.004255;0.439767;-0.004416
0.245551;-0.000071;-0.000059;0.000458;0.000135;0.000200;0.000212;-0.000149;-0.000298;0.000163;0.000034;-0.000050;0.000602;3.530388;32.089539;-1.930585;4.783228;45.868736;0.523639;-0.024889;0.439165;-0.004255;0.439769;-0.004407
0.245651;-0.000093;-0.000048;0.000443;0.000172;0.000201;0.000223;-0.000158;-0.000300;0.000149;0.000040;-0.000093;0.000613;3.530388;32.085732;-1.930585;4.783228;44.752357;0.524797;-0.031966;0.439164;-0.004255;0.439753;-0.004401
0.245751;-0.000116;-0.000036;0.000429;0.000210;0.000204;0.000236;-0.000169;-0.000304;0.000133;0.000047;-0.000136;0.000624;3.530388;32.085732;-1.930585;4.783228;43.684151;0.526180;-0.039627;0.439164;-0.004255;0.439741;-0.004401
0.245851;-0.000142;-0.000027;0.000412;0.000246;0.000201;0.000241;-0.000172;-0.000304;0.000120;0.000053;-0.000176;0.000637;3.526573;32.085732;-1.934399;4.779413;42.418656;0.527091;-0.046385;0.439165;-0.004255;0.439729;-0.004405
0.245951;-0.000171;-0.000018;0.000393;0.000281;0.000195;0.000240;-0.000169;-0.000302;0.000109;0.000059;-0.000214;0.000652;3.518944;32.081909;-1.942029;4.764154;41.119415;0.527383;-0.052464;0.439171;-0.004255;0.439721;-0.004411
0.246051;-0.000183;-0.000018;0.000385;0.000290;0.000184;0.000226;-0.000154;-0.000296;0.000110;0.000063;-0.000219;0.000661;3.526573;32.085732;-1.938214;4.775599;40.792453;0.526154;-0.051322;0.439167;-0.004256;0.439716;-0.004421
0.246151;-0.000162;-0.000032;0.000400;0.000253;0.000178;0.000212;-0.000142;-0.000297;0.000125;0.000057;-0.000173;0.000652;3.530388;32.085732;-1.930585;4.783228;41.737085;0.525148;-0.042348;0.439164;-0.004255;0.439726;-0.004428
0.246251;-0.000139;-0.000044;0.000415;0.000216;0.000172;0.000199;-0.000130;-0.000297;0.000141;0.000052;-0.000126;0.000641;3.530388;32.085732;-1.930585;4.783228;42.804998;0.524163;-0.033751;0.439164;-0.004255;0.439740;-0.004430
0.246351;-0.000114;-0.000056;0.000431;0.000180;0.000168;0.000188;-0.000121;-0.000299;0.000155;0.000046;-0.000081;0.000630;3.530388;32.089539;-1.930585;4.787043;43.950605;0.523484;-0.026066;0.439164;-0.004255;0.439755;-0.004427
0.246452;-0.000089;-0.000067;0.000448;0.000144;0.000166;0.000181;-0.000116;-0.000301;0.000169;0.000040;-0.000038;0.000617;3.530388;32.089539;-1.926770;4.783228;45.020324;0.523240;-0.019427;0.439165;-0.004254;0.439769;-0.004416
0.246552;-0.000081;-0.000070;0.000452;0.000132;0.000162;0.000174;-0.000111;-0.000300;0.000173;0.000038;-0.000025;0.000613;3.530388;32.089539;-1.930585;4.783228;45.061134;0.523222;-0.017004;0.439165;-0.004255;0.439768;-0.004403
0.246652;-0.000106;-0.000060;0.000431;0.000166;0.000152;0.000167;-0.000102;-0.000292;0.000165;0.000044;-0.000065;0.000625;3.530388;32.089539;-1.930585;4.783228;43.802662;0.522810;-0.020969;0.439165;-0.004255;0.439749;-0.004389
0.246752;-0.000129;-0.000049;0.000411;0.000201;0.000144;0.000163;-0.000097;-0.000286;0.000155;0.000051;-0.000107;0.000637;3.530388;32.093361;-1.930585;4.787043;42.611468;0.522707;-0.025864;0.439165;-0.004255;0.439733;-0.004381
0.246852;-0.000152;-0.000038;0.000392;0.000235;0.000139;0.000162;-0.000095;-0.000282;0.000145;0.000057;-0.000150;0.000649;3.534203;32.089539;-1.930585;4.783228;41.411754;0.522892;-0.031581;0.439165;-0.004256;0.439717;-0.004379
0.246952;-0.000175;-0.000026;0.000375;0.000270;0.000135;0.000164;-0.000095;-0.000279;0.000134;0.000064;-0.000193;0.000660;3.534203;32.089539;-1.930585;4.783228;40.295301;0.523314;-0.038070;0.439165;-0.004256;0.439703;-0.004380
0.247052;-0.000179;-0.000021;0.000373;0.000283;0.000137;0.000171;-0.000103;-0.000283;0.000129;0.000067;-0.000207;0.000663;3.530388;32.089539;-1.930585;4.783228;40.164518;0.524471;-0.040959;0.439165;-0.004255;0.439703;-0.004385
0.247152;-0.000149;-0.000027;0.000396;0.000250;0.000150;0.000183;-0.000119;-0.000298;0.000136;0.000062;-0.000169;0.000649;3.530388;32.093361;-1.930585;4.783228;41.414139;0.526504;-0.037152;0.439167;-0.004255;0.439723;-0.004392
0.247252;-0.000120;-0.000034;0.000420;0.000219;0.000164;0.000198;-0.000138;-0.000313;0.000141;0.000055;-0.000131;0.000635;3.530388;32.089539;-1.930585;4.787043;42.663982;0.528682;-0.034065;0.439164;-0.004255;0.439739;-0.004397
0.247352;-0.000091;-0.000040;0.000444;0.000188;0.000180;0.000215;-0.000158;-0.000331;0.000145;0.000049;-0.000094;0.000620;3.534203;32.089539;-1.930585;4.783228;43.908213;0.531127;-0.031643;0.439165;-0.004256;0.439761;-0.004400
0.247452;-0.000063;-0.000046;0.000470;0.000158;0.000198;0.000234;-0.000181;-0.000351;0.000148;0.000042;-0.000057;0.000606;3.530388;32.085732;-1.930585;4.783228;45.137616;0.533619;-0.029843;0.439164;-0.004255;0.439780;-0.004398
0.247552;-0.000058;-0.000049;0.000477;0.000149;0.000206;0.000240;-0.000190;-0.000359;0.000146;0.000039;-0.000045;0.000605;3.526573;32.085732;-1.934399;4.775599;45.175572;0.535114;-0.029833;0.439167;-0.004255;0.439790;-0.004394
0.247652;-0.000088;-0.000040;0.000457;0.000183;0.000201;0.000234;-0.000185;-0.000354;0.000135;0.000046;-0.000085;0.000623;3.518944;32.081909;-1.945844;4.764154;43.899898;0.535436;-0.034713;0.439171;-0.004256;0.439781;-0.004392
0.247752;-0.000119;-0.000034;0.000434;0.000215;0.000189;0.000216;-0.000168;-0.000342;0.000128;0.000052;-0.000122;0.000642;3.530388;32.089539;-1.934399;4.779413;42.525769;0.534494;-0.037682;0.439167;-0.004256;0.439762;-0.004390
0.247852;-0.000150;-0.000027;0.000410;0.000246;0.000175;0.000195;-0.000148;-0.000327;0.000123;0.000059;-0.000160;0.000662;3.530388;32.085732;-1.930585;4.783228;41.224097;0.532957;-0.040335;0.439164;-0.004255;0.439743;-0.004390
0.247952;-0.000180;-0.000020;0.000387;0.000278;0.000162;0.000177;-0.000128;-0.000313;0.000118;0.000065;-0.000200;0.000679;3.534203;32.089539;-1.934399;4.783228;39.899324;0.531531;-0.043705;0.439165;-0.004257;0.439729;-0.004394
0.248052;-0.000189;-0.000018;0.000378;0.000286;0.000154;0.000162;-0.000116;-0.000306;0.000120;0.000069;-0.000211;0.000687;3.530388;32.085732;-1.930585;4.783228;39.682708;0.530263;-0.042809;0.439164;-0.004255;0.439727;-0.004397
0.248152;-0.000163;-0.000028;0.000396;0.000250;0.000155;0.000155;-0.000112;-0.000307;0.000134;0.000063;-0.000170;0.000676;3.534203;32.085732;-1.930585;4.779413;40.833824;0.529747;-0.035380;0.439165;-0.004256;0.439746;-0.004404
0.248252;-0.000137;-0.000037;0.000413;0.000214;0.000158;0.000152;-0.000111;-0.000310;0.000146;0.000056;-0.000129;0.000665;3.530388;32.089539;-1.930585;4.783228;42.018724;0.529507;-0.028822;0.439165;-0.004255;0.439764;-0.004404
0.248352;-0.000110;-0.000046;0.000432;0.000178;0.000162;0.000150;-0.000113;-0.000314;0.000157;0.000051;-0.000089;0.000652;3.530388;32.089539;-1.926770;4.783228;43.200735;0.529580;-0.023105;0.439165;-0.004254;0.439781;-0.004399
0.248452;-0.000082;-0.000055;0.000451;0.000143;0.000168;0.000152;-0.000118;-0.000320;0.000167;0.000044;-0.000050;0.000638;3.534203;32.089539;-1.930585;4.783228;44.356873;0.530061;-0.018318;0.439165;-0.004256;0.439797;-0.004393
0.248552;-0.000073;-0.000056;0.000457;0.000132;0.000172;0.000154;-0.000122;-0.000323;0.000170;0.000040;-0.000041;0.000633;3.530388;32.089539;-1.934399;4.783228;44.569457;0.530707;-0.017610;0.439165;-0.004256;0.439800;-0.004381
0.248652;-0.000096;-0.000044;0.000440;0.000167;0.000171;0.000155;-0.000123;-0.000319;0.000159;0.000046;-0.000084;0.000646;3.530388;32.089539;-1.930585;4.783228;43.564840;0.531011;-0.023241;0.439165;-0.004255;0.439786;-0.004371
0.248752;-0.000119;-0.000032;0.000424;0.000202;0.000171;0.000159;-0.000127;-0.000317;0.000148;0.000052;-0.000128;0.000657;3.534203;32.085732;-1.930585;4.783228;42.511224;0.531826;-0.029826;0.439164;-0.004256;0.439771;-0.004369
0.248852;-0.000142;-0.000019;0.000408;0.000239;0.000173;0.000166;-0.000133;-0.000317;0.000135;0.000059;-0.000171;0.000669;3.534203;32.085732;-1.930585;4.783228;41.555218;0.532676;-0.037094;0.439164;-0.004256;0.439760;-0.004371
0.248952;-0.000166;-0.000006;0.000392;0.000275;0.000176;0.000176;-0.000141;-0.000317;0.000121;0.000065;-0.000215;0.000681;3.530388;32.085732;-1.930585;4.783228;40.534845;0.533943;-0.045144;0.439164;-0.004255;0.439749;-0.004376
0.249052;-0.000170;0.000001;0.000392;0.000288;0.000184;0.000189;-0.000156;-0.000324;0.000113;0.000068;-0.000230;0.000684;3.534203;32.089539;-1.930585;4.783228;40.520143;0.535653;-0.049356;0.439165;-0.004256;0.439755;-0.004388
0.249152;-0.000143;-0.000004;0.000417;0.000258;0.000201;0.000207;-0.000177;-0.000339;0.000116;0.000061;-0.000192;0.000670;3.526573;32.081909;-1.938214;4.771784;41.869611;0.537552;-0.046352;0.439167;-0.004256;0.439781;-0.004401
0.249252;-0.000119;-0.000013;0.000439;0.000225;0.000211;0.000214;-0.000187;-0.000349;0.000122;0.000055;-0.000150;0.000660;3.526573;32.085732;-1.938214;4.775599;43.123468;0.538262;-0.041525;0.439167;-0.004256;0.439805;-0.004411
0.249352;-0.000097;-0.000023;0.000458;0.000191;0.000216;0.000215;-0.000190;-0.000355;0.000130;0.000049;-0.000107;0.000650;3.522759;32.081909;-1.938214;4.767969;44.271915;0.538241;-0.035774;0.439169;-0.004255;0.439828;-0.004414
0.249452;-0.000077;-0.000035;0.000474;0.000155;0.000214;0.000204;-0.000182;-0.000355;0.000142;0.000043;-0.000061;0.000642;3.526573;32.085732;-1.934399;4.775599;45.346607;0.537193;-0.028490;0.439167;-0.004255;0.439844;-0.004412
0.249552;-0.000075;-0.000040;0.000475;0.000141;0.000208;0.000191;-0.000169;-0.000348;0.000147;0.000040;-0.000045;0.000642;3.530388;32.085732;-1.930585;4.779413;45.413173;0.536081;-0.024893;0.439165;-0.004255;0.439845;-0.004404
0.249652;-0.000104;-0.000032;0.000452;0.000173;0.000194;0.000175;-0.000151;-0.000334;0.000142;0.000046;-0.000083;0.000658;3.530388;32.089539;-1.930585;4.783228;44.271840;0.534631;-0.027526;0.439165;-0.004255;0.439828;-0.004395
0.249752;-0.000131;-0.000022;0.000430;0.000205;0.000182;0.000163;-0.000137;-0.000322;0.000136;0.000052;-0.000121;0.000672;3.534203;32.089539;-1.934399;4.783228;43.121158;0.533542;-0.030739;0.439165;-0.004257;0.439812;-0.004393
0.249852;-0.000157;-0.000012;0.000408;0.000237;0.000171;0.000154;-0.000126;-0.000311;0.000129;0.000058;-0.000161;0.000685;3.530388;32.089539;-1.930585;4.783228;41.956358;0.532663;-0.034769;0.439165;-0.004255;0.439795;-0.004389
0.249952;-0.000183;-0.000001;0.000388;0.000270;0.000162;0.000148;-0.000118;-0.000301;0.000121;0.000065;-0.000201;0.000698;3.534203;32.089539;-1.934399;4.779413;40.844185;0.532052;-0.039470;0.439167;-0.004257;0.439781;-0.004393
0.250052;-0.000188;0.000004;0.000383;0.000280;0.000159;0.000146;-0.000117;-0.000299;0.000120;0.000069;-0.000213;0.000701;3.530388;32.089539;-1.934399;4.783228;40.707339;0.531998;-0.040569;0.439165;-0.004256;0.439779;-0.004397
0.250152;-0.000159;-0.000003;0.000403;0.000246;0.000165;0.000152;-0.000125;-0.000307;0.000129;0.000063;-0.000171;0.000686;3.530388;32.085732;-1.930585;4.783228;42.034723;0.532585;-0.035100;0.439164;-0.004255;0.439798;-0.004403
0.250252;-0.000131;-0.000010;0.000424;0.000213;0.000173;0.000160;-0.000136;-0.000315;0.000138;0.000057;-0.000131;0.000670;3.530388;32.089539;-1.934399;4.783228;43.323282;0.533293;-0.030567;0.439165;-0.004256;0.439820;-0.004407
0.250352;-0.000102;-0.000016;0.000446;0.000180;0.000183;0.000171;-0.000150;-0.000326;0.000144;0.000050;-0.000090;0.000654;3.530388;32.085732;-1.934399;4.779413;44.541868;0.534521;-0.026836;0.439165;-0.004256;0.439839;-0.004406
0.250452;-0.000073;-0.000023;0.000469;0.000147;0.000194;0.000185;-0.000166;-0.000338;0.000150;0.000044;-0.000050;0.000638;3.530388;32.085732;-1.934399;4.779413;45.876231;0.535725;-0.023656;0.439165;-0.004256;0.439860;-0.004402
0.250552;-0.000064;-0.000022;0.000478;0.000139;0.000203;0.000198;-0.000182;-0.000346;0.000148;0.000041;-0.000040;0.000631;3.530388;32.089539;-1.934399;4.783228;46.182234;0.537184;-0.024430;0.439165;-0.004256;0.439866;-0.004395
0.250652;-0.000087;-0.000008;0.000463;0.000176;0.000206;0.000211;-0.000194;-0.000348;0.000133;0.000047;-0.000082;0.000642;3.534203;32.089539;-1.930585;4.783228;45.147144;0.538844;-0.031554;0.439165;-0.004256;0.439854;-0.004391
0.250752;-0.000110;0.000006;0.000449;0.000213;0.000210;0.000225;-0.000208;-0.000351;0.000116;0.000054;-0.000125;0.000653;3.534203;32.089539;-1.934399;4.779413;44.041248;0.540945;-0.039509;0.439167;-0.004257;0.439843;-0.004394
0.250852;-0.000135;0.000018;0.000433;0.000251;0.000211;0.000235;-0.000218;-0.000352;0.000100;0.000060;-0.000166;0.000665;3.518944;32.081909;-1.942029;4.767969;42.913848;0.542699;-0.047044;0.439169;-0.004255;0.439834;-0.004398
0.250952;-0.000164;0.000028;0.000415;0.000287;0.000206;0.000235;-0.000218;-0.000348;0.000087;0.000067;-0.000205;0.000680;3.530388;32.089539;-1.934399;4.779413;41.685033;0.543631;-0.053308;0.439167;-0.004256;0.439819;-0.004408
0.251052;-0.000176;0.000029;0.000408;0.000297;0.000199;0.000227;-0.000211;-0.000344;0.000085;0.000070;-0.000212;0.000688;3.526573;32.085732;-1.942029;4.767969;41.299806;0.543364;-0.053419;0.439171;-0.004257;0.439822;-0.004421
0.251152;-0.000156;0.000016;0.000423;0.000261;0.000194;0.000214;-0.000201;-0.000343;0.000099;0.000065;-0.000164;0.000680;3.530388;32.085732;-1.930585;4.779413;42.396753;0.541850;-0.044374;0.439165;-0.004255;0.439838;-0.004429
0.251253;-0.000134;0.000004;0.000438;0.000224;0.000190;0.000202;-0.000191;-0.000342;0.000114;0.000059;-0.000117;0.000670;3.526573;32.089539;-1.930585;4.779413;43.504507;0.540392;-0.035857;0.439167;-0.004254;0.439860;-0.004433
0.251353;-0.000110;-0.000008;0.000454;0.000187;0.000186;0.000191;-0.000182;-0.000342;0.000128;0.000054;-0.000072;0.000659;3.530388;32.089539;-1.930585;4.783228;44.570745;0.539249;-0.028231;0.439165;-0.004255;0.439877;-0.004433
0.251453;-0.000086;-0.000019;0.000470;0.000151;0.000184;0.000183;-0.000178;-0.000343;0.000142;0.000049;-0.000027;0.000646;3.530388;32.089539;-1.934399;4.783228;45.682821;0.538404;-0.021304;0.439165;-0.004256;0.439894;-0.004427
0.251553;-0.000079;-0.000022;0.000474;0.000138;0.000180;0.000176;-0.000172;-0.000340;0.000148;0.000046;-0.000013;0.000642;3.530388;32.085732;-1.930585;4.779413;45.860789;0.537883;-0.018610;0.439165;-0.004255;0.439896;-0.004413
0.251653;-0.000104;-0.000012;0.000453;0.000171;0.000170;0.000168;-0.000164;-0.000330;0.000141;0.000053;-0.000053;0.000654;3.530388;32.089539;-1.930585;4.783228;44.662229;0.537505;-0.022260;0.439165;-0.004255;0.439877;-0.004401
0.251753;-0.000128;-0.000001;0.000434;0.000204;0.000161;0.000164;-0.000159;-0.000322;0.000134;0.000059;-0.000094;0.000665;3.530388;32.089539;-1.930585;4.779413;43.523768;0.537392;-0.026669;0.439167;-0.004255;0.439861;-0.004393
0.251853;-0.000152;0.000010;0.000415;0.000238;0.000154;0.000163;-0.000157;-0.000316;0.000126;0.000066;-0.000135;0.000677;3.530388;32.089539;-1.930585;4.783228;42.400494;0.537510;-0.031772;0.439165;-0.004255;0.439842;-0.004391
0.251953;-0.000175;0.000021;0.000397;0.000273;0.000149;0.000164;-0.000158;-0.000312;0.000116;0.000073;-0.000177;0.000688;3.530388;32.089539;-1.930585;4.779413;41.225172;0.538266;-0.037691;0.439167;-0.004255;0.439827;-0.004392
0.252053;-0.000179;0.000027;0.000394;0.000284;0.000150;0.000169;-0.000165;-0.000314;0.000113;0.000076;-0.000191;0.000691;3.530388;32.089539;-1.930585;4.779413;41.059779;0.539281;-0.040088;0.439167;-0.004255;0.439827;-0.004398
0.252153;-0.000150;0.000019;0.000417;0.000251;0.000161;0.000182;-0.000181;-0.000326;0.000119;0.000070;-0.000152;0.000675;3.530388;32.085732;-1.930585;4.779413;42.251974;0.540598;-0.036171;0.439165;-0.004255;0.439846;-0.004405
0.252253;-0.000121;0.000012;0.000440;0.000220;0.000173;0.000196;-0.000198;-0.000342;0.000125;0.000064;-0.000113;0.000660;3.530388;32.085732;-1.934399;4.783228;43.487877;0.542091;-0.032929;0.439164;-0.004256;0.439867;-0.004411
0.252353;-0.000092;0.000005;0.000465;0.000188;0.000187;0.000214;-0.000219;-0.000357;0.000130;0.000057;-0.000074;0.000645;3.530388;32.085732;-1.934399;4.779413;44.749153;0.543723;-0.030237;0.439165;-0.004256;0.439893;-0.004412
0.252453;-0.000064;-0.000003;0.000489;0.000157;0.000201;0.000229;-0.000238;-0.000372;0.000135;0.000051;-0.000036;0.000631;3.518944;32.081909;-1.942029;4.764154;45.971894;0.545205;-0.027609;0.439171;-0.004255;0.439922;-0.004410
0.252553;-0.000058;-0.000007;0.000496;0.000147;0.000206;0.000232;-0.000244;-0.000378;0.000135;0.000048;-0.000023;0.000629;3.526573;32.085732;-1.934399;4.775599;46.028384;0.546159;-0.026876;0.439167;-0.004255;0.439922;-0.004404
0.252653;-0.000088;0;0.000475;0.000180;0.000197;0.000222;-0.000235;-0.000370;0.000126;0.000054;-0.000062;0.000646;3.522759;32.085732;-1.938214;4.767969;44.579780;0.546579;-0.030784;0.439171;-0.004255;0.439906;-0.004397
0.252753;-0.000120;0.000005;0.000451;0.000212;0.000182;0.000202;-0.000215;-0.000356;0.000120;0.000060;-0.000098;0.000665;3.526573;32.085732;-1.938214;4.775599;43.168173;0.545592;-0.033107;0.439167;-0.004256;0.439882;-0.004395
