#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1]
0.001001;-0.000379;-0.000254;-0.000107;-0.000227;-0.000138;-0.000222;0.000304;0.000167;0.000263;0.000072;0.000347;0.000172;3.507500;31.891180;-1.938214;4.802301;-5.889671;-0.132391;7.424398;-43.094491;0.463030;0.001616
0.001101;-0.000403;-0.000262;-0.000119;-0.000220;-0.000140;-0.000221;0.000314;0.000174;0.000266;0.000077;0.000344;0.000180;3.507500;31.894991;-1.938214;4.798486;-5.854912;-0.376848;3.307287;-15.463339;0.463025;0.001616
0.001201;-0.000442;-0.000262;-0.000142;-0.000187;-0.000142;-0.000217;0.000319;0.000181;0.000262;0.000086;0.000314;0.000201;3.511315;31.891180;-1.942029;4.802301;-6.244272;-1.133919;1.610091;-5.116935;0.463030;0.001615
0.001301;-0.000496;-0.000267;-0.000164;-0.000152;-0.000137;-0.000208;0.000326;0.000192;0.000257;0.000100;0.000292;0.000223;3.515130;31.891180;-1.938214;4.806116;-6.125570;-1.355248;1.655543;-4.308527;0.463032;0.001615
0.001401;-0.000556;-0.000272;-0.000186;-0.000115;-0.000125;-0.000194;0.000328;0.000204;0.000259;0.000119;0.000271;0.000239;3.511315;31.894991;-1.938214;4.802301;-5.619270;-1.181516;2.151175;-4.977888;0.463028;0.001616
0.001501;-0.000616;-0.000277;-0.000208;-0.000077;-0.000110;-0.000178;0.000328;0.000216;0.000260;0.000138;0.000248;0.000251;3.511315;31.891180;-1.938214;4.798486;-5.007127;-0.953170;2.976067;-6.177034;0.463028;0.001616
0.001601;-0.000650;-0.000303;-0.000210;-0.000088;-0.000094;-0.000164;0.000329;0.000226;0.000282;0.000153;0.000283;0.000246;3.503685;31.891180;-1.949658;4.794672;-3.185253;0.397010;-6.157546;15.662271;0.463025;0.001615
0.001701;-0.000670;-0.000339;-0.000203;-0.000127;-0.000081;-0.000157;0.000341;0.000239;0.000313;0.000163;0.000346;0.000228;3.496056;31.883551;-1.957288;4.779413;-0.908151;2.099285;-0.871518;3.210950;0.463020;0.001615
0.001801;-0.000693;-0.000379;-0.000202;-0.000171;-0.000076;-0.000164;0.000365;0.000260;0.000350;0.000172;0.000410;0.000216;3.507500;31.891180;-1.945844;4.794672;0.789292;3.425374;-0.406400;2.161782;0.463025;0.001615
0.001901;-0.000714;-0.000418;-0.000202;-0.000217;-0.000074;-0.000174;0.000394;0.000284;0.000392;0.000183;0.000473;0.000201;3.507500;31.891180;-1.942029;4.798486;2.583063;4.983964;-0.170966;1.627179;0.463028;0.001616
0.002001;-0.000717;-0.000454;-0.000202;-0.000264;-0.000077;-0.000186;0.000420;0.000302;0.000429;0.000184;0.000525;0.000185;3.511315;31.894991;-1.938214;4.806116;3.489027;5.726977;-0.106406;1.521408;0.463030;0.001616
0.002101;-0.000749;-0.000471;-0.000224;-0.000261;-0.000081;-0.000196;0.000448;0.000325;0.000443;0.000190;0.000522;0.000188;3.507500;31.891180;-1.942029;4.802301;2.615357;5.190581;-0.222353;1.739140;0.463030;0.001616
0.002201;-0.000798;-0.000480;-0.000257;-0.000234;-0.000088;-0.000209;0.000475;0.000346;0.000450;0.000191;0.000492;0.000202;3.503685;31.891180;-1.942029;4.794672;0.170098;3.517294;-0.655790;2.612317;0.463025;0.001616
0.002301;-0.000847;-0.000490;-0.000291;-0.000206;-0.000094;-0.000220;0.000501;0.000369;0.000455;0.000197;0.000461;0.000221;3.511315;31.891180;-1.938214;4.806116;-2.212364;2.174396;-1.512417;4.307128;0.463032;0.001616
0.002401;-0.000893;-0.000497;-0.000321;-0.000175;-0.000094;-0.000222;0.000518;0.000390;0.000458;0.000206;0.000430;0.000232;3.515130;31.894991;-1.934399;4.806116;-4.398656;1.214041;-3.390034;7.803535;0.463030;0.001616
0.002501;-0.000933;-0.000504;-0.000351;-0.000143;-0.000096;-0.000228;0.000538;0.000407;0.000459;0.000208;0.000393;0.000244;3.518944;31.894991;-1.938214;4.806116;-7.080281;-0.263599;19.546322;-36.129993;0.463030;0.001615
0.002601;-0.000936;-0.000524;-0.000354;-0.000154;-0.000087;-0.000216;0.000544;0.000417;0.000473;0.000212;0.000408;0.000231;3.511315;31.894991;-1.938214;4.802301;-7.102868;0.593021;-8.335590;16.370038;0.463028;0.001616
0.002701;-0.000928;-0.000549;-0.000342;-0.000188;-0.000069;-0.000195;0.000542;0.000424;0.000504;0.000219;0.000453;0.000201;3.511315;31.891180;-1.942029;4.806116;-5.492162;2.755641;-1.480381;3.634413;0.463032;0.001615
0.002801;-0.000915;-0.000576;-0.000332;-0.000221;-0.000052;-0.000176;0.000538;0.000428;0.000524;0.000216;0.000492;0.000174;3.507500;31.891180;-1.942029;4.802301;-4.655950;3.897726;-0.937770;2.627145;0.463030;0.001616
0.002901;-0.000911;-0.000608;-0.000322;-0.000253;-0.000031;-0.000151;0.000534;0.000437;0.000546;0.000221;0.000537;0.000150;3.515130;31.891180;-1.934399;4.798486;-2.976151;5.773438;-0.509512;1.822744;0.463028;0.001616
0.003001;-0.000896;-0.000635;-0.000310;-0.000284;-0.000013;-0.000129;0.000524;0.000438;0.000569;0.000220;0.000575;0.000123;3.515130;31.891180;-1.938214;4.802301;-1.661735;7.048186;-0.346744;1.521178;0.463030;0.001615
0.003101;-0.000918;-0.000649;-0.000322;-0.000267;0.000003;-0.000109;0.000519;0.000445;0.000569;0.000220;0.000562;0.000120;3.507500;31.891180;-1.938214;4.802301;-2.249043;6.747473;-0.426763;1.581807;0.463030;0.001616
0.003201;-0.000960;-0.000656;-0.000349;-0.000227;0.000013;-0.000103;0.000520;0.000459;0.000564;0.000222;0.000524;0.000128;3.507500;31.891180;-1.934399;4.802301;-4.422446;5.221503;-0.759388;2.028730;0.463030;0.001617
0.003301;-0.001000;-0.000665;-0.000377;-0.000190;0.000016;-0.000103;0.000533;0.000477;0.000561;0.000225;0.000486;0.000139;3.499871;31.906441;-1.892438;4.790857;-6.430121;4.009449;-1.223646;2.639828;0.463013;0.001623
0.003401;-0.001045;-0.000677;-0.000409;-0.000156;0.000014;-0.000113;0.000557;0.000501;0.000560;0.000229;0.000450;0.000150;3.694420;32.059021;-1.716962;3.860074;-9.042434;2.380885;-2.547912;4.485428;0.462323;0.001620
0.003501;-0.001085;-0.000691;-0.000447;-0.000132;-0.000003;-0.000141;0.000571;0.000515;0.000555;0.000227;0.000402;0.000153;4.033927;32.448120;0.579479;-3.391646;-15.250620;-2.984395;2.965997;-3.611651;0.457456;0.001865
0.003601;-0.001111;-0.000743;-0.000481;-0.000180;-0.000041;-0.000190;0.000545;0.000501;0.000547;0.000220;0.000393;0.000118;6.063340;35.099331;9.803391;-19.916870;-29.189039;-16.446096;0.914923;-0.680943;0.445241;0.002764
0.003701;-0.001163;-0.000855;-0.000558;-0.000329;-0.000163;-0.000325;0.000444;0.000426;0.000510;0.000198;0.000374;0.000038;3.988151;43.575569;24.615820;-29.499359;-67.754509;-54.652001;0.588410;-0.222336;0.433738;0.004875
0.003801;-0.001099;-0.000844;-0.000511;-0.000290;-0.000076;-0.000238;0.000528;0.000485;0.000552;0.000203;0.000442;0.000065;8.989205;34.611050;-1.476637;-2.754593;-43.128731;-30.447093;0.703217;-0.395727;0.456484;0.000989
0.003901;-0.001115;-0.000896;-0.000528;-0.000366;-0.000105;-0.000270;0.000495;0.000480;0.000579;0.000194;0.000481;0.000012;-3.561115;28.221451;30.532400;-24.181690;-52.966801;-40.417021;0.642660;-0.314431;0.446905;0.006558
0.004001;-0.001102;-0.000942;-0.000535;-0.000412;-0.000115;-0.000291;0.000481;0.000469;0.000583;0.000198;0.000506;-0.000012;2.393612;31.910250;13.839330;-13.225910;-57.910309;-45.620269;0.619531;-0.286421;0.451534;0.003728
0.004101;-0.001084;-0.000907;-0.000493;-0.000314;-0.000012;-0.000179;0.000586;0.000558;0.000628;0.000209;0.000523;0.000027;6.708022;33.573460;0.785472;4.310206;-30.334370;-17.887238;0.917518;-0.710282;0.461645;0.001557
0.004201;-0.001106;-0.000905;-0.000510;-0.000256;0.000012;-0.000156;0.000613;0.000590;0.000634;0.000203;0.000493;0.000050;5.479693;32.711342;2.322791;1.124943;-25.991091;-13.142625;1.117098;-0.954629;0.460165;0.001902
0.004301;-0.001128;-0.000902;-0.000526;-0.000197;0.000037;-0.000129;0.000636;0.000621;0.000639;0.000203;0.000457;0.000071;3.103143;32.299351;5.962002;-0.797659;-21.929790;-8.536934;1.525737;-1.447976;0.459203;0.002654
0.004401;-0.001151;-0.000898;-0.000539;-0.000139;0.000066;-0.000096;0.000651;0.000655;0.000641;0.000209;0.000422;0.000086;4.342916;35.347290;7.495506;-7.126225;-17.715651;-3.650126;3.085126;-3.332340;0.453230;0.002691
0.004501;-0.001178;-0.000903;-0.000562;-0.000092;0.000078;-0.000081;0.000654;0.000670;0.000636;0.000204;0.000379;0.000098;-2.702810;36.522209;7.064446;-0.572593;-18.376860;-3.716311;3.139304;-3.223043;0.456656;0.003518
0.004601;-0.001167;-0.000916;-0.000553;-0.000084;0.000107;-0.000045;0.000652;0.000686;0.000653;0.000208;0.000389;0.000085;-5.582899;32.589272;11.645890;-3.441237;-14.349850;0.528820;-18.834405;22.617101;0.457334;0.004450
0.004701;-0.001147;-0.000947;-0.000541;-0.000107;0.000129;-0.000019;0.000632;0.000685;0.000673;0.000209;0.000424;0.000063;6.322739;33.199619;-3.845558;6.423543;-12.668700;2.095487;-4.431600;5.774140;0.463229;0.001026
0.004802;-0.001134;-0.000982;-0.000538;-0.000153;0.000130;-0.000018;0.000579;0.000656;0.000680;0.000205;0.000451;0.000023;-2.637960;31.025249;1.598000;3.585416;-18.333130;-3.990750;2.991152;-3.069444;0.462806;0.002826
0.004902;-0.001136;-0.001018;-0.000526;-0.000180;0.000151;0.000003;0.000577;0.000670;0.000705;0.000212;0.000500;0.000007;-0.928981;33.134769;1.052500;5.099847;-15.680230;-1.428608;7.637550;-8.807414;0.462427;0.002545
0.005002;-0.001104;-0.001034;-0.000501;-0.000176;0.000195;0.000050;0.000629;0.000726;0.000748;0.000223;0.000550;0.000004;-1.131159;33.279720;0.022535;6.915637;-2.202932;12.072140;-0.421062;1.063050;0.463492;0.002441
0.005102;-0.001074;-0.001044;-0.000518;-0.000145;0.000189;0.000035;0.000679;0.000764;0.000743;0.000205;0.000540;0.000069;10.911810;34.687340;-14.412240;12.897070;2.942255;17.197517;-0.155969;0.750899;0.466405;-0.000869
0.005202;-0.001019;-0.001006;-0.000518;-0.000075;0.000199;0.000044;0.000743;0.000820;0.000762;0.000199;0.000529;0.000155;16.271441;34.469910;-24.029070;17.535730;18.250879;32.451620;0.136979;0.394065;0.469498;-0.002741
0.005302;-0.000943;-0.000923;-0.000476;0.000029;0.000250;0.000107;0.000862;0.000945;0.000857;0.000228;0.000587;0.000292;14.222960;37.735279;-32.120010;23.192909;56.310360;70.670782;0.312353;0.183169;0.471022;-0.003496
0.005402;-0.000805;-0.000772;-0.000386;0.000178;0.000351;0.000224;0.001035;0.001138;0.001007;0.000291;0.000693;0.000469;12.426240;32.448120;-33.077499;26.870260;119.083801;133.325019;0.382515;0.098006;0.476732;-0.003391
0.005502;-0.000654;-0.000609;-0.000282;0.000342;0.000467;0.000360;0.001203;0.001357;0.001183;0.000346;0.000788;0.000659;17.316669;30.433969;-24.193100;9.704174;186.961807;201.020866;0.408737;0.065138;0.467080;-0.002892
0.005602;-0.000423;-0.000426;-0.000150;0.000460;0.000586;0.000488;0.001339;0.001517;0.001319;0.000396;0.000947;0.000842;25.136770;22.194250;-17.742460;6.915637;256.109802;268.578656;0.424931;0.047928;0.470553;-0.003063
0.005702;-0.000195;-0.000272;-0.000013;0.000544;0.000698;0.000602;0.001457;0.001644;0.001443;0.000430;0.001132;0.001019;26.304070;22.194250;-19.317930;9.173932;320.223785;330.778162;0.434782;0.038478;0.471991;-0.003406
0.005802;0.000011;-0.000134;0.000119;0.000628;0.000811;0.000719;0.001579;0.001772;0.001579;0.000473;0.001313;0.001176;26.422319;24.380060;-19.954981;7.197925;382.536987;391.336206;0.440797;0.032467;0.469340;-0.003500
0.005902;0.000172;-0.000020;0.000247;0.000712;0.000932;0.000845;0.001714;0.001911;0.001736;0.000528;0.001482;0.001304;24.461571;26.451441;-19.542990;6.885120;442.837402;450.486531;0.444067;0.028565;0.467822;-0.003204
0.006002;0.000362;0.000117;0.000405;0.000829;0.001093;0.001029;0.001910;0.002118;0.001943;0.000593;0.001687;0.001453;23.523161;25.329920;-18.802940;6.976673;520.804810;527.463030;0.446385;0.024887;0.468594;-0.002994
0.006102;0.000561;0.000319;0.000581;0.001035;0.001291;0.001254;0.002144;0.002369;0.002166;0.000675;0.001881;0.001676;19.346081;27.695021;-20.305929;10.665470;615.718323;621.406190;0.448344;0.020922;0.469437;-0.002660
0.006202;0.000732;0.000505;0.000715;0.001235;0.001451;0.001435;0.002336;0.002572;0.002334;0.000744;0.002007;0.001877;18.258890;28.000200;-20.393669;11.218600;694.168701;699.009077;0.449659;0.018098;0.469595;-0.002535
0.006302;0.000938;0.000737;0.000892;0.001479;0.001660;0.001670;0.002571;0.002824;0.002556;0.000836;0.002183;0.002128;18.010941;27.561510;-19.550619;11.298710;793.596130;797.587063;0.450966;0.015405;0.469926;-0.002398
0.006402;0.001144;0.000965;0.001074;0.001739;0.001894;0.001947;0.002854;0.003124;0.002812;0.000929;0.002368;0.002373;15.691610;26.165331;-16.361549;11.672550;901.020691;904.750985;0.451477;0.013332;0.471053;-0.001710
0.006502;0.001396;0.001250;0.001303;0.002041;0.002165;0.002252;0.003161;0.003446;0.003096;0.001052;0.002618;0.002687;14.043660;26.123369;-13.435680;11.413150;1028.281982;1031.113330;0.452491;0.011375;0.470915;-0.001138
0.006602;0.001678;0.001515;0.001560;0.002311;0.002464;0.002597;0.003540;0.003820;0.003425;0.001158;0.002902;0.002961;8.245341;22.980070;-8.426996;14.483980;1163.810059;1166.038050;0.452839;0.010011;0.474873;0.000213
0.006702;0.002054;0.001823;0.001866;0.002590;0.002802;0.002993;0.003969;0.004281;0.003869;0.001314;0.003314;0.003294;1.588713;25.276510;-7.019377;16.147181;1329.848999;1331.140797;0.453573;0.009236;0.474470;0.001221
0.006802;0.002411;0.002141;0.002177;0.002880;0.003150;0.003390;0.004408;0.004732;0.004293;0.001466;0.003705;0.003632;6.177781;21.305420;-5.573611;15.910670;1495.185059;1495.414721;0.454065;0.008486;0.476848;0.000828
0.006902;0.002703;0.002421;0.002512;0.003219;0.003577;0.003906;0.004989;0.005313;0.004805;0.001606;0.004018;0.003881;-0.696285;22.102690;-4.589422;17.840900;1671.902954;1673.198843;0.453092;0.007836;0.477570;0.001810
0.007002;0.003017;0.002703;0.002845;0.003567;0.004019;0.004438;0.005568;0.005882;0.005279;0.001767;0.004419;0.004176;4.453542;24.040550;-6.927824;13.022950;1855.859985;1857.549062;0.452595;0.007325;0.473267;0.000874
0.007102;0.003372;0.003030;0.003140;0.003937;0.004420;0.004926;0.006115;0.006431;0.005748;0.001917;0.004787;0.004567;12.487270;25.154440;-8.224818;8.513991;2039.217041;2041.028841;0.452615;0.006870;0.469685;-0.000292
0.007202;0.003749;0.003414;0.003449;0.004342;0.004818;0.005390;0.006622;0.006943;0.006193;0.002075;0.005121;0.004986;-0.780208;24.620390;-3.364907;13.831670;2223.408936;2224.607738;0.452884;0.006237;0.473413;0.001974
0.007302;0.003980;0.003687;0.003732;0.004762;0.005266;0.005940;0.007212;0.007490;0.006589;0.002189;0.005319;0.005246;-1.085383;29.995279;-2.586711;11.188090;2389.356934;2392.505723;0.451975;0.005568;0.468305;0.002109
0.007402;0.004213;0.003930;0.004008;0.005190;0.005736;0.006528;0.007846;0.008085;0.007031;0.002325;0.005537;0.005547;3.969077;31.879740;-0.343675;4.592494;2564.121094;2570.242849;0.451087;0.005153;0.462904;0.001758
0.007502;0.004487;0.004216;0.004245;0.005543;0.006094;0.006958;0.008297;0.008549;0.007428;0.002459;0.005803;0.005868;7.444257;29.434521;-1.091354;7.178851;2717.946045;2724.993621;0.451060;0.004889;0.466109;0.001230
0.007602;0.004787;0.004463;0.004524;0.005819;0.006393;0.007286;0.008608;0.008878;0.007724;0.002563;0.006099;0.006209;13.345580;28.705919;-5.199771;7.411547;2851.729980;2857.718183;0.451522;0.004550;0.466721;-0.000021
0.007702;0.005113;0.004728;0.004788;0.006073;0.006721;0.007677;0.008987;0.009241;0.008066;0.002689;0.006426;0.006476;11.793000;24.448730;-8.217189;11.207160;2993.728027;2999.205769;0.451751;0.004338;0.471850;-0.000204
0.007802;0.005321;0.004895;0.004960;0.006246;0.006983;0.007995;0.009283;0.009515;0.008275;0.002756;0.006641;0.006643;12.513980;33.729858;-3.143655;-2.045062;3092.125977;3097.720029;0.451694;0.004151;0.457497;0.000340
0.007902;0.005714;0.005205;0.005246;0.006500;0.007279;0.008326;0.009583;0.009854;0.008650;0.002891;0.007043;0.006947;10.949950;23.456909;-6.016114;3.978329;3239.474121;3242.839346;0.452313;0.004005;0.467877;0.000176
0.008002;0.005964;0.005375;0.005452;0.006703;0.007564;0.008671;0.009912;0.010191;0.008892;0.002965;0.007326;0.007136;11.342870;34.870449;-9.533256;4.245357;3353.053955;3356.278627;0.452285;0.003879;0.460777;-0.000313
0.008102;0.005962;0.005432;0.005509;0.006903;0.007872;0.009116;0.010359;0.010624;0.009285;0.003029;0.007275;0.007238;2.061734;36.175072;-8.941979;12.286720;3443.021973;3451.859312;0.451121;0.004017;0.465069;0.000921
0.008202;0.006247;0.005698;0.005707;0.007153;0.008031;0.009243;0.010444;0.010736;0.009334;0.003082;0.007517;0.007491;9.717811;25.123930;3.696078;-2.468492;3527.747070;3532.831868;0.451899;0.003509;0.462709;0.001544
0.008302;0.006206;0.005657;0.005709;0.007254;0.008180;0.009428;0.010620;0.010799;0.009316;0.003138;0.007400;0.007572;13.368470;35.152740;-9.575217;1.880251;3548.072998;3556.085910;0.451387;0.003335;0.459091;-0.000571
0.008402;0.006373;0.005850;0.005790;0.007412;0.008253;0.009495;0.010715;0.010938;0.009560;0.003180;0.007575;0.007809;9.237160;29.945690;-0.091906;-2.159502;3614.006104;3621.152014;0.451884;0.003379;0.459835;0.001131
0.008502;0.006493;0.005869;0.005881;0.007501;0.008319;0.009577;0.010858;0.011116;0.009535;0.003208;0.007680;0.007853;3.610497;41.313461;-11.139240;6.629536;3650.379883;3657.814656;0.451877;0.003311;0.458192;0.000453
0.008603;0.006633;0.006032;0.005953;0.007598;0.008364;0.009617;0.010902;0.011190;0.009720;0.003211;0.007788;0.007998;11.243680;22.377350;1.609444;3.551084;3695.115967;3701.304457;0.452262;0.003274;0.468293;0.001093
0.008703;0.006583;0.005939;0.005948;0.007623;0.008510;0.009821;0.011164;0.011340;0.009829;0.003228;0.007741;0.007948;4.537466;33.893890;4.405610;-5.146402;3717.364990;3727.309644;0.451476;0.003399;0.455417;0.002280
0.008803;0.006731;0.005972;0.006023;0.007599;0.008498;0.009783;0.011144;0.011395;0.009896;0.003230;0.007918;0.007991;14.341210;22.617680;1.025797;-0.122460;3738.916016;3747.007354;0.451900;0.003524;0.465800;0.000632
0.008903;0.006701;0.005983;0.006025;0.007581;0.008564;0.009861;0.011224;0.011413;0.009799;0.003294;0.007849;0.008074;6.105302;28.259600;-0.877731;11.474190;3745.264893;3754.310881;0.451773;0.003442;0.469593;0.001424
0.009003;0.006798;0.005896;0.006071;0.007549;0.008557;0.009861;0.011228;0.011478;0.009912;0.003237;0.007968;0.007963;-2.245048;41.195202;-7.126188;3.795224;3751.730957;3760.221576;0.451733;0.003614;0.456462;0.001687
0.009103;0.006699;0.005855;0.005991;0.007532;0.008572;0.009905;0.011296;0.011457;0.009825;0.003257;0.007832;0.007978;-0.787837;39.726551;-7.965419;6.290029;3737.297119;3747.800836;0.451402;0.003598;0.458987;0.001400
0.009203;0.006678;0.005852;0.005954;0.007568;0.008555;0.009879;0.011261;0.011405;0.009800;0.003236;0.007766;0.007983;5.998491;35.808861;-8.564325;8.758131;3727.006104;3737.575890;0.451395;0.003504;0.463054;0.000477
0.009303;0.006829;0.005939;0.006021;0.007645;0.008531;0.009835;0.011236;0.011553;0.009992;0.003217;0.007933;0.008011;4.800679;32.783821;-0.919693;-2.186205;3759.764893;3768.894700;0.451764;0.003648;0.458010;0.001582
0.009403;0.006732;0.005851;0.005967;0.007656;0.008555;0.009923;0.011324;0.011596;0.009922;0.003205;0.007790;0.007955;11.831150;20.252569;-1.324050;9.303632;3746.549072;3758.595988;0.451216;0.003607;0.473311;0.000652
0.009503;0.006523;0.005760;0.005828;0.007638;0.008569;0.009976;0.011390;0.011509;0.009726;0.003218;0.007483;0.007918;4.476430;35.965271;-7.759426;5.263878;3706.227051;3721.997738;0.450543;0.003445;0.460729;0.000767
0.009603;0.006539;0.005733;0.005817;0.007592;0.008488;0.009836;0.011181;0.011394;0.009711;0.003134;0.007474;0.007818;1.546751;38.479149;-8.400293;0.972356;3675.998047;3690.001694;0.450783;0.003377;0.456394;0.001053
0.009703;0.006398;0.005557;0.005705;0.007486;0.008462;0.009864;0.011177;0.011336;0.009743;0.003091;0.007331;0.007673;-0.127896;35.858459;4.424684;-2.357866;3638.142090;3655.136771;0.450173;0.003599;0.455942;0.002866
0.009803;0.006458;0.005486;0.005720;0.007355;0.008307;0.009671;0.010981;0.011241;0.009547;0.003064;0.007382;0.007579;2.710231;41.897099;-17.956079;12.103610;3600.353027;3614.963792;0.450610;0.003624;0.461307;-0.000286
0.009903;0.006372;0.005435;0.005649;0.007275;0.008268;0.009607;0.010860;0.011046;0.009526;0.003031;0.007299;0.007551;8.722177;29.877029;-6.389954;7.125445;3566.597900;3580.996319;0.450626;0.003619;0.465793;0.000408
0.010003;0.006369;0.005392;0.005614;0.007200;0.008245;0.009580;0.010849;0.011082;0.009608;0.003021;0.007361;0.007518;7.284040;27.462330;0.411633;-0.835806;3563.113037;3577.939929;0.450609;0.003915;0.462260;0.001438
0.010103;0.006326;0.005319;0.005572;0.007139;0.008154;0.009476;0.010778;0.010984;0.009424;0.003004;0.007284;0.007460;8.069865;34.767448;-14.850930;9.807170;3527.518066;3542.147153;0.450624;0.003854;0.464386;-0.000568
0.010203;0.006322;0.005303;0.005542;0.007119;0.008039;0.009327;0.010710;0.010948;0.009286;0.002978;0.007245;0.007442;9.416450;38.917831;-12.680370;4.291133;3502.435059;3516.418830;0.450820;0.003826;0.458229;-0.000465
