#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.047581;-1.934399;4.787043;0;0.454893;0.001740;0;0.522025
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.047581;-1.934399;4.790857;0;0.454893;0.001740;0.004911;-0.951405
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.047581;-1.934399;4.790857;0;0.454893;0.001740;0.004524;-0.835215
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.047581;-1.930585;4.787043;0;0.454893;0.001740;0.001841;-0.030161
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.047581;-1.930585;4.790857;0;0.454893;0.001740;0.000627;0.334041
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.047581;-1.930585;4.790857;0;0.454893;0.001740;-0.000627;0.710025
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;32.043770;-1.938214;4.783228;0;0.454893;0.001740;-0.001545;0.985551
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;32.047581;-1.938214;4.783228;0;0.454892;0.001740;-0.002409;1.244656
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.518944;32.047581;-1.938214;4.779413;1.949097;0.454892;0.001740;-0.003423;1.548861
-0.000100;-0.000060;0.000014;-0.000047;0.000059;-0.000028;-0.000038;0.000040;0.000028;-0.000011;0.000011;-0.000073;0.000036;3.526573;32.047581;-1.934399;4.787043;-4.429932;0.454895;0.001739;-0.004222;1.788249
0;-0.000087;0.000022;-0.000070;0.000089;-0.000042;-0.000056;0.000057;0.000040;-0.000015;0.000017;-0.000111;0.000052;3.526573;32.047581;-1.930585;4.787043;-1.594849;0.454897;0.001739;-0.004649;1.916320
0.000100;-0.000103;0.000030;-0.000065;0.000085;-0.000044;-0.000064;0.000062;0.000046;0.000017;0.000030;-0.000100;0.000041;3.469353;32.020882;-1.991620;4.703119;-0.885986;0.454888;0.001739;-0.000937;0.802855
0.000200;-0.000090;0.000022;-0.000044;0.000045;-0.000040;-0.000063;0.000067;0.000047;0.000044;0.000032;-0.000055;0.000012;3.511315;32.039951;-1.945844;4.767969;-5.611206;0.454892;0.001740;0.000314;0.427773
0.000300;-0.000070;0.000012;-0.000025;0.000008;-0.000036;-0.000061;0.000069;0.000045;0.000060;0.000029;-0.000014;-0.000011;3.522759;32.047581;-1.934399;4.787043;-5.847534;0.454893;0.001740;0.001545;0.058493
0.000400;-0.000048;0.000002;-0.000006;-0.000028;-0.000031;-0.000056;0.000068;0.000041;0.000074;0.000026;0.000026;-0.000032;3.530388;32.047581;-1.930585;4.790857;-5.847534;0.454895;0.001740;0.002409;-0.200734
0.000500;-0.000024;-0.000007;0.000015;-0.000062;-0.000024;-0.000049;0.000064;0.000035;0.000086;0.000021;0.000065;-0.000053;3.530388;32.047581;-1.930585;4.790857;-4.666260;0.454896;0.001739;0.003187;-0.434330
0.000600;-0.000023;-0.000007;0.000018;-0.000066;-0.000020;-0.000043;0.000059;0.000034;0.000087;0.000020;0.000067;-0.000060;3.526573;32.047581;-1.934399;4.790857;-6.792603;0.454896;0.001739;0.004222;-0.744665
