#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;-0.013456;0.072877;0.068311;0.060645;0;0.425298;-0.002592;0.077763
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;-0.013456;0.072877;0.068311;0.064460;0;0.425256;-0.002594;0.115114
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;-0.013456;0.072877;0.068311;0.064460;0;0.425256;-0.002594;0.087229
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;-0.009641;0.072877;0.068311;0.060645;0;0.425258;-0.002595;0.077845
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;-0.009641;0.072877;0.068311;0.064460;0;0.425256;-0.002595;0.040542
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;-0.009641;0.076692;0.064496;0.064460;0;0.425258;-0.002596;0.014012
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;-0.013456;0.076692;0.068311;0.060645;0;0.425260;-0.002594;0
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;-0.013456;0.072877;0.064496;0.064460;-1.312960;0.425256;-0.002595;0
-0.000100;0.000001;0.000002;0.000001;0.000006;0.000007;0.000004;-0.000003;-0.000003;0;0.000001;0;0;-0.013456;0.072877;0.068311;0.064460;-0.672827;0.425260;-0.002593;0
0;-0.000002;0.000002;0.000002;0.000013;0.000015;0.000010;-0.000007;-0.000006;0.000002;0.000005;0.000001;0.000002;-0.013456;0.072877;0.064496;0.060645;0.183676;0.425268;-0.002594;0
0.000100;-0.000068;-0.000012;0.000001;0.000008;0.000025;0.000001;0.000017;0.000017;0.000053;0.000057;0.000042;0.000015;-0.066861;0.046175;0.007276;-0.011834;3.561013;0.425321;-0.002593;0
0.000200;-0.000122;-0.000033;-0.000004;-0.000003;0.000028;0;0.000028;0.000031;0.000083;0.000082;0.000068;0.000019;-0.032529;0.065248;0.049238;0.030128;3.552186;0.425314;-0.002590;0
0.000300;-0.000153;-0.000049;-0.000009;-0.000012;0.000028;0.000002;0.000035;0.000040;0.000091;0.000090;0.000078;0.000022;-0.021085;0.069063;0.056867;0.053016;2.340915;0.425301;-0.002591;0
0.000400;-0.000180;-0.000063;-0.000016;-0.000022;0.000023;-0.000001;0.000041;0.000046;0.000104;0.000094;0.000090;0.000026;-0.009641;0.072877;0.068311;0.064460;0.804888;0.425291;-0.002592;0
0.000500;-0.000194;-0.000072;-0.000020;-0.000030;0.000018;-0.000005;0.000053;0.000058;0.000107;0.000100;0.000095;0.000024;-0.017270;0.069063;0.068311;0.056831;0.229816;0.425290;-0.002590;0
0.000600;-0.000221;-0.000090;-0.000032;-0.000046;0.000003;-0.000020;0.000073;0.000071;0.000122;0.000104;0.000108;0.000035;-0.017270;0.065248;0.068311;0.053016;-1.157798;0.425283;-0.002590;0
0.000700;-0.000237;-0.000097;-0.000041;-0.000050;0.000001;-0.000034;0.000097;0.000087;0.000131;0.000115;0.000116;0.000036;-0.009641;0.069063;0.072126;0.056831;-0.411599;0.425287;-0.002591;0
0.000800;-0.000259;-0.000110;-0.000054;-0.000054;-0.000003;-0.000048;0.000120;0.000100;0.000145;0.000125;0.000128;0.000045;-0.017270;0.065248;0.056867;0.060645;-0.007986;0.425285;-0.002592;0
0.000900;-0.000276;-0.000117;-0.000062;-0.000055;-0.000002;-0.000057;0.000138;0.000112;0.000158;0.000134;0.000137;0.000047;-0.009641;0.069063;0.064496;0.056831;0.821738;0.425293;-0.002591;0
0.001000;-0.000287;-0.000124;-0.000069;-0.000055;0;-0.000061;0.000151;0.000122;0.000167;0.000142;0.000143;0.000047;-0.013456;0.072877;0.064496;0.068275;1.679248;0.425292;-0.002589;0
0.001100;-0.000306;-0.000133;-0.000078;-0.000054;0.000002;-0.000066;0.000162;0.000128;0.000182;0.000145;0.000152;0.000052;-0.009641;0.072877;0.072126;0.064460;1.875051;0.425295;-0.002586;0.022374
0.001200;-0.000314;-0.000141;-0.000081;-0.000060;0.000001;-0.000064;0.000169;0.000138;0.000187;0.000150;0.000155;0.000047;-0.013456;0.069063;0.072126;0.064460;1.967975;0.425291;-0.002584;0.040226
0.001300;-0.000313;-0.000146;-0.000083;-0.000064;0.000001;-0.000056;0.000167;0.000141;0.000189;0.000146;0.000151;0.000038;-0.017270;0.069063;0.068311;0.053016;1.516543;0.425292;-0.002584;0.068109
0.001400;-0.000330;-0.000158;-0.000087;-0.000070;0.000001;-0.000050;0.000170;0.000149;0.000197;0.000150;0.000157;0.000038;-0.017270;0.072877;0.068311;0.060645;1.368679;0.425288;-0.002584;0.105618
0.001500;-0.000323;-0.000158;-0.000085;-0.000070;0.000007;-0.000034;0.000160;0.000150;0.000191;0.000145;0.000148;0.000025;-0.009641;0.065248;0.045423;0.064460;1.571106;0.425278;-0.002593;0.124135
0.001600;-0.000334;-0.000166;-0.000086;-0.000072;0.000014;-0.000020;0.000151;0.000151;0.000195;0.000145;0.000150;0.000021;-0.002012;0.072877;0.037794;0.056831;1.570877;0.425283;-0.002597;0.133133
0.001700;-0.000339;-0.000169;-0.000087;-0.000063;0.000030;-0.000004;0.000142;0.000151;0.000194;0.000148;0.000146;0.000017;0.013247;0.099580;0.049238;0.075904;2.561572;0.425288;-0.002597;0.158273
0.001800;-0.000341;-0.000170;-0.000085;-0.000050;0.000048;0.000016;0.000126;0.000142;0.000193;0.000144;0.000143;0.000010;0.032320;0.118654;0.068311;0.064460;3.222260;0.425303;-0.002595;0.180542
0.001900;-0.000356;-0.000178;-0.000088;-0.000039;0.000066;0.000034;0.000117;0.000141;0.000196;0.000149;0.000147;0.000013;0.066653;0.156800;0.083570;0.030128;3.798963;0.425339;-0.002599;0.199316
0.002000;-0.000359;-0.000182;-0.000088;-0.000026;0.000082;0.000050;0.000107;0.000136;0.000191;0.000148;0.000144;0.000009;0.100985;0.236909;0.125531;-0.458152;4.179686;0.425626;-0.002595;0.213576
0.002100;-0.000372;-0.000190;-0.000091;-0.000017;0.000095;0.000057;0.000109;0.000140;0.000193;0.000155;0.000148;0.000011;0.158205;0.339905;0.075940;-0.862509;4.437917;0.425881;-0.002625;0.221395
0.002200;-0.000381;-0.000201;-0.000095;-0.000019;0.000093;0.000060;0.000107;0.000141;0.000197;0.000151;0.000150;0.000012;0.341310;0.420014;0.106458;-1.610187;3.126714;0.426296;-0.002671;0.228958
0.002300;-0.000384;-0.000209;-0.000099;-0.000025;0.000088;0.000053;0.000120;0.000154;0.000195;0.000153;0.000150;0.000007;0.730408;0.595489;-0.069018;-2.087023;2.246257;0.426624;-0.002840;0.235202
0.002400;-0.000396;-0.000222;-0.000108;-0.000034;0.000077;0.000044;0.000131;0.000164;0.000207;0.000148;0.000154;0.000008;1.188171;0.915923;0.068311;-3.235244;0.667284;0.427366;-0.002938;0.236968
0.002500;-0.000413;-0.000238;-0.000117;-0.000044;0.000067;0.000030;0.000150;0.000180;0.000216;0.000151;0.000160;0.000011;1.787076;1.316465;0.362042;-4.017255;-0.332690;0.427966;-0.003031;0.238269
0.002600;-0.000418;-0.000250;-0.000125;-0.000053;0.000059;0.000022;0.000162;0.000191;0.000222;0.000149;0.000159;0.000007;2.450832;1.984035;0.678661;-5.184549;-1.377167;0.428897;-0.003137;0.239388
0.002700;-0.000425;-0.000257;-0.000132;-0.000052;0.000062;0.000015;0.000173;0.000202;0.000227;0.000154;0.000159;0.000002;3.141290;2.468501;0.678661;-5.916969;-1.639612;0.429516;-0.003343;0.236003
0.002800;-0.000440;-0.000272;-0.000143;-0.000052;0.000063;0.000007;0.000185;0.000213;0.000237;0.000158;0.000163;0.000006;4.419210;3.506095;0.659588;-7.618319;-2.105634;0.430906;-0.003730;0.233252
0.002900;-0.000443;-0.000278;-0.000149;-0.000049;0.000066;0.000004;0.000182;0.000214;0.000240;0.000154;0.000157;-0.000006;5.346179;4.246145;0.873210;-8.404144;-3.427659;0.431686;-0.003947;0.227769
0.003000;-0.000446;-0.000285;-0.000154;-0.000044;0.000071;0.000003;0.000185;0.000220;0.000240;0.000156;0.000152;-0.000015;6.933089;4.833606;-0.179644;-9.724026;-4.169484;0.432657;-0.004737;0.230263
0.003100;-0.000459;-0.000298;-0.000164;-0.000043;0.000073;0.000003;0.000181;0.000219;0.000247;0.000150;0.000150;-0.000020;8.512369;6.412887;0.255231;-13.016100;-6.213475;0.435139;-0.005086;0.224856
0.003200;-0.000475;-0.000315;-0.000173;-0.000051;0.000069;0.000003;0.000178;0.000223;0.000248;0.000147;0.000149;-0.000026;10.080200;7.271191;-0.736588;-14.934890;-8.871737;0.436559;-0.005854;0.221965
0.003300;-0.000475;-0.000326;-0.000178;-0.000057;0.000068;0.000011;0.000163;0.000221;0.000242;0.000138;0.000137;-0.000041;12.349940;9.086982;-1.648298;-17.094000;-11.847690;0.438572;-0.006796;0.231993
0.003400;-0.000486;-0.000342;-0.000187;-0.000068;0.000063;0.000011;0.000144;0.000214;0.000233;0.000128;0.000125;-0.000058;13.524870;9.220496;-1.041763;-19.588810;-16.700371;0.439901;-0.006954;0.218045
0.003500;-0.000495;-0.000357;-0.000196;-0.000076;0.000060;0.000017;0.000126;0.000207;0.000223;0.000117;0.000114;-0.000072;16.527031;10.074990;-5.775789;-19.337040;-20.723129;0.440220;-0.009247;0.258621
0.003600;-0.000519;-0.000387;-0.000218;-0.000100;0.000041;0.000007;0.000092;0.000186;0.000208;0.000091;0.000096;-0.000094;16.393511;10.082620;-5.245548;-20.641661;-30.607210;0.440941;-0.009034;0.233703
0.003700;-0.000532;-0.000402;-0.000231;-0.000105;0.000039;-0.000002;0.000079;0.000178;0.000197;0.000083;0.000082;-0.000109;17.804951;9.621038;-5.310397;-21.705959;-35.278530;0.441349;-0.009471;0.228909
0.003800;-0.000556;-0.000427;-0.000253;-0.000114;0.000028;-0.000016;0.000069;0.000170;0.000195;0.000070;0.000074;-0.000120;18.678511;10.525120;-4.558904;-23.300501;-41.290340;0.442759;-0.009516;0.205117
0.003900;-0.000592;-0.000458;-0.000280;-0.000132;0.000008;-0.000053;0.000075;0.000172;0.000192;0.000064;0.000069;-0.000128;19.407110;9.254828;-4.852635;-23.208941;-48.760368;0.442272;-0.009843;0.199677
0.004000;-0.000601;-0.000473;-0.000297;-0.000142;-0.000004;-0.000075;0.000073;0.000169;0.000186;0.000054;0.000053;-0.000147;19.769510;9.560003;-6.634094;-22.133200;-54.420311;0.442075;-0.010514;0.199848
0.004100;-0.000639;-0.000513;-0.000337;-0.000172;-0.000038;-0.000121;0.000063;0.000158;0.000178;0.000040;0.000042;-0.000168;22.035431;8.350748;-6.271698;-22.823660;-66.972397;0.442110;-0.011135;0.202602
0.004200;-0.000651;-0.000534;-0.000354;-0.000192;-0.000059;-0.000145;0.000057;0.000156;0.000169;0.000027;0.000025;-0.000190;17.999491;8.366007;-5.833009;-21.854731;-74.517326;0.441842;-0.009878;0.156874
0.004300;-0.000694;-0.000588;-0.000405;-0.000246;-0.000114;-0.000192;0.000024;0.000135;0.000154;-0.000010;-0.000005;-0.000227;19.605480;8.312601;-4.494054;-22.888510;-93.356598;0.442705;-0.010047;0.156110
0.004400;-0.000718;-0.000615;-0.000426;-0.000276;-0.000139;-0.000219;0.000013;0.000129;0.000145;-0.000026;-0.000016;-0.000243;17.114491;8.686440;-3.574715;-22.278160;-102.102402;0.442754;-0.009117;0.123802
0.004500;-0.000738;-0.000645;-0.000454;-0.000306;-0.000163;-0.000231;-0.000001;0.000121;0.000139;-0.000045;-0.000036;-0.000272;20.513371;10.399230;-7.686947;-22.877069;-111.202301;0.444058;-0.011372;0.191462
0.004601;-0.000751;-0.000663;-0.000468;-0.000327;-0.000182;-0.000248;-0.000020;0.000115;0.000128;-0.000061;-0.000054;-0.000298;15.466540;9.731665;-1.503340;-23.128839;-118.779800;0.443960;-0.008138;0.096808
0.004701;-0.000769;-0.000684;-0.000490;-0.000340;-0.000190;-0.000254;-0.000038;0.000105;0.000119;-0.000071;-0.000070;-0.000318;18.335190;10.486970;-6.996489;-21.747919;-125.166000;0.443722;-0.010594;0.178359
0.004801;-0.000802;-0.000722;-0.000530;-0.000377;-0.000221;-0.000287;-0.000081;0.000076;0.000100;-0.000094;-0.000095;-0.000350;19.601660;11.265170;-7.713650;-22.873249;-139.987793;0.444842;-0.011222;0.205220
0.004901;-0.000814;-0.000731;-0.000537;-0.000372;-0.000213;-0.000280;-0.000101;0.000062;0.000091;-0.000101;-0.000111;-0.000369;15.424580;11.745820;-5.390506;-22.106501;-143.586502;0.444694;-0.009323;0.164110
0.005001;-0.000844;-0.000769;-0.000577;-0.000405;-0.000237;-0.000297;-0.000136;0.000042;0.000080;-0.000131;-0.000136;-0.000401;15.325400;11.936550;-4.364355;-23.239460;-156.897705;0.445470;-0.009003;0.167408
0.005101;-0.000453;-0.000336;-0.000128;0.000153;0.000359;0.000359;0.000474;0.000609;0.000523;0.000349;0.000271;-0.000010;-5.922406;-6.785930;-6.508209;17.467060;72.052681;0.414514;-0.003141;0.006048
0.005201;-0.000353;-0.000281;-0.000074;0.000237;0.000458;0.000492;0.000596;0.000822;0.000759;0.000604;0.000452;0.000131;-15.386640;-11.722130;-12.459120;36.376461;133.556503;0.403006;-0.002118;0
0.005301;-0.000291;-0.000245;-0.000043;0.000283;0.000512;0.000554;0.000624;0.000881;0.000812;0.000763;0.000567;0.000215;-5.346388;-16.719370;-14.721230;38.947559;163.040207;0.398938;-0.005456;0.117322
0.005401;-0.000283;-0.000241;-0.000036;0.000300;0.000533;0.000562;0.000616;0.000884;0.000801;0.000779;0.000606;0.000251;-4.629227;-17.344980;-14.343580;37.658199;168.713898;0.398819;-0.005365;0.132853
0.005501;-0.000257;-0.000227;-0.000019;0.000326;0.000568;0.000603;0.000655;0.000938;0.000849;0.000804;0.000653;0.000304;-4.430863;-16.700300;-15.083620;36.933411;185.249496;0.399269;-0.005444;0.163307
0.005601;-0.000236;-0.000223;-0.000017;0.000334;0.000579;0.000605;0.000668;0.000970;0.000880;0.000856;0.000717;0.000349;-4.655930;-18.100290;-15.079810;38.863640;196.131302;0.397487;-0.005199;0.184078
0.005701;-0.000222;-0.000222;-0.000017;0.000351;0.000596;0.000616;0.000697;0.001005;0.000908;0.000854;0.000727;0.000370;-4.835220;-17.791300;-15.507060;38.871269;202.961395;0.397511;-0.005135;0.200400
0.005801;-0.000179;-0.000198;-0.000004;0.000382;0.000628;0.000639;0.000744;0.001062;0.000962;0.000929;0.000805;0.000431;-4.900070;-18.256689;-16.315769;39.889790;223.097198;0.396828;-0.005172;0.227414
0.005901;-0.000169;-0.000200;-0.000008;0.000397;0.000641;0.000650;0.000774;0.001094;0.000998;0.000932;0.000818;0.000454;-6.052105;-18.340620;-18.711390;43.780769;229.498306;0.394889;-0.005420;0.250782
0.006001;-0.000110;-0.000161;0.000016;0.000439;0.000685;0.000685;0.000837;0.001166;0.001068;0.001025;0.000916;0.000536;-6.445018;-18.767860;-18.429110;44.196571;256.337189;0.394668;-0.005042;0.253948
0.006101;-0.000099;-0.000168;0.000013;0.000457;0.000703;0.000693;0.000849;0.001188;0.001090;0.001024;0.000920;0.000548;-6.799784;-18.519911;-19.039459;44.658150;260.181702;0.394617;-0.005052;0.272899
0.006201;-0.000036;-0.000125;0.000049;0.000497;0.000750;0.000739;0.000909;0.001267;0.001157;0.001110;0.001019;0.000633;-6.643382;-18.584749;-19.993130;45.295200;288.233490;0.394549;-0.005197;0.287360
0.006301;-0.000018;-0.000131;0.000048;0.000503;0.000760;0.000753;0.000908;0.001284;0.001173;0.001106;0.001024;0.000641;-6.349650;-17.867590;-19.741360;43.185680;291.080811;0.395983;-0.005175;0.294713
0.006401;0.000042;-0.000092;0.000081;0.000540;0.000806;0.000801;0.000962;0.001353;0.001237;0.001186;0.001119;0.000728;-6.155101;-18.298651;-20.466150;44.978580;317.948792;0.395218;-0.005285;0.305893
0.006501;0.000081;-0.000085;0.000091;0.000557;0.000827;0.000831;0.000960;0.001376;0.001255;0.001189;0.001121;0.000728;-5.514234;-17.634899;-19.436180;41.694141;324.646301;0.397221;-0.005155;0.304354
0.006601;0.000141;-0.000043;0.000126;0.000595;0.000875;0.000883;0.001000;0.001441;0.001323;0.001268;0.001218;0.000819;-4.556748;-18.523720;-20.794210;44.303379;352.075012;0.395892;-0.005668;0.317380
0.006701;0.000173;-0.000023;0.000146;0.000634;0.000921;0.000927;0.001025;0.001480;0.001353;0.001281;0.001243;0.000861;-2.996541;-17.627270;-18.848721;38.379169;366.881897;0.399316;-0.005527;0.308459
0.006801;0.000248;0.000022;0.000181;0.000690;0.000981;0.000978;0.001064;0.001546;0.001424;0.001382;0.001354;0.000965;-2.771474;-18.332991;-20.290670;41.320301;398.022186;0.398005;-0.005855;0.311378
0.006901;0.000297;0.000057;0.000212;0.000744;0.001039;0.001039;0.001096;0.001596;0.001471;0.001414;0.001394;0.001012;-0.867946;-17.581490;-21.988211;40.114861;418.515411;0.399211;-0.006800;0.330658
0.007001;0.000390;0.000114;0.000253;0.000805;0.001101;0.001098;0.001146;0.001675;0.001556;0.001533;0.001516;0.001127;-0.917537;-18.321541;-20.477591;40.141560;454.305908;0.399336;-0.006232;0.296310
0.007101;0.000441;0.000148;0.000282;0.000859;0.001153;0.001146;0.001191;0.001734;0.001608;0.001578;0.001583;0.001199;1.829038;-16.913919;-22.236160;37.875641;477.385406;0.401368;-0.007374;0.309391
0.007201;0.000540;0.000212;0.000333;0.000916;0.001208;0.001202;0.001269;0.001840;0.001717;0.001705;0.001717;0.001329;1.413237;-16.784220;-22.011101;37.314880;517.943298;0.402202;-0.006999;0.282247
0.007301;0.000608;0.000253;0.000370;0.000959;0.001251;0.001244;0.001340;0.001921;0.001778;0.001760;0.001801;0.001423;3.255731;-16.601120;-20.706470;34.793369;545.702820;0.403802;-0.007000;0.256341
0.007401;0.000733;0.000345;0.000440;0.001034;0.001329;0.001328;0.001457;0.002067;0.001920;0.001899;0.001930;0.001555;2.221951;-16.120470;-20.897209;34.514900;596.367371;0.404733;-0.006529;0.214676
0.007501;0.000827;0.000411;0.000493;0.001091;0.001384;0.001387;0.001539;0.002169;0.002007;0.001991;0.002039;0.001665;4.129294;-16.326460;-19.188231;32.260422;633.579529;0.406110;-0.006400;0.192008
0.007601;0.000969;0.000532;0.000592;0.001196;0.001495;0.001515;0.001696;0.002352;0.002178;0.002133;0.002162;0.001802;3.587609;-14.785330;-20.202930;30.364519;695.672424;0.408297;-0.006286;0.160463
0.007701;0.001095;0.000620;0.000666;0.001287;0.001581;0.001599;0.001789;0.002469;0.002301;0.002285;0.002320;0.001947;4.579427;-14.281790;-19.184410;28.636471;746.908813;0.409882;-0.006065;0.135607
0.007801;0.001252;0.000767;0.000799;0.001440;0.001741;0.001775;0.001974;0.002683;0.002485;0.002441;0.002460;0.002098;5.296588;-12.668180;-17.757721;23.803261;821.776184;0.413418;-0.005686;0.098304
0.007901;0.001431;0.000905;0.000895;0.001557;0.001854;0.001885;0.002091;0.002839;0.002644;0.002624;0.002635;0.002279;5.643725;-10.764650;-17.242741;21.457220;887.879822;0.415966;-0.005417;0.074335
0.008001;0.001579;0.001035;0.001019;0.001706;0.002012;0.002061;0.002261;0.003048;0.002822;0.002758;0.002758;0.002415;9.126534;-10.119970;-14.503790;12.877990;957.878723;0.420448;-0.005451;0.054183
0.008101;0.001761;0.001186;0.001133;0.001842;0.002147;0.002200;0.002391;0.003217;0.002990;0.002968;0.002953;0.002600;9.851324;-9.215885;-14.122320;11.863290;1030.923950;0.421961;-0.005306;0.032545
0.008201;0.001893;0.001299;0.001227;0.001949;0.002257;0.002328;0.002508;0.003360;0.003134;0.003100;0.003093;0.002741;10.961400;-9.158665;-13.115250;10.890540;1088.540039;0.422918;-0.005158;0.019029
0.008301;0.002094;0.001457;0.001354;0.002088;0.002401;0.002491;0.002648;0.003537;0.003302;0.003289;0.003293;0.002952;9.977209;-7.175027;-14.065100;11.214790;1166.245972;0.424325;-0.004893;0.004125
0.008401;0.002193;0.001531;0.001419;0.002170;0.002490;0.002601;0.002734;0.003655;0.003400;0.003381;0.003374;0.003031;9.332527;-9.254032;-9.071678;11.844210;1207.422974;0.423632;-0.003519;0
0.008501;0.002353;0.001687;0.001554;0.002314;0.002649;0.002783;0.002885;0.003839;0.003584;0.003545;0.003501;0.003180;6.231186;-10.066560;-8.472773;11.325420;1280.250000;0.424144;-0.002560;0
0.008601;0.002455;0.001737;0.001590;0.002369;0.002702;0.002842;0.002912;0.003892;0.003646;0.003650;0.003622;0.003295;4.835011;-9.696535;-6.676055;11.661110;1312.698975;0.424536;-0.001729;0
0.008701;0.002624;0.001886;0.001706;0.002496;0.002829;0.002959;0.003026;0.004043;0.003795;0.003803;0.003789;0.003486;8.161418;-8.727605;-10.364860;10.806620;1379.494995;0.425902;-0.003076;0
0.008801;0.002708;0.001935;0.001741;0.002551;0.002876;0.002995;0.003064;0.004089;0.003844;0.003867;0.003885;0.003596;9.595740;-9.093815;-10.330530;9.337964;1406.973022;0.426652;-0.003271;0
0.008901;0.002804;0.002030;0.001824;0.002656;0.002984;0.003099;0.003203;0.004246;0.003987;0.003991;0.003991;0.003711;10.137430;-8.697087;-11.032430;9.891093;1459.041016;0.427002;-0.003392;0
0.009001;0.002897;0.002069;0.001842;0.002690;0.003004;0.003098;0.003228;0.004287;0.004028;0.004060;0.004093;0.003827;11.903630;-7.731972;-12.333240;8.624618;1481.873047;0.428114;-0.003876;0
0.009101;0.002958;0.002130;0.001892;0.002762;0.003072;0.003155;0.003326;0.004391;0.004122;0.004117;0.004152;0.003888;11.266570;-7.529793;-12.188280;9.963573;1513.859985;0.427941;-0.003615;0
0.009201;0.003010;0.002142;0.001911;0.002786;0.003093;0.003176;0.003359;0.004439;0.004165;0.004154;0.004206;0.003946;10.644780;-7.175027;-12.150130;8.746687;1529.828003;0.428643;-0.003376;0.005663
0.009301;0.003065;0.002188;0.001943;0.002827;0.003132;0.003217;0.003424;0.004519;0.004229;0.004205;0.004235;0.003985;10.431160;-11.100340;-10.673850;9.456219;1551.864014;0.427149;-0.002954;0.008254
0.009401;0.003071;0.002184;0.001959;0.002851;0.003155;0.003242;0.003462;0.004562;0.004255;0.004178;0.004235;0.003993;10.396820;-8.250770;-10.521260;8.517806;1558.939941;0.428488;-0.002919;0.032337
0.009501;0.003123;0.002214;0.001980;0.002881;0.003183;0.003264;0.003494;0.004617;0.004282;0.004195;0.004265;0.004035;11.335240;-13.145010;-9.102196;10.699810;1574.051025;0.426118;-0.002773;0.045895
0.009601;0.003244;0.002280;0.002016;0.002917;0.003208;0.003266;0.003492;0.004636;0.004306;0.004281;0.004386;0.004166;10.503640;-8.586462;-11.642780;11.481820;1600.501953;0.427864;-0.002946;0.078967
0.009701;0.003226;0.002227;0.001984;0.002909;0.003202;0.003253;0.003473;0.004630;0.004296;0.004220;0.004349;0.004154;10.545600;-9.318882;-10.170310;10.196270;1589.913940;0.427955;-0.002679;0.089785
0.009801;0.003150;0.002143;0.001922;0.002869;0.003154;0.003189;0.003386;0.004544;0.004213;0.004098;0.004256;0.004070;15.031670;-11.424590;-11.711440;8.498733;1554.385986;0.427494;-0.004081;0.150544
0.009901;0.003185;0.002201;0.001973;0.002931;0.003220;0.003254;0.003460;0.004602;0.004235;0.004104;0.004269;0.004105;11.712890;-7.522164;-10.204640;6.301473;1575.639038;0.429814;-0.003122;0.148880
0.010001;0.003170;0.002146;0.001920;0.002906;0.003185;0.003194;0.003375;0.004552;0.004190;0.004063;0.004272;0.004097;12.948850;-12.576620;-7.252073;8.334702;1557.791992;0.427220;-0.002766;0.171145
0.010101;0.003182;0.002177;0.001970;0.002978;0.003266;0.003287;0.003450;0.004649;0.004275;0.004074;0.004197;0.004042;10.446410;-9.532504;-11.242240;10.455670;1575.262939;0.427540;-0.003202;0.205392
0.010201;0.003312;0.002264;0.002018;0.003025;0.003309;0.003317;0.003451;0.004664;0.004272;0.004141;0.004372;0.004220;13.471460;-12.256190;-9.357780;8.937422;1608.150024;0.427625;-0.003265;0.224587
0.010301;0.003296;0.002206;0.001969;0.002981;0.003257;0.003247;0.003350;0.004578;0.004199;0.004066;0.004350;0.004216;13.917780;-14.506860;-9.323448;8.441512;1584.001953;0.426918;-0.003364;0.236639
0.010401;0.003343;0.002228;0.001983;0.002997;0.003267;0.003247;0.003341;0.004576;0.004193;0.004071;0.004394;0.004284;15.027850;-11.340670;-11.238420;8.094376;1592.748047;0.428337;-0.003920;0.262886
0.010501;0.003273;0.002149;0.001927;0.002944;0.003207;0.003174;0.003277;0.004518;0.004123;0.003958;0.004292;0.004196;15.943380;-9.437137;-13.740860;7.167407;1558.892944;0.429028;-0.004759;0.292474
0.010601;0.003263;0.002134;0.001918;0.002935;0.003194;0.003146;0.003279;0.004514;0.004108;0.003912;0.004281;0.004190;17.221300;-11.577180;-12.508710;7.022449;1552.906006;0.428255;-0.004774;0.292029
0.010701;0.003207;0.002046;0.001848;0.002889;0.003145;0.003079;0.003228;0.004452;0.004025;0.003824;0.004219;0.004159;16.607130;-9.711794;-13.504340;6.064962;1523.858032;0.429013;-0.004935;0.290721
0.010801;0.003182;0.002011;0.001820;0.002881;0.003131;0.003042;0.003219;0.004452;0.004018;0.003780;0.004194;0.004126;17.633289;-8.803899;-13.538680;6.908008;1513.402954;0.428912;-0.005179;0.286804
0.010901;0.003121;0.001956;0.001772;0.002847;0.003091;0.002981;0.003180;0.004402;0.003959;0.003696;0.004127;0.004070;17.545549;-12.980980;-12.386640;6.656239;1488.215942;0.427253;-0.005014;0.271771
0.011001;0.003108;0.001938;0.001757;0.002849;0.003084;0.002959;0.003183;0.004419;0.003969;0.003703;0.004149;0.004070;16.473619;-11.649660;-9.861319;6.286214;1487.175049;0.427828;-0.004200;0.235357
0.011101;0.003091;0.001896;0.001725;0.002837;0.003067;0.002933;0.003156;0.004399;0.003966;0.003665;0.004100;0.004045;16.538469;-11.703060;-12.844400;6.572316;1474.904053;0.427577;-0.004881;0.242049
0.011201;0.003099;0.001896;0.001727;0.002843;0.003070;0.002929;0.003152;0.004393;0.003937;0.003644;0.004130;0.004071;16.965719;-11.355920;-12.432420;6.908008;1475.758057;0.427623;-0.004871;0.218398
0.011301;0.003170;0.001957;0.001753;0.002863;0.003079;0.002917;0.003144;0.004405;0.003948;0.003681;0.004216;0.004144;18.422930;-9.761385;-11.917430;4.767969;1491.536011;0.429245;-0.004946;0.203589
0.011401;0.003155;0.001886;0.001703;0.002822;0.003035;0.002871;0.003073;0.004353;0.003904;0.003614;0.004182;0.004137;18.770060;-11.191890;-13.767560;7.415361;1471.040039;0.427643;-0.005429;0.200164
0.011501;0.003201;0.001924;0.001730;0.002849;0.003061;0.002889;0.003076;0.004355;0.003883;0.003599;0.004224;0.004196;18.594589;-11.176630;-13.367020;5.271508;1481.671021;0.428607;-0.005275;0.158264
0.011601;0.003163;0.001851;0.001669;0.002792;0.003000;0.002820;0.002976;0.004271;0.003814;0.003502;0.004153;0.004152;20.849070;-11.352110;-15.076000;6.797382;1450.400024;0.427780;-0.006218;0.167748
