#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.568535;32.646488;-1.942029;4.745081;0;0.454808;0.001739;0;0.521831
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.572350;32.646488;-1.942029;4.748896;0;0.454808;0.001739;-0.004755;1.948402
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.572350;32.646488;-1.942029;4.748896;0;0.454808;0.001739;0.000937;0.240745
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.942029;4.748896;0;0.454807;0.001739;0.001545;0.058276
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.938214;4.745081;0;0.454807;0.001739;0.001841;-0.030370
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.646488;-1.938214;4.748896;0;0.454808;0.001739;0.002409;-0.200814
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.938214;4.748896;0;0.454807;0.001739;0.002939;-0.359861
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.938214;4.748896;0;0.454807;0.001739;0.003423;-0.505004
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.646488;-1.938214;4.745081;28.874510;0.454807;0.001739;0.003853;-0.633953
-0.000100;0.000003;0.000003;0.000001;-0.000005;0.000001;0.000007;-0.000008;-0.000003;-0.000002;-0.000002;-0.000004;-0.000006;3.572350;32.646488;-1.938214;4.748896;35.291019;0.454808;0.001739;0.004222;-0.744714
0;-0.000001;0;0.000002;0.000012;0.000012;0.000013;-0.000012;-0.000006;-0.000001;0.000001;-0.000003;0.000006;3.576164;32.646488;-1.938214;4.748896;36.666019;0.454809;0.001739;0.004524;-0.835512
0.000100;-0.000072;-0.000021;0.000001;0.000019;0.000020;0.000003;0.000012;0.000014;0.000051;0.000028;0.000044;0.000033;3.473168;32.600712;-2.045025;4.596308;40.332642;0.454799;0.001738;0.004755;-0.905263
0.000200;-0.000130;-0.000036;0.000001;0.000037;0.000039;0.000003;0.000030;0.000030;0.000083;0.000052;0.000073;0.000036;3.545647;32.635040;-1.968732;4.703119;15.353880;0.454811;0.001737;0.004961;-0.967039
0.000300;-0.000179;-0.000056;-0.000006;0.000054;0.000056;0.000009;0.000040;0.000039;0.000103;0.000067;0.000093;0.000051;3.568535;32.638859;-1.949658;4.737452;-8.020752;0.454816;0.001737;0.005000;-0.978819
0.000400;-0.000191;-0.000062;-0.000005;0.000067;0.000071;0.000027;0.000031;0.000035;0.000105;0.000070;0.000094;0.000047;3.564720;32.638859;-1.949658;4.729822;12.833130;0.454815;0.001738;0.004961;-0.966777
0.000500;-0.000219;-0.000076;-0.000012;0.000047;0.000068;0.000032;0.000034;0.000040;0.000112;0.000071;0.000104;0.000048;3.572350;32.642670;-1.945844;4.737452;39.874390;0.454813;0.001739;0.004843;-0.931192
