#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1]
0.084517;0.000015;0.000009;0.000148;0.000050;-0.000013;0.000034;-0.000112;-0.000121;0.000073;0.000057;0.000015;-0.000008;3.530388;32.047581;-1.930585;4.790857;5.723897;0.640352;-0.032331;0.439140;-0.004255;0.439152;-0.004335
0.084617;0.000016;0.000009;0.000153;0.000050;-0.000004;0.000047;-0.000126;-0.000129;0.000068;0.000056;0.000019;-0.000010;3.522759;32.043770;-1.938214;4.779413;5.746246;0.651597;-0.045720;0.439144;-0.004255;0.439158;-0.004334
0.084717;-0.000012;0.000019;0.000135;0.000086;-0.000007;0.000044;-0.000124;-0.000126;0.000055;0.000059;-0.000020;0.000007;3.522759;32.047581;-1.938214;4.779413;4.497418;0.691327;-0.105200;0.439146;-0.004255;0.439159;-0.004317
0.084817;-0.000044;0.000025;0.000112;0.000118;-0.000019;0.000028;-0.000107;-0.000115;0.000047;0.000064;-0.000055;0.000026;3.522759;32.047581;-1.942029;4.779413;3.106033;0.751932;-0.180522;0.439146;-0.004256;0.439155;-0.004299
0.084917;-0.000076;0.000031;0.000089;0.000147;-0.000034;0.000007;-0.000086;-0.000101;0.000041;0.000069;-0.000090;0.000045;3.526573;32.051399;-1.934399;4.790857;1.658237;0.911299;-0.368928;0.439142;-0.004255;0.439147;-0.004278
0.085017;-0.000106;0.000039;0.000065;0.000176;-0.000049;-0.000013;-0.000065;-0.000087;0.000036;0.000073;-0.000126;0.000063;3.526573;32.047581;-1.934399;4.790857;0.268327;2.669570;-2.489881;0.439140;-0.004255;0.439141;-0.004258
0.085117;-0.000111;0.000038;0.000060;0.000176;-0.000059;-0.000027;-0.000050;-0.000079;0.000041;0.000074;-0.000127;0.000067;3.526573;32.047581;-1.934399;4.787043;0.165595;3.600285;-3.442776;0.439142;-0.004255;0.439143;-0.004257
0.085217;-0.000086;0.000026;0.000076;0.000137;-0.000061;-0.000035;-0.000042;-0.000078;0.000056;0.000070;-0.000084;0.000054;3.526573;32.047581;-1.934399;4.787043;1.234344;0.896201;-0.225768;0.439142;-0.004255;0.439146;-0.004272
0.085317;-0.000061;0.000015;0.000092;0.000098;-0.000060;-0.000040;-0.000038;-0.000079;0.000071;0.000066;-0.000042;0.000040;3.526573;32.051399;-1.934399;4.787043;2.420888;0.695044;-0.002824;0.439144;-0.004255;0.439152;-0.004289
0.085417;-0.000034;0.000004;0.000110;0.000062;-0.000059;-0.000043;-0.000037;-0.000080;0.000084;0.000062;-0.000001;0.000026;3.530388;32.047581;-1.934399;4.787043;3.637135;0.629918;0.065327;0.439142;-0.004256;0.439155;-0.004307
0.085517;-0.000007;-0.000006;0.000128;0.000026;-0.000056;-0.000042;-0.000039;-0.000084;0.000096;0.000057;0.000039;0.000011;3.526573;32.043770;-1.934399;4.790857;4.813859;0.601844;0.094509;0.439138;-0.004255;0.439156;-0.004320
0.085617;-0.000002;-0.000006;0.000130;0.000020;-0.000055;-0.000040;-0.000040;-0.000084;0.000097;0.000055;0.000042;0.000007;3.526573;32.047581;-1.930585;4.787043;4.762761;0.604916;0.097262;0.439142;-0.004254;0.439160;-0.004316
0.085717;-0.000025;0.000006;0.000111;0.000055;-0.000059;-0.000040;-0.000040;-0.000081;0.000086;0.000059;0;0.000018;3.530388;32.047581;-1.934399;4.783228;3.548809;0.640355;0.066695;0.439144;-0.004256;0.439158;-0.004302
0.085817;-0.000048;0.000019;0.000094;0.000092;-0.000060;-0.000036;-0.000043;-0.000079;0.000074;0.000064;-0.000043;0.000029;3.526573;32.047581;-1.930585;4.787043;2.479336;0.702231;-0.006517;0.439142;-0.004254;0.439152;-0.004286
0.085917;-0.000070;0.000032;0.000078;0.000129;-0.000060;-0.000030;-0.000049;-0.000078;0.000061;0.000068;-0.000086;0.000041;3.526573;32.047581;-1.934399;4.787043;1.406661;0.872906;-0.205360;0.439142;-0.004255;0.439148;-0.004273
0.086017;-0.000093;0.000045;0.000063;0.000168;-0.000058;-0.000021;-0.000058;-0.000080;0.000047;0.000073;-0.000129;0.000053;3.526573;32.051399;-1.934399;4.787043;0.371257;2.003021;-1.568106;0.439144;-0.004255;0.439146;-0.004259
0.086117;-0.000092;0.000049;0.000065;0.000178;-0.000051;-0.000007;-0.000072;-0.000088;0.000041;0.000074;-0.000136;0.000053;3.526573;32.047581;-1.934399;4.787043;0.554342;1.629126;-1.301433;0.439142;-0.004255;0.439144;-0.004262
0.086217;-0.000064;0.000041;0.000089;0.000149;-0.000035;0.000011;-0.000093;-0.000102;0.000045;0.000069;-0.000098;0.000037;3.522759;32.047581;-1.942029;4.779413;1.953295;0.874944;-0.335694;0.439146;-0.004256;0.439154;-0.004282
0.086317;-0.000040;0.000031;0.000110;0.000117;-0.000027;0.000020;-0.000103;-0.000111;0.000052;0.000065;-0.000057;0.000025;3.518944;32.047581;-1.938214;4.779413;3.167505;0.748509;-0.157741;0.439146;-0.004254;0.439160;-0.004296
0.086417;-0.000018;0.000018;0.000128;0.000082;-0.000023;0.000019;-0.000104;-0.000116;0.000062;0.000060;-0.000014;0.000014;3.518944;32.043770;-1.938214;4.775599;4.214375;0.691667;-0.065677;0.439146;-0.004254;0.439166;-0.004309
0.086517;0.000001;0.000004;0.000143;0.000043;-0.000025;0.000009;-0.000095;-0.000115;0.000075;0.000056;0.000031;0.000005;3.522759;32.047581;-1.938214;4.783228;5.152239;0.651306;0.007051;0.439144;-0.004255;0.439170;-0.004322
0.086617;-0.000001;-0.000001;0.000141;0.000034;-0.000033;-0.000005;-0.000082;-0.000108;0.000080;0.000054;0.000040;0.000007;3.526573;32.043770;-1.934399;4.783228;4.939035;0.645654;0.035837;0.439142;-0.004255;0.439169;-0.004317
0.086717;-0.000029;0.000007;0.000118;0.000064;-0.000046;-0.000021;-0.000065;-0.000096;0.000075;0.000059;0.000002;0.000023;3.526573;32.047581;-1.934399;4.787043;3.566065;0.679188;0.024552;0.439142;-0.004255;0.439162;-0.004300
0.086817;-0.000055;0.000016;0.000096;0.000095;-0.000057;-0.000035;-0.000051;-0.000085;0.000068;0.000063;-0.000037;0.000038;3.526573;32.047581;-1.934399;4.787043;2.201786;0.761247;-0.012116;0.439142;-0.004255;0.439155;-0.004282
0.086917;-0.000080;0.000026;0.000075;0.000127;-0.000067;-0.000045;-0.000040;-0.000076;0.000061;0.000069;-0.000077;0.000052;3.522759;32.047581;-1.934399;4.787043;1.002054;1.014330;-0.161582;0.439142;-0.004254;0.439148;-0.004266
0.087017;-0.000105;0.000037;0.000055;0.000160;-0.000075;-0.000052;-0.000032;-0.000068;0.000052;0.000073;-0.000117;0.000065;3.526573;32.047581;-1.934399;4.783228;-0.289500;-1.135549;1.130041;0.439144;-0.004255;0.439146;-0.004258
0.087117;-0.000105;0.000039;0.000053;0.000164;-0.000076;-0.000053;-0.000031;-0.000068;0.000053;0.000075;-0.000122;0.000066;3.526573;32.047581;-1.934399;4.787043;-0.247290;-1.399428;1.375805;0.439142;-0.004255;0.439144;-0.004258
0.087217;-0.000078;0.000029;0.000073;0.000129;-0.000071;-0.000048;-0.000038;-0.000074;0.000063;0.000070;-0.000082;0.000051;3.526573;32.047581;-1.934399;4.787043;1.012903;1.006268;-0.155905;0.439142;-0.004255;0.439148;-0.004267
0.087317;-0.000050;0.000020;0.000094;0.000097;-0.000063;-0.000039;-0.000047;-0.000082;0.000072;0.000066;-0.000044;0.000035;3.522759;32.051399;-1.938214;4.787043;2.329819;0.742014;-0.002319;0.439144;-0.004255;0.439158;-0.004284
0.087417;-0.000022;0.000012;0.000116;0.000065;-0.000053;-0.000028;-0.000060;-0.000092;0.000080;0.000060;-0.000005;0.000019;3.522759;32.047581;-1.934399;4.787043;3.610252;0.675474;0.034323;0.439142;-0.004254;0.439164;-0.004298
0.087517;0.000007;0.000004;0.000138;0.000033;-0.000042;-0.000015;-0.000075;-0.000103;0.000088;0.000056;0.000033;0.000003;3.522759;32.051399;-1.938214;4.787043;4.932919;0.644354;0.048291;0.439144;-0.004255;0.439175;-0.004314
0.087617;0.000011;0.000004;0.000144;0.000032;-0.000034;-0.000002;-0.000090;-0.000110;0.000084;0.000055;0.000035;0;3.526573;32.047581;-1.938214;4.787043;5.022978;0.654884;0.031228;0.439142;-0.004256;0.439175;-0.004315
0.087717;-0.000012;0.000017;0.000129;0.000073;-0.000030;0.000009;-0.000101;-0.000114;0.000069;0.000060;-0.000009;0.000011;3.526573;32.051399;-1.934399;4.787043;4.025672;0.705004;-0.039669;0.439144;-0.004255;0.439172;-0.004302
0.087817;-0.000035;0.000031;0.000115;0.000114;-0.000024;0.000023;-0.000115;-0.000118;0.000052;0.000065;-0.000052;0.000023;3.522759;32.047581;-1.934399;4.783228;3.103521;0.783086;-0.160493;0.439144;-0.004254;0.439166;-0.004290
0.087917;-0.000058;0.000044;0.000102;0.000157;-0.000018;0.000038;-0.000131;-0.000124;0.000034;0.000070;-0.000096;0.000036;3.518944;32.047581;-1.938214;4.779413;2.138647;0.943355;-0.397188;0.439146;-0.004254;0.439161;-0.004279
0.088017;-0.000086;0.000055;0.000085;0.000195;-0.000018;0.000041;-0.000135;-0.000123;0.000019;0.000075;-0.000136;0.000052;3.522759;32.043770;-1.942029;4.775599;0.884486;1.596797;-1.248062;0.439146;-0.004256;0.439152;-0.004267
0.088117;-0.000092;0.000054;0.000083;0.000201;-0.000018;0.000039;-0.000135;-0.000124;0.000016;0.000078;-0.000138;0.000057;3.515130;32.047581;-1.945844;4.771784;0.807813;1.701011;-1.373047;0.439150;-0.004255;0.439156;-0.004265
0.088217;-0.000073;0.000039;0.000098;0.000162;-0.000021;0.000027;-0.000124;-0.000123;0.000029;0.000074;-0.000092;0.000049;3.518944;32.047581;-1.938214;4.783228;1.709152;1.050719;-0.458628;0.439144;-0.004254;0.439157;-0.004275
0.088317;-0.000053;0.000025;0.000113;0.000122;-0.000025;0.000012;-0.000111;-0.000120;0.000045;0.000070;-0.000047;0.000040;3.522759;32.047581;-1.938214;4.787043;2.687058;0.832353;-0.163982;0.439142;-0.004255;0.439163;-0.004288
0.088417;-0.000032;0.000011;0.000128;0.000081;-0.000029;-0.000001;-0.000099;-0.000118;0.000061;0.000065;-0.000002;0.000030;3.522759;32.047581;-1.934399;4.783228;3.662672;0.732187;-0.030789;0.439144;-0.004254;0.439173;-0.004299
0.088517;-0.000009;-0.000002;0.000143;0.000042;-0.000032;-0.000011;-0.000090;-0.000117;0.000077;0.000061;0.000041;0.000018;3.522759;32.047581;-1.934399;4.787043;4.747470;0.670801;0.041308;0.439142;-0.004254;0.439181;-0.004311
0.088617;-0.000007;-0.000005;0.000142;0.000033;-0.000038;-0.000021;-0.000080;-0.000111;0.000083;0.000059;0.000047;0.000017;3.526573;32.047581;-1.934399;4.783228;4.554697;0.669202;0.065911;0.439144;-0.004255;0.439183;-0.004308
0.088717;-0.000033;0.000005;0.000121;0.000065;-0.000048;-0.000031;-0.000069;-0.000102;0.000076;0.000064;0.000007;0.000030;3.526573;32.047581;-1.938214;4.787043;3.299541;0.714813;0.049915;0.439142;-0.004256;0.439171;-0.004294
0.088817;-0.000057;0.000015;0.000101;0.000097;-0.000056;-0.000039;-0.000061;-0.000094;0.000068;0.000068;-0.000033;0.000043;3.522759;32.047581;-1.938214;4.787043;2.052927;0.823638;0.001198;0.439142;-0.004255;0.439160;-0.004279
0.088917;-0.000081;0.000026;0.000082;0.000131;-0.000062;-0.000043;-0.000055;-0.000087;0.000058;0.000073;-0.000075;0.000055;3.522759;32.047581;-1.938214;4.783228;0.853394;1.242089;-0.220200;0.439144;-0.004255;0.439152;-0.004265
0.089017;-0.000104;0.000038;0.000063;0.000166;-0.000067;-0.000044;-0.000053;-0.000083;0.000047;0.000077;-0.000117;0.000067;3.526573;32.043770;-1.938214;4.783228;-0.323362;-1.416527;1.258381;0.439142;-0.004256;0.439145;-0.004260
0.089117;-0.000104;0.000042;0.000064;0.000172;-0.000064;-0.000039;-0.000058;-0.000085;0.000045;0.000079;-0.000124;0.000067;3.522759;32.047581;-1.938214;4.783228;-0.215047;-2.481038;2.208437;0.439144;-0.004255;0.439146;-0.004257
0.089218;-0.000075;0.000033;0.000085;0.000140;-0.000054;-0.000026;-0.000071;-0.000095;0.000053;0.000074;-0.000086;0.000050;3.522759;32.047581;-1.934399;4.783228;1.137347;1.123487;-0.310011;0.439144;-0.004254;0.439154;-0.004267
0.089318;-0.000046;0.000026;0.000108;0.000109;-0.000042;-0.000011;-0.000088;-0.000108;0.000060;0.000070;-0.000048;0.000034;3.522759;32.047581;-1.934399;4.783228;2.526770;0.814615;-0.101810;0.439144;-0.004254;0.439167;-0.004283
0.089418;-0.000018;0.000018;0.000132;0.000079;-0.000027;0.000008;-0.000108;-0.000122;0.000066;0.000066;-0.000011;0.000018;3.522759;32.047581;-1.938214;4.783228;3.961020;0.724473;-0.046157;0.439144;-0.004255;0.439181;-0.004301
0.089518;0.000011;0.000011;0.000157;0.000050;-0.000012;0.000028;-0.000129;-0.000137;0.000070;0.000062;0.000026;0.000002;3.522759;32.043770;-1.942029;4.779413;5.434362;0.683320;-0.023331;0.439144;-0.004256;0.439197;-0.004318
0.089618;0.000011;0.000010;0.000161;0.000049;-0.000006;0.000035;-0.000137;-0.000141;0.000066;0.000060;0.000030;0.000001;3.522759;32.047581;-1.942029;4.779413;5.406348;0.692120;-0.030648;0.439146;-0.004256;0.439200;-0.004317
0.089718;-0.000017;0.000019;0.000141;0.000084;-0.000012;0.000030;-0.000132;-0.000136;0.000055;0.000065;-0.000008;0.000017;3.515130;32.039951;-1.949658;4.764154;4.093229;0.746737;-0.085762;0.439150;-0.004256;0.439192;-0.004302
0.089818;-0.000049;0.000026;0.000118;0.000115;-0.000025;0.000012;-0.000113;-0.000124;0.000048;0.000070;-0.000044;0.000036;3.518944;32.043770;-1.942029;4.779413;2.652052;0.849683;-0.159865;0.439144;-0.004255;0.439172;-0.004285
0.089918;-0.000080;0.000033;0.000094;0.000144;-0.000040;-0.000008;-0.000093;-0.000110;0.000043;0.000074;-0.000080;0.000054;3.522759;32.043770;-1.938214;4.779413;1.231515;1.172225;-0.391731;0.439144;-0.004255;0.439157;-0.004269
0.090018;-0.000108;0.000041;0.000071;0.000174;-0.000054;-0.000026;-0.000073;-0.000098;0.000038;0.000079;-0.000117;0.000070;3.522759;32.043770;-1.938214;4.783228;-0.155818;-4.202627;3.580588;0.439142;-0.004255;0.439144;-0.004256
0.090118;-0.000112;0.000040;0.000066;0.000174;-0.000062;-0.000039;-0.000060;-0.000091;0.000042;0.000081;-0.000120;0.000074;3.522759;32.047581;-1.938214;4.779413;-0.245610;-2.253695;1.941951;0.439146;-0.004255;0.439149;-0.004257
0.090218;-0.000086;0.000029;0.000084;0.000136;-0.000063;-0.000044;-0.000055;-0.000091;0.000056;0.000076;-0.000078;0.000061;3.522759;32.047581;-1.938214;4.783228;0.931451;1.208291;-0.221670;0.439144;-0.004255;0.439154;-0.004265
0.090318;-0.000060;0.000018;0.000101;0.000099;-0.000062;-0.000046;-0.000053;-0.000093;0.000070;0.000072;-0.000037;0.000046;3.522759;32.047581;-1.938214;4.783228;2.126943;0.809806;0.017224;0.439144;-0.004255;0.439167;-0.004279
0.090418;-0.000033;0.000008;0.000120;0.000063;-0.000059;-0.000045;-0.000054;-0.000097;0.000082;0.000067;0.000003;0.000030;3.522759;32.047581;-1.938214;4.783228;3.354363;0.700176;0.075807;0.439144;-0.004255;0.439181;-0.004293
0.090518;-0.000005;-0.000001;0.000139;0.000027;-0.000054;-0.000041;-0.000059;-0.000102;0.000094;0.000062;0.000043;0.000014;3.522759;32.047581;-1.938214;4.783228;4.571455;0.653178;0.097774;0.439144;-0.004255;0.439195;-0.004305
0.090618;0;-0.000001;0.000142;0.000023;-0.000052;-0.000038;-0.000063;-0.000104;0.000094;0.000061;0.000046;0.000011;3.522759;32.047581;-1.942029;4.783228;4.589919;0.656950;0.096085;0.439144;-0.004256;0.439196;-0.004304
0.090718;-0.000023;0.000011;0.000125;0.000059;-0.000054;-0.000035;-0.000065;-0.000101;0.000082;0.000065;0.000003;0.000023;3.522759;32.047581;-1.938214;4.783228;3.455734;0.709070;0.056184;0.439144;-0.004255;0.439184;-0.004291
0.090818;-0.000046;0.000024;0.000108;0.000096;-0.000054;-0.000030;-0.000069;-0.000100;0.000069;0.000069;-0.000040;0.000034;3.522759;32.047581;-1.938214;4.779413;2.346083;0.814054;-0.032788;0.439146;-0.004255;0.439173;-0.004279
0.090918;-0.000069;0.000037;0.000092;0.000135;-0.000053;-0.000022;-0.000077;-0.000101;0.000055;0.000073;-0.000083;0.000045;3.526573;32.043770;-1.938214;4.783228;1.243096;1.115017;-0.293704;0.439142;-0.004256;0.439157;-0.004269
0.091018;-0.000091;0.000051;0.000077;0.000174;-0.000050;-0.000012;-0.000086;-0.000102;0.000040;0.000077;-0.000127;0.000057;3.526573;32.047581;-1.938214;4.783228;0.287714;3.283970;-2.354487;0.439144;-0.004256;0.439147;-0.004259
0.091118;-0.000090;0.000056;0.000080;0.000185;-0.000041;0.000005;-0.000103;-0.000111;0.000034;0.000079;-0.000134;0.000057;3.522759;32.047581;-1.934399;4.779413;0.652579;1.840731;-1.271705;0.439146;-0.004254;0.439154;-0.004260
0.091218;-0.000061;0.000049;0.000105;0.000158;-0.000024;0.000027;-0.000127;-0.000128;0.000037;0.000076;-0.000097;0.000042;3.522759;32.047581;-1.938214;4.783228;2.162871;0.960296;-0.363768;0.439144;-0.004255;0.439170;-0.004278
0.091318;-0.000037;0.000039;0.000127;0.000128;-0.000012;0.000040;-0.000143;-0.000141;0.000042;0.000070;-0.000057;0.000029;3.515130;32.043770;-1.945844;4.767969;3.346795;0.824820;-0.202446;0.439150;-0.004255;0.439191;-0.004291
0.091418;-0.000015;0.000027;0.000147;0.000094;-0.000006;0.000042;-0.000147;-0.000147;0.000051;0.000066;-0.000014;0.000019;3.511315;32.039951;-1.945844;4.764154;4.519925;0.747225;-0.104399;0.439150;-0.004254;0.439207;-0.004303
0.091518;0.000004;0.000012;0.000162;0.000056;-0.000009;0.000030;-0.000136;-0.000146;0.000064;0.000062;0.000032;0.000011;3.518944;32.043770;-1.942029;4.775599;5.493773;0.697709;-0.028619;0.439146;-0.004255;0.439218;-0.004314
0.091618;0;0.000006;0.000158;0.000045;-0.000018;0.000013;-0.000119;-0.000137;0.000070;0.000060;0.000041;0.000013;3.518944;32.043770;-1.942029;4.779413;5.213580;0.692280;0.001771;0.439144;-0.004255;0.439214;-0.004310
0.091718;-0.000030;0.000013;0.000135;0.000074;-0.000033;-0.000007;-0.000098;-0.000123;0.000065;0.000066;0.000005;0.000031;3.518944;32.043770;-1.942029;4.779413;3.898402;0.729857;-0.009951;0.439144;-0.004255;0.439197;-0.004296
0.091818;-0.000057;0.000021;0.000112;0.000103;-0.000047;-0.000024;-0.000079;-0.000109;0.000061;0.000072;-0.000033;0.000047;3.522759;32.047581;-1.942029;4.779413;2.566663;0.812302;-0.043577;0.439146;-0.004256;0.439181;-0.004283
0.091918;-0.000084;0.000031;0.000089;0.000134;-0.000060;-0.000039;-0.000063;-0.000097;0.000055;0.000077;-0.000072;0.000062;3.522759;32.043770;-1.938214;4.779413;1.304300;1.050030;-0.158042;0.439144;-0.004255;0.439162;-0.004269
0.092018;-0.000109;0.000041;0.000067;0.000165;-0.000071;-0.000051;-0.000050;-0.000086;0.000048;0.000082;-0.000112;0.000076;3.522759;32.047581;-1.938214;4.783228;-0.003765;-173.568371;87.921921;0.439144;-0.004255;0.439144;-0.004255
0.092118;-0.000110;0.000042;0.000064;0.000167;-0.000076;-0.000057;-0.000044;-0.000082;0.000050;0.000084;-0.000116;0.000077;3.522759;32.043770;-1.934399;4.779413;-0.009522;-65.444034;32.171389;0.439144;-0.004254;0.439144;-0.004254
0.092218;-0.000083;0.000033;0.000083;0.000131;-0.000073;-0.000055;-0.000046;-0.000087;0.000063;0.000079;-0.000076;0.000061;3.522759;32.047581;-1.938214;4.783228;1.120384;1.080046;-0.083151;0.439144;-0.004255;0.439160;-0.004267
0.092318;-0.000055;0.000024;0.000102;0.000096;-0.000068;-0.000050;-0.000052;-0.000093;0.000074;0.000074;-0.000036;0.000045;3.522759;32.047581;-1.934399;4.779413;2.358926;0.791175;0.040054;0.439146;-0.004254;0.439179;-0.004278
0.092418;-0.000026;0.000015;0.000123;0.000062;-0.000061;-0.000042;-0.000061;-0.000100;0.000083;0.000070;0.000003;0.000029;3.522759;32.047581;-1.938214;4.783228;3.631206;0.702900;0.070169;0.439144;-0.004255;0.439196;-0.004292
0.092518;0.000002;0.000007;0.000144;0.000029;-0.000052;-0.000031;-0.000073;-0.000110;0.000092;0.000065;0.000041;0.000013;3.526573;32.047581;-1.938214;4.783228;4.947165;0.660759;0.079245;0.439144;-0.004256;0.439215;-0.004305
0.092618;0.000007;0.000008;0.000149;0.000028;-0.000045;-0.000021;-0.000084;-0.000115;0.000089;0.000064;0.000043;0.000008;3.522759;32.047581;-1.938214;4.779413;5.099760;0.665805;0.063689;0.439146;-0.004255;0.439221;-0.004304
0.092718;-0.000015;0.000021;0.000133;0.000067;-0.000043;-0.000012;-0.000092;-0.000116;0.000075;0.000068;0;0.000019;3.522759;32.047581;-1.938214;4.783228;4.113726;0.713023;0.006262;0.439144;-0.004255;0.439205;-0.004294
0.092818;-0.000038;0.000035;0.000119;0.000107;-0.000039;-0.000001;-0.000102;-0.000119;0.000059;0.000073;-0.000044;0.000031;3.522759;32.043770;-1.938214;4.779413;3.182140;0.787237;-0.091897;0.439144;-0.004255;0.439192;-0.004285
0.092918;-0.000062;0.000047;0.000103;0.000147;-0.000037;0.000008;-0.000111;-0.000121;0.000044;0.000078;-0.000086;0.000043;3.515130;32.043770;-1.942029;4.771784;2.082434;0.958459;-0.285374;0.439148;-0.004254;0.439180;-0.004274
0.093018;-0.000089;0.000058;0.000085;0.000184;-0.000040;0.000008;-0.000111;-0.000118;0.000031;0.000082;-0.000126;0.000059;3.518944;32.043770;-1.942029;4.779413;0.909418;1.544605;-0.899806;0.439144;-0.004255;0.439158;-0.004264
0.093118;-0.000096;0.000057;0.000081;0.000186;-0.000045;-0.000001;-0.000101;-0.000115;0.000031;0.000084;-0.000126;0.000066;3.515130;32.043770;-1.945844;4.771784;0.766014;1.695574;-0.994138;0.439148;-0.004255;0.439160;-0.004262
0.093218;-0.000076;0.000042;0.000096;0.000147;-0.000048;-0.000012;-0.000091;-0.000113;0.000046;0.000079;-0.000082;0.000057;3.522759;32.043770;-1.938214;4.779413;1.733846;1.007512;-0.254524;0.439144;-0.004255;0.439171;-0.004272
0.093318;-0.000054;0.000029;0.000112;0.000107;-0.000051;-0.000023;-0.000082;-0.000112;0.000061;0.000076;-0.000038;0.000046;3.522759;32.047581;-1.938214;4.783228;2.785557;0.802436;-0.044075;0.439144;-0.004255;0.439188;-0.004283
0.093418;-0.000030;0.000017;0.000128;0.000069;-0.000053;-0.000031;-0.000074;-0.000111;0.000077;0.000071;0.000005;0.000033;3.522759;32.047581;-1.938214;4.783228;3.895512;0.709675;0.043556;0.439144;-0.004255;0.439206;-0.004293
0.093518;-0.000004;0.000005;0.000145;0.000031;-0.000054;-0.000037;-0.000071;-0.000112;0.000091;0.000067;0.000047;0.000020;3.522759;32.043770;-1.938214;4.783228;5.046285;0.660551;0.087431;0.439142;-0.004255;0.439223;-0.004302
0.093618;-0.000002;0.000004;0.000145;0.000024;-0.000056;-0.000041;-0.000067;-0.000109;0.000095;0.000066;0.000052;0.000018;3.522759;32.047581;-1.938214;4.779413;4.959066;0.659385;0.101685;0.439146;-0.004255;0.439227;-0.004299
0.093718;-0.000026;0.000015;0.000125;0.000057;-0.000064;-0.000047;-0.000060;-0.000102;0.000086;0.000070;0.000011;0.000031;3.522759;32.047581;-1.938214;4.783228;3.727281;0.701952;0.088138;0.439144;-0.004255;0.439205;-0.004288
0.093818;-0.000050;0.000027;0.000106;0.000091;-0.000069;-0.000050;-0.000056;-0.000097;0.000076;0.000075;-0.000031;0.000043;3.522759;32.047581;-1.938214;4.783228;2.544617;0.787683;0.049921;0.439144;-0.004255;0.439186;-0.004277
0.093918;-0.000073;0.000039;0.000088;0.000127;-0.000073;-0.000050;-0.000055;-0.000093;0.000065;0.000079;-0.000073;0.000055;3.522759;32.043770;-1.938214;4.779413;1.421412;1.009743;-0.069118;0.439144;-0.004255;0.439168;-0.004267
0.094018;-0.000096;0.000051;0.000071;0.000163;-0.000075;-0.000047;-0.000057;-0.000091;0.000053;0.000084;-0.000115;0.000067;3.518944;32.047581;-1.938214;4.779413;0.313441;2.823630;-1.102183;0.439146;-0.004254;0.439151;-0.004256
0.094118;-0.000096;0.000055;0.000072;0.000171;-0.000070;-0.000038;-0.000066;-0.000096;0.000049;0.000086;-0.000123;0.000067;3.522759;32.043770;-1.938214;4.783228;0.484023;2.095657;-0.920737;0.439142;-0.004255;0.439150;-0.004259
0.094218;-0.000067;0.000047;0.000095;0.000141;-0.000057;-0.000023;-0.000083;-0.000108;0.000056;0.000081;-0.000085;0.000051;3.522759;32.047581;-1.938214;4.779413;1.866047;0.957261;-0.187662;0.439146;-0.004255;0.439177;-0.004271
0.094319;-0.000039;0.000039;0.000119;0.000111;-0.000043;-0.000005;-0.000102;-0.000122;0.000061;0.000076;-0.000047;0.000035;3.522759;32.043770;-1.934399;4.779413;3.284260;0.789169;-0.084592;0.439144;-0.004254;0.439200;-0.004283
0.094419;-0.000010;0.000032;0.000143;0.000083;-0.000026;0.000015;-0.000123;-0.000137;0.000066;0.000071;-0.000010;0.000019;3.522759;32.043770;-1.938214;4.779413;4.725894;0.723294;-0.047680;0.439144;-0.004255;0.439226;-0.004297
0.094519;0.000019;0.000024;0.000168;0.000055;-0.000009;0.000037;-0.000147;-0.000153;0.000069;0.000066;0.000027;0.000003;3.522759;32.047581;-1.934399;4.783228;6.222754;0.688935;-0.030410;0.439144;-0.004254;0.439255;-0.004309
0.094619;0.000021;0.000026;0.000175;0.000057;0.000003;0.000054;-0.000166;-0.000164;0.000062;0.000064;0.000030;0;3.515130;32.043770;-1.945844;4.771784;6.347080;0.700087;-0.049167;0.439148;-0.004255;0.439264;-0.004310
0.094719;-0.000007;0.000036;0.000159;0.000096;0.000002;0.000056;-0.000169;-0.000164;0.000048;0.000069;-0.000010;0.000017;3.518944;32.043770;-1.942029;4.775599;5.116926;0.751363;-0.109155;0.439146;-0.004255;0.439241;-0.004300
0.094819;-0.000040;0.000043;0.000137;0.000129;-0.000009;0.000043;-0.000156;-0.000155;0.000037;0.000074;-0.000046;0.000036;3.515130;32.043770;-1.949658;4.767969;3.657819;0.836106;-0.184549;0.439150;-0.004256;0.439219;-0.004289
0.094919;-0.000072;0.000049;0.000113;0.000159;-0.000023;0.000022;-0.000135;-0.000141;0.000032;0.000080;-0.000081;0.000057;3.518944;32.047581;-1.938214;4.775599;2.258414;1.000240;-0.320827;0.439148;-0.004254;0.439191;-0.004275
