#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.572350;32.654121;-1.938214;4.748896;0;0.454807;0.001739;0;0.521831
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.938214;4.745081;0;0.454807;0.001739;0.002129;-0.116852
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.654121;-1.938214;4.745081;0;0.454806;0.001739;0.004755;-0.904768
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.938214;4.748896;0;0.454807;0.001739;0.004961;-0.966355
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.572350;32.650299;-1.934399;4.748896;0;0.454807;0.001739;0.005000;-0.978153
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.572350;32.650299;-1.938214;4.745081;0;0.454807;0.001739;0.004990;-0.975208
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.654121;-1.938214;4.748896;0;0.454807;0.001739;0.004911;-0.951614
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.654121;-1.942029;4.748896;0;0.454807;0.001739;0.004843;-0.931072
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.654121;-1.938214;4.748896;17.674191;0.454807;0.001739;0.004649;-0.872847
-0.000100;0;0.000001;0.000006;0.000024;0.000018;0.000017;-0.000015;-0.000011;-0.000007;0.000003;-0.000002;0.000008;3.572350;32.654121;-1.938214;4.745081;20.882450;0.454808;0.001739;-0.004222;1.788160
0;-0.000003;0.000001;0.000009;0.000045;0.000032;0.000026;-0.000021;-0.000017;-0.000012;0.000006;-0.000001;0.000019;3.572350;32.650299;-1.942029;4.741266;33.257198;0.454809;0.001738;-0.004649;1.916156
0.000100;-0.000074;-0.000017;0.000009;0.000012;0.000033;0.000022;-0.000005;0.000007;0.000042;0.000034;0.000044;0.000023;3.473168;32.604530;-2.045025;4.592494;-8.679565;0.454797;0.001738;-0.004843;1.974190
0.000200;-0.000140;-0.000039;0;-0.000021;0.000028;0.000009;0.000020;0.000028;0.000078;0.000049;0.000075;0.000020;3.538018;32.631229;-1.980176;4.687860;-82.928337;0.454806;0.001738;-0.004961;2.009605
0.000300;-0.000175;-0.000057;-0.000012;-0.000050;0.000016;-0.000005;0.000042;0.000046;0.000095;0.000053;0.000089;0.000018;3.568535;32.642670;-1.949658;4.729822;-74.678467;0.454808;0.001739;-0.005000;2.021611
0.000400;-0.000208;-0.000074;-0.000024;-0.000078;0;-0.000022;0.000062;0.000061;0.000114;0.000054;0.000105;0.000019;3.572350;32.646488;-1.942029;4.741266;-42.595699;0.454807;0.001739;-0.004961;2.009960
0.000500;-0.000227;-0.000084;-0.000033;-0.000102;-0.000011;-0.000034;0.000081;0.000077;0.000123;0.000057;0.000114;0.000012;3.572350;32.646488;-1.938214;4.748896;-45.116459;0.454809;0.001739;-0.004843;1.974614
0.000600;-0.000245;-0.000095;-0.000043;-0.000097;-0.000010;-0.000043;0.000096;0.000085;0.000137;0.000058;0.000121;0.000022;3.572350;32.646488;-1.942029;4.741266;-52.908081;0.454807;0.001739;-0.004649;1.916434
0.000700;-0.000276;-0.000112;-0.000054;-0.000090;-0.000008;-0.000056;0.000121;0.000101;0.000152;0.000064;0.000139;0.000041;3.576164;32.646488;-1.938214;4.745081;-44.658199;0.454808;0.001739;-0.004382;1.836203
0.000800;-0.000280;-0.000117;-0.000059;-0.000076;-0.000002;-0.000058;0.000134;0.000108;0.000156;0.000067;0.000140;0.000045;3.568535;32.642670;-1.942029;4.741266;-57.032959;0.454809;0.001739;-0.004045;1.735209
0.000900;-0.000301;-0.000128;-0.000065;-0.000065;0.000005;-0.000063;0.000148;0.000117;0.000167;0.000073;0.000151;0.000056;3.568535;32.646488;-1.942029;4.741266;-44.199829;0.454810;0.001739;-0.003645;1.615160
0.001000;-0.000319;-0.000141;-0.000074;-0.000054;0.000010;-0.000067;0.000163;0.000127;0.000175;0.000078;0.000159;0.000071;3.576164;32.646488;-1.938214;4.748896;-52.678829;0.454811;0.001740;-0.003187;1.478017
0.001100;-0.000330;-0.000147;-0.000077;-0.000066;0.000007;-0.000063;0.000160;0.000130;0.000185;0.000077;0.000164;0.000061;3.576164;32.646488;-1.934399;4.752710;-50.616459;0.454811;0.001740;-0.002679;1.325780
0.001200;-0.000333;-0.000151;-0.000079;-0.000079;0.000007;-0.000055;0.000160;0.000136;0.000187;0.000079;0.000163;0.000046;3.579979;32.646488;-1.930585;4.752710;-43.054081;0.454810;0.001740;-0.002129;1.160769
0.001300;-0.000334;-0.000155;-0.000082;-0.000090;0.000007;-0.000041;0.000149;0.000135;0.000192;0.000075;0.000158;0.000030;3.572350;32.646488;-1.938214;4.745081;-47.178959;0.454808;0.001740;-0.001545;0.985542
0.001400;-0.000351;-0.000166;-0.000086;-0.000103;0.000007;-0.000031;0.000146;0.000140;0.000200;0.000077;0.000164;0.000023;3.576164;32.646488;-1.942029;4.745081;-32.512569;0.454808;0.001740;-0.000937;0.802956
0.001500;-0.000344;-0.000166;-0.000085;-0.000110;0.000014;-0.000012;0.000130;0.000138;0.000195;0.000075;0.000156;0.000004;3.572350;32.642670;-1.938214;4.745081;-39.616581;0.454808;0.001740;-0.000314;0.616039
0.001600;-0.000361;-0.000175;-0.000088;-0.000097;0.000030;-0.000003;0.000129;0.000141;0.000198;0.000078;0.000161;0.000012;3.560906;32.642670;-1.945844;4.733637;-27.470949;0.454807;0.001740;0.000314;0.427782
0.001700;-0.000376;-0.000186;-0.000093;-0.000083;0.000040;-0.000003;0.000137;0.000148;0.000201;0.000082;0.000167;0.000025;3.576164;32.642670;-1.934399;4.748896;-20.825199;0.454809;0.001741;0.000937;0.241117
0.001800;-0.000390;-0.000197;-0.000099;-0.000072;0.000046;-0.000008;0.000145;0.000152;0.000209;0.000083;0.000174;0.000036;3.572350;32.646488;-1.938214;4.745081;-10.283690;0.454808;0.001742;0.001545;0.058927
0.001900;-0.000404;-0.000211;-0.000110;-0.000066;0.000044;-0.000023;0.000170;0.000165;0.000216;0.000084;0.000181;0.000054;3.572350;32.642670;-1.942029;4.741266;3.695190;0.454808;0.001743;0.002129;-0.115839
0.002000;-0.000417;-0.000223;-0.000117;-0.000059;0.000047;-0.000037;0.000193;0.000181;0.000226;0.000089;0.000190;0.000064;3.572350;32.646488;-1.938214;4.741266;10.111820;0.454806;0.001746;0.002679;-0.280072
0.002100;-0.000420;-0.000232;-0.000124;-0.000071;0.000037;-0.000044;0.000206;0.000194;0.000234;0.000088;0.000191;0.000054;3.572350;32.646488;-1.938214;4.748896;5.299316;0.454806;0.001746;0.003187;-0.432440
0.002200;-0.000433;-0.000243;-0.000133;-0.000088;0.000027;-0.000053;0.000217;0.000207;0.000247;0.000088;0.000197;0.000046;3.576164;32.642670;-1.934399;4.748896;9.653442;0.454807;0.001744;0.003645;-0.570136
0.002300;-0.000427;-0.000246;-0.000136;-0.000098;0.000022;-0.000053;0.000222;0.000217;0.000249;0.000087;0.000191;0.000026;3.579979;32.646488;-1.934399;4.752710;7.132690;0.454807;0.001743;0.004045;-0.690569
0.002400;-0.000429;-0.000253;-0.000142;-0.000110;0.000016;-0.000052;0.000221;0.000223;0.000260;0.000081;0.000189;0.000013;3.579979;32.646488;-1.934399;4.752710;-0.888062;0.454808;0.001741;0.004382;-0.792267
0.002500;-0.000430;-0.000258;-0.000145;-0.000119;0.000014;-0.000047;0.000221;0.000232;0.000264;0.000082;0.000187;-0.000004;3.579979;32.650299;-1.934399;4.752710;3.695190;0.454808;0.001740;0.004649;-0.872809
0.002600;-0.000432;-0.000265;-0.000149;-0.000109;0.000024;-0.000043;0.000223;0.000236;0.000268;0.000082;0.000183;-0.000001;3.572350;32.642670;-1.942029;4.745081;-7.075439;0.454807;0.001741;0.004843;-0.930680
0.002700;-0.000446;-0.000277;-0.000153;-0.000097;0.000036;-0.000041;0.000230;0.000244;0.000275;0.000086;0.000189;0.000008;3.576164;32.646488;-1.938214;4.745081;8.278442;0.454805;0.001744;0.004961;-0.965066
0.002800;-0.000449;-0.000285;-0.000155;-0.000083;0.000051;-0.000034;0.000232;0.000248;0.000274;0.000090;0.000188;0.000013;3.579979;32.650299;-1.934399;4.752710;2.778564;0.454804;0.001747;0.005000;-0.975799
0.002900;-0.000455;-0.000292;-0.000156;-0.000068;0.000068;-0.000022;0.000222;0.000247;0.000280;0.000092;0.000188;0.000017;3.579979;32.650299;-1.930585;4.752710;7.820190;0.454801;0.001752;0.004961;-0.962609
0.003000;-0.000461;-0.000300;-0.000156;-0.000051;0.000086;-0.000009;0.000218;0.000249;0.000278;0.000095;0.000186;0.000023;3.579979;32.650299;-1.934399;4.756525;16.299191;0.454796;0.001759;0.004843;-0.925202
0.003100;-0.000463;-0.000308;-0.000157;-0.000051;0.000091;0.000009;0.000201;0.000244;0.000283;0.000093;0.000183;0.000012;3.579979;32.646488;-1.934399;4.752710;8.965942;0.454795;0.001758;0.004649;-0.867121
0.003200;-0.000458;-0.000309;-0.000153;-0.000050;0.000102;0.000034;0.000181;0.000243;0.000277;0.000093;0.000175;-0.000010;3.576164;32.646488;-1.930585;4.752710;23.632450;0.454794;0.001759;0.004045;-0.685831
0.003300;-0.000459;-0.000315;-0.000153;-0.000051;0.000111;0.000058;0.000160;0.000237;0.000276;0.000091;0.000168;-0.000021;3.572350;32.646488;-1.938214;4.745081;14.465940;0.454795;0.001756;0.003645;-0.566535
0.003400;-0.000462;-0.000319;-0.000152;-0.000052;0.000117;0.000073;0.000149;0.000239;0.000273;0.000091;0.000165;-0.000037;3.568535;32.642670;-1.942029;4.741266;27.528200;0.454796;0.001754;0.003187;-0.429803
0.003500;-0.000472;-0.000330;-0.000158;-0.000059;0.000113;0.000078;0.000143;0.000239;0.000278;0.000085;0.000166;-0.000041;3.579979;32.646488;-1.930585;4.752710;58.694340;0.454802;0.001747;0.002679;-0.279592
0.003600;-0.000481;-0.000339;-0.000162;-0.000051;0.000121;0.000071;0.000158;0.000251;0.000278;0.000089;0.000170;-0.000035;3.576164;32.646488;-1.934399;4.748896;81.152344;0.454797;0.001753;0.002129;-0.112818
0.003700;-0.000499;-0.000357;-0.000173;-0.000046;0.000120;0.000055;0.000181;0.000263;0.000291;0.000090;0.000178;-0.000016;3.576164;32.646488;-1.934399;4.748896;-2.950439;0.454793;0.001757;0.001545;0.063584
0.003800;-0.000502;-0.000364;-0.000177;-0.000035;0.000128;0.000047;0.000197;0.000276;0.000295;0.000095;0.000178;-0.000013;3.576164;32.646488;-1.938214;4.748896;-41.908199;0.454784;0.001767;0.000937;0.249054
0.003900;-0.000511;-0.000376;-0.000184;-0.000027;0.000132;0.000036;0.000217;0.000288;0.000303;0.000096;0.000181;-0.000002;3.572350;32.646488;-1.938214;4.748896;-61.157959;0.454774;0.001777;0.000314;0.438832
0.004000;-0.000521;-0.000387;-0.000189;-0.000019;0.000137;0.000028;0.000234;0.000302;0.000312;0.000101;0.000186;0.000005;3.576164;32.646488;-1.934399;4.748896;-58.866211;0.454760;0.001790;-0.000314;0.631261
0.004100;-0.000520;-0.000395;-0.000194;-0.000026;0.000133;0.000029;0.000239;0.000312;0.000319;0.000101;0.000184;-0.000010;3.579979;32.646488;-1.930585;4.756525;-63.907841;0.454759;0.001791;-0.000937;0.818441
0.004200;-0.000534;-0.000408;-0.000203;-0.000038;0.000123;0.000025;0.000245;0.000320;0.000335;0.000097;0.000188;-0.000016;3.583794;32.646488;-1.930585;4.752710;-64.824463;0.454766;0.001783;-0.001545;0.998336
0.004300;-0.000534;-0.000414;-0.000206;-0.000045;0.000120;0.000028;0.000249;0.000332;0.000338;0.000098;0.000185;-0.000034;3.583794;32.650299;-1.930585;4.756525;-60.699581;0.454769;0.001780;-0.002129;1.172550
0.004400;-0.000533;-0.000420;-0.000210;-0.000052;0.000117;0.000033;0.000249;0.000338;0.000342;0.000094;0.000179;-0.000049;3.572350;32.642670;-1.938214;4.748896;-70.782707;0.454776;0.001772;-0.002679;1.335287
0.004500;-0.000540;-0.000429;-0.000214;-0.000059;0.000117;0.000041;0.000247;0.000347;0.000349;0.000095;0.000179;-0.000063;3.576164;32.646488;-1.934399;4.748896;-60.241211;0.454782;0.001765;-0.003187;1.485690
0.004601;-0.000545;-0.000438;-0.000217;-0.000049;0.000129;0.000045;0.000251;0.000352;0.000349;0.000096;0.000177;-0.000058;3.576164;32.646488;-1.934399;4.756525;-71.011963;0.454772;0.001775;-0.003645;1.626089
0.004701;-0.000556;-0.000447;-0.000220;-0.000035;0.000145;0.000055;0.000247;0.000355;0.000356;0.000100;0.000180;-0.000052;3.579979;32.646488;-1.934399;4.752710;-61.616211;0.454754;0.001792;-0.004045;1.751081
0.004801;-0.000559;-0.000454;-0.000220;-0.000018;0.000164;0.000069;0.000243;0.000357;0.000354;0.000103;0.000176;-0.000050;3.579979;32.650299;-1.930585;4.756525;-61.616211;0.454732;0.001813;-0.004382;1.858220
0.004901;-0.000564;-0.000462;-0.000221;-0.000002;0.000180;0.000081;0.000236;0.000354;0.000358;0.000102;0.000174;-0.000046;3.576164;32.646488;-1.934399;4.748896;-63.220341;0.454710;0.001831;-0.004649;1.943817
