#timeI (float64)[1];PositionZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
0.262624;0.085000;-0.004000;26.698246
0.262724;0.085000;-0.004000;26.698245
0.262824;0.085000;-0.004000;26.698243
0.262924;0.085000;-0.004000;26.698242
0.263024;0.085000;-0.004000;26.698241
0.263124;0.085000;-0.004000;26.698239
0.263224;0.085000;-0.004000;26.698238
0.263324;0.085000;-0.004000;26.698237
0.263424;0.085000;-0.004000;26.698235
0.263524;0.085000;-0.004000;26.698234
0.263624;0.085000;-0.004000;26.698233
0.263724;0.085000;-0.004000;26.698231
0.263824;0.085000;-0.004000;26.698230
0.263924;0.085000;-0.004000;26.698229
0.264024;0.085000;-0.004000;26.698227
0.264124;0.085000;-0.004000;26.698226
0.264224;0.085000;-0.004000;26.698225
0.264324;0.085000;-0.004000;26.698223
0.264424;0.085000;-0.004000;26.698222
0.264524;0.085000;-0.004000;26.698221
0.264624;0.085000;-0.004000;26.698219
0.264724;0.085000;-0.004000;26.698218
0.264824;0.085000;-0.004000;26.698217
0.264924;0.085000;-0.004000;26.698215
0.265024;0.085000;-0.004000;26.698214
0.265124;0.085000;-0.004000;26.698213
0.265224;0.085000;-0.004000;26.698211
0.265324;0.085000;-0.004000;26.698210
0.265424;0.085000;-0.004000;26.698209
0.265524;0.085000;-0.004000;26.698207
0.265624;0.085000;-0.004000;26.698206
0.265724;0.085000;-0.004000;26.698205
0.265824;0.085000;-0.004000;26.698203
0.265924;0.085000;-0.004000;26.698202
0.266024;0.085000;-0.004000;26.698201
0.266124;0.085000;-0.004000;26.698199
0.266224;0.085000;-0.004000;26.698198
0.266324;0.085000;-0.004000;26.698197
0.266424;0.085000;-0.004000;26.698195
0.266524;0.085000;-0.004000;26.698194
0.266624;0.085000;-0.004000;26.698192
0.266724;0.085000;-0.004000;26.698191
0.266824;0.085000;-0.004000;26.698190
0.266924;0.085000;-0.004000;26.698188
0.267024;0.085000;-0.004000;26.698187
0.267124;0.085000;-0.004000;26.698186
0.267224;0.085000;-0.004000;26.698184
0.267324;0.085000;-0.004000;26.698183
0.267424;0.085000;-0.004000;26.698182
0.267524;0.085000;-0.004000;26.698180
0.267624;0.085000;-0.004000;26.698179
0.267724;0.085000;-0.004000;26.698178
0.267824;0.085000;-0.004000;26.698176
0.267924;0.085000;-0.004000;26.698175
0.268024;0.085000;-0.004000;26.698174
0.268124;0.085000;-0.004000;26.698172
0.268224;0.085000;-0.004000;26.698171
0.268324;0.085000;-0.004000;26.698170
0.268424;0.085000;-0.004000;26.698168
0.268524;0.085000;-0.004000;26.698167
0.268624;0.085000;-0.004000;26.698166
0.268724;0.085000;-0.004000;26.698164
0.268824;0.085000;-0.004000;26.698163
0.268924;0.085000;-0.004000;26.698162
0.269024;0.085000;-0.004000;26.698160
0.269124;0.085000;-0.004000;26.698159
0.269224;0.085000;-0.004000;26.698158
0.269324;0.085000;-0.004000;26.698156
0.269424;0.085000;-0.004000;26.698155
0.269524;0.085000;-0.004000;26.698154
0.269624;0.085000;-0.004000;26.698152
0.269724;0.085000;-0.004000;26.698151
0.269824;0.085000;-0.004000;26.698150
0.269924;0.085000;-0.004000;26.698148
0.270024;0.085000;-0.004000;26.698147
0.270124;0.085000;-0.004000;26.698146
0.270224;0.085000;-0.004000;26.698144
0.270324;0.085000;-0.004000;26.698143
0.270424;0.085000;-0.004000;26.698142
0.270524;0.085000;-0.004000;26.698140
0.270624;0.085000;-0.004000;26.698139
0.270724;0.085000;-0.004000;26.698138
0.270824;0.085000;-0.004000;26.698136
0.270924;0.085000;-0.004000;26.698135
0.271024;0.085000;-0.004000;26.698134
0.271124;0.085000;-0.004000;26.698132
0.271225;0.085000;-0.004000;26.698131
0.271325;0.085000;-0.004000;26.698130
0.271425;0.085000;-0.004000;26.698128
0.271525;0.085000;-0.004000;26.698127
0.271625;0.085000;-0.004000;26.698126
0.271725;0.085000;-0.004000;26.698124
0.271825;0.085000;-0.004000;26.698123
0.271925;0.085000;-0.004000;26.698122
0.272025;0.085000;-0.004000;26.698120
0.272125;0.085000;-0.004000;26.698119
0.272225;0.085000;-0.004000;26.698118
0.272325;0.085000;-0.004000;26.698116
0.272425;0.085000;-0.004000;26.698115
0.272525;0.085000;-0.004000;26.698114
0.272625;0.085000;-0.004000;26.698112
0.272725;0.085000;-0.004000;26.698111
0.272825;0.085000;-0.004000;26.698110
0.272925;0.085000;-0.004000;26.698108
0.273025;0.085000;-0.004000;26.698107
0.273125;0.085000;-0.004000;26.698106
0.273225;0.085000;-0.004000;26.698104
0.273325;0.085000;-0.004000;26.698103
0.273425;0.085000;-0.004000;26.698102
0.273525;0.085000;-0.004000;26.698100
0.273625;0.085000;-0.004000;26.698099
0.273725;0.085000;-0.004000;26.698098
0.273825;0.085000;-0.004000;26.698096
0.273925;0.085000;-0.004000;26.698095
0.274025;0.085000;-0.004000;26.698094
0.274125;0.085000;-0.004000;26.698092
0.274225;0.085000;-0.004000;26.698091
0.274325;0.085000;-0.004000;26.698090
0.274425;0.085000;-0.004000;26.698088
0.274525;0.085000;-0.004000;26.698087
0.274625;0.085000;-0.004000;26.698086
0.274725;0.085000;-0.004000;26.698084
0.274825;0.085000;-0.004000;26.698083
0.274925;0.085000;-0.004000;26.698082
0.275025;0.085000;-0.004000;26.698080
0.275125;0.085000;-0.004000;26.698079
0.275225;0.085000;-0.004000;26.698078
0.275325;0.085000;-0.004000;26.698076
0.275425;0.085000;-0.004000;26.698075
0.275525;0.085000;-0.004000;26.698074
0.275625;0.085000;-0.004000;26.698072
0.275725;0.085000;-0.004000;26.698071
0.275825;0.085000;-0.004000;26.698070
0.275925;0.085000;-0.004000;26.698068
0.276025;0.085000;-0.004000;26.698067
0.276125;0.085000;-0.004000;26.698066
0.276225;0.085000;-0.004000;26.698064
0.276325;0.085000;-0.004000;26.698063
0.276425;0.085000;-0.004000;26.698062
0.276525;0.085000;-0.004000;26.698060
0.276625;0.085000;-0.004000;26.698059
0.276725;0.085000;-0.004000;26.698058
0.276825;0.085000;-0.004000;26.698056
0.276925;0.085000;-0.004000;26.698055
0.277025;0.085000;-0.004000;26.698054
0.277125;0.085000;-0.004000;26.698052
0.277225;0.085000;-0.004000;26.698051
0.277325;0.085000;-0.004000;26.698050
0.277425;0.085000;-0.004000;26.698048
0.277525;0.085000;-0.004000;26.698047
0.277625;0.085000;-0.004000;26.698046
0.277725;0.085000;-0.004000;26.698044
0.277825;0.085000;-0.004000;26.698043
0.277925;0.085000;-0.004000;26.698042
0.278025;0.085000;-0.004000;26.698040
0.278125;0.085000;-0.004000;26.698039
0.278225;0.085000;-0.004000;26.698038
0.278325;0.085000;-0.004000;26.698036
0.278425;0.085000;-0.004000;26.698035
0.278525;0.085000;-0.004000;26.698034
0.278625;0.085000;-0.004000;26.698032
0.278725;0.085000;-0.004000;26.698031
0.278825;0.085000;-0.004000;26.698030
0.278925;0.085000;-0.004000;26.698028
0.279025;0.085000;-0.004000;26.698027
0.279125;0.085000;-0.004000;26.698026
0.279225;0.085000;-0.004000;26.698024
0.279325;0.085000;-0.004000;26.698023
0.279425;0.085000;-0.004000;26.698022
0.279525;0.085000;-0.004000;26.698020
0.279625;0.085000;-0.004000;26.698019
0.279725;0.085000;-0.004000;26.698018
0.279825;0.085000;-0.004000;26.698016
0.279925;0.085000;-0.004000;26.698015
0.280025;0.085000;-0.004000;26.698014
0.280125;0.085000;-0.004000;26.698012
0.280225;0.085000;-0.004000;26.698011
0.280325;0.085000;-0.004000;26.698010
0.280425;0.085000;-0.004000;26.698008
0.280525;0.085000;-0.004000;26.698007
0.280625;0.085000;-0.004000;26.698006
0.280725;0.085000;-0.004000;26.698004
0.280825;0.085000;-0.004000;26.698003
0.280925;0.085000;-0.004000;26.698002
0.281025;0.085000;-0.004000;26.698000
0.281125;0.085000;-0.004000;26.697999
0.281225;0.085000;-0.004000;26.697998
0.281325;0.085000;-0.004000;26.697996
0.281425;0.085000;-0.004000;26.697995
0.281525;0.085000;-0.004000;26.697994
0.281625;0.085000;-0.004000;26.697992
0.281725;0.085000;-0.004000;26.697991
0.281825;0.085000;-0.004000;26.697990
0.281925;0.085000;-0.004000;26.697988
0.282025;0.085000;-0.004000;26.697987
0.282125;0.085000;-0.004000;26.697986
0.282225;0.085000;-0.004000;26.697984
0.282326;0.085000;-0.004000;26.697983
0.282426;0.085000;-0.004000;26.697982
0.282526;0.085000;-0.004000;26.697980
0.282626;0.085000;-0.004000;26.697979
0.282726;0.085000;-0.004000;26.697978
0.282826;0.085000;-0.004000;26.697976
0.282926;0.085000;-0.004000;26.697975
0.283026;0.085000;-0.004000;26.697974
0.283126;0.085000;-0.004000;26.697972
0.283226;0.085000;-0.004000;26.697971
0.283326;0.085000;-0.004000;26.697970
0.283426;0.085000;-0.004000;26.697968
0.283526;0.085000;-0.004000;26.697967
0.283626;0.085000;-0.004000;26.697966
0.283726;0.085000;-0.004000;26.697964
0.283826;0.085000;-0.004000;26.697963
0.283926;0.085000;-0.004000;26.697962
0.284026;0.085000;-0.004000;26.697960
0.284126;0.085000;-0.004000;26.697959
0.284226;0.085000;-0.004000;26.697958
0.284326;0.085000;-0.004000;26.697956
0.284426;0.085000;-0.004000;26.697955
0.284526;0.085000;-0.004000;26.697954
0.284626;0.085000;-0.004000;26.697952
0.284726;0.085000;-0.004000;26.697951
0.284826;0.085000;-0.004000;26.697950
0.284926;0.085000;-0.004000;26.697948
0.285026;0.085000;-0.004000;26.697947
0.285126;0.085000;-0.004000;26.697946
0.285226;0.085000;-0.004000;26.697944
0.285326;0.085000;-0.004000;26.697943
0.285426;0.085000;-0.004000;26.697942
0.285526;0.085000;-0.004000;26.697940
0.285626;0.085000;-0.004000;26.697939
0.285726;0.085000;-0.004000;26.697938
0.285826;0.085000;-0.004000;26.697936
0.285926;0.085000;-0.004000;26.697935
0.286026;0.085000;-0.004000;26.697934
0.286126;0.085000;-0.004000;26.697932
0.286226;0.085000;-0.004000;26.697931
0.286326;0.085000;-0.004000;26.697930
0.286426;0.085000;-0.004000;26.697928
0.286526;0.085000;-0.004000;26.697927
0.286626;0.085000;-0.004000;26.697925
0.286726;0.085000;-0.004000;26.697924
0.286826;0.085000;-0.004000;26.697923
0.286926;0.085000;-0.004000;26.697921
0.287026;0.085000;-0.004000;26.697920
0.287126;0.085000;-0.004000;26.697919
0.287226;0.085000;-0.004000;26.697917
0.287326;0.085000;-0.004000;26.697916
0.287426;0.085000;-0.004000;26.697915
0.287526;0.085000;-0.004000;26.697913
0.287626;0.085000;-0.004000;26.697912
0.287726;0.085000;-0.004000;26.697911
0.287826;0.085000;-0.004000;26.697909
0.287926;0.085000;-0.004000;26.697908
0.288026;0.085000;-0.004000;26.697907
0.288126;0.085000;-0.004000;26.697905
0.288226;0.085000;-0.004000;26.697904
0.288326;0.085000;-0.004000;26.697903
0.288426;0.085000;-0.004000;26.697901
0.288526;0.085000;-0.004000;26.697900
0.288626;0.085000;-0.004000;26.697899
0.288726;0.085000;-0.004000;26.697897
0.288826;0.085000;-0.004000;26.697896
0.288926;0.085000;-0.004000;26.697895
0.289026;0.085000;-0.004000;26.697893
0.289126;0.085000;-0.004000;26.697892
0.289226;0.085000;-0.004000;26.697891
0.289326;0.085000;-0.004000;26.697889
0.289426;0.085000;-0.004000;26.697888
0.289526;0.085000;-0.004000;26.697887
0.289626;0.085000;-0.004000;26.697885
0.289726;0.085000;-0.004000;26.697884
0.289826;0.085000;-0.004000;26.697883
0.289926;0.085000;-0.004000;26.697881
0.290026;0.085000;-0.004000;26.697880
0.290126;0.085000;-0.004000;26.697879
0.290226;0.085000;-0.004000;26.697877
0.290326;0.085000;-0.004000;26.697876
0.290426;0.085000;-0.004000;26.697875
0.290526;0.085000;-0.004000;26.697873
0.290626;0.085000;-0.004000;26.697872
0.290726;0.085000;-0.004000;26.697871
0.290826;0.085000;-0.004000;26.697869
0.290926;0.085000;-0.004000;26.697868
0.291026;0.085000;-0.004000;26.697867
0.291126;0.085000;-0.004000;26.697865
0.291226;0.085000;-0.004000;26.697864
0.291326;0.085000;-0.004000;26.697863
0.291426;0.085000;-0.004000;26.697861
0.291526;0.085000;-0.004000;26.697860
0.291626;0.085000;-0.004000;26.697859
0.291726;0.085000;-0.004000;26.697857
0.291826;0.085000;-0.004000;26.697856
0.291926;0.085000;-0.004000;26.697855
0.292026;0.085000;-0.004000;26.697853
0.292126;0.085000;-0.004000;26.697852
0.292226;0.085000;-0.004000;26.697851
0.292326;0.085000;-0.004000;26.697849
0.292426;0.085000;-0.004000;26.697848
0.292526;0.085000;-0.004000;26.697847
0.292626;0.085000;-0.004000;26.697845
0.292726;0.085000;-0.004000;26.697844
0.292826;0.085000;-0.004000;26.697843
0.292926;0.085000;-0.004000;26.697841
0.293026;0.085000;-0.004000;26.697840
0.293126;0.085000;-0.004000;26.697839
0.293226;0.085000;-0.004000;26.697837
0.293326;0.085000;-0.004000;26.697836
0.293427;0.085000;-0.004000;26.697835
0.293527;0.085000;-0.004000;26.697833
0.293627;0.085000;-0.004000;26.697832
0.293727;0.085000;-0.004000;26.697831
0.293827;0.085000;-0.004000;26.697829
0.293927;0.085000;-0.004000;26.697828
0.294027;0.085000;-0.004000;26.697827
0.294127;0.085000;-0.004000;26.697825
0.294227;0.085000;-0.004000;26.697824
0.294327;0.085000;-0.004000;26.697823
0.294427;0.085000;-0.004000;26.697821
0.294527;0.085000;-0.004000;26.697820
0.294627;0.085000;-0.004000;26.697819
0.294727;0.085000;-0.004000;26.697817
0.294827;0.085000;-0.004000;26.697816
0.294927;0.085000;-0.004000;26.697815
0.295027;0.085000;-0.004000;26.697813
0.295127;0.085000;-0.004000;26.697812
0.295227;0.085000;-0.004000;26.697811
0.295327;0.085000;-0.004000;26.697809
0.295427;0.085000;-0.004000;26.697808
0.295527;0.085000;-0.004000;26.697807
0.295627;0.085000;-0.004000;26.697805
0.295727;0.085000;-0.004000;26.697804
0.295827;0.085000;-0.004000;26.697803
0.295927;0.085000;-0.004000;26.697801
0.296027;0.085000;-0.004000;26.697800
0.296127;0.085000;-0.004000;26.697799
0.296227;0.085000;-0.004000;26.697797
0.296327;0.085000;-0.004000;26.697796
0.296427;0.085000;-0.004000;26.697795
0.296527;0.085000;-0.004000;26.697793
0.296627;0.085000;-0.004000;26.697792
0.296727;0.085000;-0.004000;26.697791
0.296827;0.085000;-0.004000;26.697789
0.296927;0.085000;-0.004000;26.697788
0.297027;0.085000;-0.004000;26.697787
0.297127;0.085000;-0.004000;26.697785
0.297227;0.085000;-0.004000;26.697784
0.297327;0.085000;-0.004000;26.697783
0.297427;0.085000;-0.004000;26.697781
0.297527;0.085000;-0.004000;26.697780
0.297627;0.085000;-0.004000;26.697779
0.297727;0.085000;-0.004000;26.697777
0.297827;0.085000;-0.004000;26.697776
0.297927;0.085000;-0.004000;26.697775
0.298027;0.085000;-0.004000;26.697773
0.298127;0.085000;-0.004000;26.697772
0.298227;0.085000;-0.004000;26.697771
0.298327;0.085000;-0.004000;26.697769
0.298427;0.085000;-0.004000;26.697768
0.298527;0.085000;-0.004000;26.697767
0.298627;0.085000;-0.004000;26.697765
0.298727;0.085000;-0.004000;26.697764
0.298827;0.085000;-0.004000;26.697763
0.298927;0.085000;-0.004000;26.697761
0.299027;0.085000;-0.004000;26.697760
0.299127;0.085000;-0.004000;26.697759
0.299227;0.085000;-0.004000;26.697757
0.299327;0.085000;-0.004000;26.697756
0.299427;0.085000;-0.004000;26.697755
0.299527;0.085000;-0.004000;26.697753
0.299627;0.085000;-0.004000;26.697752
0.299727;0.085000;-0.004000;26.697751
0.299827;0.085000;-0.004000;26.697749
0.299927;0.085000;-0.004000;26.697748
0.300027;0.085000;-0.004000;26.697747
0.300127;0.085000;-0.004000;26.697745
0.300227;0.085000;-0.004000;26.697744
0.300327;0.085000;-0.004000;26.697743
0.300427;0.085000;-0.004000;26.697741
0.300527;0.085000;-0.004000;26.697740
0.300627;0.085000;-0.004000;26.697739
0.300727;0.085000;-0.004000;26.697737
0.300827;0.085000;-0.004000;26.697736
0.300927;0.085000;-0.004000;26.697735
0.301027;0.085000;-0.004000;26.697733
0.301127;0.085000;-0.004000;26.697732
0.301227;0.085000;-0.004000;26.697731
0.301327;0.085000;-0.004000;26.697729
0.301427;0.085000;-0.004000;26.697728
0.301527;0.085000;-0.004000;26.697727
0.301627;0.085000;-0.004000;26.697725
0.301727;0.085000;-0.004000;26.697724
0.301827;0.085000;-0.004000;26.697723
0.301927;0.085000;-0.004000;26.697721
0.302027;0.085000;-0.004000;26.697720
0.302127;0.085000;-0.004000;26.697719
0.302227;0.085000;-0.004000;26.697717
0.302327;0.085000;-0.004000;26.697716
0.302427;0.085000;-0.004000;26.697715
0.302527;0.085000;-0.004000;26.697713
0.302627;0.085000;-0.004000;26.697712
0.302727;0.085000;-0.004000;26.697711
0.302827;0.085000;-0.004000;26.697709
0.302927;0.085000;-0.004000;26.697708
0.303027;0.085000;-0.004000;26.697707
0.303127;0.085000;-0.004000;26.697705
0.303227;0.085000;-0.004000;26.697704
0.303327;0.085000;-0.004000;26.697703
0.303427;0.085000;-0.004000;26.697701
0.303527;0.085000;-0.004000;26.697700
0.303627;0.085000;-0.004000;26.697699
0.303727;0.085000;-0.004000;26.697697
0.303827;0.085000;-0.004000;26.697696
0.303927;0.085000;-0.004000;26.697695
0.304027;0.085000;-0.004000;26.697693
0.304127;0.085000;-0.004000;26.697692
0.304227;0.085000;-0.004000;26.697691
0.304327;0.085000;-0.004000;26.697689
0.304427;0.085000;-0.004000;26.697688
0.304528;0.085000;-0.004000;26.697687
0.304628;0.085000;-0.004000;26.697685
0.304728;0.085000;-0.004000;26.697684
0.304828;0.085000;-0.004000;26.697683
0.304928;0.085000;-0.004000;26.697681
0.305028;0.085000;-0.004000;26.697680
0.305128;0.085000;-0.004000;26.697679
0.305228;0.085000;-0.004000;26.697677
0.305328;0.085000;-0.004000;26.697676
0.305428;0.085000;-0.004000;26.697675
0.305528;0.085000;-0.004000;26.697673
0.305628;0.085000;-0.004000;26.697672
0.305728;0.085000;-0.004000;26.697671
0.305828;0.085000;-0.004000;26.697669
0.305928;0.085000;-0.004000;26.697668
0.306028;0.085000;-0.004000;26.697667
0.306128;0.085000;-0.004000;26.697665
0.306228;0.085000;-0.004000;26.697664
0.306328;0.085000;-0.004000;26.697663
0.306428;0.085000;-0.004000;26.697661
0.306528;0.085000;-0.004000;26.697660
0.306628;0.085000;-0.004000;26.697658
0.306728;0.085000;-0.004000;26.697657
0.306828;0.085000;-0.004000;26.697656
0.306928;0.085000;-0.004000;26.697654
0.307028;0.085000;-0.004000;26.697653
0.307128;0.085000;-0.004000;26.697652
0.307228;0.085000;-0.004000;26.697650
0.307328;0.085000;-0.004000;26.697649
0.307428;0.085000;-0.004000;26.697648
0.307528;0.085000;-0.004000;26.697646
0.307628;0.085000;-0.004000;26.697645
0.307728;0.085000;-0.004000;26.697644
0.307828;0.085000;-0.004000;26.697642
0.307928;0.085000;-0.004000;26.697641
0.308028;0.085000;-0.004000;26.697640
0.308128;0.085000;-0.004000;26.697638
0.308228;0.085000;-0.004000;26.697637
0.308328;0.085000;-0.004000;26.697636
0.308428;0.085000;-0.004000;26.697634
0.308528;0.085000;-0.004000;26.697633
0.308628;0.085000;-0.004000;26.697632
0.308728;0.085000;-0.004000;26.697630
0.308828;0.085000;-0.004000;26.697629
0.308928;0.085000;-0.004000;26.697628
0.309028;0.085000;-0.004000;26.697626
0.309128;0.085000;-0.004000;26.697625
0.309228;0.085000;-0.004000;26.697624
0.309328;0.085000;-0.004000;26.697622
0.309428;0.085000;-0.004000;26.697621
0.309528;0.085000;-0.004000;26.697620
0.309628;0.085000;-0.004000;26.697618
0.309728;0.085000;-0.004000;26.697617
0.309828;0.085000;-0.004000;26.697616
0.309928;0.085000;-0.004000;26.697614
0.310028;0.085000;-0.004000;26.697613
0.310128;0.085000;-0.004000;26.697612
0.310228;0.085000;-0.004000;26.697610
0.310328;0.085000;-0.004000;26.697609
0.310428;0.085000;-0.004000;26.697608
0.310528;0.085000;-0.004000;26.697606
0.310628;0.085000;-0.004000;26.697605
0.310728;0.085000;-0.004000;26.697604
0.310828;0.085000;-0.004000;26.697602
0.310928;0.085000;-0.004000;26.697601
0.311028;0.085000;-0.004000;26.697600
0.311128;0.085000;-0.004000;26.697598
0.311228;0.085000;-0.004000;26.697597
0.311328;0.085000;-0.004000;26.697596
0.311428;0.085000;-0.004000;26.697594
0.311528;0.085000;-0.004000;26.697593
0.311628;0.085000;-0.004000;26.697592
0.311728;0.085000;-0.004000;26.697590
0.311828;0.085000;-0.004000;26.697589
0.311928;0.085000;-0.004000;26.697588
0.312028;0.085000;-0.004000;26.697586
0.312128;0.085000;-0.004000;26.697585
0.312228;0.085000;-0.004000;26.697584
0.312328;0.085000;-0.004000;26.697582
0.312428;0.085000;-0.004000;26.697581
0.312528;0.085000;-0.004000;26.697580
0.312628;0.085000;-0.004000;26.697578
0.312728;0.085000;-0.004000;26.697577
0.312828;0.085000;-0.004000;26.697576
0.312928;0.085000;-0.004000;26.697574
0.313028;0.085000;-0.004000;26.697573
0.313128;0.085000;-0.004000;26.697572
0.313228;0.085000;-0.004000;26.697570
0.313328;0.085000;-0.004000;26.697569
0.313428;0.085000;-0.004000;26.697568
0.313528;0.085000;-0.004000;26.697566
0.313628;0.085000;-0.004000;26.697565
0.313728;0.085000;-0.004000;26.697564
0.313828;0.085000;-0.004000;26.697562
0.313928;0.085000;-0.004000;26.697561
0.314028;0.085000;-0.004000;26.697560
0.314128;0.085000;-0.004000;26.697558
0.314228;0.085000;-0.004000;26.697557
0.314328;0.085000;-0.004000;26.697556
0.314428;0.085000;-0.004000;26.697554
0.314528;0.085000;-0.004000;26.697553
0.314628;0.085000;-0.004000;26.697552
0.314728;0.085000;-0.004000;26.697550
0.314828;0.085000;-0.004000;26.697549
0.314928;0.085000;-0.004000;26.697548
0.315028;0.085000;-0.004000;26.697546
0.315128;0.085000;-0.004000;26.697545
0.315228;0.085000;-0.004000;26.697544
0.315328;0.085000;-0.004000;26.697542
0.315428;0.085000;-0.004000;26.697541
0.315528;0.085000;-0.004000;26.697540
0.315629;0.085000;-0.004000;26.697538
0.315729;0.085000;-0.004000;26.697537
0.315829;0.085000;-0.004000;26.697536
0.315929;0.085000;-0.004000;26.697534
0.316029;0.085000;-0.004000;26.697533
0.316129;0.085000;-0.004000;26.697532
0.316229;0.085000;-0.004000;26.697530
0.316329;0.085000;-0.004000;26.697529
0.316429;0.085000;-0.004000;26.697528
0.316529;0.085000;-0.004000;26.697526
0.316629;0.085000;-0.004000;26.697525
0.316729;0.085000;-0.004000;26.697524
0.316829;0.085000;-0.004000;26.697522
0.316929;0.085000;-0.004000;26.697521
0.317029;0.085000;-0.004000;26.697520
0.317129;0.085000;-0.004000;26.697518
0.317229;0.085000;-0.004000;26.697517
0.317329;0.085000;-0.004000;26.697516
0.317429;0.085000;-0.004000;26.697514
0.317529;0.085000;-0.004000;26.697513
0.317629;0.085000;-0.004000;26.697512
0.317729;0.085000;-0.004000;26.697510
0.317829;0.085000;-0.004000;26.697509
0.317929;0.085000;-0.004000;26.697508
0.318029;0.085000;-0.004000;26.697506
0.318129;0.085000;-0.004000;26.697505
0.318229;0.085000;-0.004000;26.697504
0.318329;0.085000;-0.004000;26.697502
0.318429;0.085000;-0.004000;26.697501
0.318529;0.085000;-0.004000;26.697500
0.318629;0.085000;-0.004000;26.697498
0.318729;0.085000;-0.004000;26.697497
0.318829;0.085000;-0.004000;26.697496
0.318929;0.085000;-0.004000;26.697494
0.319029;0.085000;-0.004000;26.697493
0.319129;0.085000;-0.004000;26.697492
0.319229;0.085000;-0.004000;26.697490
0.319329;0.085000;-0.004000;26.697489
0.319429;0.085000;-0.004000;26.697488
0.319529;0.085000;-0.004000;26.697486
0.319629;0.085000;-0.004000;26.697485
0.319729;0.085000;-0.004000;26.697484
0.319829;0.085000;-0.004000;26.697482
0.319929;0.085000;-0.004000;26.697481
0.320029;0.085000;-0.004000;26.697480
0.320129;0.085000;-0.004000;26.697478
0.320229;0.085000;-0.004000;26.697477
0.320329;0.085000;-0.004000;26.697476
0.320429;0.085000;-0.004000;26.697474
0.320529;0.085000;-0.004000;26.697473
0.320629;0.085000;-0.004000;26.697472
0.320729;0.085000;-0.004000;26.697470
0.320829;0.085000;-0.004000;26.697469
0.320929;0.085000;-0.004000;26.697468
0.321029;0.085000;-0.004000;26.697466
0.321129;0.085000;-0.004000;26.697465
0.321229;0.085000;-0.004000;26.697464
0.321329;0.085000;-0.004000;26.697462
0.321429;0.085000;-0.004000;26.697461
0.321529;0.085000;-0.004000;26.697460
0.321629;0.085000;-0.004000;26.697458
0.321729;0.085000;-0.004000;26.697457
0.321829;0.085000;-0.004000;26.697456
0.321929;0.085000;-0.004000;26.697454
0.322029;0.085000;-0.004000;26.697453
0.322129;0.085000;-0.004000;26.697452
0.322229;0.085000;-0.004000;26.697450
0.322329;0.085000;-0.004000;26.697449
0.322429;0.085000;-0.004000;26.697448
0.322529;0.085000;-0.004000;26.697446
0.322629;0.085000;-0.004000;26.697445
0.322729;0.085000;-0.004000;26.697444
0.322829;0.085000;-0.004000;26.697442
0.322929;0.085000;-0.004000;26.697441
0.323029;0.085000;-0.004000;26.697440
0.323129;0.085000;-0.004000;26.697438
0.323229;0.085000;-0.004000;26.697437
0.323329;0.085000;-0.004000;26.697436
0.323429;0.085000;-0.004000;26.697434
0.323529;0.085000;-0.004000;26.697433
0.323629;0.085000;-0.004000;26.697432
0.323729;0.085000;-0.004000;26.697430
0.323829;0.085000;-0.004000;26.697429
0.323929;0.085000;-0.004000;26.697428
0.324029;0.085000;-0.004000;26.697426
0.324129;0.085000;-0.004000;26.697425
0.324229;0.085000;-0.004000;26.697424
0.324329;0.085000;-0.004000;26.697422
0.324429;0.085000;-0.004000;26.697421
0.324529;0.085000;-0.004000;26.697420
0.324629;0.085000;-0.004000;26.697418
0.324729;0.085000;-0.004000;26.697417
0.324829;0.085000;-0.004000;26.697416
0.324929;0.085000;-0.004000;26.697414
0.325029;0.085000;-0.004000;26.697413
0.325129;0.085000;-0.004000;26.697412
0.325229;0.085000;-0.004000;26.697410
0.325329;0.085000;-0.004000;26.697409
0.325429;0.085000;-0.004000;26.697408
0.325529;0.085000;-0.004000;26.697406
0.325629;0.085000;-0.004000;26.697405
0.325729;0.085000;-0.004000;26.697404
0.325829;0.085000;-0.004000;26.697402
0.325929;0.085000;-0.004000;26.697401
0.326029;0.085000;-0.004000;26.697400
0.326129;0.085000;-0.004000;26.697398
0.326229;0.085000;-0.004000;26.697397
0.326329;0.085000;-0.004000;26.697396
0.326429;0.085000;-0.004000;26.697394
0.326529;0.085000;-0.004000;26.697393
0.326629;0.085000;-0.004000;26.697391
0.326730;0.085000;-0.004000;26.697390
0.326830;0.085000;-0.004000;26.697389
0.326930;0.085000;-0.004000;26.697387
0.327030;0.085000;-0.004000;26.697386
0.327130;0.085000;-0.004000;26.697385
0.327230;0.085000;-0.004000;26.697383
0.327330;0.085000;-0.004000;26.697382
0.327430;0.085000;-0.004000;26.697381
0.327530;0.085000;-0.004000;26.697379
0.327630;0.085000;-0.004000;26.697378
0.327730;0.085000;-0.004000;26.697377
0.327830;0.085000;-0.004000;26.697375
0.327930;0.085000;-0.004000;26.697374
0.328030;0.085000;-0.004000;26.697373
0.328130;0.085000;-0.004000;26.697371
0.328230;0.085000;-0.004000;26.697370
0.328330;0.085000;-0.004000;26.697369
0.328430;0.085000;-0.004000;26.697367
0.328530;0.085000;-0.004000;26.697366
0.328630;0.085000;-0.004000;26.697365
0.328730;0.085000;-0.004000;26.697363
0.328830;0.085000;-0.004000;26.697362
0.328930;0.085000;-0.004000;26.697361
