#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_current_request (float64)[1]
0.004100;-0.001027;-0.000996;-0.000934;-0.000857;-0.000616;-0.000574;-0.000357;-0.000176;-0.000078;-0.000249;-0.000261;-0.000585;24.835409;18.108721;-18.463440;-22.571890;-273.259888;0.448469;-0.015979;0.629089
0.004200;-0.001064;-0.001036;-0.000980;-0.000917;-0.000669;-0.000614;-0.000379;-0.000184;-0.000085;-0.000257;-0.000278;-0.000619;22.111731;19.977909;-17.639469;-23.380610;-288.484802;0.449842;-0.015010;0.597638
0.004300;-0.001088;-0.001071;-0.001034;-0.000979;-0.000712;-0.000637;-0.000392;-0.000178;-0.000081;-0.000256;-0.000282;-0.000649;22.184210;19.478189;-17.788240;-22.663441;-300.234406;0.449324;-0.015108;0.595908
0.004400;-0.001149;-0.001158;-0.001122;-0.001065;-0.000789;-0.000714;-0.000453;-0.000234;-0.000132;-0.000307;-0.000341;-0.000710;20.109020;20.733219;-16.899420;-23.277611;-332.707306;0.450417;-0.014320;0.565318
0.004500;-0.001161;-0.001178;-0.001155;-0.001102;-0.000816;-0.000736;-0.000469;-0.000234;-0.000128;-0.000309;-0.000350;-0.000726;17.846910;21.664009;-15.575720;-24.231279;-340.340088;0.451326;-0.013327;0.526456
0.004601;-0.001091;-0.001094;-0.001065;-0.000973;-0.000666;-0.000566;-0.000312;-0.000089;0.000006;-0.000218;-0.000249;-0.000650;16.233299;23.125031;-15.476540;-23.578970;-286.164001;0.451388;-0.012763;0.498454
0.004701;-0.001013;-0.000872;-0.000703;-0.000607;-0.000421;-0.000475;-0.000276;-0.000116;-0.000043;-0.000230;-0.000249;-0.000581;2.401241;10.086430;4.195802;-21.725031;-227.004105;0.443720;-0.002972;0.191852
0.004801;-0.001056;-0.000996;-0.000907;-0.000854;-0.000603;-0.000559;-0.000297;-0.000092;0.000001;-0.000222;-0.000256;-0.000614;17.019119;25.078150;-16.083071;-23.609489;-263.357788;0.452267;-0.013020;0.478775
0.004901;-0.000924;-0.000772;-0.000592;-0.000464;-0.000272;-0.000306;-0.000121;0.000037;0.000088;-0.000110;-0.000157;-0.000505;7.375593;12.890230;2.860662;-21.274900;-168.830200;0.444418;-0.004571;0.209396
0.005001;-0.000800;-0.000601;-0.000387;-0.000199;0.000002;-0.000031;0.000090;0.000211;0.000226;0.000016;-0.000019;-0.000374;0.223055;7.194898;-2.109875;-11.738180;-81.186310;0.435871;-0.003582;0.162672
0.005101;-0.000463;-0.000287;-0.000087;0.000162;0.000415;0.000502;0.000652;0.000844;0.000809;0.000577;0.000435;0.000002;-4.808517;-11.844200;-14.900520;32.329079;127.296204;0.404912;-0.005945;0.215667
0.005201;-0.000302;-0.000184;-0.000009;0.000272;0.000537;0.000664;0.000824;0.001085;0.001116;0.001156;0.000833;0.000233;-20.082520;-16.868151;-19.310301;56.628639;228.658096;0.390864;-0.002482;0.093270
0.005301;-0.000174;-0.000110;0.000036;0.000333;0.000602;0.000726;0.000873;0.001163;0.001187;0.001444;0.001218;0.000430;-15.321790;-23.482809;-20.382231;61.206261;287.683411;0.385424;-0.003456;0.103674
0.005401;-0.000073;-0.000038;0.000084;0.000402;0.000675;0.000771;0.000926;0.001230;0.001237;0.001471;0.001428;0.000645;-0.894648;-24.905689;-24.380020;52.722401;329.260895;0.388928;-0.008042;0.222446
0.005501;0.000017;0.000012;0.000127;0.000468;0.000745;0.000831;0.001005;0.001323;0.001326;0.001556;0.001534;0.000775;0.142946;-25.187981;-24.841591;50.620499;366.800110;0.390080;-0.008022;0.203351
0.005601;0.000142;0.000092;0.000182;0.000539;0.000815;0.000887;0.001097;0.001428;0.001432;0.001684;0.001735;0.000996;5.624651;-26.484970;-25.963110;48.789459;418.746399;0.390941;-0.009350;0.225272
0.005701;0.000240;0.000148;0.000234;0.000612;0.000890;0.000962;0.001190;0.001535;0.001550;0.001819;0.001865;0.001114;6.273148;-26.366720;-27.332581;48.694092;462.683289;0.391621;-0.009545;0.214079
0.005801;0.000440;0.000285;0.000333;0.000724;0.001003;0.001070;0.001336;0.001708;0.001729;0.002019;0.002106;0.001403;8.050792;-25.889879;-28.076450;45.672859;541.003601;0.394318;-0.009681;0.202269
0.005901;0.000600;0.000392;0.000413;0.000810;0.001088;0.001180;0.001461;0.001867;0.001911;0.002230;0.002308;0.001598;8.134715;-22.918240;-29.068270;43.330639;606.970886;0.397682;-0.009528;0.170250
0.006001;0.000884;0.000616;0.000572;0.000973;0.001262;0.001391;0.001675;0.002136;0.002189;0.002562;0.002612;0.001912;6.311295;-15.758070;-27.347839;36.742668;721.121704;0.405274;-0.007967;0.112365
0.006101;0.001136;0.000818;0.000722;0.001132;0.001430;0.001593;0.001888;0.002403;0.002487;0.002887;0.002899;0.002189;3.496056;-13.671440;-23.781111;32.947060;829.596191;0.409161;-0.005816;0.038745
0.006201;0.001492;0.001115;0.000953;0.001372;0.001683;0.001894;0.002191;0.002782;0.002873;0.003305;0.003248;0.002543;4.083518;-13.919390;-20.366970;27.156370;979.889771;0.413184;-0.004524;0
0.006301;0.001798;0.001387;0.001170;0.001599;0.001924;0.002182;0.002475;0.003133;0.003237;0.003685;0.003577;0.002877;1.932034;-9.490542;-15.713050;19.130260;1119.550049;0.419698;-0.002436;0
0.006401;0.002014;0.001616;0.001367;0.001822;0.002163;0.002465;0.002822;0.003532;0.003662;0.003991;0.003748;0.003092;-2.470114;-5.187576;-9.971945;14.419130;1244.338989;0.424175;0.000168;0
0.006501;0.002276;0.001920;0.001652;0.002158;0.002537;0.002922;0.003386;0.004108;0.004177;0.004312;0.003930;0.003354;-13.387750;-2.757620;0.678661;15.048550;1414.350952;0.425826;0.005002;0
0.006601;0.002666;0.002325;0.002029;0.002571;0.002983;0.003434;0.003983;0.004734;0.004706;0.004762;0.004306;0.003761;-10.812830;-4.962509;-0.473374;15.307950;1628.336060;0.426421;0.004198;0
0.006701;0.002983;0.002707;0.002415;0.003023;0.003501;0.004054;0.004685;0.005436;0.005271;0.005178;0.004588;0.004077;-19.304331;-5.332534;4.005068;15.838190;1845.269043;0.427423;0.006477;0
0.006801;0.003362;0.003105;0.002809;0.003473;0.004001;0.004634;0.005317;0.006061;0.005779;0.005617;0.004961;0.004479;-3.595447;-12.008240;3.120060;14.342830;2064.924072;0.427374;0.003156;0
0.006901;0.003782;0.003528;0.003204;0.003917;0.004491;0.005219;0.005932;0.006670;0.006291;0.006094;0.005385;0.004916;-9.199222;-5.565230;3.394718;12.401160;2291.353027;0.431608;0.004106;0
0.007001;0.004139;0.003881;0.003548;0.004318;0.004942;0.005757;0.006515;0.007254;0.006776;0.006525;0.005744;0.005285;-6.414500;-8.403357;3.211613;10.829510;2494.927979;0.432655;0.003541;0
0.007101;0.004452;0.004225;0.003921;0.004759;0.005451;0.006378;0.007189;0.007892;0.007236;0.006864;0.006031;0.005624;-14.207910;-2.727103;3.726596;11.741220;2701.269043;0.435092;0.004475;0
0.007201;0.004717;0.004492;0.004196;0.005096;0.005840;0.006843;0.007712;0.008393;0.007630;0.007176;0.006309;0.005934;-20.601320;-0.445920;4.417054;16.242550;2868.173096;0.435556;0.005261;0
0.007301;0.005040;0.004816;0.004507;0.005454;0.006239;0.007311;0.008247;0.008911;0.008064;0.007570;0.006676;0.006306;-2.985097;-1.941277;2.864476;8.586471;3054.611084;0.438142;0.002701;0
0.007401;0.005415;0.005196;0.004857;0.005855;0.006683;0.007814;0.008833;0.009484;0.008534;0.007983;0.007070;0.006703;-6.181804;-12.511770;8.685689;10.558660;3260.181885;0.437019;0.003758;0
0.007501;0.005730;0.005505;0.005165;0.006241;0.007120;0.008320;0.009424;0.010033;0.009001;0.008364;0.007392;0.007041;-17.664009;-10.768460;6.732569;16.017481;3449.708984;0.437656;0.004610;0
0.007601;0.006000;0.005736;0.005430;0.006592;0.007507;0.008764;0.009943;0.010509;0.009333;0.008624;0.007650;0.007292;2.103695;-14.857810;2.269385;10.570110;3606.237061;0.438961;0.002002;0
0.007701;0.006368;0.006055;0.005701;0.006878;0.007791;0.009034;0.010216;0.010730;0.009637;0.009027;0.007980;0.007717;8.622995;4.211812;-1.064651;-7.957826;3754.551025;0.446123;0.001322;0
0.007801;0.006670;0.006389;0.005998;0.007238;0.008178;0.009462;0.010710;0.011162;0.010035;0.009379;0.008278;0.008075;0.451936;4.066854;-2.277721;1.521670;3927.341064;0.445670;0.001965;0
0.007901;0.006966;0.006588;0.006264;0.007518;0.008485;0.009826;0.011138;0.011620;0.010317;0.009635;0.008560;0.008320;-20.696690;-4.085131;11.073680;14.331390;4069.779053;0.443182;0.004491;0
0.008001;0.007253;0.006831;0.006519;0.007805;0.008805;0.010188;0.011514;0.011997;0.010598;0.009889;0.008842;0.008567;-12.064050;2.117549;10.280230;3.554899;4209.189941;0.445412;0.003649;0
0.008101;0.007018;0.006501;0.006090;0.007321;0.008177;0.009407;0.010653;0.011191;0.010053;0.009413;0.008484;0.008349;-4.705521;-4.680223;5.496610;7.522173;3974.264893;0.444642;0.003278;0.004353
0.008201;0.007236;0.006709;0.006308;0.007540;0.008413;0.009670;0.010929;0.011447;0.010244;0.009629;0.008703;0.008551;-11.587220;-4.165240;8.445363;9.311261;4080.510986;0.444611;0.003887;0
0.008301;0.007426;0.006920;0.006612;0.007920;0.008911;0.010305;0.011604;0.012001;0.010712;0.009862;0.008911;0.008699;-3.431415;5.714799;7.594688;-5.566018;4251.850098;0.447240;0.002735;0.044613
0.008401;0.007184;0.006633;0.006309;0.007554;0.008410;0.009598;0.010856;0.011297;0.010008;0.009347;0.008526;0.008494;-3.702258;-2.845358;8.220297;3.516752;4035.643066;0.445613;0.002944;0.047391
0.008501;0.007153;0.006755;0.006456;0.007796;0.008705;0.009937;0.011234;0.011504;0.010216;0.009377;0.008505;0.008561;-5.388350;-3.352711;0.239972;6.904193;4109.627930;0.444786;0.001976;0.083364
0.008601;0.007345;0.006958;0.006791;0.008166;0.009159;0.010443;0.011805;0.011990;0.010478;0.009591;0.008695;0.008752;-1.772026;0.164430;6.877527;-5.417245;4261.388184;0.446533;0.001718;0.095814
0.008701;0.006948;0.006482;0.006335;0.007696;0.008580;0.009709;0.011104;0.011284;0.009829;0.008929;0.008206;0.008362;-5.693524;-0.384885;7.003412;-1.629261;4001.383057;0.446075;0.002187;0.084105
0.008801;0.006988;0.006598;0.006455;0.007855;0.008783;0.009921;0.011340;0.011409;0.009939;0.009061;0.008241;0.008483;-3.858660;-3.711292;6.190883;1.018132;4062.565918;0.445271;0.001726;0.097926
0.008901;0.006619;0.006112;0.006092;0.007469;0.008326;0.009357;0.010830;0.010896;0.009386;0.008505;0.007836;0.008068;-2.287009;0.675598;8.666615;-0.641257;3846.287109;0.445239;0.001830;0.092433
0.009001;0.006569;0.006205;0.006126;0.007505;0.008378;0.009420;0.010922;0.010919;0.009494;0.008507;0.007777;0.008112;3.602867;3.693015;-7.175779;2.585968;3863.247070;0.445221;-0.000012;0.143007
0.009101;0.006725;0.006361;0.006355;0.007765;0.008699;0.009809;0.011374;0.011305;0.009770;0.008744;0.007981;0.008250;-9.946900;-4.588670;8.285147;2.444825;3986.531006;0.444471;0.002083;0.073243
0.009201;0.006825;0.006458;0.006494;0.007970;0.008947;0.010108;0.011755;0.011629;0.010011;0.008824;0.008116;0.008322;-6.006329;4.398732;-5.771975;9.501995;4075.501953;0.444409;0.000568;0.109624
0.009301;0.006957;0.006683;0.006648;0.008202;0.009274;0.010510;0.012197;0.011947;0.010353;0.009172;0.008264;0.008575;6.639358;-13.816400;7.995230;7.037708;4202.191895;0.442279;0.000471;0.101456
0.009401;0.006541;0.006131;0.006225;0.007684;0.008634;0.009730;0.011433;0.011238;0.009604;0.008486;0.007700;0.008107;-6.597605;0.961699;6.209957;-3.685377;3921.364014;0.445286;0.001425;0.059945
0.009501;0.006571;0.006186;0.006268;0.007797;0.008795;0.009887;0.011592;0.011346;0.009717;0.008453;0.007795;0.008106;2.298244;-6.263318;5.176177;-3.513716;3959.884033;0.444399;0.000535;0.072123
0.009601;0.006715;0.006351;0.006450;0.008037;0.009093;0.010236;0.011990;0.011694;0.009996;0.008651;0.007944;0.008248;3.541832;-2.807211;3.055211;-10.139830;4070.762939;0.445529;0.000085;0.069724
0.009701;0.006833;0.006462;0.006563;0.008222;0.009330;0.010533;0.012280;0.011893;0.010221;0.008905;0.008078;0.008432;3.312951;-6.110730;5.187621;4.207210;4160.622070;0.443237;0.000141;0.050990
0.009801;0.006512;0.006000;0.006197;0.007794;0.008819;0.009932;0.011721;0.011391;0.009530;0.008316;0.007644;0.008038;-0.700099;-2.734732;-1.461378;-8.636841;3934.600098;0.445060;-0.000055;0.038946
0.009901;0.006556;0.006042;0.006246;0.007779;0.008734;0.009808;0.011515;0.011222;0.009442;0.008214;0.007660;0.008028;-1.527887;0.168244;-1.228683;-1.934436;3913.624023;0.444820;0.000056;0.017122
0.010001;0.006679;0.006200;0.006403;0.008007;0.009062;0.010262;0.011998;0.011667;0.009843;0.008615;0.007838;0.008199;4.861714;4.177480;-3.757820;-12.508750;4047.324951;0.446570;-0.000679;0.020366
0.010101;0.006775;0.006342;0.006509;0.008200;0.009377;0.010669;0.012377;0.011995;0.010129;0.008822;0.007936;0.008304;2.046475;-1.269892;2.475379;-1.812366;4148.426758;0.444239;-0.000252;0
0.010201;0.006743;0.006177;0.006386;0.008036;0.009128;0.010352;0.011986;0.011683;0.009879;0.008633;0.007864;0.008181;-0.696285;3.807456;2.261756;-8.499512;4058.622070;0.445991;0.000113;0
0.010301;0.006571;0.005940;0.006168;0.007740;0.008730;0.009911;0.011510;0.011310;0.009526;0.008290;0.007639;0.007922;4.396322;2.777490;-0.259752;-13.134360;3912.709961;0.446363;-0.000296;0
0.010401;0.006630;0.006017;0.006268;0.007914;0.009005;0.010292;0.011887;0.011628;0.009784;0.008495;0.007728;0.008013;5.514025;3.029260;-8.098933;6.381581;4001.721924;0.443735;-0.001126;0
0.010501;0.006903;0.006264;0.006482;0.008148;0.009241;0.010524;0.012139;0.011937;0.010093;0.008750;0.008021;0.008238;-3.309345;3.456505;-0.393266;-3.311538;4121.115234;0.445223;0.000208;0
0.010601;0.006955;0.006300;0.006568;0.008296;0.009464;0.010830;0.012424;0.012138;0.010246;0.008858;0.008079;0.008291;-1.558404;1.598752;1.033427;-7.160557;4184.178223;0.445238;-0.000048;0
0.010701;0.006516;0.005794;0.006061;0.007729;0.008807;0.010074;0.011689;0.011430;0.009602;0.008285;0.007534;0.007843;8.252971;6.271743;-0.885361;-9.868984;3908.193115;0.445874;-0.000795;0
0.010801;0.006613;0.005893;0.006151;0.007846;0.008932;0.010197;0.011887;0.011652;0.009781;0.008416;0.007694;0.007948;-5.628675;5.016711;2.349494;-2.464677;3971.280029;0.444894;0.000631;0
0.010901;0.006862;0.006167;0.006388;0.008097;0.009206;0.010524;0.012221;0.011959;0.010127;0.008764;0.007968;0.008213;5.395770;-3.192495;-2.350200;1.445377;4106.476074;0.443526;-0.000512;0
0.011001;0.006998;0.006277;0.006524;0.008253;0.009396;0.010757;0.012466;0.012211;0.010315;0.008915;0.008138;0.008330;3.694420;5.054858;-0.263567;-7.263553;4186.940918;0.445631;-0.000264;0
0.011101;0.006548;0.005737;0.005996;0.007660;0.008708;0.010022;0.011748;0.011528;0.009647;0.008362;0.007570;0.007839;-1.325708;-3.169606;6.274806;-6.100074;3905.891113;0.443978;0.000791;0
0.011201;0.006602;0.005814;0.006064;0.007763;0.008855;0.010200;0.011932;0.011717;0.009873;0.008449;0.007663;0.007867;12.590270;-0.430661;-5.817750;-4.970926;3959.905029;0.444219;-0.001150;0
0.011301;0.006883;0.006144;0.006355;0.008067;0.009195;0.010596;0.012346;0.012116;0.010183;0.008813;0.007989;0.008153;-3.450489;6.916425;1.590371;-7.961641;4116.370117;0.445740;0.000511;0
