#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1]
0.003401;-0.000479;-0.000285;-0.000128;0.000016;0.000152;0.000060;0.000212;0.000233;0.000287;0.000089;0.000124;-0.000069;3.553276;32.512970;-1.942029;4.771784;-39.645191;8.340592;-0.089217;0.421050;0.454829;0.001740;0.454768;0.001780
0.003501;-0.000482;-0.000294;-0.000129;0.000024;0.000163;0.000066;0.000217;0.000237;0.000291;0.000091;0.000122;-0.000069;3.553276;32.516788;-1.945844;4.771784;-45.374249;9.212855;-0.050750;0.380214;0.454828;0.001740;0.454752;0.001790
0.003601;-0.000502;-0.000303;-0.000136;0.000015;0.000162;0.000074;0.000218;0.000246;0.000302;0.000094;0.000127;-0.000085;3.553276;32.516788;-1.945844;4.771784;-48.124222;8.295850;-0.130984;0.442605;0.454828;0.001740;0.454753;0.001790
0.003701;-0.000509;-0.000308;-0.000140;0.000009;0.000164;0.000089;0.000216;0.000254;0.000307;0.000097;0.000125;-0.000108;3.557091;32.516788;-1.942029;4.775599;-45.145100;7.625829;-0.208428;0.488740;0.454829;0.001740;0.454753;0.001790
0.003801;-0.000503;-0.000317;-0.000149;0.000009;0.000161;0.000101;0.000204;0.000253;0.000292;0.000088;0.000114;-0.000115;3.560906;32.516788;-1.942029;4.775599;-57.519901;5.385830;-0.497391;0.675857;0.454829;0.001740;0.454771;0.001777
0.003901;-0.000516;-0.000325;-0.000159;0.000002;0.000157;0.000115;0.000205;0.000261;0.000298;0.000086;0.000118;-0.000133;3.545647;32.509159;-1.953473;4.756525;-0.458313;4.217629;-0.809275;0.892031;0.454827;0.001740;0.454780;0.001770
0.004001;-0.000525;-0.000330;-0.000161;-0.000003;0.000160;0.000118;0.000205;0.000271;0.000309;0.000091;0.000119;-0.000139;3.538018;32.509159;-1.961102;4.745081;-24.291260;4.447263;-0.767602;0.870331;0.454826;0.001740;0.454773;0.001773
0.004101;-0.000520;-0.000341;-0.000166;0.000014;0.000173;0.000121;0.000210;0.000272;0.000297;0.000085;0.000109;-0.000123;3.557091;32.520599;-1.945844;4.775599;8.479050;5.092486;-0.624522;0.736807;0.454828;0.001740;0.454765;0.001780
0.004201;-0.000535;-0.000358;-0.000178;0.000024;0.000177;0.000111;0.000233;0.000281;0.000299;0.000081;0.000113;-0.000108;3.576164;32.516788;-1.922956;4.798486;21.999660;5.422438;-0.583752;0.714877;0.454832;0.001740;0.454760;0.001785
0.004301;-0.000540;-0.000373;-0.000183;0.000033;0.000183;0.000097;0.000256;0.000294;0.000302;0.000080;0.000113;-0.000094;3.560906;32.516788;-1.934399;4.783228;-4.812408;6.591481;-0.413767;0.604357;0.454830;0.001740;0.454737;0.001798
0.004401;-0.000551;-0.000390;-0.000192;0.000039;0.000185;0.000082;0.000278;0.000304;0.000315;0.000077;0.000118;-0.000075;3.553276;32.512970;-1.938214;4.764154;-9.395660;7.418603;-0.328023;0.561880;0.454828;0.001740;0.454715;0.001810
0.004501;-0.000559;-0.000403;-0.000196;0.000044;0.000188;0.000073;0.000298;0.000318;0.000327;0.000080;0.000122;-0.000073;3.545647;32.509159;-1.945844;4.760340;-3.666595;8.536942;-0.241003;0.506381;0.454828;0.001740;0.454688;0.001828
0.004601;-0.000560;-0.000411;-0.000204;0.000032;0.000178;0.000072;0.000307;0.000333;0.000338;0.000081;0.000120;-0.000093;3.538018;32.505341;-1.964917;4.745081;-15.124740;7.509070;-0.356590;0.600689;0.454826;0.001740;0.454695;0.001822
0.004701;-0.000557;-0.000422;-0.000212;0.000024;0.000169;0.000069;0.000312;0.000349;0.000333;0.000081;0.000113;-0.000104;3.576164;32.524422;-1.919141;4.802301;-11.916460;6.000604;-0.578708;0.769288;0.454831;0.001740;0.454721;0.001809
0.004801;-0.000563;-0.000427;-0.000216;0.000010;0.000159;0.000070;0.000309;0.000358;0.000356;0.000082;0.000117;-0.000120;3.545647;32.516788;-1.957288;4.760340;16.958080;5.174648;-0.761150;0.931527;0.454827;0.001740;0.454727;0.001802
0.004901;-0.000568;-0.000433;-0.000221;0;0.000155;0.000078;0.000311;0.000371;0.000365;0.000085;0.000115;-0.000142;3.560906;32.524422;-1.942029;4.775599;30.249531;4.536684;-0.971657;1.090829;0.454828;0.001740;0.454737;0.001797
0.005001;-0.000573;-0.000443;-0.000230;-0.000004;0.000153;0.000086;0.000314;0.000377;0.000365;0.000080;0.000109;-0.000151;3.564720;32.528229;-1.938214;4.783228;7.791565;3.219511;-1.605057;1.553992;0.454828;0.001740;0.454762;0.001781
0.005101;-0.000531;-0.000449;-0.000236;0.000027;0.000173;0.000098;0.000309;0.000378;0.000311;0.000065;0.000076;-0.000143;3.579979;32.528229;-1.915326;4.809930;10.083190;3.078034;-1.701977;1.462289;0.454832;0.001740;0.454766;0.001781
0.005201;-0.000535;-0.000462;-0.000239;0.000048;0.000197;0.000098;0.000314;0.000390;0.000310;0.000069;0.000076;-0.000126;3.560906;32.520599;-1.934399;4.787043;63.478168;5.375728;-0.797593;0.833134;0.454830;0.001740;0.454710;0.001814
0.005301;-0.000546;-0.000475;-0.000241;0.000069;0.000226;0.000102;0.000315;0.000401;0.000322;0.000075;0.000076;-0.000120;3.557091;32.520599;-1.942029;4.775599;82.498703;7.938925;-0.415121;0.563755;0.454828;0.001740;0.454641;0.001856
0.005401;-0.000560;-0.000487;-0.000242;0.000093;0.000261;0.000111;0.000312;0.000410;0.000334;0.000083;0.000076;-0.000118;3.557091;32.520599;-1.942029;4.775599;85.477821;10.662489;-0.212798;0.415171;0.454828;0.001740;0.454557;0.001906
0.005501;-0.000573;-0.000505;-0.000248;0.000108;0.000281;0.000120;0.000304;0.000410;0.000346;0.000079;0.000074;-0.000106;3.560906;32.512970;-1.945844;4.771784;76.998787;11.322065;-0.186188;0.390663;0.454829;0.001739;0.454519;0.001927
0.005601;-0.000584;-0.000517;-0.000258;0.000105;0.000287;0.000130;0.000301;0.000424;0.000355;0.000080;0.000073;-0.000122;3.557091;32.512970;-1.945844;4.771784;76.540459;10.679323;-0.245509;0.424871;0.454829;0.001740;0.454516;0.001926
0.005701;-0.000582;-0.000524;-0.000266;0.000102;0.000291;0.000141;0.000288;0.000429;0.000360;0.000075;0.000064;-0.000138;3.560906;32.520599;-1.942029;4.775599;121.685600;9.377785;-0.357136;0.483565;0.454828;0.001740;0.454538;0.001911
0.005801;-0.000588;-0.000536;-0.000274;0.000094;0.000292;0.000149;0.000289;0.000444;0.000364;0.000074;0.000059;-0.000152;3.476983;32.478642;-2.025952;4.653528;101.060898;8.438101;-0.471451;0.550192;0.454818;0.001740;0.454542;0.001900
0.005901;-0.000593;-0.000549;-0.000286;0.000085;0.000286;0.000149;0.000291;0.000457;0.000375;0.000070;0.000056;-0.000162;3.583794;32.528229;-1.919141;4.806116;114.581497;7.015700;-0.680240;0.685807;0.454831;0.001740;0.454592;0.001878
0.006001;-0.000599;-0.000564;-0.000297;0.000081;0.000286;0.000146;0.000300;0.000475;0.000384;0.000067;0.000053;-0.000167;3.568535;32.524422;-1.930585;4.787043;78.373756;6.421372;-0.812436;0.775039;0.454829;0.001740;0.454602;0.001871
0.006101;-0.000603;-0.000581;-0.000304;0.000093;0.000297;0.000138;0.000310;0.000484;0.000393;0.000063;0.000048;-0.000150;3.553276;32.509159;-1.949658;4.771784;76.082138;7.322272;-0.669162;0.688245;0.454829;0.001740;0.454559;0.001895
0.006201;-0.000598;-0.000593;-0.000307;0.000108;0.000313;0.000134;0.000319;0.000496;0.000395;0.000060;0.000038;-0.000141;3.557091;32.509159;-1.942029;4.771784;54.540810;8.744377;-0.498694;0.572492;0.454829;0.001740;0.454490;0.001933
0.006301;-0.000599;-0.000609;-0.000312;0.000121;0.000327;0.000129;0.000326;0.000505;0.000405;0.000055;0.000032;-0.000127;3.549462;32.509159;-1.949658;4.760340;55.686630;9.882962;-0.398346;0.508623;0.454828;0.001740;0.454426;0.001968
0.006401;-0.000596;-0.000620;-0.000315;0.000142;0.000344;0.000126;0.000336;0.000515;0.000407;0.000052;0.000024;-0.000116;3.499871;32.486271;-1.995435;4.695490;40.332699;11.635266;-0.278420;0.427846;0.454822;0.001740;0.454324;0.002021
0.006502;-0.000602;-0.000634;-0.000322;0.000153;0.000355;0.000124;0.000338;0.000524;0.000422;0.000049;0.000022;-0.000107;3.572350;32.528229;-1.930585;4.798486;38.041080;12.507585;-0.236581;0.403076;0.454830;0.001740;0.454268;0.002056
0.006602;-0.000602;-0.000642;-0.000330;0.000151;0.000357;0.000129;0.000338;0.000538;0.000428;0.000047;0.000016;-0.000124;3.572350;32.524422;-1.930585;4.794672;33.457809;11.924588;-0.284683;0.428523;0.454830;0.001740;0.454268;0.002054
0.006702;-0.000611;-0.000652;-0.000340;0.000144;0.000357;0.000136;0.000335;0.000552;0.000441;0.000043;0.000014;-0.000137;3.496056;32.490089;-2.003064;4.684046;28.416229;10.995541;-0.364299;0.476905;0.454820;0.001740;0.454280;0.002041
0.006802;-0.000609;-0.000660;-0.000346;0.000144;0.000360;0.000147;0.000327;0.000566;0.000445;0.000041;0.000007;-0.000154;3.579979;32.528229;-1.915326;4.806116;37.582748;10.402273;-0.426211;0.506549;0.454831;0.001740;0.454299;0.002036
0.006902;-0.000609;-0.000665;-0.000352;0.000141;0.000364;0.000162;0.000314;0.000575;0.000455;0.000036;-0.000001;-0.000174;3.496056;32.486271;-2.003064;4.684046;18.333050;9.502703;-0.527511;0.555316;0.454821;0.001740;0.454316;0.002019
0.007002;-0.000612;-0.000677;-0.000359;0.000142;0.000370;0.000171;0.000309;0.000586;0.000459;0.000031;-0.000007;-0.000178;3.541832;32.512970;-1.961102;4.748896;18.791380;9.136441;-0.583539;0.580910;0.454826;0.001740;0.454324;0.002016
0.007102;-0.000609;-0.000687;-0.000360;0.000167;0.000393;0.000182;0.000296;0.000588;0.000464;0.000027;-0.000016;-0.000171;3.560906;32.520599;-1.938214;4.775599;10.770680;10.701600;-0.439783;0.482140;0.454828;0.001740;0.454218;0.002074
0.007202;-0.000612;-0.000706;-0.000364;0.000188;0.000410;0.000183;0.000299;0.000595;0.000467;0.000022;-0.000021;-0.000150;3.545647;32.509159;-1.953473;4.752710;39.416061;12.117328;-0.343287;0.422775;0.454827;0.001740;0.454110;0.002130
0.007302;-0.000608;-0.000718;-0.000364;0.000211;0.000431;0.000183;0.000298;0.000602;0.000470;0.000019;-0.000029;-0.000142;3.557091;32.512970;-1.945844;4.767969;11.916490;13.680894;-0.258536;0.367166;0.454828;0.001740;0.453990;0.002193
0.007402;-0.000608;-0.000737;-0.000370;0.000228;0.000446;0.000179;0.000304;0.000613;0.000475;0.000013;-0.000035;-0.000123;3.557091;32.516788;-1.942029;4.771784;21.312180;14.944769;-0.204362;0.336506;0.454828;0.001740;0.453881;0.002249
0.007502;-0.000605;-0.000750;-0.000373;0.000241;0.000458;0.000173;0.000310;0.000629;0.000480;0.000013;-0.000040;-0.000122;3.553276;32.516788;-1.945844;4.767969;-3.666595;16.059416;-0.165440;0.314368;0.454828;0.001740;0.453777;0.002301
0.007602;-0.000613;-0.000768;-0.000387;0.000234;0.000448;0.000162;0.000319;0.000649;0.000496;0.000008;-0.000042;-0.000127;3.564720;32.520599;-1.938214;4.783228;35.749451;14.835498;-0.227300;0.357691;0.454829;0.001740;0.453829;0.002273
0.007702;-0.000612;-0.000778;-0.000396;0.000233;0.000443;0.000156;0.000328;0.000672;0.000506;0.000008;-0.000048;-0.000146;3.560906;32.516788;-1.942029;4.779413;16.270580;14.302638;-0.265538;0.381391;0.454829;0.001740;0.453837;0.002268
0.007802;-0.000619;-0.000795;-0.000409;0.000228;0.000434;0.000148;0.000332;0.000692;0.000521;0.000002;-0.000051;-0.000153;3.557091;32.512970;-1.945844;4.771784;47.436749;12.840389;-0.359535;0.441739;0.454829;0.001740;0.453913;0.002227
0.007902;-0.000622;-0.000806;-0.000419;0.000226;0.000430;0.000145;0.000339;0.000718;0.000531;0.000001;-0.000055;-0.000170;3.557091;32.512970;-1.945844;4.771784;29.791210;12.427051;-0.402401;0.469430;0.454829;0.001740;0.453918;0.002224
0.008002;-0.000621;-0.000815;-0.000428;0.000229;0.000428;0.000143;0.000339;0.000732;0.000539;-0.000008;-0.000063;-0.000176;3.560906;32.516788;-1.938214;4.779413;53.624161;11.620494;-0.472662;0.507423;0.454829;0.001740;0.453955;0.002204
0.008102;-0.000616;-0.000825;-0.000431;0.000245;0.000446;0.000142;0.000345;0.000744;0.000542;-0.000010;-0.000071;-0.000168;3.553276;32.512970;-1.949658;4.767969;25.207951;13.416056;-0.356382;0.436031;0.454828;0.001740;0.453793;0.002290
0.008202;-0.000618;-0.000840;-0.000438;0.000258;0.000459;0.000142;0.000346;0.000749;0.000554;-0.000019;-0.000076;-0.000152;3.560906;32.516788;-1.938214;4.779413;56.603279;14.254269;-0.314295;0.410951;0.454829;0.001740;0.453703;0.002338
0.008302;-0.000615;-0.000852;-0.000440;0.000275;0.000479;0.000145;0.000349;0.000759;0.000557;-0.000022;-0.000083;-0.000142;3.557091;32.509159;-1.945844;4.771784;30.020370;15.960222;-0.239060;0.363584;0.454829;0.001740;0.453540;0.002425
0.008402;-0.000612;-0.000863;-0.000444;0.000293;0.000499;0.000149;0.000341;0.000761;0.000564;-0.000029;-0.000091;-0.000130;3.560906;32.516788;-1.942029;4.783228;50.874210;17.087648;-0.196894;0.334211;0.454830;0.001740;0.453423;0.002487
0.008502;-0.000612;-0.000875;-0.000445;0.000309;0.000516;0.000155;0.000338;0.000769;0.000568;-0.000031;-0.000096;-0.000125;3.560906;32.512970;-1.949658;4.775599;31.395361;18.305413;-0.159552;0.309163;0.454829;0.001739;0.453298;0.002552
0.008602;-0.000619;-0.000883;-0.000449;0.000317;0.000527;0.000169;0.000322;0.000782;0.000583;-0.000027;-0.000099;-0.000150;3.560906;32.516788;-1.945844;4.779413;51.790859;18.444793;-0.166744;0.307817;0.454829;0.001739;0.453261;0.002570
0.008702;-0.000625;-0.000896;-0.000454;0.000323;0.000534;0.000184;0.000310;0.000791;0.000590;-0.000030;-0.000106;-0.000162;3.557091;32.516788;-1.945844;4.775599;25.437099;17.853787;-0.198002;0.318426;0.454829;0.001740;0.453286;0.002555
0.008802;-0.000625;-0.000904;-0.000456;0.000333;0.000546;0.000206;0.000285;0.000798;0.000595;-0.000030;-0.000114;-0.000185;3.564720;32.520599;-1.938214;4.783228;31.624510;17.449678;-0.223455;0.320335;0.454829;0.001740;0.453296;0.002546
0.008902;-0.000630;-0.000918;-0.000461;0.000339;0.000553;0.000225;0.000268;0.000805;0.000595;-0.000034;-0.000122;-0.000194;3.557091;32.516788;-1.949658;4.771784;46.749271;16.596162;-0.268697;0.334613;0.454828;0.001739;0.453344;0.002516
0.009002;-0.000628;-0.000925;-0.000463;0.000351;0.000567;0.000239;0.000250;0.000813;0.000594;-0.000037;-0.000131;-0.000208;3.568535;32.520599;-1.942029;4.787043;30.478701;16.502459;-0.281470;0.329636;0.454830;0.001739;0.453329;0.002520
0.009102;-0.000629;-0.000943;-0.000465;0.000369;0.000587;0.000244;0.000248;0.000818;0.000593;-0.000044;-0.000138;-0.000188;3.557091;32.516788;-1.938214;4.779413;-10.312320;17.618000;-0.239439;0.304115;0.454829;0.001740;0.453203;0.002580
0.009202;-0.000625;-0.000952;-0.000464;0.000390;0.000610;0.000250;0.000245;0.000825;0.000591;-0.000046;-0.000146;-0.000181;3.557091;32.512970;-1.945844;4.771784;-51.332489;19.379123;-0.181382;0.269341;0.454829;0.001740;0.453019;0.002667
