#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.718971;-1.930585;4.756525;0;0.454800;0.001739;0;0.521831
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.718971;-1.930585;4.760340;0;0.454800;0.001739;0.002939;-0.359846
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.718971;-1.930585;4.760340;0;0.454800;0.001739;0.001841;-0.030355
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.715149;-1.930585;4.760340;0;0.454800;0.001739;0;0.521832
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.715149;-1.930585;4.760340;0;0.454800;0.001739;-0.000627;0.709831
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.718971;-1.930585;4.756525;0;0.454799;0.001739;-0.001545;0.985357
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.938214;4.748896;0;0.454798;0.001739;-0.002679;1.325557
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.715149;-1.934399;4.756525;0;0.454800;0.001739;-0.003645;1.615284
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.715149;-1.930585;4.756525;-65.368713;0.454800;0.001739;-0.005000;2.021832
-0.000100;-0.000004;-0.000001;0;0.000007;0.000009;-0.000001;0.000001;-0.000002;-0.000002;0.000002;0.000002;0.000014;3.576164;32.715149;-1.934399;4.752710;-85.305878;0.454800;0.001739;-0.004045;1.735268
0;-0.000013;-0.000007;-0.000003;0.000009;0.000011;-0.000012;0.000011;0.000002;0.000001;0.000004;0.000009;0.000032;3.579979;32.715149;-1.934399;4.756525;-71.326897;0.454801;0.001739;-0.003853;1.677419
0.000100;-0.000085;-0.000028;0.000001;0.000001;0.000025;0.000007;0.000011;0.000020;0.000037;0.000037;0.000064;0.000024;3.518944;32.688450;-1.999249;4.661158;-35.119202;0.454795;0.001738;-0.002939;1.403072
0.000200;-0.000104;-0.000022;0.000016;0.000010;0.000057;0.000069;-0.000039;0.000015;0.000046;0.000056;0.000079;-0.000050;3.591423;32.722778;-1.911511;4.775599;-16.556950;0.454806;0.001738;-0.002679;1.325132
0.000300;-0.000096;-0.000010;0.000027;0.000019;0.000073;0.000110;-0.000076;0.000004;0.000047;0.000058;0.000069;-0.000112;3.610497;32.730412;-1.900067;4.802301;3.380188;0.454808;0.001738;-0.001545;0.984958
0.000400;-0.000072;0.000011;0.000037;0.000025;0.000078;0.000126;-0.000090;0.000002;0.000050;0.000057;0.000046;-0.000172;3.602867;32.730412;-1.907697;4.794672;-38.098270;0.454806;0.001738;-0.000314;0.615660
0.000500;-0.000077;0.000015;0.000034;0.000016;0.000064;0.000103;-0.000062;0.000017;0.000068;0.000056;0.000037;-0.000197;3.591423;32.722778;-1.919141;4.775599;-113.034599;0.454804;0.001739;0.001243;0.148527
0.000600;-0.000108;0;0.000015;-0.000002;0.000040;0.000050;-0.000007;0.000036;0.000094;0.000049;0.000041;-0.000166;3.583794;32.718971;-1.926770;4.764154;-190.491699;0.454802;0.001739;0.001545;0.058156
0.000700;-0.000142;-0.000019;0.000001;-0.000010;0.000033;0.000014;0.000040;0.000058;0.000106;0.000053;0.000054;-0.000130;3.583794;32.718971;-1.922956;4.764154;-198.512405;0.454802;0.001739;0.001841;-0.030543
0.000800;-0.000178;-0.000042;-0.000014;-0.000014;0.000031;-0.000007;0.000069;0.000071;0.000123;0.000055;0.000070;-0.000092;3.576164;32.718971;-1.930585;4.756525;-163.221298;0.454801;0.001739;-0.004843;1.974505
