#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.654121;-1.930585;4.752710;0;0.454808;0.001739;0;0.521831
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.934399;4.752710;0;0.454808;0.001739;0.003423;-0.504989
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.654121;-1.934399;4.752710;0;0.454807;0.001739;0.004222;-0.744675
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.650299;-1.934399;4.752710;0;0.454808;0.001739;0.004755;-0.904768
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.657928;-1.934399;4.752710;0;0.454807;0.001739;0.004961;-0.966355
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.650299;-1.930585;4.756525;0;0.454808;0.001739;0.004990;-0.975193
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.654121;-1.930585;4.756525;0;0.454808;0.001739;0.004961;-0.966340
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.654121;-1.934399;4.756525;0;0.454808;0.001739;0.004649;-0.872848
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.650299;-1.934399;4.756525;-0.401001;0.454808;0.001739;0.002679;-0.281923
-0.000100;0;-0.000001;0;0.000007;0.000008;0.000001;0.000001;-0.000001;0;0.000002;0;0.000009;3.576164;32.650299;-1.930585;4.756525;-2.921753;0.454809;0.001739;-0.004961;2.009917
0;0;-0.000002;0.000002;0.000015;0.000018;0.000004;0.000002;-0.000002;0;0.000004;0;0.000019;3.576164;32.654121;-1.930585;4.748896;-8.421753;0.454809;0.001739;-0.005000;2.021620
0.000100;-0.000070;-0.000019;0.000002;0.000014;0.000030;-0.000005;0.000026;0.000022;0.000057;0.000036;0.000046;0.000036;3.499871;32.615971;-2.018323;4.630640;1.890625;0.454803;0.001737;-0.004961;2.009359
0.000200;-0.000135;-0.000042;-0.000004;0.000016;0.000041;-0.000014;0.000053;0.000040;0.000090;0.000057;0.000077;0.000048;3.553276;32.638859;-1.957288;4.710749;-49.900269;0.454812;0.001737;-0.001545;0.984703
0.000300;-0.000172;-0.000059;-0.000012;0.000002;0.000036;-0.000011;0.000060;0.000048;0.000105;0.000062;0.000091;0.000047;3.572350;32.646488;-1.938214;4.745081;-48.754391;0.454814;0.001738;-0.001243;0.894468
0.000400;-0.000186;-0.000062;-0.000012;-0.000002;0.000040;0.000004;0.000049;0.000046;0.000111;0.000063;0.000094;0.000030;3.572350;32.650299;-1.938214;4.748896;-21.713131;0.454813;0.001739;0.004045;-0.691906
0.000500;-0.000210;-0.000074;-0.000018;-0.000013;0.000036;0.000008;0.000051;0.000053;0.000118;0.000065;0.000103;0.000026;3.576164;32.646488;-1.938214;4.745081;-10.942500;0.454812;0.001739;0.003423;-0.505064
0.000600;-0.000221;-0.000079;-0.000021;-0.000022;0.000032;0.000012;0.000050;0.000054;0.000123;0.000064;0.000106;0.000013;3.576164;32.650299;-1.934399;4.752710;3.953125;0.454811;0.001740;0.002939;-0.359815
0.000700;-0.000251;-0.000094;-0.000031;-0.000038;0.000022;0.000002;0.000068;0.000069;0.000135;0.000065;0.000120;0.000014;3.572350;32.646488;-1.934399;4.748896;33.973389;0.454810;0.001740;0.002409;-0.200708
