#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.657928;-1.930585;4.752710;0;0.454807;0.001739;0;0.521831
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.661751;-1.930585;4.756525;0;0.454807;0.001739;0.004045;-0.691694
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.657928;-1.930585;4.756525;0;0.454807;0.001739;0.004961;-0.966340
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.657928;-1.930585;4.752710;0;0.454807;0.001739;0.004911;-0.951584
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.661751;-1.934399;4.748896;0;0.454806;0.001739;0.004045;-0.691694
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.579979;32.661751;-1.930585;4.752710;0;0.454806;0.001739;0.002939;-0.359846
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.661751;-1.934399;4.752710;0;0.454806;0.001739;0.001243;0.148797
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.657928;-1.930585;4.756525;0;0.454807;0.001739;-0.000314;0.616033
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.657928;-1.934399;4.752710;14.637820;0.454807;0.001739;-0.004524;1.879073
-0.000100;0.000004;0.000003;0.000004;-0.000005;0.000001;0.000016;-0.000018;-0.000009;-0.000005;-0.000002;-0.000004;-0.000013;3.576164;32.657928;-1.930585;4.752710;17.158569;0.454808;0.001739;-0.004990;2.018791
0;0.000007;0.000006;0.000009;-0.000009;0.000005;0.000034;-0.000037;-0.000017;-0.000009;-0.000003;-0.000008;-0.000023;3.576164;32.657928;-1.930585;4.752710;20.137699;0.454809;0.001739;-0.004222;1.788165
0.000100;-0.000063;-0.000010;0.000010;-0.000035;0.000010;0.000037;-0.000028;0.000001;0.000042;0.000023;0.000033;-0.000023;3.492241;32.619789;-2.022137;4.623011;25.637699;0.454795;0.001739;-0.001841;1.073985
0.000200;-0.000125;-0.000028;0.000005;-0.000039;0.000019;0.000029;-0.000007;0.000017;0.000071;0.000040;0.000060;-0.000017;3.541832;32.642670;-1.972546;4.699305;-19.736691;0.454803;0.001739;-0.000627;0.709728
0.000300;-0.000163;-0.000046;-0.000003;-0.000030;0.000026;0.000021;0.000012;0.000028;0.000085;0.000049;0.000075;0;3.568535;32.650299;-1.945844;4.741266;10.283690;0.454808;0.001739;0.000627;0.333622
0.000400;-0.000196;-0.000063;-0.000012;-0.000024;0.000030;0.000005;0.000040;0.000046;0.000098;0.000058;0.000092;0.000015;3.572350;32.654121;-1.942029;4.745081;38.929081;0.454810;0.001738;0.001545;0.058014
0.000500;-0.000234;-0.000081;-0.000026;-0.000023;0.000027;-0.000018;0.000069;0.000061;0.000119;0.000063;0.000113;0.000036;3.576164;32.654121;-1.934399;4.752710;-1.861938;0.454811;0.001739;0.002409;-0.201055
0.000600;-0.000251;-0.000095;-0.000037;-0.000020;0.000025;-0.000035;0.000093;0.000073;0.000131;0.000065;0.000122;0.000053;3.576164;32.654121;-1.938214;4.745081;-26.840700;0.454810;0.001739;0.003187;-0.434496
0.000700;-0.000269;-0.000105;-0.000046;-0.000029;0.000017;-0.000046;0.000113;0.000089;0.000143;0.000068;0.000132;0.000052;3.576164;32.654121;-1.938214;4.745081;-25.465700;0.454810;0.001739;0.003853;-0.633991
0.000800;-0.000283;-0.000117;-0.000056;-0.000048;0.000003;-0.000056;0.000130;0.000101;0.000153;0.000067;0.000139;0.000047;3.572350;32.654121;-1.938214;4.748896;-39.902950;0.454809;0.001740;0.004382;-0.792582
0.000900;-0.000297;-0.000125;-0.000063;-0.000065;-0.000008;-0.000062;0.000141;0.000112;0.000165;0.000067;0.000145;0.000037;3.572350;32.654121;-1.938214;4.745081;-38.757198;0.454808;0.001740;0.004755;-0.904698
0.001000;-0.000301;-0.000130;-0.000069;-0.000079;-0.000016;-0.000063;0.000149;0.000122;0.000170;0.000067;0.000145;0.000023;3.576164;32.657928;-1.934399;4.752710;-46.548710;0.454807;0.001740;0.004961;-0.966313
0.001100;-0.000307;-0.000134;-0.000074;-0.000093;-0.000024;-0.000063;0.000152;0.000126;0.000180;0.000064;0.000146;0.000010;3.579979;32.657928;-1.930585;4.752710;-54.340210;0.454807;0.001740;0.004990;-0.975187
0.001200;-0.000322;-0.000144;-0.000081;-0.000094;-0.000021;-0.000065;0.000161;0.000136;0.000190;0.000065;0.000151;0.000016;3.579979;32.657928;-1.930585;4.752710;-47.465328;0.454807;0.001739;0.004843;-0.931033
0.001300;-0.000320;-0.000147;-0.000082;-0.000080;-0.000010;-0.000060;0.000165;0.000139;0.000191;0.000067;0.000147;0.000017;3.572350;32.650299;-1.938214;4.741266;-54.569462;0.454807;0.001740;0.004524;-0.835372
0.001400;-0.000335;-0.000156;-0.000086;-0.000069;0.000003;-0.000057;0.000169;0.000145;0.000198;0.000072;0.000153;0.000027;3.576164;32.654121;-1.938214;4.745081;-40.590450;0.454808;0.001740;0.004045;-0.691536
0.001500;-0.000345;-0.000167;-0.000090;-0.000056;0.000015;-0.000053;0.000174;0.000150;0.000202;0.000077;0.000157;0.000039;3.576164;32.654121;-1.934399;4.748896;-42.652950;0.454809;0.001741;0.003645;-0.571164
0.001600;-0.000358;-0.000175;-0.000093;-0.000042;0.000030;-0.000045;0.000171;0.000152;0.000208;0.000081;0.000162;0.000046;3.572350;32.650299;-1.934399;4.745081;-31.653080;0.454808;0.001743;0.002939;-0.358841
0.001701;-0.000357;-0.000179;-0.000092;-0.000039;0.000038;-0.000030;0.000163;0.000153;0.000206;0.000083;0.000159;0.000036;3.576164;32.654121;-1.934399;4.748896;-29.590700;0.454807;0.001744;0.002129;-0.115445
0.001801;-0.000372;-0.000190;-0.000099;-0.000052;0.000031;-0.000027;0.000162;0.000155;0.000215;0.000078;0.000164;0.000033;3.572350;32.654121;-1.934399;4.748896;-27.069820;0.454807;0.001743;0.000937;0.241944
0.001901;-0.000369;-0.000196;-0.000103;-0.000062;0.000025;-0.000024;0.000163;0.000159;0.000213;0.000074;0.000160;0.000022;3.568535;32.646488;-1.942029;4.733637;7.075439;0.454805;0.001742;-0.004843;1.975516
0.002001;-0.000388;-0.000209;-0.000113;-0.000079;0.000012;-0.000036;0.000180;0.000175;0.000224;0.000074;0.000168;0.000020;3.568535;32.650299;-1.942029;4.737452;21.283569;0.454806;0.001741;-0.004649;1.916883
0.002101;-0.000382;-0.000212;-0.000117;-0.000092;0.000003;-0.000043;0.000191;0.000187;0.000227;0.000072;0.000164;0.000002;3.576164;32.654121;-1.934399;4.748896;-1.632812;0.454807;0.001739;-0.004045;1.735374
0.002201;-0.000395;-0.000223;-0.000126;-0.000095;0;-0.000057;0.000206;0.000199;0.000241;0.000072;0.000170;0.000008;3.579979;32.654121;-1.930585;4.752710;-3.007690;0.454807;0.001739;-0.002129;1.160516
