#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1]
0.000900;-0.000296;-0.000124;-0.000070;-0.000040;-0.000016;-0.000083;0.000173;0.000135;0.000183;0.000074;0.000146;0.000029;3.557091;32.520599;-1.942029;4.775599;15.669040;4.336330;0.086355;0.673636;0.454828;0.001740;0.454830;0.001742
0.001000;-0.000307;-0.000135;-0.000073;-0.000037;-0.000006;-0.000084;0.000186;0.000140;0.000189;0.000074;0.000150;0.000043;3.560906;32.524422;-1.938214;4.779413;13.148250;5.442502;0.145011;0.553078;0.454828;0.001740;0.454830;0.001744
0.001100;-0.000314;-0.000141;-0.000074;-0.000031;0.000007;-0.000082;0.000190;0.000139;0.000195;0.000074;0.000151;0.000052;3.564720;32.524422;-1.934399;4.779413;10.169130;6.420346;0.182057;0.469033;0.454828;0.001740;0.454829;0.001746
0.001200;-0.000322;-0.000149;-0.000075;-0.000024;0.000022;-0.000074;0.000192;0.000141;0.000200;0.000076;0.000151;0.000061;3.560906;32.524422;-1.934399;4.783228;16.127380;7.774978;0.218163;0.387384;0.454829;0.001740;0.454828;0.001749
0.001300;-0.000335;-0.000161;-0.000078;-0.000018;0.000036;-0.000068;0.000195;0.000138;0.000207;0.000075;0.000154;0.000078;3.557091;32.520599;-1.938214;4.775599;6.273346;8.726935;0.234994;0.348925;0.454828;0.001740;0.454826;0.001753
0.001400;-0.000338;-0.000163;-0.000077;-0.000013;0.000046;-0.000050;0.000185;0.000140;0.000209;0.000079;0.000153;0.000063;3.557091;32.524422;-1.938214;4.775599;12.460750;9.143716;0.230925;0.326475;0.454828;0.001740;0.454823;0.001756
0.001500;-0.000356;-0.000172;-0.000084;-0.000017;0.000045;-0.000036;0.000180;0.000145;0.000214;0.000081;0.000158;0.000053;3.557091;32.524422;-1.942029;4.775599;11.085780;8.218525;0.185751;0.376032;0.454828;0.001740;0.454821;0.001757
0.001600;-0.000358;-0.000170;-0.000082;-0.000014;0.000053;-0.000009;0.000161;0.000145;0.000211;0.000084;0.000154;0.000025;3.553276;32.520599;-1.942029;4.771784;15.210720;7.807219;0.151303;0.380148;0.454828;0.001740;0.454819;0.001758
0.001700;-0.000368;-0.000176;-0.000085;-0.000014;0.000055;0.000008;0.000149;0.000148;0.000211;0.000087;0.000155;0.000009;3.557091;32.520599;-1.945844;4.771784;21.398130;6.971181;0.093909;0.427323;0.454828;0.001740;0.454818;0.001758
0.001800;-0.000379;-0.000180;-0.000089;-0.000018;0.000053;0.000019;0.000141;0.000151;0.000215;0.000087;0.000158;-0.000009;3.560906;32.524422;-1.934399;4.779413;-20.997040;5.844698;0.001963;0.517225;0.454828;0.001740;0.454819;0.001757
0.001900;-0.000389;-0.000188;-0.000091;-0.000013;0.000066;0.000030;0.000138;0.000154;0.000218;0.000088;0.000158;-0.000008;3.560906;32.528229;-1.934399;4.783228;-64.538017;6.287922;0.013978;0.480990;0.454828;0.001740;0.454816;0.001759
0.002000;-0.000406;-0.000204;-0.000097;-0.000008;0.000076;0.000025;0.000149;0.000157;0.000224;0.000088;0.000162;0.000012;3.549462;32.520599;-1.945844;4.767969;-92.037567;6.878459;0.039983;0.455141;0.454827;0.001740;0.454812;0.001763
0.002100;-0.000417;-0.000216;-0.000100;-0.000003;0.000086;0.000020;0.000165;0.000165;0.000228;0.000090;0.000166;0.000023;3.557091;32.524422;-1.942029;4.771784;-41.621700;8.104860;0.089681;0.397375;0.454827;0.001740;0.454806;0.001770
0.002200;-0.000433;-0.000232;-0.000108;-0.000001;0.000093;0.000009;0.000185;0.000173;0.000237;0.000091;0.000171;0.000043;3.557091;32.524422;-1.942029;4.775599;-31.309389;8.936539;0.113046;0.379756;0.454828;0.001740;0.454800;0.001777
0.002300;-0.000439;-0.000241;-0.000110;0.000006;0.000105;0.000005;0.000197;0.000179;0.000243;0.000093;0.000172;0.000051;3.557091;32.524422;-1.942029;4.775599;-32.913509;10.169234;0.145775;0.338905;0.454828;0.001740;0.454791;0.001787
0.002400;-0.000443;-0.000248;-0.000114;0.000007;0.000105;0.000007;0.000204;0.000189;0.000249;0.000095;0.000173;0.000040;3.564720;32.528229;-1.934399;4.779413;-42.080051;10.265404;0.135289;0.343918;0.454828;0.001740;0.454785;0.001793
0.002500;-0.000459;-0.000259;-0.000123;-0.000002;0.000096;0.000007;0.000207;0.000198;0.000263;0.000095;0.000178;0.000027;3.560906;32.528229;-1.934399;4.779413;-50.559052;8.863150;0.067509;0.421405;0.454828;0.001740;0.454786;0.001790
0.002600;-0.000468;-0.000265;-0.000130;-0.000007;0.000092;0.000013;0.000209;0.000209;0.000271;0.000098;0.000179;0.000006;3.560906;32.528229;-1.934399;4.783228;-48.267429;8.058886;0.007738;0.478422;0.454828;0.001740;0.454786;0.001789
0.002700;-0.000472;-0.000271;-0.000136;-0.000012;0.000086;0.000021;0.000207;0.000217;0.000277;0.000096;0.000177;-0.000013;3.553276;32.524422;-1.942029;4.771784;-59.038090;6.910124;-0.088645;0.569483;0.454827;0.001740;0.454788;0.001785
0.002800;-0.000480;-0.000278;-0.000142;-0.000017;0.000081;0.000028;0.000207;0.000228;0.000281;0.000098;0.000178;-0.000030;3.560906;32.520599;-1.942029;4.779413;-50.559052;5.971374;-0.200680;0.676114;0.454829;0.001740;0.454792;0.001781
0.002900;-0.000490;-0.000286;-0.000143;-0.000014;0.000091;0.000036;0.000204;0.000230;0.000288;0.000097;0.000177;-0.000033;3.557091;32.524422;-1.942029;4.775599;-51.475712;6.158771;-0.200697;0.657080;0.454828;0.001740;0.454787;0.001785
0.003000;-0.000489;-0.000293;-0.000141;0;0.000111;0.000048;0.000204;0.000231;0.000287;0.000098;0.000172;-0.000029;3.560906;32.524422;-1.938214;4.779413;-55.142330;7.671711;-0.084941;0.513584;0.454828;0.001740;0.454772;0.001800
0.003100;-0.000490;-0.000301;-0.000139;0.000014;0.000130;0.000060;0.000198;0.000226;0.000288;0.000096;0.000166;-0.000023;3.560906;32.524422;-1.938214;4.779413;-62.246368;8.778325;-0.026358;0.434502;0.454828;0.001740;0.454758;0.001813
0.003200;-0.000502;-0.000313;-0.000139;0.000027;0.000152;0.000072;0.000196;0.000228;0.000292;0.000098;0.000166;-0.000013;3.557091;32.528229;-1.934399;4.775599;-56.058990;10.314694;0.032418;0.366161;0.454827;0.001740;0.454736;0.001832
0.003300;-0.000504;-0.000321;-0.000137;0.000042;0.000172;0.000085;0.000194;0.000225;0.000289;0.000098;0.000160;-0.000005;3.549462;32.516788;-1.949658;4.760340;-66.829651;11.612301;0.071266;0.313833;0.454827;0.001740;0.454713;0.001851
0.003400;-0.000519;-0.000331;-0.000140;0.000044;0.000178;0.000093;0.000196;0.000233;0.000297;0.000103;0.000165;-0.000013;3.549462;32.524422;-1.945844;4.764154;-57.892269;11.846559;0.064669;0.315417;0.454826;0.001740;0.454698;0.001861
0.003500;-0.000528;-0.000337;-0.000145;0.000040;0.000176;0.000103;0.000195;0.000242;0.000301;0.000105;0.000164;-0.000035;3.557091;32.524422;-1.942029;4.775599;-36.350948;10.903283;0.013359;0.349415;0.454828;0.001740;0.454698;0.001858
0.003600;-0.000535;-0.000356;-0.000164;0.000035;0.000162;0.000097;0.000206;0.000252;0.000282;0.000093;0.000158;-0.000034;3.602867;32.543491;-1.892438;4.840448;-26.038639;7.624351;-0.193024;0.512084;0.454834;0.001740;0.454738;0.001826
0.003700;-0.000547;-0.000362;-0.000174;0.000023;0.000152;0.000094;0.000221;0.000269;0.000295;0.000095;0.000166;-0.000057;3.549462;32.516788;-1.945844;4.764154;5.585876;6.835497;-0.295914;0.606112;0.454827;0.001740;0.454736;0.001821
0.003800;-0.000554;-0.000369;-0.000177;0.000010;0.000140;0.000086;0.000230;0.000282;0.000317;0.000099;0.000170;-0.000071;3.538018;32.516788;-1.961102;4.745081;-24.663639;6.319833;-0.372831;0.695765;0.454825;0.001740;0.454736;0.001818
0.003900;-0.000556;-0.000382;-0.000187;0.000013;0.000141;0.000080;0.000244;0.000295;0.000315;0.000094;0.000165;-0.000066;3.560906;32.528229;-1.942029;4.775599;-1.059845;6.005448;-0.436040;0.744937;0.454827;0.001740;0.454739;0.001817
0.004000;-0.000564;-0.000399;-0.000199;0.000021;0.000146;0.000072;0.000266;0.000302;0.000313;0.000088;0.000162;-0.000050;3.576164;32.528229;-1.915326;4.802301;1.919250;6.203499;-0.428783;0.733166;0.454831;0.001740;0.454735;0.001823
0.004100;-0.000559;-0.000409;-0.000202;0.000033;0.000156;0.000069;0.000281;0.000310;0.000312;0.000086;0.000157;-0.000042;3.568535;32.520599;-1.926770;4.790857;-18.705410;7.483523;-0.288326;0.606036;0.454830;0.001740;0.454708;0.001844
0.004200;-0.000570;-0.000424;-0.000209;0.000042;0.000163;0.000063;0.000292;0.000313;0.000325;0.000084;0.000161;-0.000027;3.560906;32.524422;-1.934399;4.783228;-4.955627;8.385724;-0.217921;0.554550;0.454829;0.001740;0.454683;0.001863
0.004300;-0.000578;-0.000427;-0.000200;0.000051;0.000180;0.000065;0.000296;0.000321;0.000357;0.000096;0.000169;-0.000029;3.541832;32.520599;-1.961102;4.745081;-3.351501;11.733364;-0.034206;0.405104;0.454824;0.001740;0.454605;0.001923
0.004400;-0.000565;-0.000441;-0.000213;0.000058;0.000178;0.000072;0.000301;0.000325;0.000329;0.000083;0.000151;-0.000031;3.549462;32.516788;-1.945844;4.764154;-25.580290;9.591285;-0.155381;0.481372;0.454827;0.001740;0.454637;0.001897
0.004500;-0.000578;-0.000448;-0.000218;0.000047;0.000175;0.000080;0.000300;0.000337;0.000347;0.000088;0.000157;-0.000050;3.538018;32.512970;-1.961102;4.741266;12.689910;9.266556;-0.195809;0.519243;0.454825;0.001740;0.454630;0.001899
0.004601;-0.000564;-0.000452;-0.000221;0.000045;0.000174;0.000093;0.000289;0.000341;0.000332;0.000085;0.000141;-0.000065;3.576164;32.532051;-1.919141;4.802301;3.752563;7.676567;-0.339893;0.612500;0.454830;0.001740;0.454661;0.001877
0.004701;-0.000580;-0.000459;-0.000226;0.000036;0.000174;0.000108;0.000282;0.000349;0.000345;0.000089;0.000145;-0.000083;3.576164;32.528229;-1.919141;4.798486;28.731319;6.944247;-0.450221;0.696671;0.454830;0.001740;0.454671;0.001868
0.004801;-0.000579;-0.000462;-0.000226;0.000029;0.000174;0.000125;0.000263;0.000348;0.000354;0.000088;0.000142;-0.000100;3.553276;32.528229;-1.945844;4.771784;2.835907;6.050499;-0.595978;0.799371;0.454827;0.001740;0.454682;0.001855
0.004901;-0.000581;-0.000468;-0.000227;0.000040;0.000191;0.000144;0.000255;0.000346;0.000349;0.000086;0.000135;-0.000105;3.568535;32.535858;-1.930585;4.783228;30.793791;6.402537;-0.560823;0.733352;0.454827;0.001740;0.454668;0.001865
0.005001;-0.000565;-0.000464;-0.000214;0.000065;0.000220;0.000168;0.000236;0.000336;0.000348;0.000089;0.000124;-0.000112;3.526573;32.512970;-1.972546;4.729822;4.669220;8.898283;-0.279401;0.490500;0.454823;0.001740;0.454591;0.001920
0.005101;-0.000549;-0.000483;-0.000227;0.000094;0.000240;0.000177;0.000241;0.000339;0.000295;0.000076;0.000100;-0.000089;3.579979;32.535858;-1.915326;4.809930;20.252291;8.266357;-0.346752;0.486868;0.454831;0.001740;0.454605;0.001912
0.005201;-0.000553;-0.000499;-0.000231;0.000117;0.000265;0.000174;0.000244;0.000352;0.000292;0.000081;0.000100;-0.000073;3.564720;32.528229;-1.934399;4.783228;78.918030;10.547285;-0.182236;0.378845;0.454828;0.001740;0.454525;0.001966
0.005301;-0.000576;-0.000520;-0.000238;0.000135;0.000288;0.000165;0.000260;0.000369;0.000306;0.000089;0.000109;-0.000054;3.553276;32.524422;-1.945844;4.767969;153.854294;12.996801;-0.076234;0.320176;0.454827;0.001740;0.454431;0.002029
0.005401;-0.000607;-0.000542;-0.000251;0.000135;0.000294;0.000156;0.000275;0.000392;0.000332;0.000097;0.000123;-0.000055;3.557091;32.524422;-1.942029;4.775599;140.792007;13.559514;-0.072655;0.332533;0.454828;0.001740;0.454391;0.002053
0.005501;-0.000612;-0.000556;-0.000264;0.000126;0.000290;0.000153;0.000278;0.000408;0.000344;0.000093;0.000118;-0.000069;3.560906;32.528229;-1.942029;4.775599;98.626038;12.050741;-0.153616;0.389182;0.454827;0.001740;0.454419;0.002028
0.005601;-0.000622;-0.000568;-0.000276;0.000116;0.000288;0.000149;0.000286;0.000429;0.000356;0.000094;0.000118;-0.000085;3.557091;32.524422;-1.945844;4.767969;83.959633;11.140271;-0.222039;0.440875;0.454827;0.001740;0.454431;0.002016
0.005701;-0.000633;-0.000585;-0.000291;0.000103;0.000279;0.000145;0.000291;0.000442;0.000370;0.000088;0.000117;-0.000090;3.557091;32.528229;-1.942029;4.775599;94.042793;9.248412;-0.376942;0.556664;0.454827;0.001740;0.454486;0.001977
0.005801;-0.000624;-0.000589;-0.000297;0.000098;0.000280;0.000151;0.000292;0.000458;0.000370;0.000088;0.000108;-0.000115;3.557091;32.524422;-1.945844;4.767969;53.710110;8.580687;-0.461158;0.603067;0.454827;0.001740;0.454498;0.001966
0.005901;-0.000628;-0.000603;-0.000306;0.000102;0.000286;0.000152;0.000292;0.000464;0.000381;0.000081;0.000102;-0.000107;3.557091;32.528229;-1.942029;4.771784;64.480766;8.381075;-0.495119;0.625420;0.454827;0.001740;0.454493;0.001967
0.006001;-0.000628;-0.000617;-0.000311;0.000119;0.000304;0.000150;0.000301;0.000476;0.000385;0.000080;0.000096;-0.000094;3.553276;32.528229;-1.942029;4.767969;39.501980;10.121112;-0.343410;0.517469;0.454826;0.001740;0.454407;0.002024
0.006101;-0.000627;-0.000631;-0.000316;0.000136;0.000320;0.000152;0.000299;0.000479;0.000393;0.000074;0.000089;-0.000080;3.557091;32.524422;-1.945844;4.771784;54.168430;11.234045;-0.271467;0.462388;0.454827;0.001740;0.454343;0.002065
0.006201;-0.000619;-0.000640;-0.000316;0.000157;0.000343;0.000159;0.000300;0.000487;0.000393;0.000072;0.000076;-0.000075;3.553276;32.524422;-1.942029;4.767969;27.814671;13.102571;-0.176218;0.386116;0.454827;0.001740;0.454238;0.002131
0.006301;-0.000622;-0.000655;-0.000320;0.000174;0.000360;0.000161;0.000299;0.000490;0.000402;0.000066;0.000070;-0.000056;3.553276;32.524422;-1.949658;4.767969;43.856079;14.395197;-0.125484;0.349153;0.454827;0.001740;0.454153;0.002183
0.006401;-0.000617;-0.000662;-0.000322;0.000182;0.000372;0.000171;0.000295;0.000499;0.000403;0.000066;0.000061;-0.000067;3.553276;32.524422;-1.945844;4.767969;28.043850;14.895857;-0.115562;0.333460;0.454827;0.001740;0.454102;0.002211
0.006501;-0.000616;-0.000668;-0.000327;0.000179;0.000377;0.000186;0.000283;0.000506;0.000409;0.000061;0.000053;-0.000084;3.549462;32.520599;-1.949658;4.764154;39.272831;13.957442;-0.164833;0.354924;0.454827;0.001740;0.454123;0.002192
0.006601;-0.000624;-0.000680;-0.000334;0.000175;0.000381;0.000197;0.000277;0.000518;0.000415;0.000059;0.000051;-0.000095;3.557091;32.524422;-1.942029;4.764154;43.397770;13.199162;-0.214228;0.381715;0.454826;0.001740;0.454137;0.002179
0.006701;-0.000621;-0.000686;-0.000340;0.000173;0.000384;0.000209;0.000267;0.000528;0.000421;0.000054;0.000043;-0.000115;3.549462;32.516788;-1.953473;4.760340;43.626919;12.299934;-0.275973;0.409475;0.454827;0.001740;0.454163;0.002158
0.006801;-0.000623;-0.000695;-0.000347;0.000169;0.000385;0.000214;0.000265;0.000543;0.000425;0.000052;0.000038;-0.000131;3.553276;32.528229;-1.942029;4.771784;72.501457;11.450004;-0.344385;0.446747;0.454827;0.001740;0.454189;0.002138
0.006901;-0.000633;-0.000710;-0.000356;0.000175;0.000391;0.000209;0.000271;0.000555;0.000436;0.000045;0.000036;-0.000122;3.541832;32.520599;-1.953473;4.752710;81.438812;11.573666;-0.347062;0.450647;0.454825;0.001740;0.454161;0.002152
0.007001;-0.000633;-0.000726;-0.000362;0.000191;0.000401;0.000197;0.000287;0.000570;0.000441;0.000041;0.000031;-0.000106;3.553276;32.524422;-1.942029;4.767969;93.584473;12.954872;-0.268950;0.406630;0.454827;0.001740;0.454060;0.002212
0.007101;-0.000629;-0.000738;-0.000368;0.000209;0.000413;0.000187;0.000296;0.000582;0.000451;0.000036;0.000025;-0.000097;3.553276;32.524422;-1.942029;4.764154;72.501457;14.284619;-0.207210;0.369571;0.454826;0.001740;0.453955;0.002272
0.007201;-0.000633;-0.000756;-0.000376;0.000223;0.000421;0.000173;0.000313;0.000599;0.000460;0.000033;0.000021;-0.000077;3.553276;32.528229;-1.942029;4.771784;69.980682;15.574664;-0.158646;0.346057;0.454827;0.001740;0.453851;0.002333
0.007301;-0.000642;-0.000773;-0.000381;0.000239;0.000437;0.000161;0.000334;0.000623;0.000470;0.000037;0.000021;-0.000068;3.553276;32.524422;-1.945844;4.771784;45.689388;17.909379;-0.088885;0.307350;0.454827;0.001740;0.453676;0.002436
0.007401;-0.000648;-0.000789;-0.000391;0.000240;0.000438;0.000155;0.000338;0.000639;0.000488;0.000031;0.000018;-0.000071;3.557091;32.524422;-1.942029;4.775599;52.793461;17.514212;-0.110065;0.323675;0.454828;0.001740;0.453675;0.002435
0.007501;-0.000634;-0.000791;-0.000395;0.000238;0.000437;0.000160;0.000329;0.000649;0.000493;0.000023;0.000004;-0.000097;3.557091;32.528229;-1.938214;4.775599;34.460419;16.230682;-0.161915;0.346950;0.454827;0.001740;0.453732;0.002398
0.007601;-0.000637;-0.000806;-0.000406;0.000231;0.000433;0.000159;0.000332;0.000669;0.000502;0.000020;-0.000001;-0.000107;3.560906;32.528229;-1.942029;4.775599;81.438812;15.182542;-0.215409;0.381705;0.454827;0.001740;0.453778;0.002368
0.007701;-0.000643;-0.000817;-0.000415;0.000224;0.000431;0.000161;0.000329;0.000685;0.000515;0.000017;-0.000002;-0.000120;3.557091;32.528229;-1.938214;4.771784;38.585361;14.174600;-0.274721;0.419620;0.454827;0.001740;0.453824;0.002339
0.007801;-0.000635;-0.000826;-0.000422;0.000221;0.000431;0.000169;0.000322;0.000699;0.000518;0.000011;-0.000013;-0.000138;3.557091;32.528229;-1.938214;4.771784;71.355652;13.103826;-0.345339;0.455062;0.454827;0.001740;0.453878;0.002305
0.007901;-0.000638;-0.000838;-0.000426;0.000233;0.000446;0.000174;0.000318;0.000711;0.000522;0.000008;-0.000020;-0.000136;3.557091;32.524422;-1.942029;4.767969;39.043671;13.845916;-0.312519;0.429189;0.454827;0.001740;0.453801;0.002349
0.008001;-0.000637;-0.000853;-0.000429;0.000255;0.000464;0.000178;0.000313;0.000716;0.000527;0.000001;-0.000028;-0.000120;3.557091;32.524422;-1.942029;4.775599;65.397400;15.128177;-0.252693;0.387050;0.454828;0.001740;0.453683;0.002418
0.008101;-0.000626;-0.000859;-0.000426;0.000284;0.000493;0.000192;0.000302;0.000719;0.000525;-0.000001;-0.000041;-0.000117;3.553276;32.524422;-1.945844;4.771784;37.210361;17.377773;-0.166817;0.323246;0.454827;0.001740;0.453487;0.002529
0.008201;-0.000617;-0.000868;-0.000426;0.000311;0.000518;0.000207;0.000287;0.000716;0.000526;-0.000010;-0.000055;-0.000106;3.560906;32.528229;-1.942029;4.775599;59.439178;18.800928;-0.123085;0.286053;0.454827;0.001740;0.453355;0.002601
0.008301;-0.000614;-0.000879;-0.000424;0.000339;0.000545;0.000219;0.000280;0.000722;0.000523;-0.000012;-0.000064;-0.000096;3.549462;32.520599;-1.949658;4.764154;36.293701;21.023729;-0.067128;0.247196;0.454827;0.001740;0.453161;0.002705
0.008401;-0.000622;-0.000894;-0.000433;0.000347;0.000550;0.000222;0.000274;0.000729;0.000533;-0.000017;-0.000065;-0.000091;3.557091;32.524422;-1.942029;4.771784;67.001556;20.683680;-0.081044;0.254510;0.454827;0.001740;0.453169;0.002692
0.008501;-0.000620;-0.000901;-0.000437;0.000348;0.000555;0.000232;0.000267;0.000743;0.000533;-0.000019;-0.000072;-0.000111;3.557091;32.524422;-1.945844;4.767969;51.189301;20.195531;-0.102325;0.260067;0.454827;0.001740;0.453188;0.002673
0.008601;-0.000628;-0.000914;-0.000448;0.000343;0.000550;0.000230;0.000264;0.000756;0.000544;-0.000025;-0.000073;-0.000119;3.549462;32.524422;-1.949658;4.764154;70.439003;18.717501;-0.153425;0.288744;0.454826;0.001740;0.453286;0.002611
0.008701;-0.000628;-0.000923;-0.000456;0.000338;0.000546;0.000225;0.000272;0.000778;0.000548;-0.000027;-0.000078;-0.000135;3.553276;32.524422;-1.945844;4.767969;29.418819;17.933102;-0.189266;0.308474;0.454827;0.001740;0.453328;0.002582
0.008801;-0.000644;-0.000936;-0.000465;0.000332;0.000545;0.000218;0.000281;0.000802;0.000566;-0.000025;-0.000075;-0.000153;3.553276;32.524422;-1.942029;4.767969;17.502350;17.451601;-0.220421;0.330887;0.454827;0.001740;0.453346;0.002568
0.008901;-0.000652;-0.000954;-0.000475;0.000338;0.000550;0.000209;0.000293;0.000820;0.000576;-0.000030;-0.000079;-0.000144;3.553276;32.520599;-1.942029;4.767969;-12.518010;17.621300;-0.222367;0.335133;0.454827;0.001740;0.453309;0.002586
0.009001;-0.000659;-0.000970;-0.000481;0.000356;0.000564;0.000200;0.000302;0.000834;0.000588;-0.000035;-0.000080;-0.000130;3.560906;32.528229;-1.938214;4.771784;-15.267970;19.055538;-0.177608;0.313232;0.454827;0.001740;0.453163;0.002663
0.009101;-0.000657;-0.000986;-0.000487;0.000374;0.000576;0.000194;0.000312;0.000847;0.000593;-0.000040;-0.000088;-0.000115;3.553276;32.524422;-1.945844;4.771784;-7.705597;20.415770;-0.140469;0.292797;0.454827;0.001740;0.453026;0.002737
0.009201;-0.000656;-0.000998;-0.000490;0.000394;0.000592;0.000189;0.000318;0.000858;0.000600;-0.000044;-0.000093;-0.000105;3.557091;32.524422;-1.938214;4.775599;-32.455200;21.983222;-0.102262;0.270666;0.454828;0.001740;0.452874;0.002818
0.009301;-0.000647;-0.001010;-0.000493;0.000415;0.000607;0.000187;0.000322;0.000867;0.000603;-0.000049;-0.000104;-0.000094;3.557091;32.524422;-1.942029;4.775599;-7.476410;23.497101;-0.069671;0.249978;0.454828;0.001740;0.452730;0.002892
