#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1]
0.006301;-0.000255;-0.000015;-0.000004;0.000057;0.000129;0.000178;0.000089;0.000058;0.000114;0.000066;-0.000089;-0.000245;3.522759;32.047581;-1.938214;4.783228;1.332420;3.236183;-0.633484;0.000176;146.321764;47.765837
0.006401;-0.000242;-0.000030;0.000013;0.000022;0.000136;0.000182;0.000095;0.000058;0.000128;0.000062;-0.000048;-0.000266;3.522759;32.043770;-1.942029;4.775599;2.593393;4.343933;-0.349500;0.044760;146.340854;47.788728
0.006501;-0.000231;-0.000046;0.000029;-0.000016;0.000138;0.000179;0.000112;0.000063;0.000147;0.000058;-0.000005;-0.000287;3.522759;32.047581;-1.938214;4.783228;3.812301;5.490276;-0.179422;0.086460;146.321764;47.765837
0.006601;-0.000242;-0.000052;0.000026;-0.000026;0.000137;0.000173;0.000132;0.000073;0.000157;0.000058;0.000001;-0.000298;3.522759;32.047581;-1.938214;4.787043;3.557611;5.426179;-0.215290;0.118029;146.302688;47.765837
0.006701;-0.000280;-0.000045;0.000004;0.000005;0.000131;0.000166;0.000153;0.000089;0.000156;0.000065;-0.000039;-0.000295;3.522759;32.047581;-1.934399;4.787043;1.939559;4.297270;-0.471642;0.147517;146.302688;47.742948
0.006802;-0.000318;-0.000038;-0.000018;0.000036;0.000126;0.000164;0.000173;0.000105;0.000155;0.000073;-0.000081;-0.000294;3.522759;32.047581;-1.938214;4.787043;0.390308;3.224173;-0.890762;0.187340;146.302688;47.765837
0.006902;-0.000355;-0.000030;-0.000039;0.000069;0.000124;0.000164;0.000190;0.000119;0.000153;0.000081;-0.000123;-0.000295;3.526573;32.047581;-1.930585;4.787043;-1.096570;2.199692;-1.685773;0.247942;146.302688;47.742948
0.007002;-0.000394;-0.000021;-0.000059;0.000102;0.000124;0.000170;0.000205;0.000131;0.000151;0.000088;-0.000167;-0.000298;3.526573;32.047581;-1.934399;4.787043;-2.505246;1.235632;-3.667381;0.367605;146.302688;47.765832
0.007102;-0.000409;-0.000021;-0.000059;0.000107;0.000131;0.000182;0.000214;0.000137;0.000157;0.000093;-0.000175;-0.000316;3.526573;32.047581;-1.934399;4.787043;-2.338968;1.578558;-2.931353;0.286430;146.302688;47.765832
0.007202;-0.000397;-0.000032;-0.000039;0.000073;0.000147;0.000202;0.000216;0.000135;0.000175;0.000091;-0.000139;-0.000352;3.526573;32.047581;-1.938214;4.787043;-0.618502;3.140654;-1.274495;0.180692;146.302688;47.788721
0.007302;-0.000384;-0.000045;-0.000021;0.000042;0.000164;0.000227;0.000219;0.000133;0.000186;0.000087;-0.000105;-0.000390;3.522759;32.043770;-1.934399;4.787043;0.730417;4.337527;-0.826013;0.146846;146.283634;47.742948
0.007402;-0.000361;-0.000060;-0.000004;0.000012;0.000177;0.000245;0.000214;0.000126;0.000192;0.000081;-0.000074;-0.000411;3.511315;32.043770;-1.953473;4.764154;1.981518;5.318269;-0.584700;0.129174;146.398079;47.788728
0.007502;-0.000341;-0.000071;0.000017;-0.000018;0.000193;0.000269;0.000205;0.000118;0.000205;0.000079;-0.000039;-0.000435;3.503685;32.039951;-1.957288;4.756525;4.010972;7.056658;-0.325610;0.105051;146.417131;47.765838
0.007602;-0.000346;-0.000074;0.000021;-0.000017;0.000207;0.000291;0.000197;0.000114;0.000206;0.000081;-0.000041;-0.000448;3.507500;32.039951;-1.957288;4.760340;4.419701;7.427750;-0.305728;0.088666;146.398056;47.788728
0.007702;-0.000373;-0.000071;-0.000005;0.000027;0.000214;0.000309;0.000194;0.000115;0.000169;0.000070;-0.000096;-0.000434;3.515130;32.043770;-1.942029;4.779413;1.463051;4.661261;-0.826518;0.059935;146.321783;47.742954
0.007802;-0.000408;-0.000060;-0.000018;0.000068;0.000227;0.000332;0.000184;0.000113;0.000164;0.000078;-0.000139;-0.000433;3.511315;32.043770;-1.953473;4.764154;0.824717;4.232213;-1.031785;0.002812;146.398079;47.788728
0.007902;-0.000436;-0.000057;-0.000039;0.000111;0.000234;0.000345;0.000177;0.000111;0.000135;0.000071;-0.000189;-0.000415;3.534203;32.051399;-1.922956;4.798486;-1.684323;1.867866;-3.046565;-0.173781;146.264565;47.742954
0.008002;-0.000476;-0.000050;-0.000058;0.000149;0.000240;0.000355;0.000182;0.000117;0.000125;0.000074;-0.000231;-0.000408;3.545647;32.059021;-1.911511;4.817560;-3.174271;0.702940;-9.332230;-0.710673;146.207304;47.742947
0.008102;-0.000493;-0.000056;-0.000062;0.000152;0.000241;0.000351;0.000191;0.000121;0.000133;0.000072;-0.000231;-0.000406;3.507500;32.039951;-1.953473;4.756525;-3.523104;0.463163;-14.649685;-0.913365;146.417131;47.765837
0.008202;-0.000483;-0.000075;-0.000050;0.000116;0.000244;0.000350;0.000211;0.000129;0.000152;0.000072;-0.000191;-0.000425;3.522759;32.047581;-1.938214;4.779413;-2.057775;1.927578;-3.190478;-0.058981;146.340837;47.765837
0.008302;-0.000464;-0.000097;-0.000041;0.000079;0.000240;0.000343;0.000230;0.000135;0.000165;0.000071;-0.000156;-0.000435;3.526573;32.047581;-1.934399;4.787043;-1.178759;2.778858;-2.055818;0.070300;146.302688;47.765832
0.008402;-0.000452;-0.000112;-0.000024;0.000041;0.000244;0.000344;0.000248;0.000142;0.000195;0.000075;-0.000113;-0.000462;3.522759;32.047581;-1.938214;4.779413;0.927333;4.850965;-0.988470;0.108623;146.340837;47.765837
0.008502;-0.000432;-0.000130;-0.000009;0.000003;0.000244;0.000340;0.000261;0.000146;0.000215;0.000072;-0.000075;-0.000478;3.541832;32.055210;-1.922956;4.809930;2.344376;6.144789;-0.674758;0.130902;146.226401;47.788728
0.008602;-0.000439;-0.000134;-0.000008;-0.000006;0.000246;0.000340;0.000273;0.000154;0.000238;0.000077;-0.000068;-0.000490;3.499871;32.036140;-1.964917;4.748896;3.157778;7.091121;-0.541821;0.138376;146.436222;47.788728
0.008702;-0.000470;-0.000132;-0.000036;0.000029;0.000241;0.000339;0.000293;0.000168;0.000220;0.000074;-0.000117;-0.000483;3.511315;32.039951;-1.953473;4.764154;0.598000;4.939713;-1.048130;0.172758;146.378987;47.788728
0.008802;-0.000497;-0.000130;-0.000061;0.000064;0.000236;0.000333;0.000303;0.000177;0.000203;0.000068;-0.000164;-0.000465;3.541832;32.055210;-1.915326;4.809930;-2.044012;2.589172;-2.506707;0.273729;146.226401;47.742948
0.008902;-0.000529;-0.000122;-0.000080;0.000097;0.000235;0.000334;0.000307;0.000185;0.000206;0.000072;-0.000204;-0.000457;3.507500;32.039951;-1.953473;4.760340;-3.191077;1.737512;-4.105412;0.356516;146.398056;47.765837
0.009002;-0.000560;-0.000116;-0.000101;0.000134;0.000239;0.000343;0.000316;0.000193;0.000193;0.000071;-0.000252;-0.000455;3.522759;32.047581;-1.938214;4.779413;-5.003184;0.253949;-32.174000;1.644522;146.340837;47.765837
0.009102;-0.000562;-0.000121;-0.000107;0.000144;0.000244;0.000354;0.000316;0.000193;0.000182;0.000067;-0.000268;-0.000454;3.530388;32.047581;-1.930585;4.790857;-5.693219;-0.414968;20.715110;-0.717910;146.283619;47.765839
0.009202;-0.000542;-0.000130;-0.000082;0.000114;0.000263;0.000379;0.000308;0.000188;0.000204;0.000070;-0.000231;-0.000486;3.526573;32.043770;-1.934399;4.783228;-2.890536;2.136606;-3.484703;0.178654;146.302710;47.765832
0.009302;-0.000518;-0.000143;-0.000059;0.000085;0.000278;0.000399;0.000294;0.000178;0.000216;0.000070;-0.000199;-0.000504;3.541832;32.055210;-1.919141;4.809930;-0.892590;3.806482;-1.733220;0.111069;146.226401;47.765838
0.009402;-0.000492;-0.000156;-0.000039;0.000060;0.000296;0.000426;0.000281;0.000167;0.000222;0.000066;-0.000169;-0.000525;3.503685;32.043770;-1.953473;4.760340;0.964507;5.333491;-1.097680;0.076458;146.417148;47.742948
0.009502;-0.000475;-0.000165;-0.000013;0.000031;0.000317;0.000454;0.000266;0.000158;0.000245;0.000072;-0.000130;-0.000553;3.496056;32.036140;-1.968732;4.741266;3.955918;8.040958;-0.572460;0.059335;146.474373;47.788728
0.009602;-0.000476;-0.000175;-0.000013;0.000031;0.000323;0.000461;0.000265;0.000157;0.000234;0.000069;-0.000136;-0.000550;3.541832;32.055210;-1.915326;4.813745;3.375005;7.451972;-0.663489;0.056898;146.207325;47.742948
0.009702;-0.000511;-0.000173;-0.000037;0.000065;0.000318;0.000454;0.000280;0.000168;0.000228;0.000068;-0.000174;-0.000536;3.503685;32.036140;-1.957288;4.752710;1.370740;5.825469;-1.023001;0.063462;146.417153;47.765838
0.009802;-0.000552;-0.000169;-0.000059;0.000095;0.000311;0.000441;0.000303;0.000186;0.000235;0.000075;-0.000208;-0.000526;3.496056;32.036140;-1.968732;4.741266;0.162321;5.096417;-1.293785;0.085783;146.474373;47.788728
0.009902;-0.000583;-0.000173;-0.000092;0.000128;0.000298;0.000425;0.000332;0.000204;0.000210;0.000067;-0.000257;-0.000505;3.526573;32.051399;-1.930585;4.794672;-3.262723;2.131249;-3.866321;0.175862;146.283636;47.742948
0.010002;-0.000616;-0.000170;-0.000115;0.000157;0.000288;0.000408;0.000351;0.000219;0.000212;0.000071;-0.000295;-0.000488;3.526573;32.047581;-1.934399;4.787043;-4.907643;0.900544;-10.025694;0.459952;146.302688;47.765832
0.010102;-0.000628;-0.000173;-0.000119;0.000159;0.000288;0.000407;0.000368;0.000231;0.000224;0.000080;-0.000302;-0.000496;3.541832;32.055210;-1.919141;4.809930;-4.523305;1.540330;-5.794993;0.350564;146.226401;47.765838
