#timeI (float32)[1];inputMirnov0 (float32)[1];inputMirnov1 (float32)[1];inputMirnov2 (float32)[1];inputMirnov3 (float32)[1];inputMirnov4 (float32)[1];inputMirnov5 (float32)[1];inputMirnov6 (float32)[1];inputMirnov7 (float32)[1];inputMirnov8 (float32)[1];inputMirnov9 (float32)[1];inputMirnov10 (float32)[1];inputMirnov11 (float32)[1];langmuir_top (float32)[1];langmuir_outer (float32)[1];langmuir_bottom (float32)[1];langmuir_inner (float32)[1];rogowski_coil (float32)[1];outputFusedR (float32)[1];outputFusedZ (float32)[1];vertical_reference (float32)[1];vertical_current_request (float32)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;-0.005826;0.065248;0.072126;0.072090;0;0.480253;0.002306;0;0
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;-0.005826;0.069063;0.072126;0.072090;0;0.480287;0.002307;0.001243;0
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;-0.005826;0.065248;0.068311;0.075904;0;0.480292;0.002306;0.001545;0
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;-0.009641;0.069063;0.072126;0.072090;0;0.480287;0.002307;0.002679;0.011163
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;-0.009641;0.065248;0.072126;0.072090;0;0.480289;0.002307;0.002939;0.018956
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;-0.005826;0.069063;0.068311;0.072090;0;0.480287;0.002306;0.003423;0.033499
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;-0.005826;0.069063;0.072126;0.072090;0;0.480287;0.002307;0.003645;0.040148
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;-0.013456;0.065248;0.064496;0.064460;0;0.480284;0.002307;0.003853;0.046380
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;-0.009641;0.065248;0.068311;0.068275;-0.413401;0.480287;0.002307;0.004222;0.057452
-0.000100;-0.000004;-0.000004;0;-0.000008;-0.000008;0;0;0.000005;0;0;0.000004;-0.000004;-0.017270;0.061433;0.060682;0.060645;-1.228734;0.480282;0.002306;0.004382;0.062258
0;-0.000011;-0.000007;-0.000004;-0.000015;-0.000016;-0.000014;0.000014;0.000009;0.000004;0.000006;0.000007;0;-0.009641;0.061433;0.064496;0.068275;-1.789187;0.480285;0.002306;0.004524;0.066554
0.000100;-0.000079;-0.000028;-0.000014;-0.000023;-0.000019;-0.000050;0.000055;0.000041;0.000061;0.000047;0.000052;0.000029;-0.059232;0.042360;0.007276;-0.008019;1.110212;0.480242;0.002304;0.004755;0.073539
0.000200;-0.000140;-0.000046;-0.000025;-0.000030;-0.000019;-0.000077;0.000101;0.000068;0.000100;0.000089;0.000085;0.000037;-0.024900;0.057619;0.060682;0.033943;2.808848;0.480248;0.002306;0.004843;0.076121
0.000300;-0.000183;-0.000071;-0.000039;-0.000038;-0.000027;-0.000100;0.000133;0.000086;0.000126;0.000101;0.000100;0.000057;-0.013456;0.061433;0.060682;0.060645;2.562479;0.480262;0.002305;0.004961;0.079680
0.000400;-0.000208;-0.000085;-0.000049;-0.000038;-0.000027;-0.000114;0.000160;0.000104;0.000143;0.000113;0.000111;0.000070;-0.013456;0.057619;0.064496;0.064460;2.904405;0.480262;0.002306;0.005000;0.080833
0.000500;-0.000243;-0.000103;-0.000060;-0.000046;-0.000031;-0.000127;0.000183;0.000117;0.000165;0.000130;0.000129;0.000078;-0.009641;0.061433;0.064496;0.064460;3.043719;0.480257;0.002306;0.004990;0.080515
0.000600;-0.000258;-0.000110;-0.000070;-0.000061;-0.000039;-0.000132;0.000188;0.000126;0.000174;0.000130;0.000137;0.000074;-0.002012;0.065248;0.075940;0.072090;1.484148;0.480264;0.002308;0.004843;0.076056
0.000700;-0.000276;-0.000124;-0.000077;-0.000072;-0.000047;-0.000132;0.000202;0.000140;0.000187;0.000142;0.000148;0.000070;-0.009641;0.065248;0.075940;0.072090;0.993066;0.480264;0.002310;0.004755;0.073365
0.000800;-0.000286;-0.000128;-0.000085;-0.000080;-0.000054;-0.000132;0.000202;0.000149;0.000191;0.000142;0.000152;0.000061;-0.005826;0.065248;0.072126;0.064460;0.229330;0.480263;0.002309;0.004524;0.066446
0.000900;-0.000297;-0.000135;-0.000088;-0.000091;-0.000054;-0.000123;0.000202;0.000158;0.000200;0.000148;0.000159;0.000049;-0.005826;0.065248;0.075940;0.068275;0.068889;0.480266;0.002310;0.004382;0.062131
0.001000;-0.000308;-0.000142;-0.000092;-0.000091;-0.000050;-0.000118;0.000206;0.000162;0.000204;0.000148;0.000159;0.000049;-0.009641;0.065248;0.064496;0.072090;0.063549;0.480268;0.002310;0.004045;0.052039
0.001100;-0.000308;-0.000142;-0.000092;-0.000080;-0.000035;-0.000104;0.000197;0.000158;0.000204;0.000148;0.000155;0.000045;-0.005826;0.061433;0.041608;0.068275;1.609268;0.480264;0.002309;0.003853;0.046308
0.001200;-0.000319;-0.000149;-0.000095;-0.000072;-0.000019;-0.000091;0.000197;0.000158;0.000208;0.000148;0.000155;0.000053;0.009432;0.069063;0.041608;0.075904;2.759795;0.480258;0.002310;0.003423;0.033384
0.001300;-0.000329;-0.000156;-0.000095;-0.000061;-0.000008;-0.000082;0.000188;0.000149;0.000208;0.000148;0.000155;0.000061;0.017062;0.091951;0.072126;0.072090;3.564255;0.480239;0.002315;0.003187;0.026169
0.001400;-0.000344;-0.000163;-0.000099;-0.000053;0.000004;-0.000077;0.000197;0.000153;0.000213;0.000154;0.000159;0.000070;0.032320;0.107210;0.045423;0.094978;4.880514;0.480236;0.002314;0.002679;0.010942
0.001500;-0.000351;-0.000174;-0.000102;-0.000053;0.000008;-0.000073;0.000197;0.000158;0.000217;0.000154;0.000163;0.000070;0.066653;0.152986;0.037794;-0.011834;5.203951;0.480138;0.002312;0.002409;0.002905
0.001600;-0.000365;-0.000185;-0.000109;-0.000065;0;-0.000077;0.000211;0.000171;0.000226;0.000160;0.000170;0.000061;0.104799;0.214021;0.068311;-0.385673;4.789578;0.479863;0.002312;0.001841;0
0.001700;-0.000369;-0.000192;-0.000116;-0.000072;-0.000012;-0.000086;0.000224;0.000185;0.000230;0.000160;0.000174;0.000053;0.162020;0.297944;0.110273;-0.759512;3.655118;0.479574;0.002311;0.001545;0
0.001800;-0.000376;-0.000199;-0.000123;-0.000083;-0.000023;-0.000095;0.000238;0.000198;0.000239;0.000166;0.000177;0.000045;0.398530;0.351349;0.045423;-1.259236;3.009265;0.479225;0.002274;0.000937;0
0.001900;-0.000387;-0.000210;-0.000134;-0.000095;-0.000035;-0.000104;0.000247;0.000212;0.000247;0.000166;0.000185;0.000037;0.825775;0.481049;-0.038500;-2.025988;1.593711;0.478662;0.002207;0.000627;0
0.002000;-0.000390;-0.000217;-0.000137;-0.000099;-0.000035;-0.000109;0.000257;0.000221;0.000252;0.000166;0.000181;0.000029;1.283538;0.694671;0.106458;-2.884293;1.060030;0.477982;0.002168;0;0
0.002100;-0.000397;-0.000224;-0.000144;-0.000095;-0.000031;-0.000114;0.000266;0.000225;0.000260;0.000166;0.000181;0.000037;1.958737;1.099028;0.220898;-4.295727;0.837691;0.476824;0.002101;-0.000314;0
0.002200;-0.000412;-0.000238;-0.000151;-0.000095;-0.000027;-0.000118;0.000279;0.000234;0.000269;0.000166;0.000185;0.000045;2.645381;1.373686;0.404004;-4.799265;0.922743;0.476323;0.002041;-0.000937;0
