#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1]
0.000900;-0.000410;-0.000166;-0.000128;0.000017;-0.000078;-0.000112;0.000173;0.000104;0.000154;0.000078;0.000130;0.000204;3.526573;32.085732;-1.934399;4.775599;-6.777795;-1.261989;1.498300;-2.602109;146.550663;47.765832
0.001000;-0.000443;-0.000181;-0.000144;0.000023;-0.000088;-0.000128;0.000197;0.000118;0.000161;0.000086;0.000137;0.000227;3.518944;32.078098;-1.945844;4.764154;-6.947658;-1.360376;1.509639;-2.636845;146.569722;47.788728
0.001100;-0.000446;-0.000212;-0.000139;-0.000018;-0.000098;-0.000149;0.000226;0.000130;0.000186;0.000086;0.000199;0.000231;3.526573;32.081909;-1.934399;4.775599;-5.384540;-0.147847;9.587418;-28.056632;146.531551;47.765832
0.001200;-0.000459;-0.000246;-0.000134;-0.000059;-0.000103;-0.000168;0.000261;0.000150;0.000214;0.000095;0.000268;0.000234;3.530388;32.085732;-1.930585;4.779413;-2.944269;1.997968;-0.219159;2.403087;146.531591;47.765839
0.001300;-0.000476;-0.000279;-0.000130;-0.000100;-0.000105;-0.000185;0.000291;0.000172;0.000250;0.000105;0.000337;0.000227;3.530388;32.085732;-1.930585;4.783228;-0.314491;4.195858;0.121376;1.303247;146.512518;47.765839
0.001400;-0.000497;-0.000315;-0.000126;-0.000140;-0.000105;-0.000201;0.000321;0.000195;0.000289;0.000117;0.000407;0.000220;3.534203;32.085732;-1.930585;4.787043;2.360286;6.401379;0.222896;0.962781;146.493442;47.788728
0.001501;-0.000532;-0.000342;-0.000136;-0.000157;-0.000105;-0.000213;0.000350;0.000221;0.000320;0.000128;0.000441;0.000216;3.530388;32.085732;-1.930585;4.779413;3.675097;7.416406;0.221591;0.902929;146.531591;47.765839
0.001601;-0.000600;-0.000358;-0.000172;-0.000128;-0.000111;-0.000228;0.000383;0.000254;0.000338;0.000147;0.000422;0.000231;3.530388;32.085732;-1.930585;4.783228;3.178505;6.952055;0.137310;1.016555;146.512518;47.765839
0.001701;-0.000663;-0.000370;-0.000206;-0.000098;-0.000114;-0.000236;0.000410;0.000285;0.000354;0.000165;0.000398;0.000240;3.530388;32.085732;-1.930585;4.783228;2.662667;6.435876;0.037110;1.143604;146.512518;47.765839
0.001801;-0.000736;-0.000389;-0.000243;-0.000069;-0.000118;-0.000247;0.000437;0.000314;0.000372;0.000178;0.000380;0.000263;3.530388;32.085732;-1.926770;4.783228;1.673128;5.514536;-0.116865;1.398732;146.512518;47.742949
0.001901;-0.000779;-0.000398;-0.000276;-0.000038;-0.000122;-0.000252;0.000456;0.000334;0.000378;0.000184;0.000345;0.000272;3.534203;32.085732;-1.926770;4.787043;0.270545;4.036518;-0.425160;1.939362;146.493442;47.765838
0.002001;-0.000799;-0.000410;-0.000290;-0.000028;-0.000118;-0.000245;0.000464;0.000347;0.000386;0.000191;0.000337;0.000268;3.530388;32.085732;-1.926770;4.783228;0.433930;3.985581;-0.502178;1.993120;146.512518;47.742949
0.002101;-0.000787;-0.000434;-0.000279;-0.000062;-0.000104;-0.000230;0.000461;0.000348;0.000412;0.000191;0.000382;0.000251;3.526573;32.081909;-1.934399;4.775599;2.541069;5.791517;-0.204964;1.418625;146.531551;47.765832
0.002201;-0.000782;-0.000462;-0.000268;-0.000097;-0.000091;-0.000216;0.000458;0.000348;0.000433;0.000188;0.000430;0.000237;3.534203;32.089539;-1.926770;4.787043;3.775967;6.980682;-0.095617;1.217278;146.512477;47.765838
0.002301;-0.000773;-0.000486;-0.000254;-0.000129;-0.000068;-0.000191;0.000451;0.000351;0.000450;0.000192;0.000476;0.000219;3.534203;32.085732;-1.926770;4.787043;5.984926;9.315197;0.036779;0.933997;146.493442;47.765838
0.002401;-0.000766;-0.000512;-0.000241;-0.000162;-0.000051;-0.000173;0.000446;0.000348;0.000475;0.000189;0.000522;0.000203;3.534203;32.085732;-1.926770;4.783228;7.135511;10.794420;0.090876;0.828149;146.512518;47.765838
0.002501;-0.000770;-0.000530;-0.000242;-0.000170;-0.000036;-0.000156;0.000441;0.000353;0.000482;0.000188;0.000534;0.000191;3.522759;32.085732;-1.934399;4.771784;6.808036;11.110953;0.087047;0.812013;146.569738;47.742948
0.002601;-0.000820;-0.000541;-0.000274;-0.000137;-0.000035;-0.000158;0.000456;0.000372;0.000484;0.000190;0.000504;0.000211;3.534203;32.089539;-1.926770;4.783228;4.250395;9.743490;-0.004034;0.934721;146.531553;47.765838
0.002701;-0.000858;-0.000550;-0.000306;-0.000104;-0.000040;-0.000167;0.000478;0.000396;0.000485;0.000197;0.000466;0.000220;3.530388;32.085732;-1.930585;4.779413;1.808027;8.413915;-0.122532;1.093817;146.531591;47.765839
0.002801;-0.000914;-0.000569;-0.000343;-0.000073;-0.000047;-0.000181;0.000508;0.000426;0.000493;0.000203;0.000439;0.000237;3.530388;32.085732;-1.926770;4.783228;-0.864534;6.935765;-0.310971;1.364058;146.512518;47.742949
0.002901;-0.000951;-0.000579;-0.000377;-0.000041;-0.000057;-0.000197;0.000537;0.000453;0.000497;0.000206;0.000401;0.000246;3.534203;32.085732;-1.922956;4.790857;-3.283692;5.398371;-0.600922;1.778504;146.474373;47.742954
0.003001;-0.000976;-0.000599;-0.000396;-0.000033;-0.000060;-0.000204;0.000560;0.000475;0.000512;0.000211;0.000396;0.000251;3.530388;32.085732;-1.930585;4.783228;-3.980113;5.383724;-0.654011;1.833843;146.512518;47.765839
0.003101;-0.000958;-0.000625;-0.000386;-0.000068;-0.000053;-0.000204;0.000570;0.000488;0.000539;0.000211;0.000439;0.000223;3.526573;32.085732;-1.934399;4.779413;-2.775648;6.797949;-0.431213;1.502632;146.531591;47.765832
0.003201;-0.000945;-0.000655;-0.000379;-0.000103;-0.000046;-0.000202;0.000578;0.000498;0.000563;0.000206;0.000483;0.000205;3.530388;32.085732;-1.930585;4.787043;-1.975812;7.877509;-0.313959;1.340046;146.493442;47.765839
0.003301;-0.000927;-0.000679;-0.000367;-0.000136;-0.000033;-0.000193;0.000580;0.000509;0.000585;0.000207;0.000524;0.000182;3.538018;32.085732;-1.922956;4.787043;-0.254019;9.809161;-0.165813;1.103585;146.493442;47.765844
0.003401;-0.000910;-0.000708;-0.000358;-0.000170;-0.000023;-0.000186;0.000581;0.000516;0.000609;0.000202;0.000563;0.000165;3.534203;32.085732;-1.922956;4.790857;0.638912;10.986977;-0.101665;1.011378;146.474373;47.742954
0.003501;-0.000912;-0.000729;-0.000361;-0.000179;-0.000012;-0.000176;0.000586;0.000529;0.000620;0.000202;0.000574;0.000155;3.530388;32.085732;-1.930585;4.779413;0.781061;11.506350;-0.092554;0.979342;146.531591;47.765839
0.003601;-0.000957;-0.000741;-0.000391;-0.000143;-0.000005;-0.000171;0.000592;0.000548;0.000625;0.000206;0.000538;0.000160;3.538018;32.085732;-1.922956;4.790857;-1.326635;10.145271;-0.209815;1.113179;146.474373;47.765844
0.003701;-0.000990;-0.000749;-0.000418;-0.000106;0.000002;-0.000163;0.000596;0.000565;0.000623;0.000211;0.000493;0.000165;3.530388;32.085732;-1.926770;4.787043;-3.065102;8.911571;-0.347223;1.260663;146.493442;47.742949
0.003801;-0.001026;-0.000758;-0.000444;-0.000068;0.000014;-0.000148;0.000594;0.000582;0.000619;0.000219;0.000451;0.000173;3.534203;32.085732;-1.930585;4.787043;-4.274879;8.139299;-0.473619;1.370202;146.493442;47.788728
0.003901;-0.001057;-0.000765;-0.000469;-0.000029;0.000023;-0.000137;0.000591;0.000594;0.000616;0.000221;0.000404;0.000179;3.530388;32.089539;-1.926770;4.787043;-5.983174;6.601382;-0.746921;1.671790;146.512477;47.742949
0.004001;-0.001068;-0.000778;-0.000479;-0.000014;0.000039;-0.000115;0.000581;0.000600;0.000618;0.000223;0.000387;0.000173;3.534203;32.085732;-1.934399;4.783228;-5.963498;6.570320;-0.792021;1.669188;146.512518;47.811612
0.004101;-0.001057;-0.000806;-0.000463;-0.000043;0.000063;-0.000090;0.000567;0.000600;0.000641;0.000225;0.000428;0.000156;3.534203;32.089539;-1.926770;4.787043;-3.600893;8.575069;-0.505419;1.300638;146.512477;47.765838
0.004201;-0.001037;-0.000832;-0.000447;-0.000072;0.000086;-0.000067;0.000552;0.000598;0.000653;0.000217;0.000465;0.000135;3.526573;32.085732;-1.934399;4.775599;-2.095242;9.761304;-0.391940;1.151343;146.550663;47.765832
0.004301;-0.001028;-0.000863;-0.000435;-0.000102;0.000105;-0.000052;0.000550;0.000605;0.000672;0.000217;0.000509;0.000114;3.534203;32.093361;-1.926770;4.787043;-0.399066;11.412942;-0.276701;1.005902;146.531589;47.765838
0.004401;-0.001011;-0.000892;-0.000425;-0.000134;0.000114;-0.000050;0.000557;0.000615;0.000694;0.000211;0.000548;0.000095;3.522759;32.085732;-1.930585;4.779413;0.516049;12.485115;-0.216855;0.942432;146.531591;47.720064
0.004501;-0.001019;-0.000918;-0.000432;-0.000144;0.000117;-0.000055;0.000577;0.000637;0.000709;0.000209;0.000563;0.000084;3.473168;32.089539;-1.926770;4.787043;0.273397;12.709287;-0.222409;0.947833;146.512477;47.399627
0.004601;-0.001057;-0.000931;-0.000465;-0.000109;0.000112;-0.000066;0.000602;0.000664;0.000714;0.000209;0.000522;0.000089;3.484612;32.085732;-1.930585;4.783228;-2.205436;11.058137;-0.363751;1.098177;146.512518;47.491182
0.004701;-0.001104;-0.000947;-0.000499;-0.000076;0.000106;-0.000079;0.000626;0.000694;0.000722;0.000216;0.000486;0.000101;3.476983;32.089539;-1.922956;4.790857;-4.437060;9.613346;-0.532244;1.283000;146.493409;47.399634
0.004801;-0.001143;-0.000959;-0.000530;-0.000040;0.000109;-0.000080;0.000648;0.000726;0.000724;0.000225;0.000447;0.000100;3.522759;32.089539;-1.888623;4.771784;-5.798677;8.886160;-0.669529;1.396501;146.588774;47.468292
0.004901;-0.001177;-0.000982;-0.000573;-0.000003;0.000102;-0.000092;0.000675;0.000753;0.000702;0.000215;0.000395;0.000128;3.568535;32.127689;-1.839032;4.790857;-9.609265;5.574828;-1.410975;2.229058;146.684163;47.445403
0.005001;-0.001156;-0.001003;-0.000601;0.000012;0.000090;-0.000105;0.000685;0.000762;0.000677;0.000191;0.000360;0.000149;3.583794;32.104801;-1.884809;4.855707;-12.791890;2.349983;-3.991982;5.254127;146.245470;47.811619
0.005101;-0.001086;-0.001032;-0.000600;-0.000020;0.000079;-0.000114;0.000678;0.000751;0.000664;0.000155;0.000379;0.000170;3.576164;32.100990;-1.949658;4.882410;-13.554140;0.934354;-10.296771;13.223937;146.092901;48.154932
0.005201;-0.001028;-0.001052;-0.000586;-0.000049;0.000082;-0.000109;0.000663;0.000745;0.000662;0.000142;0.000412;0.000175;3.633385;32.150581;-2.121319;5.012109;-11.837430;2.136356;-4.090422;5.806775;145.692363;49.528224
0.005301;-0.000986;-0.001074;-0.000570;-0.000078;0.000094;-0.000095;0.000650;0.000746;0.000671;0.000134;0.000453;0.000174;4.178885;32.257389;-3.078805;5.343987;-9.101903;4.590437;-1.615591;2.727364;144.567010;58.546140
0.005401;-0.000928;-0.001086;-0.000545;-0.000103;0.000112;-0.000075;0.000650;0.000753;0.000688;0.000126;0.000494;0.000178;4.915120;32.661751;-6.733275;6.976673;-3.181010;10.279848;-0.446755;1.224839;138.425388;84.890370
0.005501;-0.000878;-0.001068;-0.000512;-0.000095;0.000150;-0.000025;0.000677;0.000801;0.000737;0.000137;0.000537;0.000212;6.975050;35.740200;-12.546860;11.241490;12.658560;26.238478;0.105173;0.484402;132.493548;132.131458
0.005601;-0.000810;-0.000984;-0.000461;-0.000021;0.000220;0.000068;0.000767;0.000921;0.000830;0.000171;0.000576;0.000318;-4.545304;42.885109;-20.458521;21.594549;48.355141;62.160873;0.307981;0.205378;116.452799;110.479302
0.005701;-0.000710;-0.000859;-0.000381;0.000069;0.000319;0.000190;0.000884;0.001064;0.000953;0.000226;0.000636;0.000459;6.135819;40.603920;-27.313511;23.417971;97.313927;111.047587;0.374688;0.114982;95.929747;215.695979
0.005801;-0.000616;-0.000744;-0.000304;0.000160;0.000425;0.000320;0.001037;0.001234;0.001082;0.000270;0.000691;0.000593;12.395720;35.164181;-28.152740;22.254490;147.732101;161.550166;0.399131;0.079595;74.548454;258.290760
0.005901;-0.000480;-0.000584;-0.000199;0.000263;0.000550;0.000470;0.001182;0.001432;0.001228;0.000331;0.000785;0.000755;16.790239;30.926060;-23.266130;12.939030;210.016998;223.324343;0.415969;0.057729;99.935150;255.338219
0.006001;-0.000361;-0.000467;-0.000113;0.000324;0.000639;0.000561;0.001295;0.001562;0.001326;0.000363;0.000874;0.000883;20.849070;29.621441;-18.585510;4.550532;255.844101;268.281037;0.424296;0.048073;135.354545;251.607479
0.006101;-0.000197;-0.000360;-0.000021;0.000330;0.000699;0.000604;0.001358;0.001627;0.001404;0.000389;0.001016;0.000997;25.350401;27.126640;-15.655830;-0.149162;294.939209;305.676098;0.432262;0.042510;146.379013;261.037388
0.006201;-0.000057;-0.000272;0.000074;0.000337;0.000775;0.000674;0.001462;0.001724;0.001508;0.000416;0.001155;0.001101;27.288260;27.309740;-15.243840;-1.293568;336.816193;346.565092;0.437145;0.038300;153.016540;270.192598
0.006302;0.000082;-0.000186;0.000172;0.000348;0.000862;0.000759;0.001570;0.001823;0.001615;0.000445;0.001293;0.001197;27.021231;28.267229;-15.781710;-1.301198;379.740997;388.756585;0.440701;0.034775;157.842135;271.817642
0.006402;0.000177;-0.000133;0.000249;0.000351;0.000928;0.000825;0.001663;0.001897;0.001712;0.000464;0.001393;0.001261;27.078449;28.473221;-15.720680;-1.495747;411.550415;420.253668;0.442524;0.032796;159.844839;271.794777
0.006502;0.000331;-0.000003;0.000366;0.000399;0.001043;0.000949;0.001813;0.002050;0.001869;0.000519;0.001552;0.001407;25.670830;27.836170;-15.400240;0.354376;470.794586;479.017653;0.445385;0.029511;147.408970;261.426418
0.006602;0.000426;0.000113;0.000435;0.000485;0.001126;0.001035;0.001926;0.002170;0.001929;0.000560;0.001616;0.001547;25.411430;27.782761;-15.148470;0.171271;512.947510;520.842109;0.446935;0.026834;148.057446;258.359402
0.006702;0.000558;0.000265;0.000539;0.000587;0.001257;0.001187;0.002103;0.002355;0.002086;0.000621;0.001717;0.001708;24.774380;26.848160;-15.320140;1.483524;575.954224;583.815612;0.448116;0.024120;136.823179;255.567118
0.006802;0.000686;0.000429;0.000651;0.000695;0.001393;0.001336;0.002265;0.002521;0.002219;0.000675;0.001815;0.001881;24.453951;26.081409;-17.486879;5.622459;638.087219;645.428152;0.449307;0.021571;112.294753;266.644981
0.006902;0.000871;0.000635;0.000802;0.000821;0.001563;0.001525;0.002463;0.002737;0.002413;0.000762;0.001979;0.002107;23.896999;28.057421;-20.592030;6.576130;721.178528;727.667239;0.450910;0.019234;117.406454;281.934174
0.007002;0.001062;0.000842;0.000975;0.000927;0.001746;0.001728;0.002673;0.002949;0.002613;0.000834;0.002156;0.002319;21.119909;26.737539;-16.487431;5.942893;805.841919;811.293855;0.452100;0.017247;113.973231;240.644039
0.007102;0.001330;0.001066;0.001195;0.001002;0.001959;0.001957;0.002885;0.003169;0.002838;0.000917;0.002431;0.002553;22.313910;26.634541;-15.125590;5.477501;904.097717;907.707916;0.453787;0.015579;115.785198;239.636999
0.007202;0.001591;0.001301;0.001442;0.001098;0.002226;0.002260;0.003175;0.003459;0.003112;0.001010;0.002711;0.002785;17.644730;24.040550;-12.031880;8.159225;1016.927002;1019.550299;0.454424;0.014089;89.406624;193.059660
0.007302;0.001888;0.001531;0.001688;0.001201;0.002521;0.002612;0.003506;0.003812;0.003441;0.001120;0.003013;0.003018;13.849120;20.962099;-8.930535;11.348300;1141.206055;1143.540497;0.454657;0.013060;58.068995;151.677933
0.007402;0.002201;0.001790;0.001972;0.001321;0.002848;0.003002;0.003866;0.004205;0.003827;0.001252;0.003370;0.003295;8.333079;21.496161;-6.786681;13.610410;1281.595947;1283.684099;0.454956;0.012225;49.428754;105.718563
0.007502;0.002533;0.002125;0.002256;0.001468;0.003166;0.003365;0.004213;0.004568;0.004156;0.001380;0.003685;0.003611;13.711790;21.679260;-7.988307;11.844210;1422.027954;1422.960916;0.455582;0.011116;59.175253;145.200583
0.007602;0.002809;0.002422;0.002517;0.001674;0.003525;0.003797;0.004671;0.005037;0.004545;0.001521;0.003957;0.003931;4.869343;23.456909;-6.882048;14.274170;1572.511963;1574.133402;0.455186;0.010372;55.913696;85.508346
0.007702;0.003006;0.002648;0.002754;0.001880;0.003900;0.004262;0.005201;0.005556;0.004952;0.001648;0.004170;0.004184;-7.104959;24.776791;-0.198717;16.261620;1716.563965;1720.403677;0.453999;0.009938;52.575855;-26.437452
0.007802;0.003294;0.002959;0.003044;0.002106;0.004306;0.004742;0.005743;0.006094;0.005399;0.001811;0.004508;0.004548;3.862266;20.649300;-3.666267;15.193510;1886.605957;1891.484256;0.453696;0.009499;37.278948;60.171198
0.007902;0.003581;0.003276;0.003305;0.002307;0.004645;0.005142;0.006210;0.006543;0.005765;0.001942;0.004756;0.004879;1.115692;28.042160;-3.197061;12.752110;2034.407959;2039.510465;0.453646;0.008975;86.450253;40.876518
0.008002;0.003785;0.003490;0.003571;0.002510;0.005086;0.005695;0.006830;0.007128;0.006218;0.002064;0.004980;0.005099;1.954923;29.522261;-0.511521;9.391370;2191.052002;2199.422072;0.452390;0.008707;110.654454;29.798666
0.008102;0.004029;0.003678;0.003838;0.002642;0.005465;0.006154;0.007322;0.007576;0.006575;0.002165;0.005263;0.005339;4.243735;30.571301;-0.503892;4.664972;2329.398926;2339.299245;0.451937;0.008467;139.531643;43.485760
0.008202;0.004401;0.004012;0.004146;0.002772;0.005803;0.006535;0.007724;0.008001;0.006982;0.002304;0.005619;0.005663;-8.512578;30.803989;0.785472;14.918850;2482.641113;2491.864017;0.452440;0.008204;89.425697;-40.788301
0.008302;0.004609;0.004174;0.004367;0.002891;0.006167;0.007014;0.008253;0.008478;0.007340;0.002391;0.005856;0.005834;11.758670;30.277571;-2.865183;-1.533894;2612.673096;2624.774337;0.451683;0.008119;169.057323;102.743118
0.008402;0.004767;0.004227;0.004516;0.002963;0.006413;0.007306;0.008530;0.008752;0.007598;0.002451;0.006008;0.005988;10.228980;32.734230;-2.041211;7.194110;2694.488037;2708.395367;0.451385;0.008109;137.700601;88.621146
0.008502;0.005054;0.004510;0.004728;0.003055;0.006619;0.007527;0.008737;0.008985;0.007826;0.002538;0.006311;0.006288;16.115040;25.436729;-1.964917;0.957097;2799.681885;2811.875455;0.452175;0.007866;132.398163;123.479741
0.008602;0.005282;0.004735;0.004893;0.003206;0.006856;0.007814;0.009048;0.009317;0.008140;0.002656;0.006500;0.006537;3.103143;28.854691;3.810519;-2.758408;2908.226074;2921.244788;0.452273;0.007778;168.065493;10.755744
0.008702;0.005504;0.004968;0.005054;0.003350;0.007061;0.008035;0.009246;0.009486;0.008262;0.002730;0.006675;0.006751;6.433365;29.445959;0.274304;1.990877;2992.738037;3004.581297;0.452635;0.007345;147.275410;51.954365
0.008802;0.005609;0.005136;0.005187;0.003496;0.007310;0.008338;0.009535;0.009770;0.008454;0.002781;0.006750;0.006936;9.092201;34.885712;-5.165439;-2.113726;3076.177979;3089.470747;0.452314;0.007074;194.997188;100.545842
0.008902;0.005748;0.005272;0.005296;0.003639;0.007567;0.008688;0.009936;0.010190;0.008764;0.002862;0.006923;0.007101;1.706968;29.129351;-4.928929;8.884016;3177.928955;3194.070585;0.451825;0.007178;111.226673;54.815381
0.009002;0.005923;0.005408;0.005398;0.003714;0.007666;0.008769;0.009947;0.010192;0.008811;0.002906;0.007029;0.007258;-0.928981;27.901020;4.611603;2.658447;3220.191895;3234.410827;0.452360;0.006869;136.212865;-18.243500
0.009102;0.006196;0.005603;0.005601;0.003767;0.007842;0.008959;0.010102;0.010391;0.009018;0.002996;0.007273;0.007491;-3.191090;35.824120;-0.587815;3.718930;3308.022949;3320.764334;0.452889;0.006768;170.525948;-0.619650
0.009202;0.006227;0.005594;0.005664;0.003781;0.008002;0.009163;0.010290;0.010510;0.009128;0.003020;0.007302;0.007541;7.116194;32.158211;-4.017219;2.994140;3344.368896;3359.057517;0.452479;0.006748;155.820354;81.800477
0.009302;0.006492;0.005762;0.005841;0.003828;0.008148;0.009314;0.010445;0.010700;0.009303;0.003060;0.007580;0.007685;7.486218;30.880289;-4.085883;6.953784;3421.677002;3434.506883;0.452917;0.006674;129.632525;84.432607
0.009402;0.006514;0.005726;0.005930;0.003847;0.008294;0.009517;0.010692;0.010926;0.009421;0.003063;0.007611;0.007662;1.020324;35.118401;1.414896;-0.477225;3459.993896;3475.214673;0.452299;0.006719;187.978130;12.632568
0.009502;0.006609;0.005754;0.005974;0.003879;0.008384;0.009637;0.010872;0.011089;0.009588;0.003083;0.007744;0.007696;0.886810;39.623550;-0.118609;-0.263603;3502.123047;3518.310220;0.452166;0.006877;209.435767;21.032513
0.009602;0.006566;0.005823;0.005933;0.003929;0.008451;0.009688;0.010923;0.011066;0.009557;0.003129;0.007630;0.007854;6.563064;31.959841;5.679715;-3.704450;3510.569092;3527.716810;0.452143;0.006719;188.321453;20.300094
0.009702;0.006638;0.005912;0.005964;0.003992;0.008497;0.009735;0.011011;0.011168;0.009666;0.003168;0.007686;0.007970;15.809860;19.539221;4.119508;-1.682666;3543.767090;3561.057843;0.452277;0.006749;116.109434;85.142115
0.009802;0.006700;0.006011;0.006001;0.004051;0.008511;0.009744;0.011049;0.011250;0.009764;0.003191;0.007701;0.008112;5.517840;33.943481;3.738040;-6.721868;3570.499023;3587.485549;0.452504;0.006742;213.326747;25.678800
0.009902;0.006693;0.005985;0.005995;0.004117;0.008609;0.009881;0.011210;0.011354;0.009815;0.003192;0.007663;0.008074;9.519446;29.697729;3.352756;-4.837412;3588.162109;3607.085757;0.452007;0.006690;182.675705;52.000142
0.010002;0.006802;0.006019;0.006086;0.004141;0.008585;0.009834;0.011157;0.011363;0.009781;0.003190;0.007765;0.008136;3.930930;31.376200;-2.937662;5.569053;3600.738037;3617.580984;0.452439;0.006583;139.035733;56.211551
0.010102;0.006776;0.005923;0.006071;0.004106;0.008628;0.009938;0.011304;0.011512;0.009849;0.003194;0.007751;0.008044;0.158205;40.417000;-9.182304;9.463848;3607.202881;3626.822131;0.451884;0.006812;164.765759;71.043057
0.010202;0.006851;0.005964;0.006089;0.004081;0.008638;0.009932;0.011266;0.011503;0.009968;0.003165;0.007841;0.008066;-2.630331;38.311298;1.700997;-4.673381;3618.614014;3637.250991;0.452121;0.006885;224.923396;-10.987968
0.010302;0.006760;0.005861;0.006004;0.004046;0.008689;0.010030;0.011329;0.011451;0.009888;0.003161;0.007724;0.007999;11.876920;24.872160;3.211613;-2.254869;3599.931885;3620.931259;0.451608;0.006865;145.635145;66.991841
