#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.081909;-1.930585;4.779413;0;0.439187;-0.004252;0;0.127566
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.534203;32.085732;-1.934399;4.779413;0;0.439166;-0.004257;-0.004961;0
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.085732;-1.930585;4.779413;0;0.439165;-0.004255;-0.004911;0
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;32.085732;-1.942029;4.767969;0;0.439171;-0.004256;-0.004755;0
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.085732;-1.934399;4.779413;0;0.439165;-0.004255;-0.004649;0
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.522759;32.081909;-1.938214;4.771784;0;0.439167;-0.004255;-0.004382;0
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.526573;32.085732;-1.930585;4.779413;0;0.439165;-0.004254;-0.004222;0.000957
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.081909;-1.930585;4.779413;0;0.439164;-0.004255;-0.003853;0.012063
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.530388;32.085732;-1.930585;4.779413;0.011279;0.439165;-0.004255;-0.003645;0.018295
-0.000100;-0.000053;0.000016;-0.000044;0.000065;-0.000022;-0.000023;0.000026;0.000024;-0.000012;0.000012;-0.000081;0.000026;3.530388;32.085732;-1.934399;4.783228;-3.294242;0.439173;-0.004254;-0.003187;0.031999
0;-0.000059;0.000019;-0.000050;0.000075;-0.000027;-0.000028;0.000031;0.000028;-0.000012;0.000016;-0.000093;0.000029;3.530388;32.085732;-1.930585;4.783228;-3.596187;0.439174;-0.004252;-0.002939;0.039406
0.000100;-0.000064;0.000008;-0.000026;0.000035;-0.000022;-0.000030;0.000030;0.000025;0.000036;0.000022;-0.000027;0.000015;3.476983;32.062840;-1.983990;4.703119;-0.763533;0.439193;-0.004255;-0.002129;0.063772
0.000200;-0.000081;-0.000018;-0.000013;-0.000005;-0.000021;-0.000035;0.000041;0.000028;0.000070;0.000026;0.000036;0.000012;3.511315;32.078098;-1.945844;4.760340;0.633846;0.439178;-0.004252;-0.001545;0.081214
0.000300;-0.000096;-0.000048;-0.000003;-0.000045;-0.000022;-0.000043;0.000055;0.000032;0.000096;0.000026;0.000098;0.000019;3.526573;32.081909;-1.938214;4.775599;1.496749;0.439176;-0.004254;-0.000937;0.099500
0.000400;-0.000111;-0.000080;0.000005;-0.000084;-0.000025;-0.000053;0.000069;0.000035;0.000121;0.000026;0.000162;0.000029;3.530388;32.085732;-1.930585;4.783228;2.216470;0.439178;-0.004251;-0.000314;0.118123
0.000500;-0.000145;-0.000106;-0.000002;-0.000100;-0.000030;-0.000062;0.000086;0.000042;0.000138;0.000028;0.000197;0.000049;3.530388;32.085732;-1.930585;4.779413;1.517941;0.439180;-0.004251;0;0.127535
0.000600;-0.000211;-0.000120;-0.000033;-0.000071;-0.000042;-0.000075;0.000107;0.000057;0.000142;0.000041;0.000180;0.000087;3.530388;32.085732;-1.930585;4.783228;-0.772731;0.439173;-0.004252;0.000627;0.146368
0.000700;-0.000276;-0.000134;-0.000063;-0.000041;-0.000052;-0.000084;0.000126;0.000071;0.000146;0.000052;0.000162;0.000125;3.530388;32.085732;-1.930585;4.783228;-2.900573;0.439168;-0.004253;0.001243;0.164906
0.000800;-0.000341;-0.000149;-0.000094;-0.000011;-0.000062;-0.000093;0.000145;0.000085;0.000149;0.000065;0.000144;0.000164;3.518944;32.078098;-1.942029;4.764154;-4.863817;0.439169;-0.004255;0.001545;0.173992
0.000900;-0.000410;-0.000166;-0.000128;0.000017;-0.000078;-0.000112;0.000173;0.000104;0.000154;0.000078;0.000130;0.000204;3.526573;32.085732;-1.934399;4.775599;-6.777795;0.439172;-0.004253;0.002129;0.191470
0.001000;-0.000443;-0.000181;-0.000144;0.000023;-0.000088;-0.000128;0.000197;0.000118;0.000161;0.000086;0.000137;0.000227;3.518944;32.078098;-1.945844;4.764154;-6.947658;0.439175;-0.004254;0.002679;0.208009
0.001100;-0.000446;-0.000212;-0.000139;-0.000018;-0.000098;-0.000149;0.000226;0.000130;0.000186;0.000086;0.000199;0.000231;3.526573;32.081909;-1.934399;4.775599;-5.384540;0.439166;-0.004255;0.002939;0.215804
0.001200;-0.000459;-0.000246;-0.000134;-0.000059;-0.000103;-0.000168;0.000261;0.000150;0.000214;0.000095;0.000268;0.000234;3.530388;32.085732;-1.930585;4.779413;-2.944269;0.439173;-0.004253;0.003423;0.230261
0.001300;-0.000476;-0.000279;-0.000130;-0.000100;-0.000105;-0.000185;0.000291;0.000172;0.000250;0.000105;0.000337;0.000227;3.530388;32.085732;-1.930585;4.783228;-0.314491;0.439178;-0.004250;0.003853;0.243064
0.001400;-0.000497;-0.000315;-0.000126;-0.000140;-0.000105;-0.000201;0.000321;0.000195;0.000289;0.000117;0.000407;0.000220;3.534203;32.085732;-1.930585;4.787043;2.360286;0.439182;-0.004246;0.004045;0.248727
0.001501;-0.000532;-0.000342;-0.000136;-0.000157;-0.000105;-0.000213;0.000350;0.000221;0.000320;0.000128;0.000441;0.000216;3.530388;32.085732;-1.930585;4.779413;3.675097;0.439186;-0.004240;0.004382;0.258640
