#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1];outputEpR (float64)[1];outputEpZ (float64)[1]
0.242341;-0.001019;-0.000568;0.000067;-0.000081;-0.000188;-0.000118;0.000511;0.000025;0.000746;0.000380;0.000422;0.000841;3.534203;32.093361;-1.930585;4.787043;39.733238;0.297577;0.178905;0.439165;-0.004256
0.242441;-0.001058;-0.000573;0.000038;-0.000048;-0.000186;-0.000113;0.000519;0.000041;0.000751;0.000388;0.000385;0.000848;3.530388;32.093361;-1.938214;4.779413;38.622582;0.284204;0.179768;0.439169;-0.004257
0.242541;-0.001091;-0.000585;0.000017;-0.000026;-0.000183;-0.000105;0.000527;0.000054;0.000756;0.000395;0.000366;0.000857;3.534203;32.093361;-1.930585;4.783228;38.226628;0.274227;0.179664;0.439167;-0.004256
0.242641;-0.001070;-0.000608;0.000032;-0.000059;-0.000167;-0.000087;0.000521;0.000052;0.000776;0.000394;0.000404;0.000829;3.526573;32.089539;-1.934399;4.779413;39.670406;0.278265;0.176465;0.439167;-0.004255
0.242741;-0.001064;-0.000636;0.000043;-0.000091;-0.000150;-0.000068;0.000516;0.000052;0.000797;0.000390;0.000452;0.000816;3.534203;32.093361;-1.934399;4.783228;41.180447;0.281115;0.174554;0.439167;-0.004257
0.242841;-0.001050;-0.000658;0.000061;-0.000122;-0.000127;-0.000043;0.000503;0.000051;0.000816;0.000392;0.000496;0.000793;3.538018;32.097172;-1.926770;4.790857;43.327539;0.287393;0.168543;0.439165;-0.004256
0.242941;-0.001040;-0.000687;0.000074;-0.000153;-0.000107;-0.000019;0.000493;0.000048;0.000832;0.000387;0.000539;0.000777;3.534203;32.093361;-1.930585;4.787043;44.616811;0.289564;0.166443;0.439165;-0.004256
0.243041;-0.001036;-0.000707;0.000081;-0.000171;-0.000087;0.000002;0.000481;0.000048;0.000842;0.000384;0.000566;0.000762;3.526573;32.089539;-1.938214;4.775599;45.421386;0.289816;0.163969;0.439169;-0.004256
0.243141;-0.001074;-0.000717;0.000053;-0.000134;-0.000084;0.000009;0.000487;0.000065;0.000838;0.000393;0.000526;0.000772;3.534203;32.097172;-1.930585;4.783228;44.208210;0.277950;0.163982;0.439169;-0.004256
0.243241;-0.001121;-0.000730;0.000022;-0.000100;-0.000083;0.000009;0.000506;0.000089;0.000836;0.000402;0.000493;0.000784;3.518944;32.085732;-1.942029;4.764154;43.138341;0.263810;0.165210;0.439173;-0.004255
0.243341;-0.001165;-0.000743;-0.000011;-0.000068;-0.000090;-0.000005;0.000530;0.000115;0.000843;0.000408;0.000459;0.000799;3.526573;32.089539;-1.938214;4.764154;41.789280;0.247508;0.169504;0.439175;-0.004256
0.243441;-0.001214;-0.000759;-0.000046;-0.000037;-0.000098;-0.000019;0.000561;0.000143;0.000850;0.000417;0.000427;0.000813;3.534203;32.093361;-1.922956;4.718378;40.452210;0.228629;0.174779;0.439200;-0.004254
0.243541;-0.001239;-0.000771;-0.000070;-0.000016;-0.000103;-0.000029;0.000584;0.000165;0.000857;0.000419;0.000403;0.000817;3.534203;32.093361;-1.896253;4.615382;39.589372;0.215172;0.177925;0.439253;-0.004246
0.243641;-0.001227;-0.000801;-0.000062;-0.000052;-0.000096;-0.000030;0.000598;0.000177;0.000882;0.000415;0.000448;0.000794;3.579979;32.123871;-1.858106;4.718378;40.782764;0.216315;0.179386;0.439216;-0.004248
0.243741;-0.001215;-0.000829;-0.000053;-0.000087;-0.000086;-0.000027;0.000602;0.000187;0.000908;0.000417;0.000491;0.000768;3.751640;32.295540;-1.663557;3.943997;41.962881;0.217846;0.180481;0.439698;-0.004241
0.243841;-0.001211;-0.000869;-0.000054;-0.000127;-0.000089;-0.000036;0.000603;0.000189;0.000930;0.000410;0.000530;0.000747;3.663902;32.902069;0.354413;0.213233;39.884698;0.199665;0.198189;0.441908;-0.003610
0.243941;-0.001202;-0.000910;-0.000058;-0.000171;-0.000099;-0.000052;0.000583;0.000179;0.000935;0.000404;0.000558;0.000703;4.106406;31.654671;7.228478;-7.736574;33.890993;0.149744;0.241470;0.445323;-0.001683
0.244041;-0.001234;-0.000979;-0.000111;-0.000230;-0.000173;-0.000134;0.000506;0.000132;0.000918;0.000389;0.000550;0.000653;6.235001;26.356070;21.609850;-19.085270;11.176743;-0.480796;0.787770;0.448406;0.001989
0.244141;-0.001224;-0.000936;-0.000077;-0.000145;-0.000062;-0.000004;0.000632;0.000234;0.000952;0.000399;0.000544;0.000704;8.561960;24.006220;24.196211;-12.218830;39.652876;0.176070;0.198534;0.443710;0.002067
0.244241;-0.001243;-0.000937;-0.000097;-0.000101;-0.000045;0.000016;0.000652;0.000264;0.000954;0.000397;0.000509;0.000729;6.288407;28.526630;16.944481;-14.713640;42.805090;0.190305;0.177351;0.447285;0.000575
0.244341;-0.001326;-0.001004;-0.000193;-0.000124;-0.000155;-0.000111;0.000520;0.000173;0.000888;0.000384;0.000416;0.000682;8.073680;28.290119;16.662201;-16.994820;5.816180;-1.482016;1.373824;0.448326;-0.000045
0.244441;-0.001341;-0.000997;-0.000202;-0.000064;-0.000110;-0.000059;0.000551;0.000206;0.000886;0.000386;0.000375;0.000701;5.468249;29.636700;5.759824;-3.143692;12.875136;-0.445247;0.574976;0.441955;-0.002531
0.244541;-0.001364;-0.001006;-0.000213;-0.000033;-0.000090;-0.000035;0.000555;0.000224;0.000887;0.000393;0.000357;0.000714;7.905834;30.567480;1.567483;-0.976949;15.142065;-0.326131;0.474518;0.441325;-0.004518
0.244641;-0.001342;-0.001026;-0.000191;-0.000056;-0.000057;0.000003;0.000544;0.000226;0.000905;0.000401;0.000397;0.000693;6.696578;31.360941;-1.533857;4.951074;19.295658;-0.162483;0.373292;0.438709;-0.005085
0.244741;-0.001326;-0.001051;-0.000170;-0.000081;-0.000026;0.000038;0.000551;0.000242;0.000935;0.000401;0.000447;0.000685;8.943429;32.478642;-1.938214;2.547821;25.170472;-0.026298;0.290794;0.440503;-0.005879
0.244841;-0.001284;-0.001053;-0.000128;-0.000091;0.000040;0.000111;0.000609;0.000300;0.000985;0.000406;0.000510;0.000682;7.696026;33.775631;-2.472270;3.673154;42.329535;0.160481;0.170803;0.440590;-0.005665
0.244941;-0.001280;-0.001092;-0.000126;-0.000133;0.000033;0.000096;0.000597;0.000289;0.001006;0.000402;0.000549;0.000660;3.332025;31.898809;3.371830;-4.181286;38.996164;0.131954;0.194795;0.443636;-0.002606
0.245041;-0.001205;-0.001082;-0.000093;-0.000123;0.000074;0.000142;0.000696;0.000374;0.001044;0.000400;0.000601;0.000723;10.637150;38.437180;-10.532700;9.170117;60.415072;0.244776;0.127491;0.440165;-0.008962
0.245141;-0.001172;-0.001055;-0.000094;-0.000069;0.000090;0.000165;0.000764;0.000449;0.001080;0.000410;0.000595;0.000802;13.051850;39.371780;-24.994181;16.337910;76.440892;0.287765;0.101005;0.436988;-0.014019
0.245241;-0.001107;-0.000982;-0.000056;0.000001;0.000142;0.000230;0.000877;0.000579;0.001169;0.000440;0.000635;0.000918;13.017510;42.412090;-30.472071;18.188040;110.869988;0.339414;0.070399;0.437595;-0.015651
0.245341;-0.001003;-0.000866;0.000015;0.000085;0.000223;0.000330;0.001008;0.000745;0.001294;0.000479;0.000683;0.001060;13.067110;42.076389;-26.069920;8.594100;157.903085;0.374626;0.049399;0.442312;-0.014346
0.245441;-0.000898;-0.000740;0.000088;0.000173;0.000310;0.000428;0.001132;0.000910;0.001421;0.000532;0.000748;0.001209;22.538971;39.860062;-23.365311;-1.957324;206.994844;0.394839;0.038086;0.446559;-0.016374
0.245541;-0.000744;-0.000581;0.000190;0.000259;0.000419;0.000549;0.001266;0.001059;0.001543;0.000583;0.000844;0.001365;25.697531;31.708071;-20.630180;1.254642;263.132269;0.410217;0.029926;0.440769;-0.016501
0.245641;-0.000598;-0.000489;0.000292;0.000272;0.000510;0.000646;0.001368;0.001163;0.001645;0.000597;0.000952;0.001452;26.170561;29.934250;-18.638910;0.793065;304.307164;0.417825;0.026172;0.440100;-0.016046
0.245741;-0.000408;-0.000360;0.000408;0.000292;0.000604;0.000738;0.001443;0.001243;0.001736;0.000621;0.001087;0.001567;29.214670;24.986601;-17.635651;0.781621;349.559581;0.425886;0.023397;0.437585;-0.016658
0.245841;-0.000258;-0.000254;0.000525;0.000313;0.000708;0.000848;0.001553;0.001345;0.001849;0.000645;0.001227;0.001679;31.217381;25.108669;-17.410580;-1.831439;396.587727;0.430916;0.021039;0.438979;-0.017190
0.245941;-0.000098;-0.000149;0.000638;0.000334;0.000806;0.000949;0.001640;0.001420;0.001969;0.000688;0.001382;0.001794;31.667521;25.539730;-20.813280;2.219758;443.045133;0.435312;0.019675;0.437134;-0.018345
0.246041;0.000067;-0.000022;0.000762;0.000373;0.000918;0.001066;0.001739;0.001530;0.002056;0.000725;0.001533;0.001931;29.027750;27.530991;-19.802389;0.445929;493.903692;0.439230;0.017917;0.439053;-0.017251
0.246141;0.000227;0.000167;0.000887;0.000487;0.001052;0.001208;0.001870;0.001674;0.002166;0.000783;0.001653;0.002134;33.506199;26.378960;-21.416000;-0.835806;557.386431;0.442922;0.015617;0.439119;-0.019076
0.246241;0.000374;0.000335;0.001003;0.000596;0.001187;0.001356;0.002001;0.001818;0.002282;0.000836;0.001748;0.002310;33.967770;26.424730;-21.980579;-0.320823;617.305751;0.445340;0.013656;0.438880;-0.019384
0.246341;0.000510;0.000502;0.001116;0.000707;0.001316;0.001487;0.002112;0.001936;0.002374;0.000882;0.001824;0.002475;33.883850;26.539181;-23.300461;0.125495;671.626746;0.447464;0.011960;0.438711;-0.019754
0.246441;0.000683;0.000700;0.001275;0.000843;0.001505;0.001699;0.002332;0.002165;0.002571;0.000962;0.001974;0.002692;31.682779;26.283590;-23.392010;1.582705;755.797719;0.448832;0.010308;0.437838;-0.019122
0.246541;0.000861;0.000919;0.001453;0.000967;0.001687;0.001887;0.002542;0.002361;0.002743;0.001027;0.002138;0.002916;30.198860;27.595840;-22.815990;2.200685;837.665551;0.450443;0.009005;0.438192;-0.018505
0.246641;0.001128;0.001145;0.001691;0.001058;0.001930;0.002148;0.002841;0.002652;0.003020;0.001121;0.002437;0.003165;28.947651;24.753901;-19.306480;3.055175;948.126936;0.451572;0.008280;0.436308;-0.017078
0.246741;0.001412;0.001411;0.001964;0.001171;0.002209;0.002443;0.003183;0.002981;0.003326;0.001231;0.002761;0.003443;23.752041;23.559900;-14.030770;4.340724;1072.742352;0.452532;0.007503;0.435045;-0.013940
0.246841;0.001617;0.001489;0.002118;0.001247;0.002474;0.002800;0.003610;0.003411;0.003701;0.001317;0.002978;0.003564;17.862169;21.995880;-8.854241;8.151596;1181.492302;0.450830;0.006766;0.432306;-0.010624
0.246941;0.001885;0.001678;0.002359;0.001377;0.002861;0.003328;0.004199;0.004014;0.004211;0.001447;0.003267;0.003759;9.473670;27.344070;-8.247706;9.505810;1339.669713;0.449216;0.005656;0.434341;-0.007929
0.247042;0.002135;0.001904;0.002643;0.001551;0.003320;0.003955;0.004909;0.004698;0.004731;0.001567;0.003527;0.003972;2.721675;30.151680;-5.024296;6.991931;1516.022213;0.447602;0.004110;0.437053;-0.004939
0.247142;0.002339;0.002096;0.002848;0.001770;0.003773;0.004621;0.005689;0.005485;0.005327;0.001725;0.003735;0.004186;-2.973653;33.619228;-0.809067;5.401207;1698.358069;0.445550;0.002950;0.439630;-0.001970
0.247242;0.002527;0.002290;0.003073;0.001997;0.004236;0.005251;0.006415;0.006110;0.005748;0.001851;0.003916;0.004417;3.690605;25.432911;3.528232;5.267693;1863.333918;0.444435;0.001630;0.435527;-0.002667
0.247342;0.002756;0.002479;0.003278;0.002212;0.004672;0.005866;0.007097;0.006781;0.006257;0.002000;0.004150;0.004682;-0.280484;36.430660;3.631228;-6.603612;2034.766537;0.443570;0.000985;0.447180;-0.001446
0.247442;0.003032;0.002721;0.003501;0.002430;0.005099;0.006463;0.007771;0.007431;0.006739;0.002140;0.004396;0.004977;0.078097;30.388189;5.084624;5.023553;2208.957534;0.443191;0.000449;0.438176;-0.001118
0.247542;0.003316;0.002999;0.003791;0.002663;0.005586;0.007099;0.008423;0.008034;0.007187;0.002275;0.004646;0.005268;4.587057;29.342970;2.448676;1.796328;2387.636589;0.443124;-0.000299;0.439288;-0.003259
0.247642;0.003592;0.003162;0.004006;0.002787;0.005999;0.007687;0.009041;0.008643;0.007648;0.002402;0.004946;0.005496;3.759269;30.952770;2.189277;-0.812918;2548.214135;0.442694;-0.000507;0.441438;-0.003089
0.247742;0.003860;0.003363;0.004276;0.002938;0.006443;0.008289;0.009668;0.009174;0.008021;0.002492;0.005196;0.005722;0.451936;35.293880;3.421421;-1.598743;2705.284957;0.442526;-0.001080;0.444050;-0.001728
0.247842;0.004191;0.003601;0.004544;0.003071;0.006831;0.008812;0.010256;0.009756;0.008440;0.002610;0.005516;0.005978;-10.233000;36.575611;7.087335;5.843710;2867.535782;0.442607;-0.001197;0.440911;0.002572
0.247942;0.004489;0.003803;0.004782;0.003197;0.007214;0.009333;0.010744;0.010204;0.008834;0.002718;0.005797;0.006218;10.591370;32.123871;3.913515;-10.101680;3012.757033;0.442726;-0.001367;0.446767;-0.004619
0.248042;0.004886;0.004178;0.005152;0.003413;0.007735;0.009960;0.011336;0.010790;0.009362;0.002891;0.006211;0.006590;5.544543;40.447521;-2.315868;-6.359472;3214.174095;0.443259;-0.001519;0.449102;-0.004974
0.248142;0.005127;0.004413;0.005371;0.003603;0.008078;0.010376;0.011701;0.011072;0.009654;0.003015;0.006425;0.006883;7.211561;35.763088;-4.436834;0.850286;3339.383645;0.443685;-0.001729;0.443041;-0.006109
0.248242;0.005444;0.004731;0.005639;0.003792;0.008394;0.010768;0.012179;0.011558;0.010045;0.003136;0.006725;0.007231;-4.560563;39.150532;10.135270;-8.900054;3492.354987;0.444131;-0.001677;0.449736;0.001786
0.248342;0.005721;0.005033;0.005901;0.004008;0.008778;0.011255;0.012806;0.012190;0.010509;0.003292;0.007006;0.007581;0.387086;38.940720;3.051396;0.945653;3665.212813;0.444164;-0.001714;0.444612;-0.001820
0.248442;0.006025;0.005333;0.006156;0.004203;0.009072;0.011625;0.013158;0.012478;0.010849;0.003428;0.007292;0.007934;-0.467404;44.182098;2.338050;-5.066294;3800.438408;0.444775;-0.001683;0.450346;-0.001778
0.248542;0.005762;0.004961;0.005752;0.003975;0.008486;0.010858;0.012475;0.011934;0.010232;0.003295;0.006912;0.007683;-10.454250;47.855640;4.150026;-3.021621;3596.840060;0.444823;-0.001202;0.451176;0.001758
0.248642;0.005980;0.005168;0.005963;0.004056;0.008737;0.011175;0.012818;0.012240;0.010553;0.003353;0.007163;0.007855;5.868791;33.310242;3.406162;1.704775;3703.398350;0.444989;-0.001221;0.441356;-0.003356
0.248742;0.005833;0.004874;0.005687;0.003825;0.008215;0.010491;0.012006;0.011515;0.010099;0.003250;0.006950;0.007622;-6.395427;43.880741;-0.473374;-1.339345;3520.485241;0.445606;-0.000586;0.448293;-0.000844
0.248842;0.005989;0.005011;0.005840;0.003862;0.008403;0.010744;0.012272;0.011735;0.010376;0.003277;0.007134;0.007717;-5.956738;41.679661;3.593082;-0.290306;3598.156859;0.445613;-0.000617;0.446637;0.000244
0.248942;0.006174;0.005136;0.005999;0.003938;0.008617;0.011027;0.012624;0.012046;0.010572;0.003391;0.007324;0.007871;5.414844;34.290619;-1.003616;3.432829;3690.092120;0.445602;-0.000647;0.440975;-0.004542
0.249042;0.005972;0.004865;0.005732;0.003697;0.008168;0.010476;0.012021;0.011585;0.010202;0.003237;0.007082;0.007603;2.153286;37.948898;2.715704;-2.693558;3531.194018;0.445681;-0.000197;0.445961;-0.002450
0.249142;0.006161;0.005119;0.005963;0.003883;0.008533;0.010960;0.012561;0.012051;0.010544;0.003345;0.007263;0.007827;-0.417813;38.704208;3.051396;-0.187309;3670.330214;0.445545;-0.000580;0.445069;-0.001579
0.249242;0.005869;0.004771;0.005623;0.003794;0.008230;0.010687;0.012302;0.011779;0.010161;0.003252;0.006861;0.007535;-3.042317;40.703110;1.437784;-2.102282;3539.894962;0.444751;-0.000738;0.447063;-0.001276
0.249342;0.005803;0.004748;0.005584;0.003772;0.008205;0.010738;0.012349;0.011714;0.010201;0.003209;0.006762;0.007482;0.120058;40.207199;2.509711;-3.021621;3528.312402;0.444471;-0.000895;0.447279;-0.001902
0.249442;0.005997;0.005010;0.005788;0.003925;0.008453;0.010984;0.012610;0.012129;0.010389;0.003315;0.006980;0.007748;-2.523520;43.705269;2.284644;-6.206885;3635.904942;0.444863;-0.000918;0.450684;-0.001177
0.249542;0.005961;0.004942;0.005678;0.003915;0.008260;0.010737;0.012331;0.011883;0.010220;0.003335;0.006895;0.007737;-5.086989;40.165230;3.863925;-3.647230;3580.000434;0.445211;-0.000651;0.447576;0.000064
0.249642;0.005814;0.004738;0.005516;0.003731;0.008047;0.010547;0.012127;0.011672;0.009996;0.003210;0.006695;0.007499;3.942374;35.526581;6.415950;-2.895737;3490.305284;0.444793;-0.000665;0.444830;-0.001877
0.249742;0.005938;0.004860;0.005679;0.003797;0.008307;0.010967;0.012618;0.011980;0.010297;0.003277;0.006868;0.007575;2.691157;40.561958;1.693368;-5.100626;3590.533450;0.444416;-0.000925;0.448519;-0.002917
0.249842;0.006022;0.004930;0.005816;0.003859;0.008620;0.011361;0.013000;0.012396;0.010475;0.003311;0.006986;0.007624;-0.784023;33.787079;6.213771;-3.097915;3677.634066;0.443950;-0.001318;0.444046;-0.000521
0.249942;0.006100;0.004952;0.005872;0.003858;0.008656;0.011426;0.012980;0.012380;0.010578;0.003339;0.007088;0.007681;1.516234;38.040451;1.918434;0.976170;3697.549620;0.444158;-0.001176;0.444138;-0.002498
0.250042;0.005671;0.004435;0.005352;0.003494;0.007905;0.010589;0.012224;0.011525;0.009980;0.003112;0.006626;0.007185;2.942926;32.478642;6.854639;-2.926254;3432.130423;0.443665;-0.000637;0.443292;-0.001446
0.250142;0.005237;0.004028;0.004911;0.003230;0.007289;0.009849;0.011520;0.011046;0.009373;0.002914;0.006121;0.006773;6.059525;37.578880;2.284644;-9.098417;3205.942264;0.443024;-0.000300;0.449036;-0.003749
0.250242;0.005286;0.004144;0.005001;0.003332;0.007456;0.010093;0.011782;0.011202;0.009585;0.002974;0.006199;0.006859;-6.082623;43.598450;5.897152;-7.114780;3269.105534;0.442919;-0.000510;0.451092;0.000972
0.250342;0.005403;0.004312;0.005127;0.003453;0.007666;0.010379;0.012133;0.011523;0.009837;0.003053;0.006345;0.007021;-2.912618;36.636650;4.283540;-1.572040;3360.270113;0.442888;-0.000630;0.444721;-0.000462
0.250442;0.005349;0.004313;0.005127;0.003534;0.007876;0.010764;0.012651;0.011982;0.009968;0.003080;0.006267;0.007024;-2.184013;37.010490;5.733121;-8.900054;3425.800295;0.441780;-0.001188;0.448645;-0.000246
0.250542;0.005499;0.004478;0.005243;0.003608;0.007946;0.010804;0.012624;0.012045;0.010117;0.003157;0.006439;0.007209;-7.825934;38.780499;8.052450;0.724401;3473.900778;0.442480;-0.000916;0.444643;0.002140
0.250642;0.005718;0.004684;0.005458;0.003691;0.008175;0.011058;0.012963;0.012303;0.010311;0.003252;0.006696;0.007391;1.165282;39.188671;5.080810;-6.134406;3572.488031;0.442869;-0.000935;0.448346;-0.001445
0.250742;0.005828;0.004787;0.005573;0.003719;0.008352;0.011312;0.013098;0.012412;0.010542;0.003280;0.006848;0.007483;-9.653170;42.385380;-3.559456;6.347250;3632.280476;0.442984;-0.000981;0.443615;-0.000792
0.250842;0.005572;0.004413;0.005241;0.003483;0.007827;0.010688;0.012580;0.011934;0.010030;0.003184;0.006503;0.007135;-10.511470;46.795158;1.002909;-3.231429;3451.282036;0.442610;-0.000593;0.450742;0.000832
0.250942;0.005521;0.004336;0.005165;0.003343;0.007637;0.010409;0.012243;0.011692;0.009857;0.003089;0.006484;0.007022;-7.158364;36.632839;11.764140;-4.623790;3381.514454;0.442874;-0.000293;0.446274;0.003052
0.251042;0.005766;0.004604;0.005430;0.003451;0.007921;0.010704;0.012495;0.011960;0.010176;0.003206;0.006797;0.007260;-5.216689;40.535259;6.175624;-4.757304;3497.333806;0.443487;-0.000249;0.448330;0.000796
0.251142;0.005899;0.004812;0.005589;0.003611;0.008195;0.011049;0.012720;0.012131;0.010398;0.003288;0.006919;0.007443;-2.920247;37.136379;7.217034;-5.562203;3586.169670;0.443759;-0.000574;0.447008;0.000420
0.251242;0.005939;0.004911;0.005675;0.003721;0.008428;0.011465;0.013121;0.012379;0.010639;0.003327;0.006961;0.007530;-1.207453;34.431759;4.996886;-2.350237;3665.800374;0.443339;-0.000990;0.443994;-0.000759
0.251342;0.005560;0.004444;0.005164;0.003451;0.007690;0.010561;0.012277;0.011730;0.009943;0.003160;0.006482;0.007137;-5.415052;36.815941;6.728754;-2.132799;3412.762709;0.443046;-0.000365;0.445098;0.001021
0.251442;0.005565;0.004550;0.005219;0.003497;0.007726;0.010605;0.012228;0.011604;0.010030;0.003173;0.006526;0.007199;-5.392164;42.030621;5.881894;-6.462469;3425.241246;0.443416;-0.000401;0.449961;0.000760
0.251542;0.005698;0.004759;0.005411;0.003632;0.007976;0.010893;0.012599;0.011969;0.010254;0.003256;0.006701;0.007389;-1.058680;37.521660;5.469908;-3.673933;3527.226782;0.443517;-0.000586;0.446243;-0.000662
0.251642;0.005782;0.004813;0.005491;0.003658;0.008132;0.011102;0.012767;0.012175;0.010335;0.003287;0.006794;0.007457;-1.085383;37.018120;8.422475;-0.603110;3576.100884;0.443441;-0.000719;0.444421;0.000231
0.251742;0.006001;0.005037;0.005712;0.003731;0.008326;0.011290;0.013018;0.012306;0.010659;0.003384;0.007114;0.007658;-6.677713;38.360889;4.195802;-1.594929;3671.258034;0.443993;-0.000507;0.445611;0.000640
0.251842;0.005609;0.004523;0.005229;0.003353;0.007555;0.010295;0.012035;0.011552;0.009868;0.003161;0.006631;0.007192;-0.021085;34.992519;9.902574;-4.669566;3389.452452;0.443873;0.000175;0.445461;0.000356
0.251942;0.005684;0.004600;0.005324;0.003374;0.007719;0.010583;0.012483;0.011857;0.010128;0.003200;0.006772;0.007221;2.847559;34.199070;3.085728;2.299867;3465.181136;0.443375;0.000056;0.441506;-0.002547
0.252042;0.005963;0.004910;0.005622;0.003500;0.007974;0.010796;0.012568;0.011930;0.010448;0.003317;0.007121;0.007507;-2.992726;36.861721;9.776689;-5.287545;3570.743596;0.444470;0.000197;0.446729;0.001208
0.252142;0.006013;0.004995;0.005680;0.003595;0.008137;0.011004;0.012863;0.012263;0.010534;0.003377;0.007163;0.007605;2.553828;30.754400;8.506398;-0.816733;3632.025528;0.444202;-0.000014;0.441339;-0.000834
0.252242;0.005624;0.004551;0.005193;0.003365;0.007505;0.010289;0.012245;0.011704;0.009899;0.003231;0.006667;0.007232;0.993622;39.104752;2.280829;-4.803080;3409.041129;0.443651;0.000391;0.447625;-0.002232
0.252342;0.005668;0.004687;0.005255;0.003381;0.007450;0.010118;0.011830;0.011420;0.009957;0.003224;0.006762;0.007324;2.336391;39.840988;2.647039;-4.055402;3392.287581;0.444713;0.000731;0.447619;-0.002525
0.252442;0.005766;0.004852;0.005395;0.003515;0.007721;0.010486;0.012288;0.011837;0.010250;0.003312;0.006887;0.007475;-8.855900;42.324348;7.167443;-4.421611;3497.783896;0.444378;0.000440;0.449071;0.002183
0.252542;0.005809;0.004935;0.005479;0.003621;0.007934;0.010836;0.012802;0.012149;0.010346;0.003362;0.006898;0.007535;-5.045028;39.173420;0.606182;3.257353;3572.706829;0.443842;-0.000088;0.443553;-0.000925
0.252642;0.005992;0.005107;0.005655;0.003670;0.008119;0.011016;0.012805;0.012329;0.010556;0.003420;0.007134;0.007697;-5.975811;37.155449;4.775635;0.609960;3642.638324;0.444367;0.000031;0.443873;0.000604
0.252742;0.005923;0.004956;0.005524;0.003575;0.007863;0.010652;0.012432;0.011956;0.010307;0.003407;0.007041;0.007574;-1.539330;37.456810;3.528232;-2.109911;3553.335951;0.444678;0.000386;0.445413;-0.001100
0.252842;0.005812;0.004815;0.005389;0.003368;0.007515;0.010177;0.011851;0.011534;0.010029;0.003277;0.006932;0.007412;-0.249966;42.415901;3.703707;-6.840123;3432.671186;0.445158;0.000901;0.450350;-0.001433
0.252943;0.006004;0.005017;0.005599;0.003433;0.007745;0.010440;0.011964;0.011596;0.010333;0.003348;0.007208;0.007572;-5.830853;34.233398;10.524370;3.280241;3516.333080;0.445688;0.000910;0.441024;0.002283
0.253043;0.006130;0.005160;0.005768;0.003523;0.008012;0.010749;0.012276;0.011902;0.010453;0.003410;0.007351;0.007702;-1.093012;34.626308;5.939114;-0.282676;3601.166367;0.445662;0.000572;0.443039;-0.000511
0.253143;0.006155;0.005240;0.005831;0.003623;0.008201;0.011029;0.012634;0.012240;0.010575;0.003457;0.007373;0.007789;-14.852590;46.531952;3.745669;1.063908;3667.833983;0.445220;0.000237;0.448420;0.002955
0.253243;0.005660;0.004701;0.005256;0.003326;0.007486;0.010251;0.011747;0.011269;0.009873;0.003208;0.006764;0.007289;-4.480454;38.978870;6.759272;-2.453233;3382.799374;0.444825;0.000521;0.446363;0.000750
0.253343;0.005671;0.004794;0.005303;0.003382;0.007512;0.010246;0.011814;0.011485;0.009988;0.003244;0.006833;0.007372;-4.346940;40.314011;3.638858;0.682439;3414.491190;0.444851;0.000676;0.445446;-0.000225
0.253443;0.005708;0.004913;0.005416;0.003519;0.007789;0.010614;0.012218;0.011711;0.010174;0.003300;0.006883;0.007459;-0.375851;32.402351;7.285698;0.846471;3494.751192;0.444511;0.000126;0.441331;-0.000322
0.253543;0.005776;0.005005;0.005479;0.003578;0.007853;0.010713;0.012533;0.012026;0.010321;0.003350;0.006957;0.007558;-0.105008;35.473171;4.310243;-0.400932;3550.998859;0.444296;0.000179;0.443531;-0.001295
0.253643;0.005942;0.005163;0.005640;0.003624;0.007992;0.010832;0.012457;0.011946;0.010535;0.003408;0.007212;0.007718;0.882996;34.801781;6.274806;-0.938802;3602.447165;0.445067;0.000370;0.443463;-0.001002
0.253743;0.006153;0.005342;0.005806;0.003657;0.008075;0.010822;0.012439;0.011963;0.010681;0.003489;0.007487;0.007905;2.107510;33.333130;0.552776;0.342932;3655.026713;0.445902;0.000739;0.442062;-0.003084
0.253843;0.006335;0.005513;0.005991;0.003718;0.008278;0.011042;0.012685;0.012219;0.010886;0.003552;0.007708;0.008060;-0.284299;39.459518;1.998543;-1.922992;3739.441004;0.446115;0.000714;0.446338;-0.001934
0.253943;0.005915;0.004948;0.005489;0.003397;0.007593;0.010238;0.011929;0.011482;0.010177;0.003371;0.007169;0.007560;3.908042;34.694969;5.393614;-5.180734;3477.774247;0.445667;0.001175;0.445570;-0.002173
0.254043;0.005961;0.005015;0.005524;0.003340;0.007545;0.010079;0.011735;0.011504;0.010104;0.003346;0.007260;0.007597;-0.749690;35.991970;6.194698;-1.266865;3467.678328;0.446160;0.001469;0.444237;-0.000537
0.254143;0.006049;0.005173;0.005651;0.003452;0.007736;0.010326;0.011914;0.011553;0.010333;0.003395;0.007388;0.007745;-5.777448;35.328209;6.991968;1.456821;3534.004177;0.446364;0.001266;0.442511;0.001208
