#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_reference (float64)[1];vertical_current_request (float64)[1]
-0.001000;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.715149;-1.934399;4.752710;0;0.454800;0.001739;0;0.521831
-0.000900;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.934399;4.748896;0;0.454798;0.001739;-0.004524;1.879072
-0.000800;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.938214;4.752710;0;0.454799;0.001739;-0.004755;1.948401
-0.000700;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.934399;4.752710;0;0.454799;0.001739;-0.004911;1.995262
-0.000600;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.934399;4.752710;0;0.454799;0.001739;-0.004990;2.018871
-0.000500;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.934399;4.752710;0;0.454799;0.001739;-0.004990;2.018871
-0.000400;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.934399;4.752710;0;0.454799;0.001739;-0.004911;1.995262
-0.000300;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.934399;4.752710;0;0.454799;0.001739;-0.004755;1.948416
-0.000200;0;0;0;0;0;0;0;0;0;0;0;0;3.576164;32.718971;-1.934399;4.752710;-28.931820;0.454799;0.001739;-0.004524;1.879072
-0.000100;0.000003;0.000002;0.000003;-0.000009;-0.000002;0.000010;-0.000011;-0.000004;-0.000002;-0.000001;-0.000003;-0.000014;3.579979;32.718971;-1.934399;4.752710;-25.036070;0.454800;0.001739;-0.004382;1.836178
