#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];langmuir_top (float64)[1];langmuir_outer (float64)[1];langmuir_bottom (float64)[1];langmuir_inner (float64)[1];rogowski_coil (float64)[1];outputFusedR (float64)[1];outputFusedZ (float64)[1];vertical_current_request (float64)[1]
0.004301;-0.000250;-0.000019;0.000003;0.000012;0.000092;0.000122;0.000127;0.000069;0.000126;0.000057;-0.000027;-0.000222;3.530388;32.093361;-1.930585;4.783228;1.466705;0.439211;-0.004205;0.273497
0.004401;-0.000283;-0.000009;-0.000014;0.000048;0.000098;0.000137;0.000127;0.000073;0.000118;0.000065;-0.000073;-0.000224;3.530388;32.093361;-1.934399;4.783228;0.153075;0.439198;-0.004221;0.266085
0.004501;-0.000306;-0.000002;-0.000021;0.000073;0.000109;0.000157;0.000123;0.000074;0.000113;0.000072;-0.000103;-0.000231;3.534203;32.093361;-1.930585;4.783228;-0.317876;0.439194;-0.004225;0.258192
0.004601;-0.000288;-0.000010;0.000003;0.000042;0.000130;0.000185;0.000110;0.000062;0.000123;0.000067;-0.000068;-0.000260;3.534203;32.093361;-1.930585;4.787043;1.507798;0.439209;-0.004205;0.247500
0.004701;-0.000272;-0.000019;0.000028;0.000011;0.000154;0.000216;0.000095;0.000049;0.000131;0.000061;-0.000032;-0.000290;3.530388;32.093361;-1.930585;4.783228;3.301354;0.439225;-0.004186;0.228251
0.004801;-0.000261;-0.000029;0.000051;-0.000020;0.000173;0.000237;0.000090;0.000042;0.000142;0.000056;0.000006;-0.000319;3.526573;32.089539;-1.938214;4.775599;4.888272;0.439237;-0.004172;0.205522
0.004901;-0.000253;-0.000042;0.000071;-0.000053;0.000188;0.000253;0.000094;0.000038;0.000157;0.000053;0.000046;-0.000347;3.526573;32.085732;-1.938214;4.775599;6.543277;0.439244;-0.004156;0.188555
0.005001;-0.000259;-0.000053;0.000081;-0.000077;0.000195;0.000257;0.000112;0.000045;0.000172;0.000050;0.000073;-0.000371;3.526573;32.089539;-1.934399;4.779413;7.221911;0.439242;-0.004150;0.161812
0.005101;-0.000308;-0.000049;0.000058;-0.000045;0.000192;0.000254;0.000142;0.000064;0.000175;0.000061;0.000033;-0.000376;3.530388;32.093361;-1.934399;4.783228;5.663674;0.439226;-0.004167;0.153106
0.005201;-0.000343;-0.000052;0.000026;-0.000012;0.000181;0.000242;0.000169;0.000081;0.000155;0.000056;-0.000015;-0.000361;3.538018;32.093361;-1.922956;4.794672;2.362568;0.439196;-0.004200;0.125986
0.005301;-0.000380;-0.000051;-0.000001;0.000021;0.000174;0.000234;0.000191;0.000097;0.000147;0.000057;-0.000058;-0.000352;3.534203;32.093361;-1.930585;4.787043;-0.013108;0.439185;-0.004223;0.117263
0.005401;-0.000416;-0.000047;-0.000026;0.000053;0.000169;0.000232;0.000210;0.000111;0.000140;0.000057;-0.000102;-0.000346;3.534203;32.093361;-1.926770;4.790857;-2.085044;0.439172;-0.004240;0.099081
0.005501;-0.000442;-0.000047;-0.000042;0.000074;0.000169;0.000233;0.000223;0.000121;0.000137;0.000059;-0.000130;-0.000345;3.538018;32.093361;-1.926770;4.790857;-3.365881;0.439166;-0.004251;0.072323
0.005601;-0.000426;-0.000060;-0.000025;0.000040;0.000179;0.000246;0.000228;0.000120;0.000153;0.000058;-0.000094;-0.000369;3.538018;32.093361;-1.922956;4.794672;-1.606482;0.439173;-0.004233;0.054741
0.005701;-0.000401;-0.000075;-0.000011;0.000008;0.000188;0.000259;0.000227;0.000116;0.000160;0.000057;-0.000063;-0.000383;3.530388;32.093361;-1.934399;4.779413;-0.200506;0.439186;-0.004223;0.031074
0.005801;-0.000385;-0.000084;0.000012;-0.000026;0.000203;0.000278;0.000223;0.000111;0.000184;0.000058;-0.000023;-0.000412;3.522759;32.089539;-1.938214;4.767969;2.347746;0.439197;-0.004201;0.016675
0.005901;-0.000361;-0.000098;0.000033;-0.000057;0.000215;0.000293;0.000214;0.000102;0.000193;0.000055;0.000008;-0.000426;3.541832;32.097172;-1.919141;4.798486;3.862304;0.439183;-0.004192;0.004421
0.006001;-0.000354;-0.000105;0.000048;-0.000077;0.000233;0.000317;0.000208;0.000098;0.000206;0.000057;0.000028;-0.000449;3.541832;32.097172;-1.919141;4.798486;5.468665;0.439176;-0.004184;0
0.006101;-0.000384;-0.000099;0.000027;-0.000040;0.000239;0.000331;0.000205;0.000100;0.000191;0.000055;-0.000019;-0.000441;3.526573;32.089539;-1.934399;4.779413;3.404090;0.439171;-0.004204;0
0.006201;-0.000420;-0.000089;0.000013;-0.000003;0.000249;0.000350;0.000197;0.000102;0.000188;0.000062;-0.000061;-0.000440;3.518944;32.085732;-1.945844;4.760340;2.577952;0.439173;-0.004213;0
0.006301;-0.000446;-0.000088;-0.000011;0.000036;0.000256;0.000366;0.000192;0.000103;0.000152;0.000053;-0.000117;-0.000423;3.538018;32.097172;-1.926770;4.787043;-0.537187;0.439165;-0.004236;0
0.006401;-0.000480;-0.000082;-0.000027;0.000072;0.000263;0.000378;0.000184;0.000104;0.000145;0.000056;-0.000159;-0.000411;3.518944;32.085732;-1.942029;4.775599;-1.898374;0.439165;-0.004243;0
0.006501;-0.000507;-0.000081;-0.000039;0.000096;0.000270;0.000389;0.000191;0.000109;0.000139;0.000059;-0.000186;-0.000411;3.534203;32.093361;-1.926770;4.790857;-2.732098;0.439162;-0.004247;0
0.006601;-0.000488;-0.000098;-0.000026;0.000064;0.000275;0.000395;0.000198;0.000108;0.000149;0.000058;-0.000151;-0.000422;3.518944;32.089539;-1.945844;4.764154;-1.318072;0.439170;-0.004241;0
0.006701;-0.000472;-0.000117;-0.000010;0.000029;0.000276;0.000385;0.000210;0.000110;0.000170;0.000057;-0.000109;-0.000428;3.534203;32.097172;-1.926770;4.790857;0.348224;0.439154;-0.004232;0
0.006801;-0.000459;-0.000131;0.000008;-0.000008;0.000279;0.000380;0.000222;0.000114;0.000203;0.000060;-0.000063;-0.000445;3.522759;32.089539;-1.942029;4.764154;2.735995;0.439149;-0.004224;0.000075
0.006901;-0.000442;-0.000149;0.000020;-0.000043;0.000282;0.000381;0.000241;0.000121;0.000218;0.000058;-0.000027;-0.000466;3.526573;32.089539;-1.938214;4.771784;4.108237;0.439127;-0.004224;0.011128
0.007001;-0.000429;-0.000165;0.000025;-0.000066;0.000280;0.000375;0.000255;0.000126;0.000223;0.000051;-0.000008;-0.000471;3.538018;32.093361;-1.926770;4.790857;4.253791;0.439106;-0.004229;0.024186
0.007101;-0.000465;-0.000161;0.000002;-0.000034;0.000276;0.000373;0.000274;0.000142;0.000224;0.000057;-0.000050;-0.000468;3.534203;32.093361;-1.926770;4.787043;2.788632;0.439105;-0.004236;0.046710
0.007201;-0.000496;-0.000158;-0.000022;-0.000001;0.000271;0.000366;0.000287;0.000155;0.000219;0.000058;-0.000093;-0.000457;3.534203;32.093361;-1.926770;4.790857;0.804745;0.439112;-0.004244;0.072090
0.007301;-0.000523;-0.000157;-0.000050;0.000034;0.000266;0.000363;0.000301;0.000166;0.000199;0.000052;-0.000142;-0.000443;3.530388;32.089539;-1.938214;4.779413;-2.001207;0.439139;-0.004252;0.081213
0.007401;-0.000556;-0.000150;-0.000069;0.000068;0.000268;0.000370;0.000310;0.000178;0.000200;0.000057;-0.000184;-0.000443;3.522759;32.089539;-1.938214;4.767969;-3.075812;0.439152;-0.004252;0.099445
0.007501;-0.000573;-0.000150;-0.000083;0.000091;0.000268;0.000372;0.000314;0.000183;0.000189;0.000055;-0.000217;-0.000434;3.541832;32.093361;-1.919141;4.798486;-4.482918;0.439153;-0.004254;0.118194
0.007601;-0.000548;-0.000163;-0.000064;0.000059;0.000282;0.000388;0.000308;0.000177;0.000204;0.000053;-0.000183;-0.000453;3.522759;32.089539;-1.942029;4.767969;-2.502928;0.439145;-0.004253;0.146395
0.007701;-0.000528;-0.000170;-0.000038;0.000027;0.000300;0.000410;0.000298;0.000170;0.000229;0.000056;-0.000144;-0.000482;3.518944;32.085732;-1.949658;4.760340;0.391023;0.439108;-0.004255;0.174000
0.007801;-0.000500;-0.000185;-0.000017;-0.000003;0.000314;0.000431;0.000288;0.000161;0.000229;0.000054;-0.000120;-0.000496;3.541832;32.097172;-1.922956;4.794672;1.797818;0.439071;-0.004259;0.191622
0.007901;-0.000475;-0.000195;0.000008;-0.000034;0.000332;0.000453;0.000272;0.000149;0.000246;0.000053;-0.000083;-0.000519;3.530388;32.093361;-1.938214;4.779413;4.171786;0.439030;-0.004269;0.200340
0.008002;-0.000467;-0.000200;0.000027;-0.000053;0.000351;0.000478;0.000258;0.000141;0.000263;0.000056;-0.000060;-0.000540;3.503685;32.081909;-1.961102;4.741266;6.225070;0.438987;-0.004284;0.224121
0.008102;-0.000495;-0.000202;-0.000001;-0.000015;0.000351;0.000483;0.000269;0.000148;0.000229;0.000046;-0.000114;-0.000525;3.530388;32.093361;-1.938214;4.775599;2.821372;0.439024;-0.004283;0.244064
0.008202;-0.000528;-0.000200;-0.000023;0.000019;0.000347;0.000475;0.000280;0.000158;0.000221;0.000047;-0.000155;-0.000509;3.530388;32.089539;-1.938214;4.775599;0.811521;0.439051;-0.004281;0.255073
0.008302;-0.000568;-0.000197;-0.000046;0.000051;0.000338;0.000463;0.000302;0.000176;0.000227;0.000055;-0.000190;-0.000498;3.515130;32.085732;-1.949658;4.756525;-0.404155;0.439070;-0.004280;0.264111
0.008402;-0.000603;-0.000199;-0.000076;0.000084;0.000328;0.000452;0.000332;0.000196;0.000212;0.000055;-0.000237;-0.000486;3.522759;32.089539;-1.938214;4.771784;-3.118019;0.439115;-0.004268;0.270690
0.008502;-0.000623;-0.000204;-0.000097;0.000104;0.000318;0.000435;0.000353;0.000210;0.000204;0.000050;-0.000266;-0.000470;3.538018;32.093361;-1.922956;4.790857;-5.070021;0.439148;-0.004258;0.275090
0.008602;-0.000606;-0.000217;-0.000079;0.000068;0.000323;0.000438;0.000368;0.000214;0.000229;0.000052;-0.000226;-0.000494;3.538018;32.097172;-1.922956;4.790857;-2.879728;0.439095;-0.004272;0.277863
0.008702;-0.000585;-0.000232;-0.000062;0.000033;0.000326;0.000437;0.000376;0.000216;0.000251;0.000050;-0.000187;-0.000512;3.530388;32.089539;-1.934399;4.775599;-1.024970;0.439048;-0.004287;0.278317
0.008802;-0.000557;-0.000249;-0.000048;0;0.000328;0.000440;0.000384;0.000217;0.000262;0.000047;-0.000154;-0.000526;3.530388;32.093361;-1.934399;4.779413;0.357980;0.439005;-0.004301;0.277833
0.008902;-0.000538;-0.000260;-0.000026;-0.000034;0.000339;0.000451;0.000387;0.000217;0.000288;0.000050;-0.000115;-0.000552;3.522759;32.089539;-1.938214;4.775599;2.919396;0.438915;-0.004327;0.272470
0.009002;-0.000524;-0.000271;-0.000014;-0.000056;0.000345;0.000456;0.000387;0.000217;0.000299;0.000048;-0.000097;-0.000562;3.538018;32.093361;-1.926770;4.790857;3.907306;0.438858;-0.004346;0.266095
0.009102;-0.000549;-0.000268;-0.000039;-0.000020;0.000343;0.000461;0.000395;0.000225;0.000283;0.000046;-0.000145;-0.000554;3.526573;32.089539;-1.942029;4.767969;1.633405;0.438920;-0.004334;0.256666
0.009202;-0.000582;-0.000258;-0.000055;0.000015;0.000348;0.000472;0.000397;0.000233;0.000284;0.000053;-0.000188;-0.000554;3.518944;32.089539;-1.945844;4.760340;0.856191;0.438927;-0.004334;0.239377
0.009302;-0.000605;-0.000256;-0.000077;0.000053;0.000349;0.000478;0.000398;0.000239;0.000258;0.000047;-0.000241;-0.000539;3.538018;32.097172;-1.922956;4.794672;-1.797147;0.439001;-0.004307;0.224821
0.009402;-0.000632;-0.000249;-0.000096;0.000089;0.000354;0.000489;0.000394;0.000243;0.000248;0.000049;-0.000286;-0.000529;3.522759;32.089539;-1.938214;4.767969;-3.220143;0.439054;-0.004294;0.209180
0.009502;-0.000654;-0.000242;-0.000100;0.000114;0.000365;0.000507;0.000386;0.000242;0.000252;0.000057;-0.000312;-0.000533;3.511315;32.081909;-1.953473;4.752710;-3.025649;0.439041;-0.004301;0.184260
0.009602;-0.000625;-0.000257;-0.000081;0.000085;0.000382;0.000533;0.000373;0.000232;0.000246;0.000054;-0.000288;-0.000547;3.534203;32.093361;-1.926770;4.783228;-1.736846;0.438983;-0.004318;0.166841
0.009702;-0.000600;-0.000267;-0.000054;0.000055;0.000402;0.000555;0.000352;0.000219;0.000260;0.000054;-0.000252;-0.000562;3.526573;32.089539;-1.934399;4.779413;0.755365;0.438878;-0.004358;0.140146
0.009802;-0.000577;-0.000283;-0.000037;0.000025;0.000413;0.000569;0.000349;0.000213;0.000265;0.000053;-0.000218;-0.000573;3.522759;32.089539;-1.942029;4.764154;2.405375;0.438802;-0.004393;0.122361
0.009902;-0.000562;-0.000295;-0.000015;-0.000009;0.000425;0.000579;0.000351;0.000210;0.000288;0.000052;-0.000175;-0.000595;3.507500;32.081909;-1.953473;4.748896;4.738380;0.438675;-0.004444;0.105225
0.010002;-0.000554;-0.000311;-0.000007;-0.000032;0.000422;0.000569;0.000366;0.000217;0.000296;0.000051;-0.000154;-0.000597;3.538018;32.093361;-1.926770;4.787043;5.208709;0.438608;-0.004469;0.078863
0.010102;-0.000588;-0.000310;-0.000035;0;0.000410;0.000554;0.000391;0.000235;0.000291;0.000052;-0.000194;-0.000582;3.522759;32.085732;-1.942029;4.764154;3.129644;0.438678;-0.004448;0.061181
0.010202;-0.000625;-0.000305;-0.000057;0.000031;0.000403;0.000544;0.000414;0.000253;0.000299;0.000059;-0.000230;-0.000576;3.511315;32.085732;-1.953473;4.752710;2.069148;0.438696;-0.004446;0.045219
0.010302;-0.000653;-0.000308;-0.000088;0.000064;0.000391;0.000528;0.000437;0.000270;0.000274;0.000053;-0.000280;-0.000556;3.534203;32.093361;-1.930585;4.787043;-1.292958;0.438846;-0.004383;0.028808
0.010402;-0.000685;-0.000302;-0.000109;0.000096;0.000383;0.000516;0.000451;0.000284;0.000278;0.000058;-0.000319;-0.000543;3.526573;32.089539;-1.934399;4.775599;-2.709771;0.438906;-0.004360;0.015238
0.010502;-0.000706;-0.000301;-0.000124;0.000117;0.000382;0.000516;0.000468;0.000297;0.000277;0.000060;-0.000348;-0.000544;3.534203;32.093361;-1.930585;4.787043;-3.551919;0.438930;-0.004351;0
0.010602;-0.000679;-0.000316;-0.000109;0.000084;0.000386;0.000521;0.000473;0.000297;0.000287;0.000060;-0.000317;-0.000558;3.526573;32.089539;-1.942029;4.775599;-2.029706;0.438836;-0.004393;0
0.010702;-0.000653;-0.000328;-0.000088;0.000050;0.000393;0.000525;0.000469;0.000294;0.000307;0.000062;-0.000280;-0.000571;3.538018;32.093361;-1.926770;4.790857;0.198032;0.438684;-0.004453;0
0.010802;-0.000631;-0.000337;-0.000064;0.000017;0.000405;0.000537;0.000463;0.000289;0.000334;0.000064;-0.000240;-0.000594;3.518944;32.085732;-1.945844;4.760340;2.935162;0.438499;-0.004535;0
0.010902;-0.000604;-0.000351;-0.000046;-0.000015;0.000417;0.000555;0.000463;0.000286;0.000340;0.000060;-0.000210;-0.000618;3.522759;32.089539;-1.938214;4.771784;4.443073;0.438372;-0.004586;0
0.011002;-0.000586;-0.000360;-0.000033;-0.000034;0.000425;0.000567;0.000456;0.000282;0.000345;0.000063;-0.000196;-0.000626;3.538018;32.093361;-1.926770;4.790857;5.658905;0.438251;-0.004634;0
0.011102;-0.000615;-0.000351;-0.000048;0.000002;0.000430;0.000577;0.000451;0.000286;0.000342;0.000067;-0.000238;-0.000618;3.522759;32.089539;-1.938214;4.771784;4.726857;0.438282;-0.004625;0
0.011202;-0.000643;-0.000344;-0.000066;0.000040;0.000438;0.000595;0.000451;0.000289;0.000325;0.000067;-0.000286;-0.000617;3.530388;32.093361;-1.934399;4.779413;3.019343;0.438368;-0.004592;0
