#timeI (float64)[1],SendToHorizontalValue__MARTE_NODE_IVO3.DataCollection.Channel_126 (float64)[1]
0.000000000000000000e+00,0.000000000000000000e+00
1.000208203206329356e-04,0.000000000000000000e+00
2.000416406412658713e-04,0.000000000000000000e+00
3.000624609618988341e-04,0.000000000000000000e+00
4.000832812825317426e-04,0.000000000000000000e+00
5.001041016031647054e-04,0.000000000000000000e+00
6.001249219237976681e-04,0.000000000000000000e+00
7.001457422444305224e-04,0.000000000000000000e+00
8.001665625650634852e-04,-6.737999725341796875e+01
9.001873828856965564e-04,-6.737999725341796875e+01
1.000208203206329411e-03,-6.737999725341796875e+01
1.100229023526962373e-03,-6.737999725341796875e+01
1.200249843847595336e-03,-6.737999725341796875e+01
1.300270664168228299e-03,-6.737999725341796875e+01
1.400291484488861045e-03,-6.737999725341796875e+01
1.500312304809494008e-03,-6.737999725341796875e+01
1.600333125130126970e-03,-6.737999725341796875e+01
1.700353945450759933e-03,-6.737999725341796875e+01
1.800374765771393113e-03,-6.737999725341796875e+01
1.900395586092025859e-03,-6.737999725341796875e+01
2.000416406412658821e-03,-6.737999725341796875e+01
2.100437226733291567e-03,-6.737999725341796875e+01
2.200458047053924747e-03,-6.737999725341796875e+01
2.300478867374557493e-03,-6.737999725341796875e+01
2.400499687695190672e-03,-6.737999725341796875e+01
2.500520508015823418e-03,-6.737999725341796875e+01
2.600541328336456598e-03,-6.737999725341796875e+01
2.700562148657089344e-03,-6.737999725341796875e+01
2.800582968977722090e-03,-6.737999725341796875e+01
2.900603789298354836e-03,-6.737999725341796875e+01
3.000624609618988015e-03,-6.737999725341796875e+01
3.100645429939620761e-03,-6.737999725341796875e+01
3.200666250260253941e-03,-6.737999725341796875e+01
3.300687070580887120e-03,-6.737999725341796875e+01
3.400707890901519866e-03,-6.737999725341796875e+01
3.500728711222153046e-03,-6.737999725341796875e+01
3.600749531542786225e-03,-6.737999725341796875e+01
3.700770351863418971e-03,-6.737999725341796875e+01
3.800791172184051717e-03,-6.737999725341796875e+01
3.900811992504684897e-03,-6.737999725341796875e+01
4.000832812825317643e-03,-6.737999725341796875e+01
4.100853633145949521e-03,-6.737999725341796875e+01
4.200874453466583135e-03,-6.737999725341796875e+01
4.300895273787215881e-03,-6.737999725341796875e+01
4.400916094107849494e-03,-6.737999725341796875e+01
4.500936914428481372e-03,-6.737999725341796875e+01
4.600957734749114986e-03,-6.737999725341796875e+01
4.700978555069747732e-03,-6.737999725341796875e+01
4.800999375390381345e-03,-6.737999725341796875e+01
4.901020195711014958e-03,-6.737999725341796875e+01
5.001041016031646837e-03,-6.737999725341796875e+01
5.101061836352280450e-03,-6.737999725341796875e+01
5.201082656672913196e-03,-6.737999725341796875e+01
5.301103476993546809e-03,-6.737999725341796875e+01
5.401124297314178688e-03,-6.737999725341796875e+01
5.501145117634812301e-03,-6.737999725341796875e+01
5.601165937955444180e-03,-6.737999725341796875e+01
5.701186758276077793e-03,-6.737999725341796875e+01
5.801207578596709671e-03,-6.737999725341796875e+01
5.901228398917343285e-03,-6.737999725341796875e+01
6.001249219237976031e-03,-6.737999725341796875e+01
6.101270039558609644e-03,-6.737999725341796875e+01
6.201290859879241522e-03,-6.737999725341796875e+01
6.301311680199875136e-03,-6.737999725341796875e+01
6.401332500520507882e-03,-6.737999725341796875e+01
6.501353320841141495e-03,-6.737999725341796875e+01
6.601374141161774241e-03,-6.737999725341796875e+01
6.701394961482406987e-03,-6.737999725341796875e+01
6.801415781803039733e-03,-6.737999725341796875e+01
6.901436602123673346e-03,-6.737999725341796875e+01
7.001457422444306092e-03,-6.737999725341796875e+01
7.101478242764938838e-03,-6.737999725341796875e+01
7.201499063085572451e-03,-6.737999725341796875e+01
7.301519883406204330e-03,-6.737999725341796875e+01
7.401540703726837943e-03,-6.737999725341796875e+01
7.501561524047469821e-03,-6.737999725341796875e+01
7.601582344368103435e-03,-6.737999725341796875e+01
7.701603164688736181e-03,-6.737999725341796875e+01
7.801623985009369794e-03,-6.737999725341796875e+01
7.901644805330001672e-03,-6.737999725341796875e+01
8.001665625650635286e-03,-6.737999725341796875e+01
8.101686445971267164e-03,-5.272999954223632812e+01
8.201707266291899043e-03,-5.175416946411132812e+01
8.301728086612532656e-03,-5.077833175659179688e+01
8.401748906933166269e-03,-4.980250167846679688e+01
8.501769727253799883e-03,-4.882667160034179688e+01
8.601790547574431761e-03,-4.785083007812500000e+01
8.701811367895065374e-03,-4.687500000000000000e+01
8.801832188215698988e-03,-4.589916992187500000e+01
8.901853008536332601e-03,-4.492332839965820312e+01
9.001873828856962745e-03,-4.394749832153320312e+01
9.101894649177596358e-03,-4.297166824340820312e+01
9.201915469498229971e-03,-4.199583053588867188e+01
9.301936289818863585e-03,-4.102000045776367188e+01
9.401957110139495463e-03,-4.102000045776367188e+01
9.501977930460129076e-03,-4.102000045776367188e+01
9.601998750780762690e-03,-4.102000045776367188e+01
9.702019571101396303e-03,-4.102000045776367188e+01
9.802040391422029916e-03,-4.102000045776367188e+01
9.902061211742660060e-03,-4.102000045776367188e+01
1.000208203206329367e-02,-4.102000045776367188e+01
1.010210285238392729e-02,-4.102000045776367188e+01
1.020212367270456090e-02,-4.102000045776367188e+01
1.030214449302519278e-02,-4.102000045776367188e+01
1.040216531334582639e-02,-4.102000045776367188e+01
1.050218613366646001e-02,-4.102000045776367188e+01
1.060220695398709362e-02,-4.102000045776367188e+01
1.070222777430772376e-02,-4.102000045776367188e+01
1.080224859462835738e-02,-4.102000045776367188e+01
1.090226941494899099e-02,-4.102000045776367188e+01
1.100229023526962460e-02,-4.102000045776367188e+01
1.110231105559025648e-02,-4.102000045776367188e+01
1.120233187591088836e-02,-4.102000045776367188e+01
1.130235269623152197e-02,-4.102000045776367188e+01
1.140237351655215559e-02,-4.102000045776367188e+01
1.150239433687278573e-02,-4.102000045776367188e+01
1.160241515719341934e-02,-4.102000045776367188e+01
1.170243597751405296e-02,-4.102000045776367188e+01
1.180245679783468657e-02,-4.102000045776367188e+01
1.190247761815531845e-02,-4.102000045776367188e+01
1.200249843847595206e-02,-4.102000045776367188e+01
1.210251925879658567e-02,-4.102000045776367188e+01
1.220254007911721929e-02,-4.102000045776367188e+01
1.230256089943785290e-02,-4.102000045776367188e+01
1.240258171975848304e-02,-4.102000045776367188e+01
1.250260254007911666e-02,-4.102000045776367188e+01
1.260262336039975027e-02,-4.102000045776367188e+01
1.270264418072038388e-02,-4.102000045776367188e+01
1.280266500104101576e-02,-4.102000045776367188e+01
1.290268582136164938e-02,-4.102000045776367188e+01
1.300270664168228299e-02,-4.102000045776367188e+01
1.310272746200291660e-02,-4.102000045776367188e+01
1.320274828232354848e-02,-4.102000045776367188e+01
1.330276910264418036e-02,-4.102000045776367188e+01
1.340278992296481397e-02,-4.102000045776367188e+01
1.350281074328544759e-02,-4.102000045776367188e+01
