#timeI (float64)[1],SendToHorizontalValue__MARTE_NODE_IVO3.DataCollection.Channel_126 (float64)[1]
5.700513143680230842e-03,-2.500000000000000000e+01
5.800522146200935703e-03,-2.500000000000000000e+01
5.900531148721641431e-03,-1.500000000000000000e+01
6.000540151242348026e-03,-1.500000000000000000e+01
6.100549153763052887e-03,-1.500000000000000000e+01
6.200558156283759483e-03,-1.500000000000000000e+01
6.300567158804466078e-03,-1.500000000000000000e+01
6.400576161325170939e-03,-1.500000000000000000e+01
6.500585163845876667e-03,-1.500000000000000000e+01
6.600594166366583262e-03,-1.500000000000000000e+01
6.700603168887288123e-03,-1.500000000000000000e+01
6.800612171407993851e-03,-1.500000000000000000e+01
6.900621173928700447e-03,-1.500000000000000000e+01
7.000630176449405308e-03,-1.500000000000000000e+01
7.100639178970111036e-03,-1.500000000000000000e+01
7.200648181490816764e-03,-1.500000000000000000e+01
7.300657184011523360e-03,-1.500000000000000000e+01
7.400666186532229088e-03,-1.500000000000000000e+01
7.500675189052934816e-03,-1.500000000000000000e+01
7.600684191573640544e-03,-1.500000000000000000e+01
7.700693194094346272e-03,-1.500000000000000000e+01
7.800702196615052000e-03,-2.000000000000000000e+02
7.900711199135757729e-03,-2.000000000000000000e+02
8.000720201656463457e-03,-2.000000000000000000e+02
8.100729204177169185e-03,-2.000000000000000000e+02
8.200738206697876648e-03,-2.000000000000000000e+02
8.300747209218580641e-03,-2.000000000000000000e+02
8.400756211739286369e-03,-2.000000000000000000e+02
8.500765214259992097e-03,-2.000000000000000000e+02
8.600774216780697826e-03,-2.000000000000000000e+02
8.700783219301403554e-03,-2.000000000000000000e+02
8.800792221822111017e-03,-2.000000000000000000e+02
8.900801224342815010e-03,-2.000000000000000000e+02
9.000810226863520738e-03,-2.000000000000000000e+02
9.100819229384228201e-03,-2.000000000000000000e+02
9.200828231904932195e-03,-2.000000000000000000e+02
9.300837234425639657e-03,-2.000000000000000000e+02
9.400846236946345386e-03,-2.000000000000000000e+02
9.500855239467051114e-03,-2.000000000000000000e+02
9.600864241987755107e-03,-1.802220001220703125e+02
9.700873244508462570e-03,-1.548202056884765625e+02
9.800882247029166564e-03,-1.315758056640625000e+02
9.900891249549874026e-03,-9.561018371582031250e+01
1.000090025207058149e-02,-7.293766021728515625e+01
1.010090925459128548e-02,-5.643566131591796875e+01
1.020091825711199121e-02,-3.378361129760742188e+01
1.030092725963269694e-02,-2.027396011352539062e+01
1.040093626215340267e-02,-1.094375038146972656e+01
1.050094526467410840e-02,2.623789072036743164e+00
1.060095426719481586e-02,9.591727256774902344e+00
1.070096326971551985e-02,1.283108043670654297e+01
1.080097227223622731e-02,1.396825027465820312e+01
1.090098127475693131e-02,1.431984996795654297e+01
1.100099027727763704e-02,1.228709983825683594e+01
1.110099927979834276e-02,7.230348110198974609e+00
1.120100828231905023e-02,2.710542917251586914e+00
1.130101728483975596e-02,-2.152175903320312500e+00
1.140102628736046168e-02,-1.014196968078613281e+01
1.150103528988116568e-02,-1.586538982391357422e+01
1.160104429240187141e-02,-2.566480064392089844e+01
1.170105329492257887e-02,-3.124897003173828125e+01
1.180106229744328286e-02,-3.916704177856445312e+01
1.190107129996399032e-02,-4.649671936035156250e+01
1.200108030248469605e-02,-5.173839950561523438e+01
1.210108930500540005e-02,-5.082025909423828125e+01
1.220109830752610577e-02,-5.566719055175781250e+01
1.230110731004681324e-02,-5.757101821899414062e+01
1.240111631256751897e-02,-5.981694030761718750e+01
1.250112531508822469e-02,-6.059941864013671875e+01
1.260113431760893216e-02,-6.198884963989257812e+01
1.270114332012963441e-02,-6.306470870971679688e+01
1.280115232265034188e-02,-6.601962280273437500e+01
1.290116132517104761e-02,-6.403455352783203125e+01
1.300117032769175333e-02,-6.349108886718750000e+01
1.310117933021245906e-02,-6.547524261474609375e+01
1.320118833273316652e-02,-6.374691009521484375e+01
1.330119733525386878e-02,-6.062073135375976562e+01
1.340120633777457625e-02,-5.915093994140625000e+01
1.350121534029528371e-02,-5.701123046875000000e+01
1.360122434281598770e-02,-5.730474090576171875e+01
1.370123334533669517e-02,-5.177431106567382812e+01
1.380124234785740089e-02,-5.101414871215820312e+01
1.390125135037810489e-02,-4.964173889160156250e+01
1.400126035289881062e-02,-4.842362976074218750e+01
1.410126935541951808e-02,-4.332321929931640625e+01
1.420127835794022207e-02,-4.071775817871093750e+01
1.430128736046092953e-02,-4.256304931640625000e+01
1.440129636298163353e-02,-4.091307067871093750e+01
1.450130536550234099e-02,-3.988745117187500000e+01
1.460131436802304672e-02,-4.050350952148437500e+01
1.470132337054375071e-02,-3.916772079467773438e+01
1.480133237306445818e-02,-4.011613082885742188e+01
1.490134137558516390e-02,-4.152392959594726562e+01
1.500135037810586963e-02,-4.239511871337890625e+01
1.510135938062657536e-02,-4.037802124023437500e+01
1.520136838314728109e-02,-4.105163955688476562e+01
1.530137738566798508e-02,-3.891088867187500000e+01
1.540138638818869254e-02,-3.853123855590820312e+01
1.550139539070939827e-02,-3.789926910400390625e+01
1.560140439323010400e-02,-3.898958969116210938e+01
1.570141339575081146e-02,-3.652318954467773438e+01
1.580142239827151546e-02,-3.645653152465820312e+01
1.590143140079222292e-02,-3.641500854492187500e+01
1.600144040331292691e-02,-3.712139892578125000e+01
1.610144940583363438e-02,-3.949961853027343750e+01
1.620145840835433837e-02,-3.968225860595703125e+01
1.630146741087504583e-02,-3.869461059570312500e+01
1.640147641339575330e-02,-4.002418899536132812e+01
1.650148541591645729e-02,-3.986214828491210938e+01
1.660149441843716128e-02,-3.970536041259765625e+01
1.670150342095786528e-02,-4.087881088256835938e+01
1.680151242347857274e-02,-3.931148910522460938e+01
1.690152142599928020e-02,-3.829924011230468750e+01
1.700153042851998419e-02,-3.952685928344726562e+01
1.710153943104069166e-02,-3.701013946533203125e+01
1.720154843356139565e-02,-3.565935134887695312e+01
1.730155743608210311e-02,-3.535823059082031250e+01
1.740156643860280711e-02,-3.239031982421875000e+01
1.750157544112351457e-02,-3.113213920593261719e+01
1.760158444364422203e-02,-3.007634925842285156e+01
1.770159344616492950e-02,-2.950374031066894531e+01
1.780160244868563002e-02,-3.077923011779785156e+01
1.790161145120633401e-02,-3.227777099609375000e+01
1.800162045372704148e-02,-3.099617958068847656e+01
1.810162945624774894e-02,-3.173176002502441406e+01
1.820163845876845640e-02,-3.309737014770507812e+01
1.830164746128916040e-02,-3.282472991943359375e+01
1.840165646380986439e-02,-3.145154953002929688e+01
1.850166546633057185e-02,-3.388293075561523438e+01
1.860167446885127931e-02,-3.252632141113281250e+01
1.870168347137198331e-02,-3.265586853027343750e+01
1.880169247389269077e-02,-3.229492950439453125e+01
1.890170147641339823e-02,-3.182323074340820312e+01
1.900171047893410223e-02,-3.078284072875976562e+01
1.910171948145480969e-02,-3.158209991455078125e+01
1.920172848397551021e-02,-3.143832015991210938e+01
1.930173748649621768e-02,-3.198100090026855469e+01
1.940174648901692514e-02,-3.258713150024414062e+01
1.950175549153762913e-02,-3.226980972290039062e+01
1.960176449405833313e-02,-3.249655914306640625e+01
1.970177349657904059e-02,-3.319134902954101562e+01
1.980178249909974805e-02,-3.356666183471679688e+01
1.990179150162045552e-02,-3.334930038452148438e+01
2.000180050414116298e-02,-3.197067070007324219e+01
2.010180950666186350e-02,-3.354767990112304688e+01
2.020181850918257097e-02,-3.285451889038085938e+01
2.030182751170327843e-02,-3.127732086181640625e+01
2.040183651422398242e-02,-2.905446052551269531e+01
2.050184551674468642e-02,-2.871910095214843750e+01
2.060185451926539388e-02,-2.710689926147460938e+01
2.070186352178609787e-02,-2.692543983459472656e+01
2.080187252430680533e-02,-2.567256927490234375e+01
2.090188152682750933e-02,-2.523417091369628906e+01
2.100189052934821679e-02,-2.604767036437988281e+01
2.110189953186892425e-02,-2.738014030456542969e+01
2.120190853438963172e-02,-2.867612075805664062e+01
2.130191753691033571e-02,-2.893823051452636719e+01
2.140192653943103970e-02,-2.903562927246093750e+01
2.150193554195174717e-02,-2.890444946289062500e+01
2.160194454447245463e-02,-2.932710075378417969e+01
2.170195354699315862e-02,-3.106996917724609375e+01
2.180196254951386262e-02,-3.096372985839843750e+01
2.190197155203456661e-02,-3.220119094848632812e+01
2.200198055455527407e-02,-3.083799934387207031e+01
2.210198955707598154e-02,-3.181961059570312500e+01
2.220199855959668553e-02,-3.163445091247558594e+01
2.230200756211739299e-02,-3.135223960876464844e+01
2.240201656463810045e-02,-3.026528930664062500e+01
2.250202556715880445e-02,-2.928841018676757812e+01
2.260203456967951191e-02,-3.030633926391601562e+01
2.270204357220021590e-02,-3.253438186645507812e+01
2.280205257472092337e-02,-3.281034088134765625e+01
2.290206157724162736e-02,-3.515982818603515625e+01
2.300207057976233135e-02,-3.372077941894531250e+01
2.310207958228303535e-02,-3.353657913208007812e+01
2.320208858480374281e-02,-3.407946014404296875e+01
2.330209758732445027e-02,-3.290753173828125000e+01
2.340210658984515774e-02,-3.308412170410156250e+01
2.350211559236586520e-02,-3.228659057617187500e+01
2.360212459488656572e-02,-3.059024047851562500e+01
2.370213359740727319e-02,-3.116336059570312500e+01
2.380214259992798065e-02,-3.038388061523437500e+01
2.390215160244868811e-02,-2.815720939636230469e+01
2.400216060496939210e-02,-2.704920959472656250e+01
2.410216960749009610e-02,-2.624547004699707031e+01
2.420217861001080009e-02,-2.676774978637695312e+01
2.430218761253150755e-02,-2.588056945800781250e+01
2.440219661505221155e-02,-2.614456939697265625e+01
2.450220561757291901e-02,-2.755905914306640625e+01
2.460221462009362647e-02,-2.676439094543457031e+01
2.470222362261433394e-02,-2.913812065124511719e+01
2.480223262513503793e-02,-2.973037910461425781e+01
2.490224162765574192e-02,-3.048218917846679688e+01
2.500225063017644939e-02,-3.048637008666992188e+01
2.510225963269715685e-02,-3.264247131347656250e+01
2.520226863521786431e-02,-3.397396087646484375e+01
2.530227763773856831e-02,-3.115210914611816406e+01
2.540228664025926883e-02,-3.242266082763671875e+01
2.550229564277997629e-02,-2.873480033874511719e+01
2.560230464530068376e-02,-3.000889968872070312e+01
2.570231364782139122e-02,-2.922616004943847656e+01
2.580232265034209521e-02,-3.021277046203613281e+01
2.590233165286279921e-02,-3.152647018432617188e+01
2.600234065538350667e-02,-3.380588912963867188e+01
2.610234965790421413e-02,-3.220100021362304688e+01
2.620235866042491812e-02,-3.400197982788085938e+01
2.630236766294562559e-02,-3.370719146728515625e+01
2.640237666546633305e-02,-3.399036026000976562e+01
2.650238566798703704e-02,-3.376491165161132812e+01
2.660239467050773757e-02,-3.469038009643554688e+01
2.670240367302844503e-02,-3.565687942504882812e+01
2.680241267554915249e-02,-3.418835067749023438e+01
2.690242167806985996e-02,-3.479856872558593750e+01
2.700243068059056742e-02,-3.380728912353515625e+01
2.710243968311126794e-02,-3.437987899780273438e+01
2.720244868563197541e-02,-3.146532058715820312e+01
2.730245768815268287e-02,-3.136730957031250000e+01
2.740246669067339033e-02,-2.899225044250488281e+01
2.750247569319409432e-02,-2.955768013000488281e+01
2.760248469571480179e-02,-2.864735031127929688e+01
2.770249369823550578e-02,-2.979257965087890625e+01
2.780250270075620977e-02,-2.762204933166503906e+01
2.790251170327691724e-02,-3.020446014404296875e+01
2.800252070579762123e-02,-3.006936073303222656e+01
2.810252970831832869e-02,-3.109905052185058594e+01
2.820253871083903616e-02,-3.098780059814453125e+01
2.830254771335974015e-02,-3.244221115112304688e+01
2.840255671588044414e-02,-3.280081939697265625e+01
2.850256571840115161e-02,-3.257341003417968750e+01
2.860257472092185907e-02,-3.094873046875000000e+01
2.870258372344256653e-02,-3.128340911865234375e+01
2.880259272596326706e-02,-3.058015060424804688e+01
2.890260172848397452e-02,-2.916758918762207031e+01
2.900261073100468198e-02,-2.896516036987304688e+01
2.910261973352538598e-02,-2.845988082885742188e+01
2.920262873604609344e-02,-2.904825973510742188e+01
2.930263773856679743e-02,-3.099790000915527344e+01
2.940264674108750143e-02,-3.049768066406250000e+01
2.950265574360820889e-02,-3.182370948791503906e+01
2.960266474612891635e-02,-3.215457153320312500e+01
2.970267374864962034e-02,-3.229301071166992188e+01
2.980268275117032781e-02,-3.278224182128906250e+01
2.990269175369103527e-02,-3.332463073730468750e+01
3.000270075621173926e-02,-3.395050048828125000e+01
3.010270975873244673e-02,-3.458322143554687500e+01
3.020271876125315072e-02,-3.254415893554687500e+01
3.030272776377385471e-02,-3.285927963256835938e+01
3.040273676629456218e-02,-3.168763923645019531e+01
3.050274576881526964e-02,-2.899407958984375000e+01
3.060275477133597016e-02,-2.908333969116210938e+01
3.070276377385667763e-02,-2.709853935241699219e+01
3.080277277637738509e-02,-2.668263053894042969e+01
3.090278177889809255e-02,-2.637928009033203125e+01
3.100279078141879655e-02,-2.655120086669921875e+01
3.110279978393950401e-02,-2.632818984985351562e+01
3.120280878646020800e-02,-2.809966087341308594e+01
3.130281778898091199e-02,-2.680114936828613281e+01
3.140282679150162293e-02,-2.896919059753417969e+01
3.150283579402232692e-02,-3.014006996154785156e+01
3.160284479654303091e-02,-2.997027969360351562e+01
3.170285379906374185e-02,-2.976802062988281250e+01
3.180286280158444584e-02,-3.176832008361816406e+01
3.190287180410514983e-02,-3.082151031494140625e+01
3.200288080662585383e-02,-3.255945968627929688e+01
3.210288980914656476e-02,-3.089134979248046875e+01
3.220289881166726875e-02,-3.195051956176757812e+01
3.230290781418796581e-02,-3.084794044494628906e+01
3.240291681670867674e-02,-3.123295021057128906e+01
3.250292581922938073e-02,-3.067487907409667969e+01
3.260293482175009167e-02,-3.240163040161132812e+01
3.270294382427079566e-02,-3.148068046569824219e+01
3.280295282679150659e-02,-3.287334823608398438e+01
3.290296182931220365e-02,-3.300000000000000000e+01
3.300297083183291458e-02,-3.600000000000000000e+01
3.310297983435361857e-02,-3.900000000000000000e+01
3.320298883687432256e-02,-4.200000000000000000e+01
3.330299783939503350e-02,-4.500000000000000000e+01
3.340300684191573055e-02,-4.800000000000000000e+01
3.350301584443644148e-02,-5.100000000000000000e+01
3.360302484695714548e-02,-5.400000000000000000e+01
3.370303384947785641e-02,-5.700000000000000000e+01
3.380304285199856040e-02,-6.000000000000000000e+01
3.390305185451926440e-02,-6.000000000000000000e+01
3.400306085703996839e-02,-6.000000000000000000e+01
3.410306985956067932e-02,-6.000000000000000000e+01
3.420307886208138332e-02,-6.000000000000000000e+01
3.430308786460208731e-02,-6.000000000000000000e+01
3.440309686712279130e-02,-6.000000000000000000e+01
3.450310586964350223e-02,-1.868657989501953125e+02
3.460311487216420623e-02,-1.630747070312500000e+02
3.470312387468491022e-02,-1.630234985351562500e+02
3.480313287720561422e-02,-1.608894958496093750e+02
3.490314187972632515e-02,-1.592436981201171875e+02
3.500315088224702914e-02,-1.543701019287109375e+02
3.510315988476773313e-02,-1.468188018798828125e+02
3.520316888728844407e-02,-1.377086029052734375e+02
3.530317788980914112e-02,-1.296914978027343750e+02
3.540318689232985899e-02,-1.204763031005859375e+02
3.550319589485055605e-02,-1.126608963012695312e+02
3.560320489737126004e-02,-1.052668991088867188e+02
3.570321389989197097e-02,-9.565525054931640625e+01
3.580322290241266803e-02,-9.141660308837890625e+01
3.590323190493338590e-02,-8.464169311523437500e+01
3.600324090745408295e-02,-8.389566802978515625e+01
3.610324990997478695e-02,-7.970567321777343750e+01
3.620325891249549788e-02,-7.586994171142578125e+01
3.630326791501620187e-02,-7.049722290039062500e+01
3.640327691753691280e-02,-6.916990661621093750e+01
3.650328592005761680e-02,-6.384632110595703125e+01
3.660329492257832079e-02,-5.952944946289062500e+01
3.670330392509903172e-02,-6.028279113769531250e+01
3.680331292761972878e-02,-5.740126037597656250e+01
3.690332193014044665e-02,-5.675115966796875000e+01
3.700333093266114370e-02,-5.692792129516601562e+01
3.710333993518184770e-02,-5.737596130371093750e+01
3.720334893770255863e-02,-5.581557846069335938e+01
3.730335794022325568e-02,-5.579095077514648438e+01
3.740336694274396662e-02,-5.302268981933593750e+01
3.750337594526467061e-02,-5.194578933715820312e+01
3.760338494778538154e-02,-4.930797958374023438e+01
3.770339395030608554e-02,-5.104330825805664062e+01
3.780340295282679647e-02,-4.961637115478515625e+01
3.790341195534749352e-02,-5.224436187744140625e+01
3.800342095786820446e-02,-5.257518005371093750e+01
3.810342996038890845e-02,-5.430215072631835938e+01
3.820343896290961938e-02,-5.373588943481445312e+01
3.830344796543032337e-02,-5.362248992919921875e+01
3.840345696795102043e-02,-4.861560058593750000e+01
3.850346597047173136e-02,-4.728385162353515625e+01
3.860347497299243535e-02,-4.150168991088867188e+01
3.870348397551313935e-02,-3.992731094360351562e+01
3.880349297803385028e-02,-3.214371871948242188e+01
3.890350198055455427e-02,-3.211653137207031250e+01
3.900351098307525827e-02,-2.918997955322265625e+01
3.910351998559596920e-02,-2.879055976867675781e+01
3.920352898811666625e-02,-2.926037025451660156e+01
3.930353799063738413e-02,-2.906098937988281250e+01
3.940354699315808118e-02,-2.682325935363769531e+01
3.950355599567879905e-02,-2.741794013977050781e+01
3.960356499819949611e-02,-2.711800956726074219e+01
3.970357400072019316e-02,-2.618066024780273438e+01
3.980358300324091103e-02,-3.037743949890136719e+01
3.990359200576160809e-02,-2.893436050415039062e+01
4.000360100828232596e-02,-3.198011016845703125e+01
4.010361001080302301e-02,-3.727230834960937500e+01
4.020361901332372701e-02,-4.338640975952148438e+01
4.030362801584443794e-02,-4.543896865844726562e+01
4.040363701836514193e-02,-4.956296920776367188e+01
4.050364602088584592e-02,-4.945753860473632812e+01
4.060365502340655686e-02,-4.976623916625976562e+01
4.070366402592726085e-02,-4.943700027465820312e+01
4.080367302844796484e-02,-4.934494018554687500e+01
4.090368203096866884e-02,-5.046765899658203125e+01
4.100369103348937283e-02,-4.907648849487304688e+01
4.110370003601008376e-02,-4.815198135375976562e+01
4.120370903853078776e-02,-4.659804916381835938e+01
4.130371804105149869e-02,-4.886978912353515625e+01
4.140372704357219574e-02,-4.494126129150390625e+01
4.150373604609290668e-02,-4.438959884643554688e+01
4.160374504861361067e-02,-3.958311843872070312e+01
4.170375405113432160e-02,-3.729558181762695312e+01
4.180376305365501866e-02,-3.817422103881835938e+01
4.190377205617572959e-02,-3.350817108154296875e+01
4.200378105869643358e-02,-3.523366165161132812e+01
4.210379006121713757e-02,-3.301987075805664062e+01
4.220379906373784851e-02,-2.786610984802246094e+01
4.230380806625854556e-02,-2.940949058532714844e+01
4.240381706877926343e-02,-2.506576919555664062e+01
4.250382607129996049e-02,-2.444241905212402344e+01
4.260383507382067142e-02,-2.232736968994140625e+01
4.270384407634137541e-02,-2.146055030822753906e+01
4.280385307886207941e-02,-2.004129981994628906e+01
4.290386208138279034e-02,-1.975805091857910156e+01
4.300387108390349433e-02,-2.039238929748535156e+01
4.310388008642419139e-02,-2.397647094726562500e+01
4.320388908894490926e-02,-2.969581031799316406e+01
4.330389809146560631e-02,-3.106736946105957031e+01
4.340390709398631724e-02,-3.505857086181640625e+01
4.350391609650702124e-02,-5.225508880615234375e+01
4.360392509902772523e-02,-5.701049041748046875e+01
4.370393410154843616e-02,-5.809445953369140625e+01
4.380394310406913322e-02,-6.040602874755859375e+01
4.390395210658985109e-02,-6.331095123291015625e+01
4.400396110911054814e-02,-6.364133834838867188e+01
4.410397011163125908e-02,-6.496199798583984375e+01
4.420397911415196307e-02,-6.341817855834960938e+01
4.430398811667266706e-02,-6.332220840454101562e+01
4.440399711919337106e-02,-6.373559188842773438e+01
4.450400612171407505e-02,-6.141260147094726562e+01
4.460401512423478598e-02,-5.828149032592773438e+01
4.470402412675548998e-02,-5.884849929809570312e+01
4.480403312927620091e-02,-5.612770080566406250e+01
4.490404213179689796e-02,-5.769633865356445312e+01
4.500405113431760890e-02,-5.232350921630859375e+01
4.510406013683831289e-02,-5.403075027465820312e+01
4.520406913935902382e-02,-5.047101974487304688e+01
4.530407814187972781e-02,-4.826250076293945312e+01
4.540408714440043181e-02,-4.590158081054687500e+01
4.550409614692113580e-02,-4.465892028808593750e+01
4.560410514944184673e-02,-4.166511154174804688e+01
4.570411415196255073e-02,-3.947478103637695312e+01
4.580412315448325472e-02,-3.692383956909179688e+01
4.590413215700395871e-02,-4.202360916137695312e+01
4.600414115952466271e-02,-4.302527999877929688e+01
4.610415016204537364e-02,-4.313368988037109375e+01
4.620415916456607069e-02,-5.738504028320312500e+01
4.630416816708678857e-02,-8.143251037597656250e+01
4.640417716960748562e-02,-9.037365722656250000e+01
4.650418617212820349e-02,-9.481284332275390625e+01
4.660419517464890055e-02,-9.812418365478515625e+01
4.670420417716960454e-02,-1.030341033935546875e+02
4.680421317969031547e-02,-1.067518997192382812e+02
4.690422218221101947e-02,-1.097472000122070312e+02
4.700423118473173040e-02,-1.098283004760742188e+02
4.710424018725242745e-02,-1.111993026733398438e+02
4.720424918977313145e-02,-1.138292007446289062e+02
4.730425819229384238e-02,-1.092121963500976562e+02
4.740426719481454637e-02,-1.045031967163085938e+02
4.750427619733525036e-02,-1.022835998535156250e+02
4.760428519985596130e-02,-1.019429016113281250e+02
4.770429420237666529e-02,-9.924504089355468750e+01
4.780430320489737622e-02,-9.678205871582031250e+01
4.790431220741807328e-02,-9.569200897216796875e+01
4.800432120993878421e-02,-9.312670898437500000e+01
4.810433021245948820e-02,-9.235949707031250000e+01
4.820433921498019220e-02,-8.966589355468750000e+01
4.830434821750090313e-02,-8.685871124267578125e+01
4.840435722002160018e-02,-8.608709716796875000e+01
4.850436622254231112e-02,-8.456421661376953125e+01
4.860437522506301511e-02,-8.404875946044921875e+01
4.870438422758372604e-02,-8.320263671875000000e+01
4.880439323010442310e-02,-8.222543334960937500e+01
4.890440223262513403e-02,-8.031095886230468750e+01
4.900441123514583802e-02,-7.857176971435546875e+01
4.910442023766654895e-02,-7.752657318115234375e+01
4.920442924018725295e-02,-7.959303283691406250e+01
4.930443824270795694e-02,-7.822457122802734375e+01
4.940444724522866787e-02,-7.778981018066406250e+01
4.950445624774936493e-02,-7.748091888427734375e+01
4.960446525027007586e-02,-7.895706939697265625e+01
4.970447425279077985e-02,-7.910176086425781250e+01
4.980448325531148385e-02,-8.118232727050781250e+01
4.990449225783219478e-02,-8.234265899658203125e+01
5.000450126035289877e-02,-8.225305938720703125e+01
5.010451026287359583e-02,-8.347015380859375000e+01
5.020451926539431370e-02,-8.505280303955078125e+01
5.030452826791501075e-02,-8.510294342041015625e+01
5.040453727043572862e-02,-8.447609710693359375e+01
5.050454627295642568e-02,-8.386444091796875000e+01
5.060455527547713661e-02,-8.158680725097656250e+01
5.070456427799784060e-02,-8.201853179931640625e+01
5.080457328051853766e-02,-8.336546325683593750e+01
5.090458228303925553e-02,-8.827163696289062500e+01
5.100459128555995258e-02,-8.873796081542968750e+01
5.110460028808066352e-02,-8.847067260742187500e+01
5.120460929060136751e-02,-8.991554260253906250e+01
5.130461829312207150e-02,-9.179992675781250000e+01
5.140462729564278244e-02,-9.224002075195312500e+01
5.150463629816348643e-02,-9.397736358642578125e+01
5.160464530068419042e-02,-9.416610717773437500e+01
5.170465430320490136e-02,-9.453793334960937500e+01
5.180466330572559841e-02,-9.285452270507812500e+01
5.190467230824630240e-02,-9.187779998779296875e+01
5.200468131076701334e-02,-8.889131927490234375e+01
5.210469031328771733e-02,-8.956437683105468750e+01
5.220469931580842826e-02,-8.525980377197265625e+01
5.230470831832913226e-02,-8.597007751464843750e+01
5.240471732084983625e-02,-8.204461669921875000e+01
5.250472632337054024e-02,-8.208717346191406250e+01
5.260473532589125117e-02,-8.145568084716796875e+01
5.270474432841195517e-02,-8.037825775146484375e+01
5.280475333093266610e-02,-8.221523284912109375e+01
5.290476233345336315e-02,-8.210906219482421875e+01
5.300477133597407409e-02,-8.324623107910156250e+01
5.310478033849477808e-02,-8.440386962890625000e+01
5.320478934101547513e-02,-8.588374328613281250e+01
5.330479834353619301e-02,-8.499490356445312500e+01
5.340480734605689006e-02,-8.592976379394531250e+01
5.350481634857760793e-02,-8.323964691162109375e+01
5.360482535109830499e-02,-8.285643768310546875e+01
5.370483435361900898e-02,-8.349976348876953125e+01
5.380484335613971991e-02,-8.284076690673828125e+01
5.390485235866042391e-02,-8.292639160156250000e+01
5.400486136118113484e-02,-8.327587890625000000e+01
5.410487036370183883e-02,-8.300070953369140625e+01
5.420487936622253589e-02,-8.393942260742187500e+01
5.430488836874325376e-02,-8.393132781982421875e+01
5.440489737126395081e-02,-8.345751190185546875e+01
5.450490637378466174e-02,-8.482253265380859375e+01
5.460491537630536574e-02,-8.488643646240234375e+01
5.470492437882606279e-02,-8.784417724609375000e+01
5.480493338134678066e-02,-8.626567077636718750e+01
5.490494238386747772e-02,-8.696173095703125000e+01
5.500495138638818865e-02,-8.751895141601562500e+01
5.510496038890889264e-02,-8.982499694824218750e+01
5.520496939142960358e-02,-8.957029724121093750e+01
5.530497839395030757e-02,-8.775138854980468750e+01
5.540498739647101156e-02,-8.837222290039062500e+01
5.550499639899171556e-02,-8.619924163818359375e+01
