#timeI (float64)[1],SendToVerticalValue__MARTE_NODE_IVO3.DataCollection.Channel_125 (float64)[1]
0.000000000000000000e+00,0.000000000000000000e+00
1.000194137060764958e-04,0.000000000000000000e+00
2.000388274121529916e-04,0.000000000000000000e+00
3.000582411182295146e-04,0.000000000000000000e+00
4.000776548243059833e-04,0.000000000000000000e+00
5.000970685303824520e-04,0.000000000000000000e+00
6.001164822364590291e-04,0.000000000000000000e+00
7.001358959425354979e-04,0.000000000000000000e+00
8.001553096486119666e-04,0.000000000000000000e+00
9.001747233546885437e-04,0.000000000000000000e+00
1.000194137060764904e-03,0.000000000000000000e+00
1.100213550766841481e-03,0.000000000000000000e+00
1.200232964472918058e-03,0.000000000000000000e+00
1.300252378178994419e-03,0.000000000000000000e+00
1.400271791885070996e-03,0.000000000000000000e+00
1.500291205591147573e-03,0.000000000000000000e+00
1.600310619297223933e-03,0.000000000000000000e+00
1.700330033003300293e-03,0.000000000000000000e+00
1.800349446709377087e-03,0.000000000000000000e+00
1.900368860415453448e-03,0.000000000000000000e+00
2.000388274121529808e-03,0.000000000000000000e+00
2.100407687827606819e-03,0.000000000000000000e+00
2.200427101533682962e-03,0.000000000000000000e+00
2.300446515239759539e-03,0.000000000000000000e+00
2.400465928945836117e-03,0.000000000000000000e+00
2.500485342651912260e-03,0.000000000000000000e+00
2.600504756357988837e-03,0.000000000000000000e+00
2.700524170064065848e-03,0.000000000000000000e+00
2.800543583770141991e-03,0.000000000000000000e+00
2.900562997476218569e-03,0.000000000000000000e+00
3.000582411182295146e-03,0.000000000000000000e+00
3.100601824888371289e-03,0.000000000000000000e+00
3.200621238594447866e-03,0.000000000000000000e+00
3.300640652300524443e-03,0.000000000000000000e+00
3.400660066006600587e-03,0.000000000000000000e+00
3.500679479712677598e-03,0.000000000000000000e+00
3.600698893418754175e-03,0.000000000000000000e+00
3.700718307124830318e-03,0.000000000000000000e+00
3.800737720830906895e-03,0.000000000000000000e+00
3.900757134536983473e-03,0.000000000000000000e+00
4.000776548243059616e-03,0.000000000000000000e+00
4.100795961949135759e-03,0.000000000000000000e+00
4.200815375655213638e-03,0.000000000000000000e+00
4.300834789361289781e-03,0.000000000000000000e+00
4.400854203067365925e-03,0.000000000000000000e+00
4.500873616773442935e-03,0.000000000000000000e+00
4.600893030479519079e-03,0.000000000000000000e+00
4.700912444185595222e-03,0.000000000000000000e+00
4.800931857891672233e-03,0.000000000000000000e+00
4.900951271597748377e-03,0.000000000000000000e+00
5.000970685303824520e-03,0.000000000000000000e+00
5.100990099009901531e-03,0.000000000000000000e+00
5.201009512715977674e-03,0.000000000000000000e+00
5.301028926422054685e-03,0.000000000000000000e+00
5.401048340128131696e-03,0.000000000000000000e+00
5.501067753834207839e-03,0.000000000000000000e+00
5.601087167540283983e-03,0.000000000000000000e+00
5.701106581246360994e-03,0.000000000000000000e+00
5.801125994952437137e-03,0.000000000000000000e+00
5.901145408658513281e-03,0.000000000000000000e+00
6.001164822364590291e-03,0.000000000000000000e+00
6.101184236070666435e-03,0.000000000000000000e+00
6.201203649776742578e-03,0.000000000000000000e+00
6.301223063482819589e-03,0.000000000000000000e+00
6.401242477188895733e-03,0.000000000000000000e+00
6.501261890894971876e-03,0.000000000000000000e+00
6.601281304601048887e-03,0.000000000000000000e+00
6.701300718307125030e-03,0.000000000000000000e+00
6.801320132013201174e-03,0.000000000000000000e+00
6.901339545719279052e-03,0.000000000000000000e+00
7.001358959425355195e-03,0.000000000000000000e+00
7.101378373131431339e-03,0.000000000000000000e+00
7.201397786837508350e-03,0.000000000000000000e+00
7.301417200543584493e-03,0.000000000000000000e+00
7.401436614249660637e-03,0.000000000000000000e+00
7.501456027955737647e-03,0.000000000000000000e+00
7.601475441661813791e-03,0.000000000000000000e+00
7.701494855367889934e-03,0.000000000000000000e+00
7.801514269073966945e-03,0.000000000000000000e+00
7.901533682780043089e-03,0.000000000000000000e+00
8.001553096486119232e-03,0.000000000000000000e+00
8.101572510192197110e-03,0.000000000000000000e+00
8.201591923898271519e-03,0.000000000000000000e+00
8.301611337604349397e-03,0.000000000000000000e+00
8.401630751310427275e-03,0.000000000000000000e+00
8.501650165016501684e-03,0.000000000000000000e+00
8.601669578722579562e-03,0.000000000000000000e+00
8.701688992428655706e-03,0.000000000000000000e+00
8.801708406134731849e-03,0.000000000000000000e+00
8.901727819840807993e-03,0.000000000000000000e+00
9.001747233546885871e-03,0.000000000000000000e+00
9.101766647252960279e-03,0.000000000000000000e+00
9.201786060959038158e-03,0.000000000000000000e+00
9.301805474665114301e-03,0.000000000000000000e+00
9.401824888371190445e-03,0.000000000000000000e+00
9.501844302077266588e-03,0.000000000000000000e+00
9.601863715783344466e-03,0.000000000000000000e+00
9.701883129489418875e-03,0.000000000000000000e+00
9.801902543195496753e-03,0.000000000000000000e+00
9.901921956901572897e-03,0.000000000000000000e+00
1.000194137060764904e-02,0.000000000000000000e+00
1.010196078431372518e-02,0.000000000000000000e+00
1.020198019801980306e-02,0.000000000000000000e+00
1.030199961172587747e-02,0.000000000000000000e+00
1.040201902543195535e-02,0.000000000000000000e+00
1.050203843913803149e-02,0.000000000000000000e+00
1.060205785284410937e-02,0.000000000000000000e+00
1.070207726655018551e-02,0.000000000000000000e+00
1.080209668025626339e-02,0.000000000000000000e+00
1.090211609396233780e-02,0.000000000000000000e+00
1.100213550766841568e-02,0.000000000000000000e+00
1.110215492137449182e-02,0.000000000000000000e+00
1.120217433508056797e-02,0.000000000000000000e+00
1.130219374878664411e-02,0.000000000000000000e+00
1.140221316249272199e-02,0.000000000000000000e+00
1.150223257619879640e-02,0.000000000000000000e+00
1.160225198990487427e-02,0.000000000000000000e+00
1.170227140361095042e-02,0.000000000000000000e+00
1.180229081731702656e-02,0.000000000000000000e+00
1.190231023102310270e-02,0.000000000000000000e+00
1.200232964472918058e-02,0.000000000000000000e+00
1.210234905843525499e-02,0.000000000000000000e+00
1.220236847214133287e-02,0.000000000000000000e+00
1.230238788584740901e-02,0.000000000000000000e+00
1.240240729955348516e-02,0.000000000000000000e+00
1.250242671325956130e-02,0.000000000000000000e+00
1.260244612696563918e-02,0.000000000000000000e+00
1.270246554067171359e-02,0.000000000000000000e+00
1.280248495437779147e-02,0.000000000000000000e+00
1.290250436808386761e-02,0.000000000000000000e+00
1.300252378178994375e-02,0.000000000000000000e+00
1.310254319549601990e-02,0.000000000000000000e+00
1.320256260920209777e-02,0.000000000000000000e+00
1.330258202290817218e-02,0.000000000000000000e+00
1.340260143661425006e-02,0.000000000000000000e+00
1.350262085032032620e-02,0.000000000000000000e+00
1.360264026402640235e-02,0.000000000000000000e+00
1.370265967773248023e-02,0.000000000000000000e+00
1.380267909143855810e-02,0.000000000000000000e+00
1.390269850514463251e-02,0.000000000000000000e+00
1.400271791885071039e-02,0.000000000000000000e+00
1.410273733255678653e-02,0.000000000000000000e+00
1.420275674626286268e-02,0.000000000000000000e+00
1.430277615996893882e-02,0.000000000000000000e+00
1.440279557367501670e-02,0.000000000000000000e+00
1.450281498738109111e-02,0.000000000000000000e+00
1.460283440108716899e-02,0.000000000000000000e+00
1.470285381479324513e-02,0.000000000000000000e+00
1.480287322849932127e-02,0.000000000000000000e+00
1.490289264220539742e-02,0.000000000000000000e+00
1.500291205591147529e-02,0.000000000000000000e+00
1.510293146961754970e-02,0.000000000000000000e+00
1.520295088332362758e-02,0.000000000000000000e+00
1.530297029702970373e-02,0.000000000000000000e+00
1.540298971073577987e-02,0.000000000000000000e+00
1.550300912444185601e-02,0.000000000000000000e+00
1.560302853814793389e-02,0.000000000000000000e+00
1.570304795185401003e-02,0.000000000000000000e+00
1.580306736556008618e-02,0.000000000000000000e+00
1.590308677926616232e-02,0.000000000000000000e+00
1.600310619297223846e-02,0.000000000000000000e+00
1.610312560667831461e-02,0.000000000000000000e+00
1.620314502038439422e-02,0.000000000000000000e+00
1.630316443409047036e-02,0.000000000000000000e+00
1.640318384779654304e-02,0.000000000000000000e+00
1.650320326150262265e-02,0.000000000000000000e+00
1.660322267520869879e-02,0.000000000000000000e+00
1.670324208891477494e-02,0.000000000000000000e+00
1.680326150262085455e-02,0.000000000000000000e+00
1.690328091632692722e-02,0.000000000000000000e+00
1.700330033003300337e-02,0.000000000000000000e+00
1.710331974373908298e-02,0.000000000000000000e+00
1.720333915744515912e-02,0.000000000000000000e+00
1.730335857115123180e-02,0.000000000000000000e+00
1.740337798485731141e-02,0.000000000000000000e+00
1.750339739856338755e-02,0.000000000000000000e+00
1.760341681226946370e-02,0.000000000000000000e+00
1.770343622597553984e-02,0.000000000000000000e+00
1.780345563968161599e-02,0.000000000000000000e+00
1.790347505338769213e-02,0.000000000000000000e+00
1.800349446709377174e-02,0.000000000000000000e+00
1.810351388079984442e-02,0.000000000000000000e+00
1.820353329450592056e-02,0.000000000000000000e+00
1.830355270821200017e-02,0.000000000000000000e+00
1.840357212191807632e-02,0.000000000000000000e+00
1.850359153562414899e-02,0.000000000000000000e+00
1.860361094933022860e-02,0.000000000000000000e+00
1.870363036303630475e-02,0.000000000000000000e+00
1.880364977674238089e-02,0.000000000000000000e+00
1.890366919044845703e-02,0.000000000000000000e+00
1.900368860415453318e-02,0.000000000000000000e+00
1.910370801786060932e-02,0.000000000000000000e+00
1.920372743156668893e-02,0.000000000000000000e+00
1.930374684527276161e-02,0.000000000000000000e+00
1.940376625897883775e-02,0.000000000000000000e+00
1.950378567268491736e-02,0.000000000000000000e+00
1.960380508639099351e-02,0.000000000000000000e+00
1.970382450009706618e-02,0.000000000000000000e+00
1.980384391380314579e-02,0.000000000000000000e+00
1.990386332750922194e-02,0.000000000000000000e+00
2.000388274121529808e-02,0.000000000000000000e+00
2.010390215492137422e-02,0.000000000000000000e+00
2.020392156862745037e-02,0.000000000000000000e+00
2.030394098233352651e-02,0.000000000000000000e+00
2.040396039603960612e-02,0.000000000000000000e+00
2.050397980974567880e-02,0.000000000000000000e+00
2.060399922345175494e-02,0.000000000000000000e+00
2.070401863715783455e-02,0.000000000000000000e+00
2.080403805086391070e-02,0.000000000000000000e+00
2.090405746456998337e-02,0.000000000000000000e+00
2.100407687827606298e-02,0.000000000000000000e+00
2.110409629198213913e-02,0.000000000000000000e+00
2.120411570568821874e-02,0.000000000000000000e+00
