#timeI (float64)[1],SendToVerticalValue__MARTE_NODE_IVO3.DataCollection.Channel_125 (float64)[1]
1.330119733525386878e-02,-6.749342346191406250e+01
1.340120633777457625e-02,-6.875437164306640625e+01
1.350121534029528371e-02,-6.982554626464843750e+01
1.360122434281598770e-02,-7.115228271484375000e+01
1.370123334533669517e-02,-7.245880889892578125e+01
1.380124234785740089e-02,-7.372216033935546875e+01
1.390125135037810489e-02,-7.487785339355468750e+01
1.400126035289881062e-02,-7.638365936279296875e+01
1.410126935541951808e-02,-7.815067291259765625e+01
1.420127835794022207e-02,-7.983315277099609375e+01
1.430128736046092953e-02,-8.107698059082031250e+01
1.440129636298163353e-02,-8.338564300537109375e+01
1.450130536550234099e-02,-8.518681335449218750e+01
1.460131436802304672e-02,-8.661596679687500000e+01
1.470132337054375071e-02,-8.872360992431640625e+01
1.480133237306445818e-02,-9.040422058105468750e+01
1.490134137558516390e-02,-9.229105377197265625e+01
1.500135037810586963e-02,-9.399012756347656250e+01
1.510135938062657536e-02,-9.579171752929687500e+01
1.520136838314728109e-02,-9.802316284179687500e+01
1.530137738566798508e-02,-9.984908294677734375e+01
1.540138638818869254e-02,-1.013208999633789062e+02
1.550139539070939827e-02,-1.030907974243164062e+02
1.560140439323010400e-02,-1.053210983276367188e+02
1.570141339575081146e-02,-1.070929031372070312e+02
1.580142239827151546e-02,-1.089537963867187500e+02
1.590143140079222292e-02,-1.114747009277343750e+02
1.600144040331292691e-02,-1.133790969848632812e+02
1.610144940583363438e-02,-1.152969970703125000e+02
1.620145840835433837e-02,-1.179814987182617188e+02
1.630146741087504583e-02,-1.204369964599609375e+02
1.640147641339575330e-02,-1.220830001831054688e+02
1.650148541591645729e-02,-1.242509002685546875e+02
1.660149441843716128e-02,-1.261912002563476562e+02
1.670150342095786528e-02,-1.284608001708984375e+02
1.680151242347857274e-02,-1.307707061767578125e+02
1.690152142599928020e-02,-1.331313018798828125e+02
1.700153042851998419e-02,-1.355323944091796875e+02
1.710153943104069166e-02,-1.382734985351562500e+02
1.720154843356139565e-02,-1.410218963623046875e+02
1.730155743608210311e-02,-1.434559020996093750e+02
1.740156643860280711e-02,-1.456231994628906250e+02
1.750157544112351457e-02,-1.482729949951171875e+02
1.760158444364422203e-02,-1.503730010986328125e+02
1.770159344616492950e-02,-1.522947998046875000e+02
1.780160244868563002e-02,-1.547227020263671875e+02
1.790161145120633401e-02,-1.568168029785156250e+02
1.800162045372704148e-02,-1.598804016113281250e+02
1.810162945624774894e-02,-1.624795074462890625e+02
1.820163845876845640e-02,-1.647252960205078125e+02
1.830164746128916040e-02,-1.667308959960937500e+02
1.840165646380986439e-02,-1.692111053466796875e+02
1.850166546633057185e-02,-1.715937042236328125e+02
1.860167446885127931e-02,-1.736000976562500000e+02
1.870168347137198331e-02,-1.757503051757812500e+02
1.880169247389269077e-02,-1.779839019775390625e+02
1.890170147641339823e-02,-1.797799072265625000e+02
1.900171047893410223e-02,-1.816004028320312500e+02
1.910171948145480969e-02,-1.836011962890625000e+02
1.920172848397551021e-02,-1.858329925537109375e+02
1.930173748649621768e-02,-1.879344024658203125e+02
1.940174648901692514e-02,-1.899259033203125000e+02
1.950175549153762913e-02,-1.920345001220703125e+02
1.960176449405833313e-02,-1.939042968750000000e+02
1.970177349657904059e-02,-1.960601959228515625e+02
1.980178249909974805e-02,-1.978412017822265625e+02
1.990179150162045552e-02,-1.995814971923828125e+02
2.000180050414116298e-02,-2.007774047851562500e+02
2.010180950666186350e-02,-2.017496948242187500e+02
2.020181850918257097e-02,-2.027590026855468750e+02
2.030182751170327843e-02,-2.036999053955078125e+02
2.040183651422398242e-02,-2.039510955810546875e+02
2.050184551674468642e-02,-2.044909973144531250e+02
2.060185451926539388e-02,-2.043533935546875000e+02
2.070186352178609787e-02,-2.047606964111328125e+02
2.080187252430680533e-02,-2.052279968261718750e+02
2.090188152682750933e-02,-2.057366027832031250e+02
2.100189052934821679e-02,-2.065077972412109375e+02
2.110189953186892425e-02,-2.073697052001953125e+02
2.120190853438963172e-02,-2.077274017333984375e+02
2.130191753691033571e-02,-2.080686035156250000e+02
2.140192653943103970e-02,-2.087138977050781250e+02
2.150193554195174717e-02,-2.091723022460937500e+02
2.160194454447245463e-02,-2.101746978759765625e+02
2.170195354699315862e-02,-2.114078979492187500e+02
2.180196254951386262e-02,-2.122026977539062500e+02
2.190197155203456661e-02,-2.128652954101562500e+02
2.200198055455527407e-02,-2.134931945800781250e+02
2.210198955707598154e-02,-2.140014038085937500e+02
2.220199855959668553e-02,-2.148997039794921875e+02
2.230200756211739299e-02,-2.156298065185546875e+02
2.240201656463810045e-02,-2.159486999511718750e+02
2.250202556715880445e-02,-2.161795959472656250e+02
2.260203456967951191e-02,-2.158639984130859375e+02
2.270204357220021590e-02,-2.163963928222656250e+02
2.280205257472092337e-02,-2.170783996582031250e+02
2.290206157724162736e-02,-2.177893981933593750e+02
2.300207057976233135e-02,-2.186369018554687500e+02
2.310207958228303535e-02,-2.190016021728515625e+02
2.320208858480374281e-02,-2.186965942382812500e+02
2.330209758732445027e-02,-2.184904022216796875e+02
2.340210658984515774e-02,-2.184546051025390625e+02
2.350211559236586520e-02,-2.181235961914062500e+02
2.360212459488656572e-02,-2.178119049072265625e+02
2.370213359740727319e-02,-2.175780029296875000e+02
2.380214259992798065e-02,-2.178583984375000000e+02
2.390215160244868811e-02,-2.177552032470703125e+02
2.400216060496939210e-02,-2.181436004638671875e+02
2.410216960749009610e-02,-2.187655944824218750e+02
2.420217861001080009e-02,-2.188675994873046875e+02
2.430218761253150755e-02,-2.190314941406250000e+02
2.440219661505221155e-02,-2.188363037109375000e+02
2.450220561757291901e-02,-2.188854980468750000e+02
2.460221462009362647e-02,-2.188925018310546875e+02
2.470222362261433394e-02,-2.191604003906250000e+02
2.480223262513503793e-02,-2.194096069335937500e+02
2.490224162765574192e-02,-2.199031982421875000e+02
2.500225063017644939e-02,-2.197037048339843750e+02
2.510225963269715685e-02,-2.199172058105468750e+02
2.520226863521786431e-02,-2.203208007812500000e+02
2.530227763773856831e-02,-2.205755004882812500e+02
2.540228664025926883e-02,-2.213110961914062500e+02
2.550229564277997629e-02,-2.214770965576171875e+02
2.560230464530068376e-02,-2.218009033203125000e+02
2.570231364782139122e-02,-2.218890075683593750e+02
2.580232265034209521e-02,-2.214907989501953125e+02
2.590233165286279921e-02,-2.213892059326171875e+02
2.600234065538350667e-02,-2.210290985107421875e+02
2.610234965790421413e-02,-2.202537994384765625e+02
2.620235866042491812e-02,-2.202837982177734375e+02
2.630236766294562559e-02,-2.196096038818359375e+02
2.640237666546633305e-02,-2.192828979492187500e+02
2.650238566798703704e-02,-2.183023071289062500e+02
2.660239467050773757e-02,-2.178601989746093750e+02
2.670240367302844503e-02,-2.175657958984375000e+02
2.680241267554915249e-02,-2.167839965820312500e+02
2.690242167806985996e-02,-2.163280029296875000e+02
2.700243068059056742e-02,-2.152438049316406250e+02
2.710243968311126794e-02,-2.143392944335937500e+02
2.720244868563197541e-02,-2.132785034179687500e+02
2.730245768815268287e-02,-2.124344024658203125e+02
2.740246669067339033e-02,-2.119463958740234375e+02
2.750247569319409432e-02,-2.110054016113281250e+02
2.760248469571480179e-02,-2.110216064453125000e+02
2.770249369823550578e-02,-2.109029998779296875e+02
2.780250270075620977e-02,-2.106165008544921875e+02
2.790251170327691724e-02,-2.106540985107421875e+02
2.800252070579762123e-02,-2.099727935791015625e+02
2.810252970831832869e-02,-2.097514953613281250e+02
2.820253871083903616e-02,-2.097928924560546875e+02
2.830254771335974015e-02,-2.094759979248046875e+02
2.840255671588044414e-02,-2.090823059082031250e+02
2.850256571840115161e-02,-2.081067047119140625e+02
2.860257472092185907e-02,-2.075534973144531250e+02
2.870258372344256653e-02,-2.067048034667968750e+02
2.880259272596326706e-02,-2.061417999267578125e+02
2.890260172848397452e-02,-2.058235931396484375e+02
2.900261073100468198e-02,-2.054864959716796875e+02
2.910261973352538598e-02,-2.047234954833984375e+02
2.920262873604609344e-02,-2.041147003173828125e+02
2.930263773856679743e-02,-2.031459960937500000e+02
2.940264674108750143e-02,-2.023755950927734375e+02
2.950265574360820889e-02,-2.012487945556640625e+02
2.960266474612891635e-02,-2.001788024902343750e+02
2.970267374864962034e-02,-1.994132995605468750e+02
2.980268275117032781e-02,-1.988885040283203125e+02
2.990269175369103527e-02,-1.988791961669921875e+02
3.000270075621173926e-02,-1.983023071289062500e+02
3.010270975873244673e-02,-1.975534973144531250e+02
3.020271876125315072e-02,-1.970294952392578125e+02
3.030272776377385471e-02,-1.968885955810546875e+02
3.040273676629456218e-02,-1.965005035400390625e+02
3.050274576881526964e-02,-1.955299072265625000e+02
3.060275477133597016e-02,-1.949553985595703125e+02
3.070276377385667763e-02,-1.944508972167968750e+02
3.080277277637738509e-02,-1.936828002929687500e+02
3.090278177889809255e-02,-1.934588012695312500e+02
3.100279078141879655e-02,-1.931259002685546875e+02
3.110279978393950401e-02,-1.932257995605468750e+02
3.120280878646020800e-02,-1.000000000000000000e+02
3.130281778898091199e-02,-1.000000000000000000e+02
3.140282679150162293e-02,-1.000000000000000000e+02
3.150283579402232692e-02,-1.000000000000000000e+02
3.160284479654303091e-02,-1.000000000000000000e+02
3.170285379906374185e-02,-1.000000000000000000e+02
3.180286280158444584e-02,-1.000000000000000000e+02
3.190287180410514983e-02,-1.000000000000000000e+02
3.200288080662585383e-02,-1.000000000000000000e+02
3.210288980914656476e-02,-1.000000000000000000e+02
3.220289881166726875e-02,-1.087428970336914062e+02
3.230290781418796581e-02,-1.670000000000000000e+02
3.240291681670867674e-02,-1.540000000000000000e+02
3.250292581922938073e-02,-1.410000000000000000e+02
3.260293482175009167e-02,-1.280000000000000000e+02
3.270294382427079566e-02,-1.150000000000000000e+02
3.280295282679150659e-02,-1.020000000000000000e+02
3.290296182931220365e-02,-8.900000000000000000e+01
3.300297083183291458e-02,-7.600000000000000000e+01
3.310297983435361857e-02,-6.300000000000000000e+01
3.320298883687432256e-02,-5.000000000000000000e+01
3.330299783939503350e-02,-3.700000000000000000e+01
3.340300684191573055e-02,-2.400000000000000000e+01
3.350301584443644148e-02,-1.100000000000000000e+01
3.360302484695714548e-02,2.000000000000000000e+00
3.370303384947785641e-02,1.500000000000000000e+01
3.380304285199856040e-02,2.800000000000000000e+01
3.390305185451926440e-02,1.000000000000000000e+02
3.400306085703996839e-02,1.000000000000000000e+02
3.410306985956067932e-02,1.000000000000000000e+02
3.420307886208138332e-02,1.000000000000000000e+02
3.430308786460208731e-02,1.000000000000000000e+02
3.440309686712279130e-02,1.000000000000000000e+02
3.450310586964350223e-02,1.000000000000000000e+02
3.460311487216420623e-02,1.000000000000000000e+02
3.470312387468491022e-02,1.000000000000000000e+02
3.480313287720561422e-02,1.000000000000000000e+02
3.490314187972632515e-02,1.000000000000000000e+02
3.500315088224702914e-02,1.000000000000000000e+02
3.510315988476773313e-02,1.000000000000000000e+02
3.520316888728844407e-02,1.000000000000000000e+02
3.530317788980914112e-02,1.000000000000000000e+02
3.540318689232985899e-02,1.000000000000000000e+02
3.550319589485055605e-02,1.000000000000000000e+02
3.560320489737126004e-02,1.000000000000000000e+02
3.570321389989197097e-02,1.000000000000000000e+02
3.580322290241266803e-02,1.000000000000000000e+02
3.590323190493338590e-02,1.000000000000000000e+02
3.600324090745408295e-02,1.000000000000000000e+02
3.610324990997478695e-02,1.000000000000000000e+02
3.620325891249549788e-02,1.000000000000000000e+02
3.630326791501620187e-02,1.000000000000000000e+02
3.640327691753691280e-02,1.000000000000000000e+02
3.650328592005761680e-02,1.000000000000000000e+02
3.660329492257832079e-02,1.000000000000000000e+02
3.670330392509903172e-02,1.000000000000000000e+02
3.680331292761972878e-02,1.000000000000000000e+02
3.690332193014044665e-02,1.000000000000000000e+02
3.700333093266114370e-02,1.000000000000000000e+02
3.710333993518184770e-02,1.000000000000000000e+02
3.720334893770255863e-02,1.000000000000000000e+02
3.730335794022325568e-02,1.000000000000000000e+02
3.740336694274396662e-02,1.000000000000000000e+02
3.750337594526467061e-02,1.000000000000000000e+02
3.760338494778538154e-02,1.000000000000000000e+02
3.770339395030608554e-02,1.000000000000000000e+02
3.780340295282679647e-02,1.000000000000000000e+02
3.790341195534749352e-02,1.000000000000000000e+02
3.800342095786820446e-02,1.000000000000000000e+02
3.810342996038890845e-02,1.000000000000000000e+02
3.820343896290961938e-02,1.000000000000000000e+02
3.830344796543032337e-02,1.000000000000000000e+02
3.840345696795102043e-02,1.000000000000000000e+02
3.850346597047173136e-02,1.000000000000000000e+02
3.860347497299243535e-02,1.000000000000000000e+02
3.870348397551313935e-02,1.000000000000000000e+02
3.880349297803385028e-02,1.000000000000000000e+02
3.890350198055455427e-02,1.000000000000000000e+02
3.900351098307525827e-02,1.000000000000000000e+02
3.910351998559596920e-02,1.000000000000000000e+02
3.920352898811666625e-02,1.000000000000000000e+02
3.930353799063738413e-02,1.000000000000000000e+02
3.940354699315808118e-02,1.000000000000000000e+02
3.950355599567879905e-02,1.000000000000000000e+02
3.960356499819949611e-02,1.000000000000000000e+02
3.970357400072019316e-02,1.000000000000000000e+02
3.980358300324091103e-02,1.000000000000000000e+02
3.990359200576160809e-02,1.000000000000000000e+02
4.000360100828232596e-02,1.000000000000000000e+02
4.010361001080302301e-02,1.000000000000000000e+02
4.020361901332372701e-02,1.000000000000000000e+02
4.030362801584443794e-02,1.000000000000000000e+02
4.040363701836514193e-02,1.000000000000000000e+02
4.050364602088584592e-02,1.000000000000000000e+02
4.060365502340655686e-02,1.000000000000000000e+02
4.070366402592726085e-02,1.000000000000000000e+02
4.080367302844796484e-02,1.000000000000000000e+02
4.090368203096866884e-02,1.000000000000000000e+02
4.100369103348937283e-02,1.000000000000000000e+02
4.110370003601008376e-02,1.000000000000000000e+02
4.120370903853078776e-02,1.000000000000000000e+02
4.130371804105149869e-02,1.000000000000000000e+02
4.140372704357219574e-02,1.000000000000000000e+02
4.150373604609290668e-02,1.000000000000000000e+02
4.160374504861361067e-02,1.000000000000000000e+02
4.170375405113432160e-02,1.000000000000000000e+02
4.180376305365501866e-02,1.000000000000000000e+02
4.190377205617572959e-02,1.000000000000000000e+02
4.200378105869643358e-02,1.000000000000000000e+02
4.210379006121713757e-02,1.000000000000000000e+02
4.220379906373784851e-02,1.000000000000000000e+02
4.230380806625854556e-02,1.000000000000000000e+02
4.240381706877926343e-02,1.000000000000000000e+02
4.250382607129996049e-02,1.000000000000000000e+02
4.260383507382067142e-02,1.000000000000000000e+02
4.270384407634137541e-02,1.000000000000000000e+02
4.280385307886207941e-02,1.000000000000000000e+02
4.290386208138279034e-02,1.000000000000000000e+02
4.300387108390349433e-02,1.000000000000000000e+02
4.310388008642419139e-02,1.000000000000000000e+02
4.320388908894490926e-02,1.000000000000000000e+02
4.330389809146560631e-02,1.000000000000000000e+02
4.340390709398631724e-02,1.000000000000000000e+02
4.350391609650702124e-02,1.000000000000000000e+02
4.360392509902772523e-02,1.000000000000000000e+02
4.370393410154843616e-02,1.000000000000000000e+02
4.380394310406913322e-02,1.000000000000000000e+02
4.390395210658985109e-02,1.000000000000000000e+02
4.400396110911054814e-02,1.000000000000000000e+02
4.410397011163125908e-02,1.000000000000000000e+02
4.420397911415196307e-02,1.000000000000000000e+02
4.430398811667266706e-02,1.000000000000000000e+02
4.440399711919337106e-02,1.000000000000000000e+02
4.450400612171407505e-02,1.000000000000000000e+02
4.460401512423478598e-02,1.000000000000000000e+02
4.470402412675548998e-02,1.000000000000000000e+02
4.480403312927620091e-02,1.000000000000000000e+02
4.490404213179689796e-02,1.000000000000000000e+02
4.500405113431760890e-02,1.000000000000000000e+02
4.510406013683831289e-02,1.000000000000000000e+02
4.520406913935902382e-02,1.000000000000000000e+02
4.530407814187972781e-02,1.000000000000000000e+02
4.540408714440043181e-02,1.000000000000000000e+02
4.550409614692113580e-02,1.000000000000000000e+02
4.560410514944184673e-02,1.000000000000000000e+02
4.570411415196255073e-02,1.000000000000000000e+02
4.580412315448325472e-02,1.000000000000000000e+02
4.590413215700395871e-02,1.000000000000000000e+02
4.600414115952466271e-02,1.000000000000000000e+02
4.610415016204537364e-02,1.000000000000000000e+02
4.620415916456607069e-02,1.000000000000000000e+02
4.630416816708678857e-02,1.000000000000000000e+02
4.640417716960748562e-02,1.000000000000000000e+02
4.650418617212820349e-02,1.000000000000000000e+02
4.660419517464890055e-02,1.000000000000000000e+02
4.670420417716960454e-02,1.000000000000000000e+02
4.680421317969031547e-02,1.000000000000000000e+02
4.690422218221101947e-02,1.000000000000000000e+02
4.700423118473173040e-02,1.000000000000000000e+02
4.710424018725242745e-02,1.000000000000000000e+02
4.720424918977313145e-02,1.000000000000000000e+02
4.730425819229384238e-02,1.000000000000000000e+02
4.740426719481454637e-02,1.000000000000000000e+02
4.750427619733525036e-02,1.000000000000000000e+02
4.760428519985596130e-02,1.000000000000000000e+02
4.770429420237666529e-02,1.000000000000000000e+02
4.780430320489737622e-02,1.000000000000000000e+02
4.790431220741807328e-02,1.000000000000000000e+02
4.800432120993878421e-02,1.000000000000000000e+02
4.810433021245948820e-02,1.000000000000000000e+02
4.820433921498019220e-02,1.000000000000000000e+02
4.830434821750090313e-02,1.000000000000000000e+02
4.840435722002160018e-02,1.000000000000000000e+02
4.850436622254231112e-02,-8.100000000000000000e+01
4.860437522506301511e-02,-8.200000000000000000e+01
4.870438422758372604e-02,-8.300000000000000000e+01
4.880439323010442310e-02,-8.400000000000000000e+01
4.890440223262513403e-02,-8.500000000000000000e+01
4.900441123514583802e-02,-8.600000000000000000e+01
4.910442023766654895e-02,-8.700000000000000000e+01
4.920442924018725295e-02,-8.800000000000000000e+01
4.930443824270795694e-02,-8.900000000000000000e+01
4.940444724522866787e-02,-9.000000000000000000e+01
4.950445624774936493e-02,-9.100000000000000000e+01
4.960446525027007586e-02,-9.200000000000000000e+01
4.970447425279077985e-02,-9.300000000000000000e+01
4.980448325531148385e-02,-9.400000000000000000e+01
4.990449225783219478e-02,-9.500000000000000000e+01
5.000450126035289877e-02,-9.600000000000000000e+01
5.010451026287359583e-02,-9.700000000000000000e+01
5.020451926539431370e-02,-9.800000000000000000e+01
5.030452826791501075e-02,-9.900000000000000000e+01
5.040453727043572862e-02,-1.000000000000000000e+02
5.050454627295642568e-02,-1.000000000000000000e+02
5.060455527547713661e-02,-1.000000000000000000e+02
5.070456427799784060e-02,-1.000000000000000000e+02
5.080457328051853766e-02,-1.000000000000000000e+02
5.090458228303925553e-02,-1.000000000000000000e+02
5.100459128555995258e-02,-1.000000000000000000e+02
5.110460028808066352e-02,-1.000000000000000000e+02
5.120460929060136751e-02,-1.000000000000000000e+02
5.130461829312207150e-02,-1.000000000000000000e+02
5.140462729564278244e-02,-1.000000000000000000e+02
5.150463629816348643e-02,-1.000000000000000000e+02
5.160464530068419042e-02,-1.000000000000000000e+02
5.170465430320490136e-02,-1.000000000000000000e+02
5.180466330572559841e-02,-1.000000000000000000e+02
5.190467230824630240e-02,-1.000000000000000000e+02
5.200468131076701334e-02,-1.000000000000000000e+02
5.210469031328771733e-02,-1.000000000000000000e+02
5.220469931580842826e-02,-1.000000000000000000e+02
5.230470831832913226e-02,-1.000000000000000000e+02
5.240471732084983625e-02,-1.000000000000000000e+02
5.250472632337054024e-02,-1.000000000000000000e+02
5.260473532589125117e-02,-1.000000000000000000e+02
5.270474432841195517e-02,-1.000000000000000000e+02
5.280475333093266610e-02,-1.000000000000000000e+02
5.290476233345336315e-02,-1.000000000000000000e+02
5.300477133597407409e-02,-1.000000000000000000e+02
5.310478033849477808e-02,-1.000000000000000000e+02
5.320478934101547513e-02,-1.000000000000000000e+02
5.330479834353619301e-02,-1.000000000000000000e+02
5.340480734605689006e-02,-1.000000000000000000e+02
5.350481634857760793e-02,-1.000000000000000000e+02
5.360482535109830499e-02,-1.000000000000000000e+02
5.370483435361900898e-02,-1.000000000000000000e+02
5.380484335613971991e-02,-1.000000000000000000e+02
5.390485235866042391e-02,-1.000000000000000000e+02
5.400486136118113484e-02,-1.000000000000000000e+02
5.410487036370183883e-02,-1.000000000000000000e+02
5.420487936622253589e-02,-1.000000000000000000e+02
5.430488836874325376e-02,-8.209612274169921875e+01
5.440489737126395081e-02,-7.855175781250000000e+01
5.450490637378466174e-02,-7.421288299560546875e+01
5.460491537630536574e-02,-7.038863372802734375e+01
5.470492437882606279e-02,-6.589951324462890625e+01
5.480493338134678066e-02,-6.205020904541015625e+01
5.490494238386747772e-02,-5.903071975708007812e+01
5.500495138638818865e-02,-5.497142028808593750e+01
5.510496038890889264e-02,-5.175281143188476562e+01
5.520496939142960358e-02,-4.754537963867187500e+01
5.530497839395030757e-02,-4.444348144531250000e+01
5.540498739647101156e-02,-4.047269058227539062e+01
5.550499639899171556e-02,-3.701057052612304688e+01
5.560500540151241955e-02,-3.264363098144531250e+01
5.570501440403313048e-02,-2.889233970642089844e+01
5.580502340655383448e-02,-2.439830017089843750e+01
