#timeI (float64)[1];inputMirnov0 (float64)[1];inputMirnov1 (float64)[1];inputMirnov2 (float64)[1];inputMirnov3 (float64)[1];inputMirnov4 (float64)[1];inputMirnov5 (float64)[1];inputMirnov6 (float64)[1];inputMirnov7 (float64)[1];inputMirnov8 (float64)[1];inputMirnov9 (float64)[1];inputMirnov10 (float64)[1];inputMirnov11 (float64)[1];outputMpIp (float64)[1];outputMpR (float64)[1];outputMpZ (float64)[1]
0.142113;0.008995;0.008252;0.007146;0.007701;0.008365;0.009372;0.009953;0.010045;0.009503;0.010589;0.010098;0.010184;4293.372315;0.463887;-0.006802
0.142213;0.009032;0.008147;0.006894;0.007351;0.007890;0.008783;0.009331;0.009509;0.009111;0.010313;0.009971;0.010187;4149.842730;0.465479;-0.006915
0.142313;0.009222;0.008324;0.007069;0.007592;0.008216;0.009238;0.009863;0.010047;0.009526;0.010629;0.010211;0.010390;4298.133741;0.464636;-0.007120
0.142413;0.009291;0.008190;0.006816;0.007228;0.007712;0.008568;0.009155;0.009388;0.009021;0.010255;0.010074;0.010410;4133.844333;0.466524;-0.007061
0.142513;0.009496;0.008347;0.006934;0.007386;0.007902;0.008815;0.009467;0.009696;0.009285;0.010513;0.010270;0.010611;4235.587906;0.466235;-0.007204
0.142613;0.009482;0.008208;0.006709;0.007082;0.007504;0.008317;0.008936;0.009173;0.008864;0.010113;0.010069;0.010575;4091.828198;0.467546;-0.007076
0.142713;0.009718;0.008428;0.006935;0.007383;0.007866;0.008773;0.009457;0.009667;0.009283;0.010505;0.010332;0.010812;4252.670130;0.466744;-0.007163
0.142813;0.009696;0.008166;0.006556;0.006893;0.007241;0.008005;0.008635;0.008883;0.008652;0.009948;0.010052;0.010745;4031.068991;0.468807;-0.007144
0.142913;0.009926;0.008376;0.006762;0.007162;0.007582;0.008464;0.009160;0.009374;0.009057;0.010267;0.010314;0.010973;4184.783719;0.467931;-0.007229
0.143013;0.009774;0.008067;0.006414;0.006748;0.007088;0.007875;0.008526;0.008771;0.008527;0.009800;0.009960;0.010783;3986.731984;0.469217;-0.007261
0.143113;0.009821;0.008227;0.006634;0.007057;0.007494;0.008430;0.009147;0.009349;0.008980;0.010125;0.010146;0.010829;4138.881330;0.467654;-0.007345
0.143213;0.009187;0.007670;0.006279;0.006759;0.007208;0.008127;0.008817;0.009061;0.008725;0.009740;0.009651;0.010111;3947.829007;0.466840;-0.007724
0.143313;0.007624;0.006624;0.006132;0.007245;0.008344;0.009962;0.010924;0.010909;0.009865;0.009933;0.008873;0.008495;4087.899616;0.457216;-0.008982
0.143413;0.007528;0.006477;0.005988;0.007098;0.008183;0.009796;0.010726;0.010776;0.009690;0.009895;0.008744;0.008437;4025.885874;0.457341;-0.009220
0.143513;0.007416;0.006446;0.006076;0.007291;0.008488;0.010238;0.011159;0.011099;0.009902;0.009843;0.008675;0.008314;4088.559640;0.455942;-0.008956
0.143613;0.007413;0.006475;0.006136;0.007365;0.008539;0.010238;0.011164;0.011057;0.009800;0.009845;0.008677;0.008400;4094.833741;0.456056;-0.008688
0.143713;0.007555;0.006648;0.006281;0.007483;0.008612;0.010275;0.011167;0.011032;0.009867;0.009880;0.008824;0.008559;4136.767558;0.456526;-0.008383
0.143813;0.007644;0.006754;0.006407;0.007640;0.008788;0.010438;0.011363;0.011173;0.009934;0.009998;0.008920;0.008715;4198.654468;0.456475;-0.008173
0.143913;0.007651;0.006769;0.006389;0.007569;0.008617;0.010193;0.011126;0.010933;0.009745;0.009830;0.008898;0.008738;4147.487928;0.457085;-0.007985
0.144013;0.007512;0.006591;0.006158;0.007258;0.008189;0.009612;0.010545;0.010396;0.009279;0.009530;0.008700;0.008630;3989.335082;0.458057;-0.008028
0.144113;0.007686;0.006825;0.006425;0.007572;0.008580;0.010107;0.011123;0.010885;0.009677;0.009777;0.008917;0.008814;4144.727414;0.457359;-0.007852
0.144213;0.007608;0.006732;0.006313;0.007428;0.008368;0.009800;0.010836;0.010592;0.009391;0.009653;0.008796;0.008763;4062.527836;0.457859;-0.007820
0.144313;0.007749;0.006909;0.006489;0.007607;0.008568;0.010058;0.011144;0.010848;0.009618;0.009771;0.008956;0.008896;4153.430016;0.457645;-0.007674
0.144413;0.007398;0.006507;0.006143;0.007247;0.008166;0.009586;0.010657;0.010345;0.009169;0.009307;0.008563;0.008538;3959.146808;0.457631;-0.007802
0.144513;0.007647;0.006810;0.006450;0.007597;0.008581;0.010090;0.011218;0.010826;0.009560;0.009647;0.008847;0.008807;4132.735676;0.457216;-0.007585
0.144613;0.007530;0.006624;0.006209;0.007284;0.008144;0.009514;0.010635;0.010307;0.009155;0.009346;0.008661;0.008691;3977.591460;0.458192;-0.007691
0.144713;0.007676;0.006812;0.006437;0.007538;0.008464;0.009903;0.011043;0.010615;0.009420;0.009540;0.008834;0.008847;4095.657625;0.457742;-0.007439
0.144813;0.007604;0.006708;0.006299;0.007368;0.008217;0.009550;0.010686;0.010276;0.009136;0.009368;0.008714;0.008785;4001.498235;0.458371;-0.007416
0.144913;0.007665;0.006827;0.006451;0.007585;0.008518;0.009960;0.011119;0.010618;0.009407;0.009510;0.008830;0.008848;4103.835714;0.457592;-0.007298
0.145013;0.007510;0.006605;0.006253;0.007379;0.008300;0.009737;0.010900;0.010413;0.009199;0.009372;0.008668;0.008676;4013.142611;0.457593;-0.007556
0.145113;0.007548;0.006688;0.006357;0.007529;0.008542;0.010110;0.011310;0.010797;0.009471;0.009537;0.008726;0.008689;4102.503808;0.456763;-0.007627
0.145213;0.007487;0.006651;0.006348;0.007556;0.008600;0.010183;0.011373;0.010821;0.009406;0.009516;0.008686;0.008645;4101.167612;0.456455;-0.007518
0.145313;0.007522;0.006709;0.006378;0.007566;0.008591;0.010198;0.011402;0.010860;0.009473;0.009516;0.008736;0.008674;4115.020279;0.456536;-0.007542
0.145413;0.007403;0.006530;0.006153;0.007253;0.008145;0.009595;0.010757;0.010308;0.009071;0.009223;0.008550;0.008545;3955.546169;0.457586;-0.007622
0.145513;0.007558;0.006717;0.006355;0.007515;0.008484;0.010055;0.011260;0.010757;0.009438;0.009505;0.008762;0.008695;4094.554758;0.456960;-0.007616
0.145613;0.007384;0.006512;0.006153;0.007285;0.008210;0.009694;0.010876;0.010389;0.009105;0.009267;0.008553;0.008537;3972.344675;0.457288;-0.007661
0.145713;0.007500;0.006638;0.006288;0.007455;0.008446;0.010053;0.011288;0.010753;0.009436;0.009470;0.008716;0.008639;4078.140890;0.456748;-0.007774
0.145813;0.007328;0.006433;0.006102;0.007267;0.008225;0.009748;0.010970;0.010456;0.009127;0.009271;0.008522;0.008481;3971.007229;0.456918;-0.007823
0.145913;0.006924;0.006001;0.005683;0.006725;0.007588;0.009007;0.010212;0.009796;0.008603;0.008716;0.008077;0.008013;3714.437536;0.457342;-0.008205
0.146013;0.007033;0.006228;0.006016;0.007232;0.008339;0.010045;0.011301;0.010724;0.009269;0.009151;0.008339;0.008155;3967.234139;0.455229;-0.008070
0.146113;0.007205;0.006456;0.006290;0.007620;0.008907;0.010790;0.012068;0.011386;0.009780;0.009545;0.008611;0.008355;4169.036800;0.454184;-0.007983
0.146213;0.007388;0.006686;0.006589;0.008015;0.009501;0.011580;0.012926;0.012156;0.010287;0.009914;0.008859;0.008559;4381.289648;0.453073;-0.007875
0.146313;0.007178;0.006430;0.006315;0.007682;0.009047;0.011005;0.012296;0.011594;0.009823;0.009554;0.008586;0.008327;4201.113943;0.453582;-0.007937
0.146413;0.007401;0.006697;0.006592;0.008001;0.009450;0.011499;0.012783;0.012039;0.010167;0.009885;0.008849;0.008584;4361.272231;0.453358;-0.007737
0.146513;0.007229;0.006486;0.006371;0.007729;0.009076;0.011018;0.012251;0.011569;0.009804;0.009591;0.008613;0.008394;4212.602914;0.453798;-0.007784
0.146613;0.007453;0.006759;0.006664;0.008075;0.009540;0.011618;0.012803;0.012011;0.010246;0.009902;0.008893;0.008624;4386.225910;0.453392;-0.007551
0.146713;0.007249;0.006530;0.006429;0.007819;0.009188;0.011121;0.012291;0.011597;0.009820;0.009591;0.008637;0.008427;4234.809830;0.453721;-0.007560
0.146813;0.007450;0.006779;0.006706;0.008151;0.009619;0.011660;0.012838;0.012087;0.010210;0.009926;0.008878;0.008644;4400.201564;0.453296;-0.007403
0.146913;0.007002;0.006315;0.006323;0.007812;0.009333;0.011431;0.012572;0.011774;0.009893;0.009473;0.008443;0.008169;4228.538981;0.452285;-0.007651
0.147013;0.007261;0.006615;0.006628;0.008144;0.009732;0.011882;0.013042;0.012251;0.010246;0.009848;0.008738;0.008443;4395.637025;0.452251;-0.007482
0.147113;0.007071;0.006378;0.006359;0.007790;0.009253;0.011278;0.012425;0.011669;0.009839;0.009527;0.008503;0.008219;4219.588332;0.452834;-0.007634
0.147213;0.007247;0.006609;0.006605;0.008089;0.009643;0.011768;0.013043;0.012215;0.010211;0.009852;0.008750;0.008420;4380.910950;0.452365;-0.007609
0.147313;0.006997;0.006305;0.006296;0.007720;0.009209;0.011209;0.012406;0.011660;0.009818;0.009490;0.008476;0.008163;4197.754117;0.452712;-0.007802
0.147413;0.007145;0.006499;0.006497;0.007983;0.009599;0.011745;0.012998;0.012182;0.010248;0.009798;0.008687;0.008317;4351.605776;0.452099;-0.007850
0.147513;0.006987;0.006296;0.006286;0.007712;0.009201;0.011164;0.012441;0.011689;0.009833;0.009508;0.008477;0.008161;4197.912402;0.452692;-0.007893
0.147613;0.007262;0.006643;0.006645;0.008086;0.009621;0.011600;0.012908;0.012122;0.010247;0.009886;0.008814;0.008470;4375.207821;0.452779;-0.007637
0.147713;0.007004;0.006323;0.006325;0.007749;0.009202;0.011069;0.012391;0.011596;0.009762;0.009497;0.008504;0.008226;4193.797008;0.452975;-0.007733
0.147813;0.007206;0.006595;0.006607;0.008079;0.009608;0.011519;0.012874;0.012019;0.010149;0.009796;0.008761;0.008447;4350.054009;0.452748;-0.007527
0.147913;0.007063;0.006401;0.006380;0.007810;0.009255;0.011084;0.012438;0.011629;0.009855;0.009574;0.008586;0.008290;4221.677129;0.453139;-0.007724
0.148013;0.007207;0.006600;0.006577;0.008024;0.009515;0.011382;0.012746;0.011960;0.010143;0.009810;0.008779;0.008439;4331.468781;0.453024;-0.007662
0.148113;0.007169;0.006534;0.006483;0.007868;0.009264;0.010994;0.012288;0.011573;0.009859;0.009683;0.008704;0.008395;4239.248131;0.453773;-0.007590
0.148213;0.007386;0.006822;0.006734;0.008106;0.009492;0.011214;0.012451;0.011753;0.010133;0.009908;0.008968;0.008616;4347.027920;0.454146;-0.007355
0.148313;0.007115;0.006514;0.006439;0.007786;0.009132;0.010805;0.011995;0.011343;0.009782;0.009546;0.008670;0.008319;4185.962371;0.454122;-0.007516
0.148413;0.007262;0.006697;0.006627;0.008035;0.009490;0.011273;0.012490;0.011817;0.010156;0.009850;0.008873;0.008471;4325.991395;0.453606;-0.007557
0.148513;0.007059;0.006450;0.006384;0.007748;0.009131;0.010801;0.012004;0.011407;0.009739;0.009531;0.008604;0.008267;4173.437714;0.453882;-0.007610
0.148613;0.007291;0.006731;0.006673;0.008029;0.009433;0.011089;0.012236;0.011659;0.010027;0.009822;0.008888;0.008519;4300.893476;0.454159;-0.007356
0.148713;0.007140;0.006523;0.006441;0.007754;0.009043;0.010593;0.011717;0.011164;0.009684;0.009549;0.008684;0.008371;4155.359345;0.454741;-0.007453
0.148813;0.007308;0.006762;0.006694;0.008049;0.009403;0.010988;0.012175;0.011620;0.010036;0.009830;0.008909;0.008557;4298.248917;0.454403;-0.007342
0.148913;0.007008;0.006379;0.006333;0.007724;0.009108;0.010759;0.012016;0.011415;0.009795;0.009532;0.008599;0.008249;4165.350593;0.453773;-0.007815
0.149014;0.007181;0.006616;0.006548;0.007919;0.009315;0.010936;0.012197;0.011652;0.010041;0.009751;0.008825;0.008430;4262.439781;0.454009;-0.007697
0.149114;0.007175;0.006584;0.006470;0.007783;0.009044;0.010505;0.011761;0.011263;0.009766;0.009667;0.008797;0.008434;4178.270587;0.454966;-0.007662
0.149214;0.007316;0.006793;0.006608;0.007900;0.009118;0.010558;0.011787;0.011325;0.009965;0.009786;0.008993;0.008572;4235.564243;0.455404;-0.007588
0.149314;0.007360;0.006795;0.006579;0.007835;0.008985;0.010370;0.011631;0.011234;0.009890;0.009855;0.009023;0.008610;4213.996091;0.455913;-0.007748
0.149414;0.007349;0.006810;0.006616;0.007867;0.009065;0.010470;0.011751;0.011338;0.009974;0.009829;0.009011;0.008591;4233.634828;0.455608;-0.007706
0.149514;0.007520;0.007010;0.006821;0.008144;0.009373;0.010824;0.012097;0.011621;0.010251;0.010082;0.009225;0.008771;4353.128828;0.455429;-0.007526
0.149614;0.007378;0.006856;0.006656;0.007938;0.009126;0.010487;0.011790;0.011401;0.010019;0.009853;0.009051;0.008635;4253.868275;0.455627;-0.007639
0.149714;0.007590;0.007106;0.006926;0.008276;0.009547;0.011007;0.012304;0.011820;0.010440;0.010179;0.009319;0.008859;4416.809266;0.455234;-0.007479
0.149814;0.007437;0.006943;0.006727;0.008012;0.009161;0.010446;0.011692;0.011329;0.010035;0.009855;0.009114;0.008708;4264.397059;0.455982;-0.007427
0.149914;0.007256;0.006691;0.006459;0.007706;0.008786;0.009985;0.011215;0.010902;0.009667;0.009604;0.008894;0.008502;4116.607682;0.456409;-0.007634
0.150014;0.007426;0.006917;0.006674;0.007921;0.009023;0.010270;0.011459;0.011125;0.009961;0.009815;0.009097;0.008650;4220.784944;0.456380;-0.007470
0.150114;0.007341;0.006798;0.006544;0.007774;0.008828;0.010019;0.011183;0.010909;0.009725;0.009701;0.008997;0.008573;4144.906257;0.456704;-0.007541
0.150214;0.007444;0.006948;0.006672;0.007877;0.008909;0.010060;0.011145;0.010922;0.009820;0.009737;0.009090;0.008640;4178.853237;0.456986;-0.007292
0.150314;0.007679;0.007235;0.006982;0.008282;0.009444;0.010771;0.011861;0.011571;0.010405;0.010153;0.009432;0.008890;4390.747593;0.456184;-0.007272
0.150414;0.007497;0.006935;0.006657;0.007872;0.008918;0.010153;0.011212;0.011066;0.009975;0.009854;0.009153;0.008681;4206.443117;0.456902;-0.007608
0.150514;0.007550;0.007040;0.006758;0.008059;0.009150;0.010430;0.011493;0.011301;0.010152;0.010005;0.009268;0.008781;4284.932146;0.456526;-0.007522
0.150614;0.007364;0.006821;0.006548;0.007796;0.008822;0.010034;0.011106;0.010991;0.009895;0.009707;0.009057;0.008594;4158.249932;0.456779;-0.007699
0.150714;0.007634;0.007165;0.006930;0.008256;0.009393;0.010733;0.011774;0.011480;0.010426;0.010068;0.009408;0.008868;4368.580501;0.456190;-0.007319
0.150814;0.007340;0.006776;0.006530;0.007844;0.008890;0.010102;0.011201;0.011052;0.009912;0.009678;0.009059;0.008607;4168.238780;0.456517;-0.007685
0.150914;0.007618;0.007107;0.006843;0.008142;0.009212;0.010455;0.011571;0.011438;0.010293;0.010033;0.009377;0.008886;4323.408224;0.456610;-0.007545
0.151014;0.007496;0.006933;0.006638;0.007890;0.008869;0.010024;0.011100;0.011065;0.010000;0.009838;0.009221;0.008752;4200.734509;0.457207;-0.007720
0.151114;0.007591;0.007073;0.006770;0.008064;0.009089;0.010298;0.011333;0.011312;0.010241;0.009938;0.009363;0.008840;4281.946133;0.456918;-0.007608
0.151214;0.007495;0.006946;0.006606;0.007831;0.008753;0.009811;0.010771;0.010854;0.009858;0.009715;0.009200;0.008750;4152.517589;0.457794;-0.007555
0.151314;0.007583;0.007078;0.006744;0.008007;0.008995;0.010146;0.011107;0.011177;0.010147;0.009889;0.009367;0.008836;4249.447763;0.457329;-0.007576
0.151414;0.007441;0.006876;0.006535;0.007774;0.008700;0.009772;0.010698;0.010841;0.009807;0.009655;0.009155;0.008708;4128.129207;0.457736;-0.007650
0.151514;0.007642;0.007121;0.006770;0.008004;0.008960;0.010056;0.010929;0.011056;0.010126;0.009872;0.009363;0.008889;4238.206336;0.457752;-0.007445
0.151614;0.007893;0.007396;0.007091;0.008411;0.009471;0.010679;0.011566;0.011622;0.010640;0.010245;0.009689;0.009160;4435.870705;0.457118;-0.007308
0.151714;0.007656;0.007105;0.006760;0.008042;0.008969;0.010044;0.010900;0.011080;0.010090;0.009815;0.009352;0.008928;4236.351435;0.457775;-0.007363
0.151814;0.007732;0.007169;0.006798;0.008042;0.008915;0.009864;0.010665;0.010871;0.009980;0.009846;0.009409;0.009018;4219.478078;0.458510;-0.007186
0.151914;0.007672;0.007102;0.006720;0.007982;0.008836;0.009796;0.010609;0.010821;0.009963;0.009710;0.009352;0.008927;4187.680936;0.458418;-0.007247
0.152014;0.007967;0.007462;0.007084;0.008413;0.009375;0.010467;0.011348;0.011553;0.010522;0.010190;0.009703;0.009246;4415.155435;0.457709;-0.007194
0.152114;0.007681;0.007081;0.006694;0.007984;0.008876;0.009833;0.010640;0.010886;0.010023;0.009741;0.009376;0.008928;4197.500949;0.458308;-0.007365
0.152214;0.007818;0.007270;0.006848;0.008149;0.009033;0.010006;0.010848;0.011146;0.010242;0.009950;0.009559;0.009113;4284.643798;0.458342;-0.007383
0.152314;0.007741;0.007179;0.006689;0.007916;0.008711;0.009590;0.010402;0.010811;0.010015;0.009763;0.009420;0.009011;4178.177537;0.459064;-0.007503
0.152414;0.007848;0.007296;0.006849;0.008159;0.009034;0.010019;0.010879;0.011249;0.010354;0.009950;0.009583;0.009123;4298.730404;0.458296;-0.007501
0.152514;0.007583;0.006963;0.006516;0.007775;0.008564;0.009428;0.010273;0.010706;0.009864;0.009519;0.009239;0.008838;4101.011837;0.458817;-0.007627
0.152614;0.007865;0.007322;0.006888;0.008196;0.009066;0.009994;0.010862;0.011249;0.010331;0.009898;0.009569;0.009129;4299.771421;0.458333;-0.007331
0.152714;0.007866;0.007266;0.006854;0.008228;0.009155;0.010113;0.011021;0.011373;0.010416;0.010022;0.009578;0.009189;4327.515613;0.458033;-0.007537
0.152814;0.007850;0.007272;0.006867;0.008249;0.009144;0.010044;0.010902;0.011283;0.010351;0.009829;0.009539;0.009144;4303.868128;0.458115;-0.007249
0.152914;0.007670;0.007022;0.006560;0.007871;0.008646;0.009396;0.010209;0.010672;0.009862;0.009492;0.009285;0.008969;4116.130403;0.459122;-0.007375
0.153014;0.007825;0.007190;0.006737;0.008090;0.008932;0.009786;0.010597;0.011088;0.010223;0.009720;0.009456;0.009082;4235.847600;0.458573;-0.007399
0.153114;0.007812;0.007149;0.006670;0.007951;0.008718;0.009448;0.010204;0.010758;0.009922;0.009612;0.009386;0.009072;4156.900206;0.459399;-0.007266
0.153214;0.007906;0.007264;0.006781;0.008077;0.008891;0.009652;0.010387;0.010950;0.010157;0.009711;0.009514;0.009133;4223.872355;0.459170;-0.007239
0.153314;0.007847;0.007174;0.006662;0.007951;0.008704;0.009411;0.010087;0.010732;0.009951;0.009602;0.009420;0.009086;4153.988889;0.459620;-0.007269
0.153414;0.007839;0.007195;0.006717;0.008029;0.008825;0.009563;0.010207;0.010849;0.010081;0.009557;0.009418;0.009055;4181.617652;0.459208;-0.007151
0.153514;0.008103;0.007517;0.007056;0.008469;0.009394;0.010272;0.010931;0.011530;0.010652;0.009984;0.009728;0.009358;4402.028280;0.458338;-0.007040
0.153614;0.007755;0.007046;0.006596;0.007996;0.008870;0.009680;0.010302;0.010974;0.010165;0.009519;0.009320;0.008965;4175.838892;0.458570;-0.007404
0.153714;0.008136;0.007495;0.007055;0.008464;0.009381;0.010199;0.010807;0.011468;0.010623;0.009962;0.009753;0.009364;4390.952777;0.458561;-0.007003
0.153814;0.007798;0.007117;0.006618;0.008027;0.008831;0.009504;0.010141;0.010853;0.010054;0.009473;0.009337;0.009068;4161.578649;0.459127;-0.007186
0.153914;0.008026;0.007367;0.006869;0.008307;0.009153;0.009901;0.010599;0.011334;0.010475;0.009832;0.009640;0.009301;4316.752960;0.458809;-0.007271
0.154014;0.007933;0.007213;0.006666;0.008041;0.008764;0.009339;0.010029;0.010823;0.010120;0.009517;0.009486;0.009141;4171.327638;0.459760;-0.007262
0.154114;0.008037;0.007373;0.006821;0.008240;0.008998;0.009629;0.010336;0.011111;0.010367;0.009705;0.009641;0.009286;4267.666619;0.459421;-0.007207
0.154214;0.007891;0.007155;0.006550;0.007905;0.008558;0.009047;0.009736;0.010592;0.009977;0.009427;0.009420;0.009128;4105.581340;0.460362;-0.007380
0.154314;0.007987;0.007278;0.006708;0.008109;0.008818;0.009388;0.010122;0.010944;0.010261;0.009592;0.009542;0.009205;4205.753409;0.459722;-0.007339
0.154414;0.007729;0.006950;0.006379;0.007782;0.008442;0.008919;0.009672;0.010491;0.009862;0.009245;0.009237;0.008958;4038.707542;0.460045;-0.007538
0.154514;0.008023;0.007248;0.006664;0.008067;0.008741;0.009232;0.009987;0.010815;0.010193;0.009505;0.009534;0.009192;4176.343669;0.460056;-0.007308
0.154614;0.008264;0.007531;0.007022;0.008523;0.009322;0.009948;0.010754;0.011458;0.010771;0.009935;0.009874;0.009473;4397.476433;0.459077;-0.007185
0.154714;0.008006;0.007201;0.006655;0.008145;0.008848;0.009329;0.010161;0.010957;0.010291;0.009494;0.009521;0.009200;4200.063208;0.459610;-0.007346
0.154814;0.008368;0.007607;0.007031;0.008534;0.009249;0.009746;0.010599;0.011430;0.010678;0.009973;0.009914;0.009597;4391.560866;0.459693;-0.007153
0.154914;0.008059;0.007243;0.006671;0.008141;0.008784;0.009167;0.009991;0.010851;0.010206;0.009464;0.009543;0.009257;4183.201080;0.460125;-0.007230
0.155014;0.008271;0.007473;0.006954;0.008479;0.009212;0.009707;0.010519;0.011316;0.010667;0.009783;0.009823;0.009451;4349.872537;0.459465;-0.007127
0.155114;0.008217;0.007405;0.006787;0.008259;0.008851;0.009190;0.009960;0.010872;0.010239;0.009567;0.009660;0.009405;4223.553982;0.460553;-0.007009
0.155214;0.008369;0.007573;0.006955;0.008454;0.009085;0.009477;0.010239;0.011159;0.010557;0.009772;0.009868;0.009550;4326.667628;0.460298;-0.007026
0.155314;0.008153;0.007300;0.006631;0.008068;0.008593;0.008862;0.009573;0.010554;0.010087;0.009348;0.009585;0.009308;4132.063850;0.461191;-0.007106
0.155414;0.008326;0.007506;0.006866;0.008355;0.008914;0.009255;0.010040;0.011030;0.010434;0.009654;0.009815;0.009496;4273.384932;0.460632;-0.007106
0.155514;0.008209;0.007323;0.006652;0.008157;0.008655;0.008902;0.009672;0.010689;0.010139;0.009451;0.009648;0.009402;4164.621752;0.461150;-0.007178
0.155614;0.008424;0.007563;0.006883;0.008382;0.008879;0.009139;0.009929;0.010940;0.010425;0.009648;0.009871;0.009605;4273.294092;0.461131;-0.007027
0.155714;0.008324;0.007402;0.006689;0.008212;0.008643;0.008827;0.009629;0.010688;0.010169;0.009528;0.009729;0.009540;4183.345954;0.461586;-0.007181
0.155814;0.008324;0.007400;0.006714;0.008263;0.008711;0.008937;0.009750;0.010806;0.010323;0.009511;0.009745;0.009514;4207.373173;0.461235;-0.007229
0.155914;0.008409;0.007513;0.006818;0.008373;0.008806;0.009004;0.009801;0.010878;0.010334;0.009598;0.009820;0.009599;4244.673806;0.461329;-0.007029
0.156014;0.008243;0.007274;0.006613;0.008184;0.008631;0.008862;0.009673;0.010755;0.010271;0.009386;0.009656;0.009386;4166.012576;0.461087;-0.007333
0.156114;0.008283;0.007379;0.006778;0.008391;0.008900;0.009208;0.010049;0.011124;0.010452;0.009543;0.009716;0.009457;4257.372631;0.460343;-0.007195
0.156214;0.008164;0.007221;0.006541;0.008118;0.008531;0.008729;0.009498;0.010604;0.010146;0.009273;0.009550;0.009313;4117.469353;0.461246;-0.007261
0.156314;0.008383;0.007469;0.006797;0.008382;0.008810;0.009042;0.009804;0.010961;0.010408;0.009529;0.009804;0.009558;4244.377092;0.461113;-0.007097
0.156414;0.008205;0.007229;0.006551;0.008108;0.008470;0.008633;0.009359;0.010536;0.010093;0.009169;0.009557;0.009309;4099.129057;0.461552;-0.007133
0.156514;0.008370;0.007487;0.006835;0.008486;0.008922;0.009204;0.009928;0.011069;0.010479;0.009481;0.009757;0.009541;4268.279488;0.460676;-0.006907
0.156614;0.008195;0.007218;0.006533;0.008171;0.008529;0.008710;0.009395;0.010572;0.010090;0.009150;0.009499;0.009324;4105.578316;0.461337;-0.007016
0.156714;0.008533;0.007587;0.006877;0.008525;0.008891;0.009095;0.009750;0.010983;0.010469;0.009524;0.009874;0.009671;4276.801433;0.461375;-0.006810
0.156814;0.008529;0.007580;0.006926;0.008657;0.009066;0.009337;0.009994;0.011179;0.010551;0.009584;0.009865;0.009690;4322.721287;0.460764;-0.006723
0.156914;0.008429;0.007418;0.006804;0.008544;0.008982;0.009289;0.009912;0.011135;0.010554;0.009451;0.009769;0.009532;4278.405612;0.460517;-0.006922
0.157014;0.008581;0.007581;0.006921;0.008677;0.009094;0.009381;0.009948;0.011232;0.010637;0.009652;0.009930;0.009720;4338.178528;0.460826;-0.006839
0.157114;0.008438;0.007364;0.006692;0.008388;0.008727;0.008943;0.009479;0.010846;0.010320;0.009317;0.009739;0.009523;4198.816173;0.461419;-0.006940
0.157214;0.008694;0.007686;0.007017;0.008756;0.009171;0.009465;0.010018;0.011339;0.010782;0.009690;0.010075;0.009816;4383.143670;0.460922;-0.006810
0.157314;0.008391;0.007297;0.006620;0.008361;0.008719;0.008955;0.009514;0.010902;0.010353;0.009294;0.009708;0.009512;4192.901616;0.461215;-0.007114
0.157414;0.008698;0.007651;0.006931;0.008667;0.009042;0.009309;0.009882;0.011287;0.010719;0.009640;0.010038;0.009826;4351.247250;0.461215;-0.006959
0.157514;0.008618;0.007504;0.006705;0.008329;0.008546;0.008596;0.009096;0.010571;0.010204;0.009323;0.009851;0.009752;4172.275205;0.462845;-0.006856
0.157614;0.008689;0.007635;0.006928;0.008668;0.009001;0.009224;0.009776;0.011169;0.010692;0.009589;0.009999;0.009828;4332.090300;0.461408;-0.006868
0.157714;0.008477;0.007326;0.006591;0.008273;0.008509;0.008599;0.009114;0.010619;0.010191;0.009165;0.009714;0.009574;4135.498445;0.462296;-0.006991
0.157814;0.008562;0.007450;0.006780;0.008550;0.008876;0.009070;0.009613;0.011056;0.010528;0.009372;0.009847;0.009675;4261.283992;0.461318;-0.006906
0.157914;0.008336;0.007167;0.006415;0.008123;0.008333;0.008384;0.008843;0.010374;0.009969;0.008928;0.009503;0.009465;4045.419628;0.462488;-0.006947
0.158014;0.008503;0.007391;0.006673;0.008403;0.008683;0.008839;0.009310;0.010850;0.010326;0.009221;0.009720;0.009622;4189.662899;0.461780;-0.006877
0.158114;0.008393;0.007234;0.006525;0.008292;0.008572;0.008708;0.009142;0.010701;0.010182;0.009135;0.009578;0.009517;4128.728577;0.461799;-0.006981
0.158214;0.008310;0.007199;0.006576;0.008433;0.008833;0.009158;0.009614;0.011097;0.010500;0.009143;0.009535;0.009368;4198.404082;0.460327;-0.007046
0.158314;0.008596;0.007523;0.006909;0.008792;0.009262;0.009659;0.010077;0.011607;0.010864;0.009546;0.009890;0.009714;4380.414605;0.460060;-0.006884
0.158414;0.008431;0.007234;0.006566;0.008380;0.008716;0.008934;0.009251;0.010834;0.010295;0.009065;0.009605;0.009503;4161.304156;0.461348;-0.006826
0.158514;0.008731;0.007578;0.006895;0.008730;0.009113;0.009358;0.009658;0.011283;0.010714;0.009477;0.009950;0.009830;4336.707031;0.461186;-0.006705
0.158614;0.008564;0.007331;0.006630;0.008471;0.008792;0.008955;0.009230;0.010894;0.010337;0.009193;0.009713;0.009655;4198.357081;0.461664;-0.006768
0.158714;0.008821;0.007644;0.006932;0.008776;0.009134;0.009347;0.009602;0.011261;0.010705;0.009497;0.009990;0.009920;4348.823922;0.461461;-0.006579
